tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS001,2016-04-24,7,Cagla Buyukakcay,Danka Kovinic,TUR,MNE,5.0,5.0,3-6,6-2,6-3,O,1027,2016.0,Danka Kovinic,Cagla Buyukakcay,MNE,TUR,5.0,,3,Cagla Buyukakcay,Danka Kovinic,3.0,36 62 63,2016-04-24T16:06:49+00:00,2016-04-24,02:23:19,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:43:17,6.0,3.0,0.0,0.0,2.0,2.0,1.0,17.0,11.0,22.0,19.0,23.0,13.0,39.0,23.0,2.0,1.0,5.0,3.0,5.0,4.0,8.0,5.0,33.0,29.0,0.0,0.0,00:38:44,2.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,14.0,12.0,21.0,11.0,19.0,19.0,30.0,0.0,2.0,3.0,4.0,4.0,4.0,7.0,4.0,22.0,27.0,0.0,0.0,01:01:18,3.0,6.0,0.0,1.0,0.0,1.0,2.0,13.0,25.0,21.0,36.0,21.0,28.0,38.0,43.0,0.0,1.0,4.0,5.0,4.0,5.0,11.0,8.0,36.0,45.0,0.0,0.0,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS002,2016-04-23,6,Danka Kovinic,Kateryna Kozlova,MNE,UKR,5.0,,7-5,6-4,,O,1027,2016.0,Danka Kovinic,Kateryna Kozlova,MNE,UKR,5.0,,2,Danka Kovinic,Kateryna Kozlova,3.0,75 64,2016-04-23T18:11:36+00:00,2016-04-23,01:40:50,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:56:01,7.0,5.0,0.0,3.0,0.0,1.0,1.0,11.0,14.0,21.0,31.0,18.0,15.0,42.0,39.0,5.0,4.0,9.0,7.0,6.0,6.0,17.0,10.0,42.0,39.0,0.0,0.0,00:44:49,6.0,4.0,0.0,1.0,0.0,2.0,3.0,9.0,11.0,16.0,21.0,18.0,12.0,33.0,27.0,3.0,2.0,5.0,5.0,5.0,5.0,10.0,7.0,33.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS003,2016-04-23,6,Cagla Buyukakcay,Stefanie Voegele,TUR,SUI,,,6-0,7-5,,O,1027,2016.0,Cagla Buyukakcay,Stefanie Voegele,TUR,SUI,,,2,Cagla Buyukakcay,Stefanie Voegele,3.0,60 75,2016-04-23T15:40:39+00:00,2016-04-23,01:23:04,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:22:40,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,16.0,9.0,12.0,3.0,17.0,15.0,3.0,0.0,3.0,0.0,3.0,3.0,7.0,5.0,24.0,8.0,0.0,0.0,01:00:24,7.0,5.0,0.0,1.0,1.0,0.0,0.0,19.0,15.0,32.0,31.0,19.0,24.0,34.0,49.0,3.0,2.0,8.0,2.0,6.0,6.0,16.0,13.0,44.0,39.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS004,2016-04-22,5,Danka Kovinic,Maria Sakkari,MNE,GRE,5.0,5.0,1-6,6-1,6-2,O,1027,2016.0,Maria Sakkari,Danka Kovinic,GRE,MNE,,5.0,3,Danka Kovinic,Maria Sakkari,3.0,16 61 62,2016-04-22T12:40:38+00:00,2016-04-22,02:01:15,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:30:40,6.0,1.0,0.0,0.0,1.0,0.0,3.0,13.0,7.0,14.0,10.0,16.0,11.0,20.0,26.0,2.0,0.0,5.0,0.0,4.0,3.0,3.0,1.0,31.0,15.0,0.0,0.0,00:37:18,1.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,10.0,9.0,11.0,9.0,16.0,20.0,18.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,2.0,11.0,27.0,0.0,0.0,00:53:17,2.0,6.0,0.0,1.0,0.0,1.0,2.0,11.0,17.0,22.0,28.0,12.0,25.0,30.0,45.0,1.0,3.0,6.0,6.0,4.0,4.0,11.0,11.0,32.0,43.0,0.0,0.0,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS005,2016-04-22,5,Kateryna Kozlova,Anastasija Sevastova,UKR,LAT,,,6-2,6-3,,O,1027,2016.0,Kateryna Kozlova,Anastasija Sevastova,UKR,LAT,,,2,Kateryna Kozlova,Anastasija Sevastova,3.0,62 63,2016-04-22T20:17:04+00:00,2016-04-22,01:17:34,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS006,2016-04-22,5,Cagla Buyukakcay,Nao Hibino,TUR,JPN,6.0,6.0,6-1,6-2,,O,1027,2016.0,Nao Hibino,Cagla Buyukakcay,JPN,TUR,6.0,,3,Cagla Buyukakcay,Nao Hibino,3.0,61 62,2016-04-22T15:11:17+00:00,2016-04-22,01:04:37,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:33:28,1.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,16.0,22.0,8.0,15.0,24.0,25.0,1.0,3.0,3.0,5.0,3.0,4.0,7.0,10.0,18.0,31.0,0.0,0.0,00:31:09,2.0,6.0,0.0,1.0,1.0,0.0,0.0,9.0,13.0,20.0,15.0,10.0,16.0,23.0,19.0,0.0,2.0,0.0,2.0,4.0,4.0,2.0,11.0,13.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS007,2016-04-22,5,Stefanie Voegele,Kristina Kucova,SUI,SVK,,,7-5,6-2,,O,1027,2016.0,Kristina Kucova,Stefanie Voegele,SVK,SUI,,,3,Stefanie Voegele,Kristina Kucova,3.0,75 62,2016-04-22T17:39:28+00:00,2016-04-22,01:33:03,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:56:20,5.0,7.0,0.0,0.0,1.0,0.0,0.0,17.0,12.0,32.0,20.0,21.0,20.0,44.0,35.0,2.0,3.0,3.0,10.0,6.0,6.0,8.0,15.0,36.0,43.0,0.0,0.0,00:36:44,2.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,14.0,12.0,7.0,15.0,20.0,25.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,11.0,17.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS009,2016-04-20,2,Danka Kovinic,Tsvetana Pironkova,MNE,BUL,5.0,5.0,7-5,7-6(4),,O,1027,2016.0,Tsvetana Pironkova,Danka Kovinic,BUL,MNE,,5.0,3,Danka Kovinic,Tsvetana Pironkova,3.0,75 76(4),2016-04-20T14:21:32+00:00,2016-04-20,01:58:28,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:51:57,5.0,7.0,0.0,0.0,1.0,2.0,4.0,13.0,19.0,26.0,24.0,19.0,24.0,39.0,41.0,2.0,3.0,5.0,4.0,6.0,6.0,5.0,13.0,36.0,44.0,0.0,0.0,01:06:32,6.0,7.0,4.0,0.0,1.0,1.0,2.0,21.0,21.0,35.0,30.0,25.0,25.0,43.0,42.0,2.0,2.0,3.0,5.0,6.0,6.0,9.0,14.0,42.0,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS010,2016-04-21,2,Kateryna Kozlova,Kirsten Flipkens,UKR,BEL,4.0,4.0,6-3,6-4,,O,1027,2016.0,Kirsten Flipkens,Kateryna Kozlova,BEL,UKR,4.0,,3,Kateryna Kozlova,Kirsten Flipkens,3.0,63 64,2016-04-21T17:40:39+00:00,2016-04-21,01:44:21,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:44:39,3.0,6.0,0.0,0.0,1.0,1.0,0.0,11.0,14.0,21.0,23.0,14.0,19.0,32.0,33.0,1.0,3.0,6.0,4.0,5.0,4.0,9.0,10.0,28.0,37.0,0.0,0.0,00:59:42,4.0,6.0,0.0,0.0,1.0,0.0,0.0,13.0,21.0,25.0,34.0,20.0,23.0,40.0,40.0,1.0,2.0,8.0,5.0,5.0,5.0,13.0,12.0,37.0,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2016,ISTANBUL,International,2016-04-18,2016-04-24,Clay,ISTANBUL,TURKEY,32,226750,USD,LS011,2016-04-21,2,Anastasija Sevastova,Johanna Larsson,LAT,SWE,,8.0,6-4,6-3,,O,1027,2016.0,Anastasija Sevastova,Johanna Larsson,LAT,SWE,,8.0,2,Anastasija Sevastova,Johanna Larsson,3.0,64 63,2016-04-21T12:41:33+00:00,2016-04-21,01:35:15,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:49:57,6.0,4.0,0.0,0.0,1.0,1.0,2.0,11.0,18.0,20.0,27.0,24.0,21.0,40.0,39.0,2.0,1.0,5.0,6.0,5.0,5.0,9.0,9.0,42.0,37.0,0.0,0.0,00:45:18,6.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,12.0,14.0,20.0,21.0,15.0,34.0,28.0,2.0,1.0,6.0,4.0,5.0,4.0,8.0,5.0,34.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
