tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS001,2018-05-05,F,Irina Khromacheva,Saisai Zheng,RUS,CHN,4.0,4.0,3-6,6-4,7-6(5),O,1104,2018.0,Saisai Zheng,Irina Khromacheva,CHN,RUS,4.0,,3.0,Irina Khromacheva,Saisai Zheng,3.0,"3-6,6-4,7-6(5)",2018-05-05T09:04:29+00:00,2018-05-05,02:35:20,ANNING,"2018 Kunming Open - Anning, China",1104,,,00:41:55,6.0,3.0,0.0,0.0,0.0,1.0,3.0,6.0,4.0,18.0,15.0,10.0,9.0,25.0,31.0,5.0,3.0,6.0,3.0,4.0,5.0,12.0,11.0,32.0,24.0,0.0,0.0,00:47:39,4.0,6.0,0.0,1.0,1.0,1.0,1.0,11.0,11.0,20.0,19.0,17.0,20.0,29.0,32.0,1.0,2.0,4.0,4.0,5.0,5.0,9.0,8.0,29.0,32.0,0.0,0.0,01:05:46,6.0,7.0,5.0,2.0,0.0,1.0,3.0,15.0,15.0,29.0,24.0,24.0,21.0,45.0,39.0,2.0,2.0,3.0,5.0,6.0,6.0,14.0,9.0,42.0,42.0,0.0,0.0,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS002,2018-05-04,SF,Saisai Zheng,Shuai Peng,CHN,CHN,4.0,1.0,7-5,6-1,,O,1104,2018.0,Shuai Peng,Saisai Zheng,CHN,CHN,1.0,4.0,3.0,Saisai Zheng,Shuai Peng,2.0,"7-5,6-1",2018-05-04T08:11:16+00:00,2018-05-04,01:53:40,ANNING,"2018 Kunming Open - Anning, China",1104,,,01:20:58,5.0,7.0,0.0,0.0,0.0,2.0,3.0,15.0,19.0,27.0,35.0,20.0,27.0,44.0,54.0,3.0,4.0,8.0,9.0,6.0,6.0,12.0,16.0,47.0,51.0,0.0,0.0,00:32:42,1.0,6.0,0.0,0.0,2.0,3.0,0.0,9.0,9.0,20.0,13.0,11.0,13.0,26.0,17.0,0.0,3.0,1.0,4.0,4.0,3.0,11.0,4.0,15.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS003,2018-05-04,SF,Irina Khromacheva,Xinyun Han,RUS,CHN,,7.0,6-1,6-3,,O,1104,2018.0,Irina Khromacheva,Xinyun Han,RUS,CHN,,7.0,2.0,Irina Khromacheva,Xinyun Han,2.0,"6-1,6-3",2018-05-04T10:25:57+00:00,2018-05-04,01:26:41,ANNING,"2018 Kunming Open - Anning, China",1104,,,00:36:39,6.0,1.0,0.0,3.0,0.0,1.0,4.0,9.0,4.0,16.0,12.0,12.0,8.0,23.0,25.0,4.0,1.0,6.0,3.0,3.0,4.0,7.0,8.0,29.0,19.0,0.0,0.0,00:50:02,6.0,3.0,0.0,2.0,0.0,7.0,3.0,13.0,14.0,20.0,25.0,23.0,17.0,38.0,35.0,2.0,1.0,6.0,4.0,5.0,4.0,7.0,11.0,41.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS004,2018-05-03,QF,Shuai Peng,Elitsa Kostova,CHN,BUL,1.0,,6-1,6-0,,O,1104,2018.0,Shuai Peng,Elitsa Kostova,CHN,BUL,1.0,,2.0,Shuai Peng,Elitsa Kostova,2.0,"6-1,6-0",2018-05-03T08:09:14+00:00,2018-05-03,00:59:57,ANNING,"2018 Kunming Open - Anning, China",1104,,,00:29:15,6.0,1.0,0.0,2.0,1.0,1.0,1.0,14.0,6.0,17.0,10.0,17.0,7.0,24.0,18.0,2.0,0.0,3.0,1.0,4.0,3.0,3.0,4.0,28.0,14.0,0.0,0.0,00:30:42,6.0,0.0,0.0,0.0,2.0,0.0,1.0,8.0,9.0,9.0,17.0,12.0,12.0,13.0,31.0,3.0,0.0,8.0,0.0,3.0,3.0,1.0,8.0,31.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS005,2018-05-03,QF,Saisai Zheng,Amandine Hesse,CHN,FRA,4.0,,5-7,6-1,6-1,O,1104,2018.0,Saisai Zheng,Amandine Hesse,CHN,FRA,4.0,,2.0,Saisai Zheng,Amandine Hesse,3.0,"5-7,6-1,6-1",2018-05-03T09:30:12+00:00,2018-05-03,02:19:52,ANNING,"2018 Kunming Open - Anning, China",1104,,,01:01:33,5.0,7.0,0.0,0.0,1.0,0.0,3.0,9.0,16.0,20.0,28.0,19.0,27.0,38.0,50.0,2.0,3.0,6.0,4.0,6.0,6.0,11.0,12.0,42.0,46.0,0.0,0.0,00:43:08,6.0,1.0,0.0,0.0,0.0,2.0,6.0,8.0,4.0,13.0,10.0,14.0,7.0,25.0,24.0,4.0,1.0,6.0,4.0,3.0,4.0,5.0,6.0,31.0,18.0,0.0,0.0,00:35:11,6.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,18.0,6.0,19.0,6.0,27.0,16.0,2.0,0.0,2.0,2.0,4.0,3.0,4.0,2.0,29.0,14.0,0.0,0.0,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS006,2018-05-03,QF,Irina Khromacheva,Yanina Wickmayer,RUS,BEL,,3.0,2-6,6-3,6-3,O,1104,2018.0,Irina Khromacheva,Yanina Wickmayer,RUS,BEL,,3.0,2.0,Irina Khromacheva,Yanina Wickmayer,3.0,"2-6,6-3,6-3",2018-05-03T08:07:19+00:00,2018-05-03,01:47:48,ANNING,"2018 Kunming Open - Anning, China",1104,,,00:26:08,2.0,6.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,8.0,9.0,10.0,16.0,21.0,21.0,0.0,2.0,0.0,3.0,4.0,4.0,4.0,1.0,15.0,27.0,0.0,0.0,00:35:41,6.0,3.0,0.0,4.0,0.0,7.0,3.0,12.0,12.0,16.0,22.0,18.0,13.0,32.0,30.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,10.0,35.0,27.0,0.0,0.0,00:45:59,6.0,3.0,0.0,1.0,0.0,5.0,1.0,10.0,9.0,12.0,20.0,14.0,14.0,26.0,37.0,4.0,2.0,9.0,3.0,4.0,5.0,2.0,11.0,37.0,26.0,0.0,0.0,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS008,2018-05-02,2,Shuai Peng,Zhaoxuan Yang,CHN,CHN,1.0,,5-7,6-4,6-3,O,1104,2018.0,Shuai Peng,Zhaoxuan Yang,CHN,CHN,1.0,,2.0,Shuai Peng,Zhaoxuan Yang,3.0,"5-7,6-4,6-3",2018-05-02T09:16:15+00:00,2018-05-02,02:40:24,ANNING,"2018 Kunming Open - Anning, China",1104,,,01:09:34,5.0,7.0,0.0,2.0,0.0,5.0,5.0,14.0,12.0,29.0,23.0,21.0,23.0,49.0,50.0,4.0,5.0,13.0,10.0,6.0,6.0,15.0,11.0,48.0,51.0,0.0,0.0,00:45:34,6.0,4.0,0.0,1.0,0.0,1.0,2.0,14.0,14.0,22.0,24.0,19.0,20.0,28.0,38.0,2.0,1.0,7.0,2.0,5.0,5.0,8.0,10.0,37.0,29.0,0.0,0.0,00:45:16,6.0,3.0,0.0,1.0,0.0,0.0,2.0,11.0,10.0,15.0,20.0,12.0,13.0,20.0,30.0,3.0,1.0,7.0,1.0,4.0,5.0,4.0,10.0,29.0,21.0,0.0,0.0,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS010,2018-05-02,2,Saisai Zheng,Xiaodi You,CHN,CHN,4.0,,6-2,6-7(5),6-3,O,1104,2018.0,Saisai Zheng,Xiaodi You,CHN,CHN,4.0,,2.0,Saisai Zheng,Xiaodi You,3.0,"6-2,6-7(5),6-3",2018-05-02T09:31:56+00:00,2018-05-02,02:25:05,ANNING,"2018 Kunming Open - Anning, China",1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS011,2018-05-02,2,Amandine Hesse,Carol Zhao,FRA,CAN,,6.0,7-6(3),7-6(8),,O,1104,2018.0,Amandine Hesse,Carol Zhao,FRA,CAN,,6.0,2.0,Amandine Hesse,Carol Zhao,2.0,"7-6(3),7-6(8)",2018-05-02T07:10:55+00:00,2018-05-02,02:09:17,ANNING,"2018 Kunming Open - Anning, China",1104,,,01:00:18,7.0,6.0,3.0,2.0,1.0,1.0,2.0,16.0,21.0,23.0,31.0,27.0,26.0,42.0,45.0,1.0,1.0,3.0,1.0,6.0,6.0,7.0,10.0,46.0,41.0,0.0,0.0,01:08:59,7.0,6.0,8.0,1.0,1.0,2.0,3.0,10.0,15.0,12.0,30.0,25.0,25.0,45.0,47.0,3.0,3.0,5.0,3.0,6.0,6.0,2.0,15.0,47.0,45.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,2018,ANNING,125K,2018-04-30,2018-05-05,Clay,ANNING,CHINA,32,115000,USD,LS012,2018-05-02,2,Irina Khromacheva,Olivia Tjandramulia,RUS,AUS,,,3-6,6-0,6-2,O,1104,2018.0,Olivia Tjandramulia,Irina Khromacheva,AUS,RUS,,,3.0,Irina Khromacheva,Olivia Tjandramulia,3.0,"3-6,6-0,6-2",2018-05-02T07:12:03+00:00,2018-05-02,01:45:38,ANNING,"2018 Kunming Open - Anning, China",1104,,,00:38:09,6.0,3.0,0.0,0.0,1.0,3.0,6.0,18.0,10.0,23.0,13.0,21.0,13.0,35.0,25.0,2.0,1.0,3.0,2.0,5.0,4.0,5.0,3.0,33.0,27.0,0.0,0.0,00:29:31,0.0,6.0,0.0,0.0,1.0,1.0,3.0,3.0,7.0,14.0,9.0,7.0,12.0,20.0,17.0,0.0,3.0,0.0,3.0,3.0,3.0,11.0,2.0,12.0,25.0,0.0,0.0,00:37:58,2.0,6.0,0.0,0.0,0.0,1.0,4.0,5.0,8.0,20.0,14.0,10.0,14.0,28.0,25.0,2.0,4.0,2.0,6.0,4.0,4.0,15.0,6.0,21.0,32.0,0.0,0.0,,,,,,
