tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,PlayerIDA,PlayerIDA2,PlayerIDB,PlayerIDB2,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,match_message,match_status,set4_score,set5_score,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS001,2022-08-07,F,Daria Kasatkina,Shelby Rogers,RUS,USA,7.0,7.0,6-7(2),6-1,6-2,O,322082,317421,0703,2022,Shelby Rogers,Daria Kasatkina,USA,RUS,,7,3,Daria Kasatkina,Shelby Rogers,3,"6-7(2),6-1,6-2",2022-08-07T22:38:33.36+00:00,2022-08-07,02:32:26,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,317421,,322082,,01:17:32,6,7,2,,0.0,1.0,6.0,1.0,18.0,23.0,28.0,38.0,26.0,32.0,49.0,55.0,2.0,2.0,5.0,6.0,6.0,6.0,10.0,15.0,49.0,55.0,0.0,0.0,00:37:51,6,1,0,,1.0,0.0,1.0,1.0,16.0,7.0,19.0,14.0,18.0,9.0,26.0,19.0,2.0,0.0,2.0,0.0,4.0,3.0,3.0,7.0,28.0,17.0,0.0,0.0,,,,,,,00:36:59,6,2,0,,0.0,0.0,2.0,0.0,12.0,9.0,13.0,19.0,16.0,11.0,21.0,23.0,2.0,0.0,4.0,0.0,4.0,4.0,1.0,10.0,28.0,16.0,0.0,0.0,,,,,,9.0,2.0,1.0,1.0,60.0,71.0,96.0,97.0,0.625,0.7319587628865979,46.0,39.0,60.0,71.0,0.7666666666666667,0.5492957746478874,,,,,,,4.0,17,0.23529411764705882,14.0,13.0,,,,,,,7.0,2.0,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS002,2022-08-06,S,Shelby Rogers,Veronika Kudermetova,USA,RUS,,9.0,6-3,6-4,,O,317421,319526,0703,2022,Shelby Rogers,Veronika Kudermetova,USA,RUS,,9,2,Shelby Rogers,Veronika Kudermetova,2,"6-3,6-4",2022-08-06T21:52:21.21+00:00,2022-08-06,01:20:43,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,317421,,319526,,00:35:50,6,3,,0,0.0,3.0,1.0,2.0,11.0,10.0,13.0,18.0,16.0,18.0,21.0,31.0,2.0,0.0,2.0,0.0,4.0,5.0,2.0,8.0,29.0,23.0,0.0,0.0,00:44:49,6,4,,0,1.0,2.0,0.0,2.0,12.0,7.0,19.0,13.0,16.0,12.0,28.0,26.0,3.0,2.0,5.0,4.0,5.0,5.0,7.0,6.0,30.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS003,2022-08-07,S,Daria Kasatkina,Paula Badosa,RUS,ESP,7.0,2.0,6-2,6-4,,O,322082,320124,0703,2022,Daria Kasatkina,Paula Badosa,RUS,ESP,7,2,2,Daria Kasatkina,Paula Badosa,2,"6-2,6-4",2022-08-07T00:44:32.383+00:00,2022-08-07,01:22:29,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,322082,,320124,,00:30:51,6,2,,0,1.0,0.0,0.0,2.0,10.0,3.0,11.0,9.0,16.0,11.0,20.0,21.0,2.0,0.0,3.0,0.0,4.0,4.0,1.0,6.0,26.0,15.0,0.0,0.0,00:51:31,6,4,,0,0.0,0.0,1.0,0.0,13.0,13.0,22.0,23.0,17.0,15.0,32.0,31.0,3.0,2.0,6.0,7.0,5.0,5.0,9.0,10.0,33.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS004,2022-08-06,Q,Shelby Rogers,Amanda Anisimova,USA,USA,,,6-4,6-4,,O,317421,326384,0703,2022,Shelby Rogers,Amanda Anisimova,USA,USA,,,2,Shelby Rogers,Amanda Anisimova,2,"6-4,6-4",2022-08-06T01:41:42.783+00:00,2022-08-06,01:21:26,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,317421,,326384,,00:41:47,6,4,,0,4.0,3.0,0.0,2.0,16.0,19.0,18.0,31.0,20.0,25.0,25.0,45.0,1.0,0.0,7.0,0.0,5.0,5.0,2.0,12.0,40.0,30.0,0.0,0.0,00:39:30,6,4,,0,1.0,0.0,1.0,0.0,16.0,12.0,18.0,19.0,20.0,15.0,29.0,27.0,2.0,1.0,2.0,1.0,5.0,5.0,2.0,7.0,32.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS005,2022-08-05,Q,Veronika Kudermetova,Ons Jabeur,RUS,TUN,9.0,3.0,7-6(5),6-2,,O,319526,316847,0703,2022,Ons Jabeur,Veronika Kudermetova,TUN,RUS,3,9,3,Veronika Kudermetova,Ons Jabeur,2,"7-6(5),6-2",2022-08-05T20:37:58.38+00:00,2022-08-05,01:41:21,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,316847,,319526,,00:59:57,7,6,5,,6.0,0.0,3.0,2.0,17.0,16.0,27.0,21.0,30.0,24.0,49.0,38.0,1.0,1.0,2.0,3.0,6.0,6.0,10.0,5.0,44.0,43.0,0.0,0.0,00:41:16,6,2,0,,0.0,2.0,2.0,2.0,12.0,8.0,17.0,19.0,17.0,14.0,29.0,31.0,3.0,1.0,8.0,3.0,4.0,4.0,5.0,11.0,34.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,7.0,5.0,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS006,2022-08-05,Q,Daria Kasatkina,Aryna Sabalenka,RUS,BLR,7.0,4.0,4-6,7-5,6-0,O,322082,320760,0703,2022,Daria Kasatkina,Aryna Sabalenka,RUS,BLR,7,4,2,Daria Kasatkina,Aryna Sabalenka,3,"4-6,7-5,6-0",2022-08-05T17:46:43.47+00:00,2022-08-05,02:23:05,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,322082,,320760,,00:45:45,4,6,,0,0.0,1.0,7.0,7.0,13.0,12.0,23.0,13.0,17.0,17.0,36.0,28.0,2.0,3.0,3.0,6.0,5.0,5.0,10.0,1.0,28.0,36.0,0.0,0.0,01:05:01,7,5,,0,0.0,0.0,6.0,9.0,16.0,10.0,29.0,21.0,23.0,16.0,48.0,39.0,4.0,3.0,7.0,11.0,6.0,6.0,13.0,11.0,46.0,41.0,0.0,0.0,,,,,,,00:32:13,6,0,,0,2.0,0.0,0.0,4.0,4.0,5.0,6.0,12.0,12.0,8.0,14.0,22.0,3.0,0.0,6.0,0.0,3.0,3.0,2.0,7.0,26.0,10.0,0.0,0.0,,,,,,13.0,20.0,2.0,1.0,58.0,46.0,98.0,89.0,0.5918367346938775,0.5168539325842697,33.0,27.0,58.0,46.0,0.5689655172413793,0.5869565217391305,,,,,,,11.0,33,0.3333333333333333,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS007,2022-08-05,Q,Paula Badosa,Coco Gauff,ESP,USA,2.0,6.0,7-6(4),6-2,,O,320124,328560,0703,2022,Coco Gauff,Paula Badosa,USA,ESP,6,2,3,Paula Badosa,Coco Gauff,2,"7-6(4),6-2",2022-08-05T23:22:46.12+00:00,2022-08-05,01:26:14,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,328560,,320124,,00:57:31,7,6,4,,0.0,4.0,1.0,6.0,17.0,15.0,31.0,22.0,25.0,24.0,44.0,40.0,2.0,2.0,5.0,4.0,6.0,6.0,14.0,7.0,41.0,43.0,0.0,0.0,00:28:39,6,2,0,,2.0,1.0,1.0,0.0,12.0,8.0,13.0,15.0,16.0,10.0,23.0,19.0,2.0,0.0,3.0,0.0,4.0,4.0,1.0,7.0,25.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,7.0,4.0,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS008,2022-08-04,2,Shelby Rogers,Maria Sakkari,USA,GRE,1.0,1.0,6-1,6-3,,O,317421,318312,0703,2022,Maria Sakkari,Shelby Rogers,GRE,USA,1,,3,Shelby Rogers,Maria Sakkari,2,"6-1,6-3",2022-08-04T23:19:09.833+00:00,2022-08-04,01:12:26,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,318312,,317421,,00:26:55,6,1,0,,4.0,3.0,1.0,3.0,10.0,5.0,13.0,9.0,13.0,9.0,17.0,23.0,3.0,0.0,5.0,3.0,3.0,4.0,3.0,4.0,27.0,13.0,0.0,0.0,00:45:26,6,3,0,,6.0,0.0,0.0,1.0,16.0,7.0,21.0,14.0,23.0,17.0,33.0,28.0,1.0,0.0,5.0,0.0,5.0,4.0,5.0,7.0,34.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS009,2022-08-03,2,Amanda Anisimova,Karolina Pliskova,USA,CZE,,8.0,3-6,7-5,6-1,O,326384,313974,0703,2022,Amanda Anisimova,Karolina Pliskova,USA,CZE,,8,2,Amanda Anisimova,Karolina Pliskova,3,"3-6,7-5,6-1",2022-08-03T17:52:52.257+00:00,2022-08-03,01:37:45,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,326384,,313974,,00:30:15,3,6,,0,0.0,2.0,2.0,3.0,7.0,13.0,11.0,17.0,14.0,21.0,22.0,29.0,0.0,1.0,2.0,1.0,4.0,5.0,4.0,4.0,22.0,29.0,0.0,0.0,00:42:06,7,5,,0,2.0,3.0,4.0,1.0,16.0,14.0,23.0,20.0,24.0,18.0,37.0,30.0,2.0,1.0,2.0,2.0,6.0,6.0,7.0,6.0,36.0,31.0,0.0,0.0,,,,,,,00:25:16,6,1,,0,0.0,2.0,1.0,1.0,16.0,5.0,23.0,9.0,18.0,7.0,28.0,16.0,2.0,0.0,2.0,0.0,4.0,3.0,7.0,4.0,27.0,17.0,0.0,0.0,,,,,,7.0,5.0,2.0,7.0,57.0,46.0,87.0,75.0,0.6551724137931034,0.6133333333333333,39.0,32.0,57.0,46.0,0.6842105263157895,0.6956521739130435,,,,,,,1.0,9,0.1111111111111111,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
0703,2022,SAN JOSE,WTA 500,2022-08-01,2022-08-07,Hard,SAN JOSE,"UNITED STATES, CA",28,757900,USD,LS010,2022-08-04,2,Ons Jabeur,Madison Keys,TUN,USA,3.0,,7-5,6-1,,O,316847,316959,0703,2022,Ons Jabeur,Madison Keys,TUN,USA,3,,2,Ons Jabeur,Madison Keys,2,"7-5,6-1",2022-08-04T02:10:26.233+00:00,2022-08-04,01:22:32,SAN JOSE,"Mubadala Silicon Valley Classic - San Jose, CA, USA",703,,,316847,,316959,,00:55:26,7,5,,0,1.0,0.0,0.0,2.0,10.0,13.0,19.0,20.0,19.0,21.0,36.0,40.0,3.0,2.0,6.0,2.0,6.0,6.0,9.0,7.0,38.0,38.0,0.0,0.0,00:26:58,6,1,,0,0.0,0.0,2.0,3.0,10.0,5.0,11.0,12.0,13.0,9.0,18.0,22.0,3.0,0.0,3.0,0.0,3.0,4.0,1.0,7.0,26.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
