tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,settime_set4,scorea_set4,scoreb_set4,scoretb_set4,acesa_set4,acesb_set4,dblflta_set4,dblfltb_set4,ptswon1stserva_set4,ptswon1stservb_set4,ptsplayed1stserva_set4,ptsplayed1stservb_set4,ptstotwonserva_set4,ptstotwonservb_set4,totservplayeda_set4,totservplayedb_set4,breakptsconva_set4,breakptsconvb_set4,breakptsplayeda_set4,breakptsplayedb_set4,servgamesplayeda_set4,servgamesplayedb_set4,pts1stservlosta_set4,pts1stservlostb_set4,totptswona_set4,totptswonb_set4,acesssa_set4,acesssb_set4,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS001,2021-11-18,F,Garbine Muguruza,Anett Kontaveit,ESP,EST,6.0,8.0,6-3,7-5,,O,808,2021.0,Garbine Muguruza,Anett Kontaveit,ESP,EST,6.0,8.0,2,Garbine Muguruza,Anett Kontaveit,2.0,"6-3,7-5",2021-11-18T01:42:38+00:00,2021-11-18,01:38:45,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,00:42:40,6.0,3.0,0.0,1.0,1.0,0.0,4.0,12.0,15.0,18.0,23.0,15.0,22.0,24.0,44.0,3.0,1.0,8.0,1.0,4.0,5.0,6.0,8.0,37.0,31.0,0.0,0.0,00:56:14,7.0,5.0,0.0,1.0,2.0,0.0,2.0,13.0,12.0,18.0,22.0,23.0,22.0,33.0,43.0,2.0,1.0,3.0,3.0,6.0,6.0,5.0,10.0,44.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS002,2021-11-16,SF,Garbine Muguruza,Paula Badosa,ESP,ESP,6.0,7.0,6-3,6-3,,O,808,2021.0,Paula Badosa,Garbine Muguruza,ESP,ESP,7.0,6.0,3,Garbine Muguruza,Paula Badosa,2.0,"6-3,6-3",2021-11-16T20:11:08+00:00,2021-11-16,01:25:31,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS003,2021-11-17,SF,Anett Kontaveit,Maria Sakkari,EST,GRE,8.0,4.0,6-1,3-6,6-3,O,808,2021.0,Anett Kontaveit,Maria Sakkari,EST,GRE,8.0,4.0,2,Anett Kontaveit,Maria Sakkari,3.0,"6-1,3-6,6-3",2021-11-17T01:41:20+00:00,2021-11-17,02:02:00,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,00:27:38,6.0,1.0,0.0,1.0,1.0,1.0,1.0,10.0,7.0,13.0,13.0,16.0,8.0,24.0,19.0,2.0,0.0,3.0,0.0,4.0,3.0,3.0,6.0,27.0,16.0,0.0,0.0,00:49:16,3.0,6.0,0.0,3.0,6.0,0.0,1.0,9.0,20.0,13.0,27.0,14.0,30.0,19.0,48.0,0.0,1.0,3.0,1.0,4.0,5.0,4.0,7.0,32.0,35.0,0.0,0.0,00:45:10,6.0,3.0,0.0,2.0,2.0,2.0,1.0,14.0,7.0,17.0,15.0,19.0,16.0,30.0,31.0,2.0,1.0,2.0,1.0,5.0,4.0,3.0,8.0,34.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS008,2021-11-16,-,Maria Sakkari,Aryna Sabalenka,GRE,BLR,4.0,1.0,7-6(1),6-7(6),6-3,O,808,2021.0,Aryna Sabalenka,Maria Sakkari,BLR,GRE,1.0,4.0,3,Maria Sakkari,Aryna Sabalenka,3.0,"7-6(1),6-7(6),6-3",2021-11-16T01:41:24+00:00,2021-11-16,02:47:44,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,00:59:06,6.0,7.0,1.0,5.0,6.0,5.0,4.0,16.0,22.0,23.0,32.0,19.0,29.0,34.0,50.0,2.0,2.0,6.0,2.0,6.0,6.0,7.0,10.0,40.0,44.0,0.0,0.0,01:04:58,7.0,6.0,6.0,0.0,1.0,4.0,3.0,15.0,18.0,23.0,24.0,23.0,26.0,38.0,46.0,2.0,2.0,4.0,3.0,6.0,6.0,8.0,6.0,43.0,41.0,0.0,0.0,00:43:32,3.0,6.0,0.0,2.0,1.0,10.0,1.0,8.0,8.0,17.0,12.0,13.0,13.0,35.0,25.0,2.0,4.0,2.0,8.0,5.0,4.0,9.0,4.0,25.0,35.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS009,2021-11-14,-,Aryna Sabalenka,Iga Swiatek,BLR,POL,1.0,5.0,2-6,6-2,7-5,O,808,2021.0,Aryna Sabalenka,Iga Swiatek,BLR,POL,1.0,5.0,2,Aryna Sabalenka,Iga Swiatek,3.0,"2-6,6-2,7-5",2021-11-14T01:42:20+00:00,2021-11-14,02:18:15,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,00:33:06,2.0,6.0,0.0,1.0,1.0,4.0,1.0,8.0,12.0,10.0,14.0,11.0,16.0,24.0,22.0,0.0,2.0,0.0,2.0,4.0,4.0,2.0,2.0,17.0,29.0,0.0,0.0,00:42:34,6.0,2.0,0.0,3.0,1.0,3.0,2.0,16.0,11.0,18.0,17.0,19.0,14.0,29.0,26.0,2.0,0.0,4.0,3.0,4.0,4.0,2.0,6.0,31.0,24.0,0.0,0.0,01:02:11,7.0,5.0,0.0,4.0,0.0,9.0,0.0,15.0,12.0,19.0,20.0,25.0,22.0,39.0,37.0,2.0,1.0,3.0,2.0,6.0,6.0,4.0,8.0,40.0,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS010,2021-11-12,-,Paula Badosa,Aryna Sabalenka,ESP,BLR,7.0,1.0,6-4,6-0,,O,808,2021.0,Aryna Sabalenka,Paula Badosa,BLR,ESP,1.0,7.0,3,Paula Badosa,Aryna Sabalenka,2.0,"6-4,6-0",2021-11-12T01:42:14+00:00,2021-11-12,01:16:30,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,00:48:51,4.0,6.0,0.0,4.0,4.0,4.0,3.0,12.0,17.0,15.0,25.0,19.0,24.0,34.0,40.0,1.0,2.0,6.0,2.0,5.0,5.0,3.0,8.0,35.0,39.0,0.0,0.0,00:27:22,0.0,6.0,0.0,0.0,1.0,3.0,1.0,1.0,7.0,5.0,9.0,3.0,14.0,15.0,20.0,0.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,9.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS011,2021-11-11,-,Maria Sakkari,Iga Swiatek,GRE,POL,4.0,5.0,6-2,6-4,,O,808,2021.0,Maria Sakkari,Iga Swiatek,GRE,POL,4.0,5.0,2,Maria Sakkari,Iga Swiatek,2.0,"6-2,6-4",2021-11-11T20:12:48+00:00,2021-11-11,01:26:00,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,00:32:11,6.0,2.0,0.0,1.0,1.0,3.0,2.0,12.0,4.0,12.0,9.0,17.0,10.0,23.0,20.0,2.0,0.0,3.0,2.0,4.0,4.0,0.0,5.0,27.0,16.0,0.0,0.0,00:53:47,6.0,4.0,0.0,1.0,1.0,2.0,4.0,14.0,13.0,15.0,20.0,20.0,24.0,25.0,40.0,1.0,0.0,5.0,0.0,5.0,5.0,1.0,7.0,36.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS013,2021-11-15,-,Iga Swiatek,Paula Badosa,POL,ESP,5.0,7.0,7-5,6-4,,O,808,2021.0,Iga Swiatek,Paula Badosa,POL,ESP,5.0,7.0,2,Iga Swiatek,Paula Badosa,2.0,"7-5,6-4",2021-11-15T20:11:47+00:00,2021-11-15,01:39:30,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS017,2021-11-13,-,Garbine Muguruza,Barbora Krejcikova,ESP,CZE,6.0,2.0,2-6,6-3,6-4,O,808,2021.0,Barbora Krejcikova,Garbine Muguruza,CZE,ESP,2.0,6.0,3,Garbine Muguruza,Barbora Krejcikova,3.0,"2-6,6-3,6-4",2021-11-13T01:42:41+00:00,2021-11-13,02:10:30,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2021,WTA FINALS,Finals,2021-11-10,2021-11-17,Hard,GUADALAJARA,MEXICO,9,0,USD,LS018,2021-11-10,-,Anett Kontaveit,Barbora Krejcikova,EST,CZE,8.0,2.0,6-3,6-4,,O,808,2021.0,Barbora Krejcikova,Anett Kontaveit,CZE,EST,2.0,8.0,3,Anett Kontaveit,Barbora Krejcikova,2.0,"6-3,6-4",2021-11-10T20:12:29+00:00,2021-11-10,01:15:15,WTA FINALS,"Akron WTA Finals Guadalajara - Guadalajara, Mexico",808.0,,,00:30:27,3.0,6.0,0.0,1.0,4.0,2.0,1.0,10.0,12.0,13.0,12.0,13.0,21.0,19.0,29.0,0.0,1.0,0.0,1.0,4.0,5.0,3.0,0.0,21.0,27.0,0.0,0.0,00:44:47,4.0,6.0,0.0,1.0,4.0,3.0,2.0,12.0,11.0,16.0,15.0,20.0,22.0,32.0,30.0,0.0,1.0,0.0,2.0,5.0,5.0,4.0,4.0,28.0,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
