tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS001,2016-10-16,7,Shuai Peng,Alison Riske,CHN,USA,8.0,8.0,7-6(3),6-2,,O,1076,2016.0,Shuai Peng,Alison Riske,CHN,USA,8.0,8.0,2,Shuai Peng,Alison Riske,2.0,2-1,2016-10-16T10:43:02+00:00,2016-10-16,00:17,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS003,2016-10-16,6,Alison Riske,Svetlana Kuznetsova,USA,RUS,8.0,1.0,6-4,5-7,6-4,O,1076,2016.0,Alison Riske,Svetlana Kuznetsova,USA,RUS,8.0,1.0,2,Alison Riske,Svetlana Kuznetsova,3.0,"6-4,5-7,6-4",2016-10-16T06:13:11+00:00,2016-10-16,02:31,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS004,2016-10-13,1,Agnieszka Radwanska,Shuai Peng,POL,CHN,8.0,1.0,8-1,,,O,1076,2016.0,Agnieszka Radwanska,Shuai Peng,POL,CHN,1.0,8.0,5,Shuai Peng,Agnieszka Radwanska,0.0,[8]S Peng d [1]A Radwanska ,2016-10-13T12:57:14+00:00,2016-10-13,00:00,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS005,2016-10-14,1,Danka Kovinic,Monica Puig,MNE,PUR,8.0,1.0,6-4,6-3,,O,1076,2016.0,Danka Kovinic,Monica Puig,MNE,PUR,8.0,1.0,2,Danka Kovinic,Monica Puig,2.0,"6-4,6-3",2016-10-14T07:39:43+00:00,2016-10-14,01:15,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS006,2016-10-14,1,Alison Riske,Xinyun Han,USA,CHN,8.0,8.0,6-3,6-3,,O,1076,2016.0,Xinyun Han,Alison Riske,CHN,USA,8.0,8.0,3,Alison Riske,Xinyun Han,2.0,2-1,2016-10-14T09:19:02+00:00,2016-10-14,00:16,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS007,2016-10-14,1,Svetlana Kuznetsova,Naomi Osaka,RUS,JPN,1.0,8.0,2-6,6-4,7-6(3),O,1076,2016.0,Naomi Osaka,Svetlana Kuznetsova,JPN,RUS,8.0,1.0,3,Svetlana Kuznetsova,Naomi Osaka,3.0,4-2,2016-10-14T11:07:22+00:00,2016-10-14,00:22,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS008,2016-10-13,2,Agnieszka Radwanska,Evgeniya Rodina,POL,RUS,1.0,8.0,6-1,6-1,,O,1076,2016.0,Agnieszka Radwanska,Evgeniya Rodina,POL,RUS,1.0,8.0,2,Agnieszka Radwanska,Evgeniya Rodina,2.0,4-1,2016-10-13T09:14:32+00:00,2016-10-13,00:22,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS009,2016-10-13,2,Shuai Peng,Kai-chen Chang,CHN,TPE,8.0,8.0,6-3,6-2,,O,1076,2016.0,Kai-chen Chang,Shuai Peng,TPE,CHN,8.0,8.0,3,Shuai Peng,Kai-chen Chang,2.0,"6-3,6-2",2016-10-13T10:38:34+00:00,2016-10-13,01:18,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS010,2016-10-12,2,Danka Kovinic,Shelby Rogers,MNE,USA,8.0,8.0,2-6,6-1,6-2,O,1076,2016.0,Shelby Rogers,Danka Kovinic,USA,MNE,8.0,8.0,3,Danka Kovinic,Shelby Rogers,3.0,"2-6,1-1",2016-10-12T09:16:22+00:00,2016-10-12,00:44,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS011,2016-10-13,2,Monica Puig,Lara Arruabarrena,PUR,ESP,1.0,8.0,6-4,6-2,,O,1076,2016.0,Lara Arruabarrena,Monica Puig,ESP,PUR,8.0,1.0,3,Monica Puig,Lara Arruabarrena,2.0,3-3,2016-10-13T07:40:19+00:00,2016-10-13,00:24,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS012,2016-10-12,2,Xinyun Han,Yafan Wang,CHN,CHN,8.0,8.0,7-5,6-3,,O,1076,2016.0,Yafan Wang,Xinyun Han,CHN,CHN,8.0,8.0,3,Xinyun Han,Yafan Wang,2.0,"7-5,6-3",2016-10-12T07:46:08+00:00,2016-10-12,01:43,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS014,2016-10-12,2,Naomi Osaka,Lucie Hradecka,JPN,CZE,8.0,8.0,6-2,7-6(4),,O,1076,2016.0,Naomi Osaka,Lucie Hradecka,JPN,CZE,8.0,8.0,2,Naomi Osaka,Lucie Hradecka,2.0,"2-6,6-6",2016-10-12T07:43:07+00:00,2016-10-12,01:13,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,2016,TIANJIN,International,2016-10-10,2016-10-16,Hard,TIANJIN,CHINA,32,426750,USD,LS017,2016-10-11,1,Evgeniya Rodina,Christina Mchale,RUS,USA,8.0,8.0,6-1,5-7,6-0,O,1076,2016.0,Evgeniya Rodina,Christina Mchale,RUS,USA,8.0,8.0,2,Evgeniya Rodina,Christina Mchale,3.0,1-0,2016-10-11T11:43:33+00:00,2016-10-11,00:12,TIANJIN,"Tianjin Open - Tianjin, China",1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
