tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS001,2016-11-20,7,Evgeniya Rodina,Kai-Chen Chang,RUS,TPE,6.0,0.0,6-4,6-3,,I,1059,2016.0,Kai-Chen Chang,Evgeniya Rodina,TPE,RUS,0.0,6.0,3,Evgeniya Rodina,Kai-Chen Chang,2.0,"6-4,6-3",2016-11-20T09:16:48+00:00,2016-11-20,01:20,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:43:40,4.0,6.0,0.0,3.0,0.0,4.0,0.0,12.0,15.0,19.0,21.0,22.0,20.0,41.0,31.0,1.0,1.0,1.0,8.0,5.0,5.0,7.0,6.0,22.0,20.0,0.0,0.0,00:37:18,3.0,6.0,0.0,1.0,1.0,1.0,1.0,10.0,12.0,19.0,19.0,14.0,15.0,31.0,26.0,1.0,1.0,2.0,5.0,5.0,4.0,9.0,7.0,14.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS002,2016-11-19,6,Kai-Chen Chang,Marina Erakovic,TPE,NZL,0.0,8.0,6-3,6-2,,I,1059,2016.0,Kai-Chen Chang,Marina Erakovic,TPE,NZL,0.0,8.0,2,Kai-Chen Chang,Marina Erakovic,2.0,"6-3,6-2",2016-11-19T08:14:31+00:00,2016-11-19,01:09,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:35:22,6.0,3.0,0.0,3.0,4.0,1.0,2.0,11.0,11.0,13.0,16.0,17.0,15.0,24.0,28.0,2.0,2.0,3.0,0.0,4.0,5.0,2.0,5.0,17.0,15.0,0.0,0.0,00:34:07,6.0,2.0,0.0,2.0,1.0,0.0,1.0,8.0,9.0,13.0,15.0,17.0,11.0,24.0,24.0,2.0,2.0,2.0,0.0,4.0,4.0,5.0,6.0,17.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS003,2016-11-19,6,Evgeniya Rodina,Olga Govortsova,RUS,BLR,6.0,0.0,6-2,0-0,,I,1059,2016.0,Evgeniya Rodina,Olga Govortsova,RUS,BLR,6.0,0.0,4,Evgeniya Rodina,Olga Govortsova,2.0,6-2 Ret'd,2016-11-19T09:41:37+00:00,2016-11-19,00:37,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:36:56,6.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,22.0,16.0,15.0,10.0,24.0,25.0,3.0,3.0,5.0,1.0,4.0,4.0,8.0,8.0,15.0,10.0,0.0,0.0,00:00:25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS004,2016-11-18,1,Kai-Chen Chang,Luksika Kumkhum,TPE,THA,0.0,0.0,6-1,7-5,,I,1059,2016.0,Luksika Kumkhum,Kai-Chen Chang,THA,TPE,0.0,0.0,3,Kai-Chen Chang,Luksika Kumkhum,2.0,"6-1,7-5",2016-11-18T10:30:59+00:00,2016-11-18,01:12,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:23:44,1.0,6.0,0.0,0.0,2.0,3.0,2.0,5.0,12.0,10.0,16.0,8.0,16.0,19.0,24.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,4.0,8.0,16.0,0.0,0.0,00:48:23,5.0,7.0,0.0,0.0,0.0,3.0,4.0,10.0,21.0,16.0,29.0,16.0,24.0,35.0,42.0,2.0,2.0,7.0,4.0,6.0,6.0,6.0,8.0,16.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS005,2016-11-18,1,Marina Erakovic,Tatjana Maria,NZL,GER,8.0,0.0,6-4,7-6(4),,I,1059,2016.0,Tatjana Maria,Marina Erakovic,GER,NZL,0.0,8.0,3,Marina Erakovic,Tatjana Maria,2.0,"6-4,7-6(4)",2016-11-18T12:00:51+00:00,2016-11-18,01:34,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:39:08,4.0,6.0,0.0,3.0,0.0,1.0,1.0,14.0,10.0,22.0,14.0,17.0,18.0,30.0,24.0,1.0,1.0,2.0,2.0,5.0,5.0,8.0,4.0,17.0,18.0,0.0,0.0,00:55:33,6.0,7.0,4.0,2.0,0.0,0.0,3.0,18.0,18.0,23.0,22.0,28.0,27.0,41.0,38.0,1.0,1.0,1.0,2.0,6.0,6.0,5.0,4.0,28.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS006,2016-11-18,1,Ashleigh Barty,Evgeniya Rodina,AUS,RUS,0.0,6.0,1-6,3-0,,I,1059,2016.0,Evgeniya Rodina,Ashleigh Barty,RUS,AUS,6.0,0.0,4,Ashleigh Barty,Evgeniya Rodina,2.0,"1-6,3-0 Ret'd",2016-11-18T10:37:05+00:00,2016-11-18,00:49,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:30:00,1.0,6.0,0.0,1.0,1.0,4.0,2.0,5.0,16.0,8.0,21.0,10.0,23.0,22.0,35.0,0.0,0.0,4.0,6.0,3.0,4.0,3.0,5.0,10.0,23.0,0.0,0.0,00:19:27,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,7.0,9.0,8.0,7.0,11.0,16.0,1.0,1.0,4.0,0.0,2.0,2.0,3.0,5.0,8.0,7.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS007,2016-11-18,1,Olga Govortsova,Vitalia Diatchenko,BLR,RUS,0.0,0.0,6-1,6-3,,I,1059,2016.0,Olga Govortsova,Vitalia Diatchenko,BLR,RUS,0.0,0.0,2,Olga Govortsova,Vitalia Diatchenko,2.0,"6-1,6-3",2016-11-18T09:12:07+00:00,2016-11-18,01:01,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:22:35,6.0,1.0,0.0,4.0,1.0,0.0,1.0,8.0,3.0,10.0,12.0,12.0,9.0,16.0,24.0,3.0,3.0,5.0,0.0,3.0,4.0,2.0,9.0,12.0,9.0,0.0,0.0,00:39:21,6.0,3.0,0.0,2.0,1.0,0.0,2.0,18.0,9.0,23.0,16.0,21.0,16.0,30.0,30.0,2.0,2.0,6.0,1.0,5.0,4.0,5.0,7.0,21.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS008,2016-11-17,2,Luksika Kumkhum,Ipek Soylu,THA,TUR,0.0,0.0,6-2,6-4,,I,1059,2016.0,Luksika Kumkhum,Ipek Soylu,THA,TUR,0.0,0.0,2,Luksika Kumkhum,Ipek Soylu,2.0,"6-2,6-4",2016-11-17T09:38:27+00:00,2016-11-17,01:17,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:29:59,6.0,2.0,0.0,0.0,1.0,1.0,4.0,6.0,6.0,9.0,12.0,14.0,10.0,22.0,25.0,3.0,3.0,4.0,1.0,4.0,4.0,3.0,6.0,14.0,10.0,0.0,0.0,00:47:14,6.0,4.0,0.0,0.0,2.0,2.0,3.0,11.0,16.0,16.0,24.0,19.0,24.0,28.0,42.0,2.0,2.0,6.0,1.0,5.0,5.0,5.0,8.0,19.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS009,2016-11-17,2,Kai-Chen Chang,Kai-Lin Zhang,TPE,CHN,0.0,0.0,6-2,6-1,,I,1059,2016.0,Kai-Chen Chang,Kai-Lin Zhang,TPE,CHN,0.0,0.0,2,Kai-Chen Chang,Kai-Lin Zhang,2.0,"6-2,6-1",2016-11-17T10:51:52+00:00,2016-11-17,00:52,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:27:35,6.0,2.0,0.0,1.0,1.0,2.0,2.0,11.0,9.0,15.0,14.0,16.0,10.0,24.0,25.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,16.0,10.0,0.0,0.0,00:25:04,6.0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,8.0,15.0,19.0,16.0,10.0,21.0,23.0,2.0,2.0,3.0,0.0,4.0,3.0,2.0,11.0,16.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,2016,TAIPEI,125K,2016-11-14,2016-11-20,Carpet,TAIPEI,CHINESE TAIPEI,32,115000,USD,LS010,2016-11-17,2,Tatjana Maria,Alison Van Uytvanck,GER,BEL,0.0,0.0,2-6,7-5,7-6(3),I,1059,2016.0,Tatjana Maria,Alison Van Uytvanck,GER,BEL,0.0,0.0,2,Tatjana Maria,Alison Van Uytvanck,3.0,"2-6,7-5,7-6(3)",2016-11-17T13:24:11+00:00,2016-11-17,02:21,TAIPEI,"OEC Taipei WTA Ladies Open - Taipei, Chinese Taipei",1059,,,00:30:24,2.0,6.0,0.0,2.0,1.0,1.0,0.0,13.0,12.0,23.0,15.0,14.0,19.0,27.0,25.0,0.0,0.0,1.0,3.0,4.0,4.0,10.0,3.0,14.0,19.0,0.0,0.0,01:05:11,7.0,5.0,0.0,4.0,2.0,0.0,3.0,23.0,19.0,35.0,29.0,31.0,28.0,52.0,53.0,2.0,2.0,10.0,5.0,6.0,6.0,12.0,10.0,31.0,28.0,0.0,0.0,00:45:32,7.0,6.0,3.0,3.0,1.0,0.0,2.0,21.0,16.0,28.0,22.0,25.0,23.0,35.0,34.0,1.0,1.0,1.0,1.0,6.0,6.0,7.0,6.0,25.0,23.0,0.0,0.0,,,,,,
