tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,tournament_name,tournament_title,year,indoor/outdoor,playerida_raw,playeridb_raw,PlayerIDA,PlayerIDB,winner_player_name,loser_player_name,winner_bracket_number,loser_bracket_number,home_player,away_player,home_country,away_country,home_seed,away_seed,winner_player_id,loser_player_id,winner_aces,loser_aces,winner_backhand_errors,loser_backhand_errors,winner_backhand_unforced_errors,loser_backhand_unforced_errors,winner_backhand_winners,loser_backhand_winners,winner_breakpoints_won,loser_breakpoints_won,winner_double_faults,loser_double_faults,winner_drop_shot_unforced_errors,loser_drop_shot_unforced_errors,winner_drop_shot_winners,loser_drop_shot_winners,winner_first_serve_points_won,loser_first_serve_points_won,winner_first_serve_successful,loser_first_serve_successful,winner_forehand_errors,loser_forehand_errors,winner_forehand_unforced_errors,loser_forehand_unforced_errors,winner_forehand_winners,loser_forehand_winners,winner_games_won,loser_games_won,winner_groundstroke_errors,loser_groundstroke_errors,winner_groundstroke_unforced_errors,loser_groundstroke_unforced_errors,winner_groundstroke_winners,loser_groundstroke_winners,winner_lob_unforced_errors,loser_lob_unforced_errors,winner_lob_winners,loser_lob_winners,winner_max_games_in_a_row,loser_max_games_in_a_row,winner_max_points_in_a_row,loser_max_points_in_a_row,winner_overhead_stroke_errors,loser_overhead_stroke_errors,winner_overhead_stroke_unforced_errors,loser_overhead_stroke_unforced_errors,winner_overhead_stroke_winners,loser_overhead_stroke_winners,winner_points_won,loser_points_won,winner_points_won_from_last_10,loser_points_won_from_last_10,winner_return_errors,loser_return_errors,winner_return_winners,loser_return_winners,winner_second_serve_points_won,loser_second_serve_points_won,winner_second_serve_successful,loser_second_serve_successful,winner_service_games_won,loser_service_games_won,winner_service_points_lost,loser_service_points_lost,winner_service_points_won,loser_service_points_won,winner_tiebreaks_won,loser_tiebreaks_won,winner_total_breakpoints,loser_total_breakpoints,winner_volley_unforced_errors,loser_volley_unforced_errors,winner_volley_winners,loser_volley_winners,Set 1 Score,Set 2 Score,Set 3 Score,ScoreString,event_id,event_year,match_time_total,match_message,match_status,set4_score,set5_score,num_sets,match_date,winner_flag_raw,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,score_string,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,player_a,player_b,country_a,country_b,seed_a,seed_b,match_timestamp,liveScoringId,venue_id,venue_name,PlayerIDA2,PlayerIDB2,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690827,2025-06-07,F,Coco Gauff,Aryna Sabalenka,USA,,2.0,1.0,6-7(5),6-2,6-4,,328560,320760,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,320760,328560,320760,328560,Coco Gauff,Aryna Sabalenka,,,Aryna Sabalenka,Coco Gauff,,USA,1,2,328560,320760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(5),2-6,4-6,"7-6(7),2-6,4-6",903,2025,,,,,,3,2025-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,7.0,5.0,,,,,"7-6(7),2-6,4-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690825,2025-06-05,S,Coco Gauff,Lois Boisson,USA,FRA,2.0,,6-1,6-2,,,328560,328884,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,328884,328560,328884,328560,Coco Gauff,Lois Boisson,,,Lois Boisson,Coco Gauff,FRA,USA,,2,328560,328884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-6,2-6,,"1-6,2-6",903,2025,,,,,,2,2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"1-6,2-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690831,2025-06-05,S,Aryna Sabalenka,Iga Swiatek,,POL,1.0,5.0,7-6(1),4-6,6-0,,320760,326408,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,320760,326408,320760,326408,Aryna Sabalenka,Iga Swiatek,,,Aryna Sabalenka,Iga Swiatek,,POL,1,5,320760,326408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(1),4-6,6-0,"7-6(7),4-6,6-0",903,2025,,,,,,3,2025-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,7.0,1.0,,,,,"7-6(7),4-6,6-0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690819,2025-06-04,Q,Lois Boisson,Mirra Andreeva,FRA,,,6.0,7-6(6),6-3,,,328884,331809,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,331809,328884,331809,328884,Lois Boisson,Mirra Andreeva,,,Mirra Andreeva,Lois Boisson,,FRA,6,,328884,331809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-7(6),3-6,,"6(8)-7,3-6",903,2025,,,,,,2,2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,8.0,6.0,,,,,"6(8)-7,3-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690829,2025-06-04,Q,Coco Gauff,Madison Keys,USA,USA,2.0,7.0,6-7(6),6-4,6-1,,328560,316959,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,316959,328560,316959,328560,Coco Gauff,Madison Keys,,,Madison Keys,Coco Gauff,USA,USA,7,2,328560,316959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(6),4-6,1-6,"7-6(8),4-6,1-6",903,2025,,,,,,3,2025-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,8.0,6.0,,,,,"7-6(8),4-6,1-6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690817,2025-06-03,Q,Iga Swiatek,Elina Svitolina,POL,UKR,5.0,13.0,6-1,7-5,,,326408,316738,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,316738,326408,316738,326408,Iga Swiatek,Elina Svitolina,,,Elina Svitolina,Iga Swiatek,UKR,POL,13,5,326408,316738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-6,5-7,,"1-6,5-7",903,2025,,,,,,2,2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"1-6,5-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690823,2025-06-03,Q,Aryna Sabalenka,Qinwen Zheng,,CHN,1.0,8.0,7-6(3),6-3,,,320760,328120,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,320760,328120,320760,328120,Aryna Sabalenka,Qinwen Zheng,,,Aryna Sabalenka,Qinwen Zheng,,CHN,1,8,320760,328120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-6(3),6-3,,"7-6(7),6-3",903,2025,,,,,,2,2025-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,7.0,3.0,,,,,"7-6(7),6-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690873,2025-06-02,4,Madison Keys,Hailey Baptiste,USA,USA,7.0,,6-3,7-5,,,316959,327101,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,316959,327101,316959,327101,Madison Keys,Hailey Baptiste,,,Madison Keys,Hailey Baptiste,USA,USA,7,,316959,327101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-3,7-5,,"6-3,7-5",903,2025,,,,,,2,2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"6-3,7-5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690871,2025-06-02,4,Lois Boisson,Jessica Pegula,FRA,USA,,3.0,3-6,6-4,6-4,,328884,316956,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,328884,316956,328884,316956,Lois Boisson,Jessica Pegula,,,Lois Boisson,Jessica Pegula,FRA,USA,,3,328884,316956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6,6-4,6-4,"3-6,6-4,6-4",903,2025,,,,,,3,2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"3-6,6-4,6-4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,2025,ROLAND GARROS,Grand Slam,2025-05-25,2025-06-08,Clay,PARIS,FRANCE,128.0,26334000.0,USD,LS60690821,2025-06-02,4,Coco Gauff,Ekaterina Alexandrova,USA,,2.0,20.0,6-0,7-5,,,328560,319007,ROLAND GARROS,"Roland Garros - Paris, France",2025.0,,319007,328560,319007,328560,Coco Gauff,Ekaterina Alexandrova,,,Ekaterina Alexandrova,Coco Gauff,,USA,20,2,328560,319007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-6,5-7,,"0-6,5-7",903,2025,,,,,,2,2025-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,"0-6,5-7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
