tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,PlayerIDA,PlayerIDA2,PlayerIDB,PlayerIDB2,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,match_message,match_status,set4_score,set5_score,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS001,2026-04-05,F,Marie Bouzkova,Panna Udvardy,CZE,HUN,1.0,8.0,6-7(7),6-2,6-2,O,320983,325956,0894,2026,Marie Bouzkova,Panna Udvardy,CZE,HUN,1,8,2,Marie Bouzkova,Panna Udvardy,3,"6-7(7),6-2,6-2",2026-04-05T16:53:03.397+00:00,2026-04-05,02:50:48,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,320983,,325956,,01:19:27,6,7,,7,0,1,5,2,20,20,35,26,27,28,52,45,2,2,5,6,6,6,15,6,44,53,0,0,00:41:16,6,2,,0,0.0,1.0,0.0,0.0,12.0,6.0,17.0,15.0,14.0,12.0,20.0,30.0,3.0,1.0,6.0,3.0,4.0,4.0,5.0,9.0,32.0,18.0,0.0,0.0,00:49:59,6,2,,0,2.0,0.0,0.0,0.0,12.0,6.0,18.0,16.0,18.0,7.0,31.0,21.0,3.0,1.0,5.0,5.0,4.0,4.0,6.0,10.0,32.0,20.0,0.0,0.0,,,,,,5.0,2.0,2.0,2.0,70.0,57.0,103.0,96.0,0.6796116504854369,0.59375,44.0,32.0,70.0,57.0,0.6285714285714286,0.5614035087719298,,,,,,,10.0,30,0.3333333333333333,14.0,14.0,,,,,,,9.0,7.0,,,,,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS002,2026-04-04,S,Marie Bouzkova,Jazmin Ortenzi,CZE,ARG,1.0,,7-6(5),6-2,,O,320983,327283,0894,2026,Marie Bouzkova,Jazmin Ortenzi,CZE,ARG,1,,2,Marie Bouzkova,Jazmin Ortenzi,2,"7-6(5),6-2",2026-04-04T15:46:25.717+00:00,2026-04-04,01:53:20,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,320983,,327283,,01:05:56,7,6,,5,0,1,3,1,21,16,28,24,29,25,45,38,1,1,1,6,6,6,7,8,42,41,0,0,00:47:18,6,2,,0,1.0,0.0,3.0,3.0,11.0,10.0,16.0,20.0,15.0,13.0,27.0,31.0,3.0,1.0,6.0,1.0,4.0,4.0,5.0,10.0,33.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,7.0,5.0,,,,,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS003,2026-04-04,S,Panna Udvardy,Emiliana Arango,HUN,COL,8.0,,6-7(6),6-3,7-6(5),O,325956,324789,0894,2026,Panna Udvardy,Emiliana Arango,HUN,COL,8,,2,Panna Udvardy,Emiliana Arango,3,"6-7(6),6-3,7-6(5)",2026-04-04T18:05:07.24+00:00,2026-04-04,02:52:59,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,325956,,324789,,01:06:46,6,7,,6,1,1,1,2,17,27,25,40,27,31,46,50,2,2,5,6,6,6,8,13,46,50,0,0,00:43:04,6,3,,0,0.0,1.0,0.0,1.0,9.0,12.0,12.0,17.0,16.0,15.0,22.0,29.0,2.0,0.0,2.0,0.0,4.0,5.0,3.0,5.0,30.0,21.0,0.0,0.0,01:03:03,7,6,,5,1.0,0.0,3.0,1.0,18.0,12.0,32.0,23.0,25.0,17.0,45.0,36.0,3.0,3.0,4.0,5.0,6.0,6.0,14.0,11.0,44.0,37.0,0.0,0.0,,,,,,4.0,4.0,2.0,2.0,69.0,80.0,113.0,115.0,0.6106194690265486,0.6956521739130435,44.0,51.0,69.0,80.0,0.6376811594202898,0.6375,,,,,,,6.0,22,0.2727272727272727,16.0,17.0,,,,,,,8.0,6.0,,,7.0,5.0,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS004,2026-04-03,Q,Marie Bouzkova,Darja Semenistaja,CZE,LAT,1.0,,6-1,7-5,,O,320983,329457,0894,2026,Marie Bouzkova,Darja Semenistaja,CZE,LAT,1,,2,Marie Bouzkova,Darja Semenistaja,2,"6-1,7-5",2026-04-03T18:30:07.917+00:00,2026-04-03,01:39:01,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,320983,,329457,,00:33:04,6,1,,0,0,1,1,0,16,7,20,18,18,10,24,23,2,0,3,0,4,3,4,11,31,16,0,0,01:05:52,7,5,,0,2.0,0.0,2.0,0.0,20.0,13.0,28.0,26.0,23.0,21.0,38.0,40.0,3.0,2.0,7.0,5.0,6.0,6.0,8.0,13.0,42.0,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS005,2026-04-03,Q,Jazmin Ortenzi,Julia Riera,ARG,ARG,,,6-7(5),6-3,6-2,O,327283,327287,0894,2026,Jazmin Ortenzi,Julia Riera,ARG,ARG,,,2,Jazmin Ortenzi,Julia Riera,3,"6-7(5),6-3,6-2",2026-04-03T15:50:32.417+00:00,2026-04-03,02:07:14,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,327283,,327287,,00:53:18,6,7,,5,2,0,3,4,19,19,28,24,23,23,43,36,2,2,2,2,6,6,9,5,36,43,0,0,00:36:34,6,3,,0,0.0,1.0,0.0,5.0,9.0,11.0,13.0,19.0,13.0,17.0,23.0,34.0,3.0,1.0,6.0,2.0,4.0,5.0,4.0,8.0,30.0,27.0,0.0,0.0,00:37:16,6,2,,0,1.0,0.0,2.0,3.0,10.0,5.0,15.0,12.0,12.0,7.0,24.0,24.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,7.0,29.0,19.0,0.0,0.0,,,,,,5.0,12.0,3.0,1.0,56.0,55.0,90.0,94.0,0.6222222222222222,0.5851063829787234,38.0,35.0,56.0,55.0,0.6785714285714286,0.6363636363636364,,,,,,,2.0,19,0.10526315789473684,14.0,15.0,,,,,,,7.0,5.0,,,,,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS006,2026-04-03,Q,Panna Udvardy,Katarzyna Kawa,HUN,POL,8.0,,7-6(2),6-1,,O,325956,315806,0894,2026,Panna Udvardy,Katarzyna Kawa,HUN,POL,8,,2,Panna Udvardy,Katarzyna Kawa,2,"7-6(2),6-1",2026-04-03T21:56:28.503+00:00,2026-04-03,01:30:28,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,325956,,315806,,00:53:51,7,6,,2,0,1,2,1,13,15,19,23,26,24,40,40,2,2,2,3,6,6,6,8,42,38,0,0,00:36:32,6,1,,0,1.0,1.0,0.0,4.0,8.0,9.0,10.0,16.0,12.0,15.0,16.0,32.0,3.0,0.0,7.0,0.0,3.0,4.0,2.0,7.0,29.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,7.0,2.0,,,,,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS007,2026-04-03,Q,Emiliana Arango,Varvara Lepchenko,COL,USA,,,6-4,6-3,,O,324789,120420,0894,2026,Emiliana Arango,Varvara Lepchenko,COL,USA,,,2,Emiliana Arango,Varvara Lepchenko,2,"6-4,6-3",2026-04-03T20:23:06.67+00:00,2026-04-03,01:17:35,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,324789,,120420,,00:38:21,6,4,,0,0,1,2,1,13,11,21,17,17,16,30,30,2,1,6,1,5,5,8,6,31,29,0,0,00:39:09,6,3,,0,1.0,0.0,0.0,1.0,16.0,16.0,21.0,24.0,18.0,19.0,24.0,35.0,2.0,0.0,3.0,2.0,4.0,5.0,5.0,8.0,34.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS008,2026-04-02,2,Marie Bouzkova,Hanne Vandewinkel,CZE,BEL,1.0,,6-4,0-0,,O,320983,331102,0894,2026,Marie Bouzkova,Hanne Vandewinkel,CZE,BEL,1,,4,Marie Bouzkova,Hanne Vandewinkel,2,"6-4,0-0 Ret'd",2026-04-02T20:11:03.48+00:00,2026-04-02,00:37:31,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,320983,,331102,,00:36:35,6,4,,0,1,2,3,0,10,9,14,18,14,13,24,28,3,2,4,2,5,5,4,9,29,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS009,2026-04-01,2,Darja Semenistaja,Despina Papamichail,LAT,GRE,,,6-1,1-6,6-2,O,329457,316009,0894,2026,Despina Papamichail,Darja Semenistaja,GRE,LAT,,,3,Darja Semenistaja,Despina Papamichail,3,"6-1,1-6,6-2",2026-04-01T15:19:50.933+00:00,2026-04-01,01:39:39,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,316009,,329457,,00:33:02,6,1,0,,0,0,0,2,14,7,20,16,18,7,29,21,3,0,4,2,3,4,6,9,32,18,0,0,00:30:00,1,6,0,,1.0,0.0,0.0,1.0,7.0,10.0,16.0,13.0,11.0,13.0,26.0,19.0,0.0,3.0,1.0,3.0,4.0,3.0,9.0,3.0,17.0,28.0,0.0,0.0,00:36:33,6,2,0,,0.0,0.0,1.0,0.0,8.0,6.0,14.0,18.0,13.0,8.0,20.0,24.0,3.0,1.0,3.0,2.0,4.0,4.0,6.0,12.0,29.0,15.0,0.0,0.0,,,,,,1.0,3.0,1.0,0.0,50.0,47.0,75.0,64.0,0.6666666666666666,0.734375,29.0,23.0,50.0,47.0,0.58,0.48936170212765956,,,,,,,3.0,15,0.2,11.0,11.0,,,,,,,,,,,,,,,,,,,,,,,
0894,2026,BOGOTA,WTA 250,2026-03-30,2026-04-05,Clay,BOGOTA,COL,32,283347,USD,LS010,2026-04-02,2,Jazmin Ortenzi,Camila Osorio,ARG,COL,3.0,3.0,7-6(4),7-6(5),,O,327283,325898,0894,2026,Camila Osorio,Jazmin Ortenzi,COL,ARG,3,,3,Jazmin Ortenzi,Camila Osorio,2,"7-6(4),7-6(5)",2026-04-02T17:54:26.72+00:00,2026-04-02,01:57:37,BOGOTA,"Copa Colsanitas Colsubsidio - Bogota, COL",894,,,325898,,327283,,00:53:33,7,6,4,,0,0,2,5,15,14,24,21,21,20,38,40,3,3,5,4,6,6,9,7,41,37,0,0,01:03:58,7,6,5,,0.0,0.0,1.0,3.0,14.0,10.0,35.0,27.0,16.0,13.0,43.0,38.0,5.0,5.0,6.0,7.0,6.0,6.0,21.0,17.0,41.0,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,7.0,4.0,7.0,5.0,,,,,,,,,,,,,
