tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,settime_set4,scorea_set4,scoreb_set4,scoretb_set4,acesa_set4,acesb_set4,dblflta_set4,dblfltb_set4,ptswon1stserva_set4,ptswon1stservb_set4,ptsplayed1stserva_set4,ptsplayed1stservb_set4,ptstotwonserva_set4,ptstotwonservb_set4,totservplayeda_set4,totservplayedb_set4,breakptsconva_set4,breakptsconvb_set4,breakptsplayeda_set4,breakptsplayedb_set4,servgamesplayeda_set4,servgamesplayedb_set4,pts1stservlosta_set4,pts1stservlostb_set4,totptswona_set4,totptswonb_set4,acesssa_set4,acesssb_set4
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS001,2017-04-30,F,Laura Siegemund,Kristina Mladenovic,GER,FRA,0.0,0.0,6-1,2-6,7-6(5),I,1051,2017.0,Kristina Mladenovic,Laura Siegemund,FRA,GER,0.0,0.0,3,Laura Siegemund,Kristina Mladenovic,3.0,"6-1,2-6,7-6(5)",2017-04-30T11:11:00+00:00,2017-04-30,02:29,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,00:28:54,1.0,6.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,17.0,17.0,7.0,14.0,20.0,22.0,1.0,3.0,3.0,6.0,3.0,4.0,11.0,4.0,15.0,27.0,0.0,0.0,00:40:00,6.0,2.0,0.0,1.0,0.0,0.0,3.0,12.0,11.0,15.0,17.0,16.0,14.0,19.0,30.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,6.0,32.0,17.0,0.0,0.0,01:21:03,6.0,7.0,5.0,3.0,0.0,2.0,2.0,23.0,18.0,32.0,27.0,29.0,24.0,51.0,39.0,2.0,2.0,2.0,7.0,6.0,6.0,9.0,9.0,44.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS002,2017-04-29,SF,Kristina Mladenovic,Maria Sharapova,FRA,RUS,0.0,0.0,3-6,7-5,6-4,I,1051,2017.0,Kristina Mladenovic,Maria Sharapova,FRA,RUS,0.0,0.0,2,Kristina Mladenovic,Maria Sharapova,3.0,"3-6,7-5,6-4",2017-04-29T12:10:48+00:00,2017-04-29,02:38,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,00:35:44,3.0,6.0,0.0,2.0,1.0,2.0,0.0,12.0,12.0,14.0,14.0,16.0,20.0,26.0,24.0,0.0,1.0,0.0,5.0,4.0,5.0,2.0,2.0,20.0,30.0,0.0,0.0,01:03:34,7.0,5.0,0.0,1.0,4.0,7.0,4.0,23.0,16.0,25.0,21.0,29.0,20.0,46.0,35.0,2.0,1.0,2.0,5.0,6.0,6.0,2.0,5.0,44.0,37.0,0.0,0.0,00:58:59,6.0,4.0,0.0,1.0,3.0,2.0,1.0,12.0,13.0,15.0,20.0,19.0,20.0,30.0,37.0,2.0,1.0,6.0,6.0,5.0,5.0,3.0,7.0,36.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS003,2017-04-29,SF,Laura Siegemund,Simona Halep,GER,ROU,0.0,4.0,6-4,7-5,,I,1051,2017.0,Simona Halep,Laura Siegemund,ROU,GER,4.0,0.0,3,Laura Siegemund,Simona Halep,2.0,"6-4,7-5",2017-04-29T15:06:43+00:00,2017-04-29,01:42,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,00:41:23,4.0,6.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,23.0,21.0,12.0,13.0,30.0,27.0,3.0,4.0,3.0,6.0,5.0,5.0,13.0,11.0,26.0,31.0,0.0,0.0,01:01:28,5.0,7.0,0.0,0.0,1.0,1.0,2.0,14.0,13.0,28.0,25.0,17.0,20.0,39.0,39.0,3.0,4.0,4.0,8.0,6.0,6.0,14.0,12.0,36.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS005,2017-04-28,QF,Maria Sharapova,Anett Kontaveit,RUS,EST,0.0,0.0,6-3,6-4,,I,1051,2017.0,Anett Kontaveit,Maria Sharapova,EST,RUS,0.0,0.0,3,Maria Sharapova,Anett Kontaveit,2.0,"6-3,6-4",2017-04-28T10:10:22+00:00,2017-04-28,01:23,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,00:35:08,3.0,6.0,0.0,1.0,4.0,1.0,0.0,9.0,11.0,12.0,14.0,14.0,17.0,26.0,23.0,0.0,2.0,0.0,3.0,5.0,4.0,3.0,3.0,20.0,29.0,0.0,0.0,00:47:58,4.0,6.0,0.0,3.0,0.0,0.0,2.0,11.0,15.0,19.0,19.0,16.0,20.0,33.0,33.0,2.0,3.0,8.0,3.0,5.0,5.0,8.0,4.0,29.0,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS006,2017-04-28,QF,Simona Halep,Anastasija Sevastova,ROU,LAT,4.0,0.0,6-3,6-1,,I,1051,2017.0,Anastasija Sevastova,Simona Halep,LAT,ROU,0.0,4.0,3,Simona Halep,Anastasija Sevastova,2.0,"6-3,6-1",2017-04-28T18:09:45+00:00,2017-04-28,00:59,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS008,2017-04-27,2,Kristina Mladenovic,Angelique Kerber,FRA,GER,0.0,1.0,6-2,7-5,,I,1051,2017.0,Angelique Kerber,Kristina Mladenovic,GER,FRA,1.0,0.0,3,Kristina Mladenovic,Angelique Kerber,2.0,"6-2,7-5",2017-04-27T14:39:58+00:00,2017-04-27,01:36,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS009,2017-04-27,2,Carla Suarez Navarro,Elena Vesnina,ESP,RUS,0.0,0.0,6-2,6-4,,I,1051,2017.0,Elena Vesnina,Carla Suarez Navarro,RUS,ESP,0.0,0.0,3,Carla Suarez Navarro,Elena Vesnina,2.0,"6-2,6-4",2017-04-27T09:10:33+00:00,2017-04-27,01:25,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,00:33:07,2.0,6.0,0.0,1.0,2.0,1.0,0.0,5.0,14.0,14.0,21.0,10.0,17.0,23.0,30.0,1.0,3.0,2.0,5.0,4.0,4.0,9.0,7.0,23.0,30.0,0.0,0.0,00:52:00,4.0,6.0,0.0,2.0,2.0,1.0,0.0,14.0,27.0,22.0,47.0,18.0,31.0,32.0,57.0,1.0,2.0,11.0,5.0,5.0,5.0,8.0,20.0,44.0,45.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS010,2017-04-26,2,Anett Kontaveit,Garbine Muguruza,EST,ESP,0.0,5.0,2-6,7-6(1),6-1,I,1051,2017.0,Garbine Muguruza,Anett Kontaveit,ESP,EST,5.0,0.0,3,Anett Kontaveit,Garbine Muguruza,3.0,"2-6,7-6(1),6-1",2017-04-26T16:43:14+00:00,2017-04-26,02:14,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,00:30:35,6.0,2.0,0.0,2.0,0.0,3.0,2.0,11.0,12.0,13.0,22.0,16.0,13.0,22.0,27.0,2.0,0.0,4.0,0.0,4.0,4.0,2.0,10.0,30.0,19.0,0.0,0.0,01:12:53,6.0,7.0,1.0,1.0,4.0,1.0,1.0,23.0,27.0,31.0,38.0,28.0,37.0,48.0,59.0,0.0,0.0,6.0,1.0,6.0,6.0,8.0,11.0,50.0,57.0,0.0,0.0,00:31:22,1.0,6.0,0.0,1.0,2.0,1.0,1.0,8.0,8.0,24.0,11.0,12.0,12.0,32.0,17.0,0.0,3.0,0.0,8.0,4.0,3.0,16.0,3.0,17.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS011,2017-04-27,2,Maria Sharapova,Ekaterina Makarova,RUS,RUS,0.0,0.0,7-5,6-1,,I,1051,2017.0,Maria Sharapova,Ekaterina Makarova,RUS,RUS,0.0,0.0,2,Maria Sharapova,Ekaterina Makarova,2.0,"7-5,6-1",2017-04-27T12:14:05+00:00,2017-04-27,01:19,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,00:48:05,7.0,5.0,0.0,3.0,3.0,3.0,0.0,16.0,16.0,19.0,19.0,25.0,22.0,34.0,32.0,1.0,0.0,2.0,1.0,6.0,6.0,3.0,3.0,35.0,31.0,0.0,0.0,00:31:42,6.0,1.0,0.0,6.0,0.0,4.0,0.0,12.0,1.0,14.0,6.0,17.0,6.0,25.0,14.0,2.0,0.0,2.0,0.0,4.0,3.0,2.0,5.0,25.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2017,STUTTGART,WTA 500,2017-04-24,2017-04-30,Clay,STUTTGART,GERMANY,28,710900,USD,LS012,2017-04-27,2,Anastasija Sevastova,Johanna Konta,LAT,GBR,0.0,6.0,6-3,7-5,,I,1051,2017.0,Johanna Konta,Anastasija Sevastova,GBR,LAT,6.0,0.0,3,Anastasija Sevastova,Johanna Konta,2.0,"6-3,7-5",2017-04-27T10:33:39+00:00,2017-04-27,01:22,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, Germany",1051,,,00:32:10,3.0,6.0,0.0,1.0,3.0,0.0,1.0,4.0,15.0,14.0,24.0,9.0,17.0,23.0,31.0,2.0,3.0,5.0,4.0,4.0,5.0,10.0,9.0,23.0,31.0,0.0,0.0,00:49:59,5.0,7.0,0.0,0.0,3.0,1.0,0.0,16.0,20.0,24.0,25.0,24.0,25.0,41.0,36.0,1.0,2.0,5.0,4.0,6.0,6.0,8.0,5.0,35.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
