tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,tournament_name,tournament_title,year,winner_player_name,loser_player_name,winner_bracket_number,loser_bracket_number,winner_aces,loser_aces,winner_backhand_errors,loser_backhand_errors,winner_backhand_unforced_errors,loser_backhand_unforced_errors,winner_backhand_winners,loser_backhand_winners,winner_breakpoints_won,loser_breakpoints_won,winner_double_faults,loser_double_faults,winner_drop_shot_unforced_errors,loser_drop_shot_unforced_errors,winner_drop_shot_winners,loser_drop_shot_winners,winner_first_serve_points_won,loser_first_serve_points_won,winner_first_serve_successful,loser_first_serve_successful,winner_forehand_errors,loser_forehand_errors,winner_forehand_unforced_errors,loser_forehand_unforced_errors,winner_forehand_winners,loser_forehand_winners,winner_games_won,loser_games_won,winner_groundstroke_errors,loser_groundstroke_errors,winner_groundstroke_unforced_errors,loser_groundstroke_unforced_errors,winner_groundstroke_winners,loser_groundstroke_winners,winner_lob_unforced_errors,loser_lob_unforced_errors,winner_lob_winners,loser_lob_winners,winner_max_games_in_a_row,loser_max_games_in_a_row,winner_max_points_in_a_row,loser_max_points_in_a_row,winner_overhead_stroke_errors,loser_overhead_stroke_errors,winner_overhead_stroke_unforced_errors,loser_overhead_stroke_unforced_errors,winner_overhead_stroke_winners,loser_overhead_stroke_winners,winner_points_won,loser_points_won,winner_points_won_from_last_10,loser_points_won_from_last_10,winner_return_errors,loser_return_errors,winner_return_winners,loser_return_winners,winner_second_serve_points_won,loser_second_serve_points_won,winner_second_serve_successful,loser_second_serve_successful,winner_service_games_won,loser_service_games_won,winner_service_points_lost,loser_service_points_lost,winner_service_points_won,loser_service_points_won,winner_tiebreaks_won,loser_tiebreaks_won,winner_total_breakpoints,loser_total_breakpoints,winner_volley_unforced_errors,loser_volley_unforced_errors,winner_volley_winners,loser_volley_winners,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,num_sets,score_string,match_timestamp,match_date,match_time_total,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS001,2025-06-15,F,Nuria Parrizas Diaz,Louisa Chirico,ESP,USA,2.0,2.0,,5-7,6-7(9),O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Nuria Parrizas Diaz,Louisa Chirico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Louisa Chirico,Nuria Parrizas Diaz,USA,ESP,,2.0,3.0,2.0,"7-5,7-6(9)",2025-06-15T15:22:23.497+00:00,2025-06-15,01:49:26,2061.0,,,00:49:51,5.0,7.0,0.0,2.0,1.0,5.0,2.0,14.0,15.0,22.0,24.0,20.0,18.0,43.0,34.0,3.0,4.0,8.0,9.0,6.0,6.0,8.0,9.0,36.0,41.0,0.0,0.0,00:59:29,6.0,7.0,9.0,1.0,0.0,6.0,2.0,15.0,18.0,24.0,29.0,22.0,21.0,45.0,41.0,3.0,3.0,3.0,4.0,6.0,6.0,9.0,11.0,42.0,44.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS002,2025-06-14,SF,Louisa Chirico,Hanne Vandewinkel,USA,BEL,,,,4-6,6-7(5),O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Louisa Chirico,Hanne Vandewinkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Hanne Vandewinkel,Louisa Chirico,BEL,USA,,,3.0,2.0,"6-4,7-6(5)",2025-06-14T14:48:52.823+00:00,2025-06-14,01:55:03,2061.0,,,00:45:38,4.0,6.0,0.0,2.0,2.0,6.0,3.0,15.0,8.0,26.0,12.0,18.0,17.0,42.0,27.0,2.0,3.0,3.0,7.0,5.0,5.0,11.0,4.0,28.0,41.0,0.0,0.0,01:09:19,6.0,7.0,5.0,4.0,3.0,2.0,5.0,17.0,17.0,27.0,22.0,28.0,28.0,44.0,45.0,1.0,1.0,4.0,2.0,6.0,6.0,10.0,5.0,45.0,44.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS003,2025-06-14,SF,Nuria Parrizas Diaz,Xinyu Gao,ESP,CHN,2.0,6.0,,6-4,2-6,O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Nuria Parrizas Diaz,Xinyu Gao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Xinyu Gao,Nuria Parrizas Diaz,CHN,ESP,6.0,2.0,3.0,3.0,"4-6,6-2,6-4",2025-06-14T17:05:30.813+00:00,2025-06-14,02:23:28,2061.0,,,00:40:51,6.0,4.0,0.0,0.0,0.0,0.0,2.0,15.0,12.0,22.0,19.0,18.0,17.0,25.0,31.0,2.0,1.0,4.0,1.0,5.0,5.0,7.0,7.0,32.0,24.0,0.0,0.0,00:49:17,2.0,6.0,0.0,0.0,1.0,0.0,1.0,12.0,11.0,24.0,17.0,15.0,12.0,34.0,20.0,1.0,3.0,1.0,8.0,4.0,4.0,12.0,6.0,23.0,31.0,0.0,0.0,00:53:14,4.0,6.0,0.0,1.0,0.0,1.0,2.0,18.0,10.0,37.0,21.0,19.0,11.0,45.0,25.0,3.0,4.0,4.0,10.0,5.0,5.0,19.0,11.0,33.0,37.0,0.0,0.0,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS004,2025-06-13,QF,Hanne Vandewinkel,Solana Sierra,BEL,ARG,1.0,1.0,,4-6,6-4,O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Hanne Vandewinkel,Solana Sierra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Solana Sierra,Hanne Vandewinkel,ARG,BEL,1.0,,3.0,3.0,"6-4,4-6,6-3",2025-06-13T16:16:57.497+00:00,2025-06-13,02:25:18,2061.0,,,00:50:04,4.0,6.0,0.0,1.0,1.0,0.0,1.0,17.0,16.0,26.0,21.0,24.0,23.0,41.0,33.0,0.0,1.0,2.0,8.0,5.0,5.0,9.0,5.0,34.0,40.0,0.0,0.0,00:52:13,6.0,4.0,0.0,1.0,0.0,3.0,3.0,10.0,9.0,15.0,21.0,12.0,14.0,27.0,36.0,4.0,3.0,6.0,3.0,5.0,5.0,5.0,12.0,34.0,29.0,0.0,0.0,00:42:56,3.0,6.0,0.0,2.0,2.0,3.0,1.0,13.0,8.0,21.0,11.0,16.0,13.0,36.0,19.0,1.0,3.0,1.0,4.0,5.0,4.0,8.0,3.0,22.0,33.0,0.0,0.0,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS005,2025-06-13,QF,Louisa Chirico,Mona Barthel,USA,GER,,,,6-4,7-6(4),O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Louisa Chirico,Mona Barthel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Louisa Chirico,Mona Barthel,USA,GER,,,2.0,2.0,"6-4,7-6(4)",2025-06-13T10:28:29.12+00:00,2025-06-13,01:37:18,2061.0,,,00:37:17,6.0,4.0,0.0,2.0,5.0,4.0,4.0,7.0,10.0,12.0,13.0,16.0,20.0,25.0,36.0,2.0,1.0,4.0,1.0,5.0,5.0,5.0,3.0,32.0,29.0,0.0,0.0,00:59:55,7.0,6.0,4.0,4.0,6.0,7.0,10.0,16.0,16.0,22.0,22.0,25.0,27.0,45.0,49.0,2.0,2.0,8.0,7.0,6.0,6.0,6.0,6.0,47.0,47.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS006,2025-06-13,QF,Xinyu Gao,Iryna Shymanovich,CHN,BLR,6.0,,,3-6,6-4,O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Xinyu Gao,Iryna Shymanovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Xinyu Gao,Iryna Shymanovich,CHN,BLR,6.0,,2.0,3.0,"3-6,6-4,6-4",2025-06-13T12:25:36.16+00:00,2025-06-13,02:47:34,2061.0,,,00:39:20,3.0,6.0,0.0,0.0,0.0,1.0,1.0,11.0,6.0,20.0,10.0,15.0,16.0,28.0,23.0,0.0,2.0,0.0,2.0,5.0,4.0,9.0,4.0,22.0,29.0,0.0,0.0,00:48:24,6.0,4.0,0.0,1.0,0.0,1.0,0.0,13.0,11.0,19.0,17.0,17.0,15.0,28.0,27.0,2.0,1.0,3.0,2.0,5.0,5.0,6.0,6.0,29.0,26.0,0.0,0.0,01:19:46,6.0,4.0,0.0,1.0,1.0,2.0,0.0,16.0,13.0,22.0,22.0,26.0,24.0,45.0,43.0,2.0,1.0,8.0,4.0,5.0,5.0,6.0,9.0,45.0,43.0,0.0,0.0,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS007,2025-06-13,QF,Nuria Parrizas Diaz,Sara Bejlek,ESP,CZE,2.0,2.0,,,,O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Nuria Parrizas Diaz,Sara Bejlek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Sara Bejlek,Nuria Parrizas Diaz,CZE,ESP,,2.0,7.0,0.0, W/O,2025-06-13T11:47:17.163+00:00,2025-06-13,00:00:00,2061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS008,2025-06-11,2,Solana Sierra,Ariana Geerlings,ARG,ESP,1.0,,,6-1,6-1,O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Solana Sierra,Ariana Geerlings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Solana Sierra,Ariana Geerlings,ARG,ESP,1.0,,2.0,2.0,"6-1,6-1",2025-06-11T15:45:35.913+00:00,2025-06-11,01:03:47,2061.0,,,00:34:21,6.0,1.0,0.0,1.0,0.0,2.0,4.0,12.0,5.0,19.0,10.0,18.0,5.0,30.0,18.0,3.0,1.0,4.0,3.0,4.0,3.0,7.0,5.0,31.0,17.0,0.0,0.0,00:29:22,6.0,1.0,0.0,0.0,0.0,2.0,4.0,8.0,3.0,10.0,13.0,14.0,6.0,24.0,24.0,4.0,1.0,7.0,4.0,3.0,4.0,2.0,10.0,32.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS009,2025-06-11,2,Hanne Vandewinkel,Oksana Selekhmeteva,BEL,RUS,,8.0,,6-4,6-4,O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Hanne Vandewinkel,Oksana Selekhmeteva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Hanne Vandewinkel,Oksana Selekhmeteva,BEL,RUS,,8.0,2.0,2.0,"6-4,6-4",2025-06-11T12:23:43.18+00:00,2025-06-11,01:42:43,2061.0,,,00:54:38,6.0,4.0,0.0,1.0,2.0,4.0,6.0,17.0,21.0,25.0,32.0,23.0,22.0,37.0,42.0,2.0,1.0,7.0,2.0,5.0,5.0,8.0,11.0,43.0,36.0,0.0,0.0,00:48:00,6.0,4.0,0.0,0.0,0.0,1.0,3.0,13.0,9.0,20.0,16.0,17.0,15.0,27.0,29.0,2.0,1.0,3.0,1.0,5.0,5.0,7.0,7.0,31.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,2025,VALENCIA 125,WTA 125,2025-06-09,2025-06-15,Clay,VALENCIA,SPAIN,32,115000,USD,LS010,2025-06-11,2,Louisa Chirico,Maria Lourdes Carle,USA,ARG,4.0,4.0,,4-6,4-6,O,VALENCIA 125,"BBVA Open Internacional de Valencia - Valencia, ESP",,Louisa Chirico,Maria Lourdes Carle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061.0,2025.0,Maria Lourdes Carle,Louisa Chirico,ARG,USA,4.0,,3.0,2.0,"6-4,6-4",2025-06-11T11:49:21.02+00:00,2025-06-11,01:40:26,2061.0,,,00:50:00,4.0,6.0,0.0,0.0,0.0,4.0,0.0,16.0,14.0,26.0,21.0,20.0,18.0,39.0,27.0,1.0,2.0,1.0,4.0,5.0,5.0,10.0,7.0,29.0,37.0,0.0,0.0,00:50:21,4.0,6.0,0.0,1.0,1.0,1.0,0.0,13.0,16.0,23.0,25.0,14.0,17.0,29.0,31.0,2.0,3.0,3.0,6.0,5.0,5.0,10.0,9.0,28.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
