tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,PlayerIDA,PlayerIDA2,PlayerIDB,PlayerIDB2,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,match_message,match_status,set4_score,set5_score,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS001,2022-06-19,F,Alison Van Uytvanck,Sara Errani,BEL,ITA,1.0,,6-4,6-3,,O,317819,310761,2062,2022,Alison Van Uytvanck,Sara Errani,BEL,ITA,1,,2,Alison Van Uytvanck,Sara Errani,2,"6-4,6-3",2022-06-19T13:30:55.897+00:00,2022-06-19,01:08:51,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,317819,,310761,,00:35:38,6,4,,0,3.0,0.0,0.0,1.0,15.0,18.0,17.0,27.0,22.0,20.0,30.0,33.0,1.0,0.0,6.0,5.0,5.0,5.0,2.0,9.0,35.0,28.0,0.0,0.0,00:33:00,6,3,,0,0.0,0.0,1.0,3.0,10.0,8.0,12.0,17.0,16.0,11.0,27.0,26.0,3.0,1.0,4.0,1.0,4.0,5.0,2.0,9.0,31.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS002,2022-06-18,S,Alison Van Uytvanck,Harmony Tan,BEL,FRA,1.0,,7-6(3),6-3,,O,317819,320016,2062,2022,Alison Van Uytvanck,Harmony Tan,BEL,FRA,1,,2,Alison Van Uytvanck,Harmony Tan,2,"7-6(3),6-3",2022-06-18T13:20:58.15+00:00,2022-06-18,01:26:11,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,317819,,320016,,00:50:02,7,6,,3,1.0,0.0,1.0,1.0,22.0,20.0,28.0,28.0,31.0,28.0,44.0,43.0,0.0,0.0,3.0,0.0,6.0,6.0,6.0,8.0,46.0,41.0,0.0,0.0,00:36:00,6,3,,0,0.0,1.0,2.0,0.0,16.0,9.0,19.0,13.0,20.0,13.0,34.0,25.0,2.0,1.0,4.0,6.0,5.0,4.0,3.0,4.0,32.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,7.0,3.0,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS003,2022-06-18,S,Sara Errani,Diane Parry,ITA,FRA,6.0,6.0,6-3,6-4,,O,310761,327077,2062,2022,Diane Parry,Sara Errani,FRA,ITA,6,,3,Sara Errani,Diane Parry,2,"6-3,6-4",2022-06-18T15:04:45.987+00:00,2022-06-18,01:32:43,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,327077,,310761,,00:41:41,6,3,0,,0.0,0.0,0.0,3.0,13.0,18.0,23.0,27.0,15.0,22.0,26.0,46.0,3.0,1.0,9.0,1.0,4.0,5.0,10.0,9.0,39.0,33.0,0.0,0.0,00:50:56,6,4,0,,0.0,0.0,1.0,1.0,23.0,9.0,41.0,20.0,27.0,14.0,51.0,32.0,3.0,2.0,7.0,10.0,5.0,5.0,18.0,11.0,45.0,38.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS004,2022-06-17,Q,Alison Van Uytvanck,Ylena In-Albon,BEL,SUI,1.0,,6-4,6-2,,O,317819,321397,2062,2022,Alison Van Uytvanck,Ylena In-Albon,BEL,SUI,1,,2,Alison Van Uytvanck,Ylena In-Albon,2,"6-4,6-2",2022-06-17T08:53:59+00:00,2022-06-17,01:09:28,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,317819,,321397,,00:36:53,6,4,,0,3.0,0.0,1.0,0.0,14.0,9.0,18.0,18.0,20.0,15.0,32.0,29.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,9.0,34.0,27.0,0.0,0.0,00:32:14,6,2,,0,2.0,0.0,1.0,0.0,9.0,7.0,12.0,17.0,14.0,10.0,20.0,26.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,10.0,30.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS005,2022-06-17,Q,Harmony Tan,Ana Bogdan,FRA,ROU,,,6-2,5-7,6-3,O,320016,315427,2062,2022,Harmony Tan,Ana Bogdan,FRA,ROU,,,2,Harmony Tan,Ana Bogdan,3,"6-2,5-7,6-3",2022-06-17T09:51:52.513+00:00,2022-06-17,02:08:42,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,320016,,315427,,00:29:00,6,2,,0,2.0,1.0,0.0,0.0,13.0,8.0,16.0,15.0,16.0,12.0,21.0,24.0,2.0,0.0,6.0,0.0,4.0,4.0,3.0,7.0,28.0,17.0,0.0,0.0,00:53:20,5,7,,0,1.0,0.0,1.0,0.0,16.0,24.0,27.0,34.0,24.0,27.0,40.0,39.0,0.0,1.0,1.0,2.0,6.0,6.0,11.0,10.0,36.0,43.0,0.0,0.0,,,,,,,00:46:06,6,3,,0,0.0,0.0,0.0,0.0,15.0,9.0,19.0,16.0,20.0,13.0,31.0,25.0,2.0,1.0,5.0,2.0,5.0,4.0,4.0,7.0,32.0,24.0,0.0,0.0,,,,,,1.0,0.0,3.0,1.0,62.0,65.0,92.0,88.0,0.6739130434782609,0.7386363636363636,44.0,41.0,62.0,65.0,0.7096774193548387,0.6307692307692307,,,,,,,2.0,16,0.125,15.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS006,2022-06-17,Q,Diane Parry,Tatjana Maria,FRA,GER,6.0,,6-4,3-6,6-3,O,327077,310440,2062,2022,Diane Parry,Tatjana Maria,FRA,GER,6,,2,Diane Parry,Tatjana Maria,3,"6-4,3-6,6-3",2022-06-17T10:21:02.37+00:00,2022-06-17,01:44:32,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,327077,,310440,,00:36:31,6,4,,0,1.0,1.0,1.0,0.0,17.0,12.0,25.0,17.0,24.0,19.0,35.0,27.0,1.0,0.0,3.0,3.0,5.0,5.0,8.0,5.0,32.0,30.0,0.0,0.0,00:36:15,3,6,,0,0.0,2.0,0.0,1.0,14.0,16.0,24.0,20.0,19.0,20.0,33.0,28.0,0.0,1.0,0.0,3.0,4.0,5.0,10.0,4.0,27.0,34.0,0.0,0.0,,,,,,,00:31:38,6,3,,0,1.0,2.0,1.0,1.0,15.0,10.0,18.0,15.0,20.0,16.0,24.0,25.0,1.0,0.0,3.0,0.0,5.0,4.0,3.0,5.0,29.0,20.0,0.0,0.0,,,,,,2.0,2.0,2.0,5.0,67.0,52.0,92.0,80.0,0.7282608695652174,0.65,46.0,38.0,67.0,52.0,0.6865671641791045,0.7307692307692307,,,,,,,5.0,12,0.4166666666666667,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS007,2022-06-17,Q,Sara Errani,Kateryna Baindl,ITA,UKR,,,7-6(4),6-4,,O,310761,316739,2062,2022,Kateryna Baindl,Sara Errani,UKR,ITA,,,3,Sara Errani,Kateryna Baindl,2,"7-6(4),6-4",2022-06-17T15:23:54.117+00:00,2022-06-17,01:44:12,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,316739,,310761,,01:02:07,7,6,4,,0.0,2.0,0.0,0.0,12.0,15.0,27.0,35.0,19.0,20.0,44.0,50.0,4.0,4.0,12.0,5.0,6.0,6.0,15.0,20.0,49.0,45.0,0.0,0.0,00:41:55,6,4,0,,0.0,2.0,0.0,1.0,15.0,16.0,21.0,22.0,18.0,19.0,29.0,34.0,2.0,1.0,5.0,2.0,5.0,5.0,6.0,6.0,33.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,7.0,4.0,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS008,2022-06-15,2,Alison Van Uytvanck,Ysaline Bonaventure,BEL,BEL,1.0,,6-2,6-2,,O,317819,317317,2062,2022,Alison Van Uytvanck,Ysaline Bonaventure,BEL,BEL,1,,2,Alison Van Uytvanck,Ysaline Bonaventure,2,"6-2,6-2",2022-06-15T13:25:15.723+00:00,2022-06-15,00:45:43,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,317819,,317317,,00:20:05,6,2,,0,1.0,1.0,2.0,1.0,7.0,7.0,10.0,14.0,16.0,9.0,22.0,18.0,2.0,0.0,3.0,0.0,4.0,4.0,3.0,7.0,25.0,15.0,0.0,0.0,00:25:32,6,2,,0,2.0,0.0,0.0,0.0,6.0,7.0,9.0,14.0,13.0,10.0,21.0,25.0,3.0,1.0,6.0,1.0,4.0,4.0,3.0,7.0,28.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS009,2022-06-15,2,Ylena In-Albon,Susan Bandecchi,SUI,SUI,,,6-3,6-3,,O,321397,321032,2062,2022,Susan Bandecchi,Ylena In-Albon,SUI,SUI,,,3,Ylena In-Albon,Susan Bandecchi,2,"6-3,6-3",2022-06-15T10:50:54.16+00:00,2022-06-15,01:30:57,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,321032,,321397,,00:40:55,6,3,0,,1.0,0.0,1.0,2.0,14.0,17.0,19.0,28.0,18.0,20.0,27.0,39.0,2.0,0.0,4.0,0.0,4.0,5.0,5.0,11.0,37.0,29.0,0.0,0.0,00:49:43,6,3,0,,0.0,0.0,1.0,1.0,14.0,12.0,25.0,23.0,20.0,12.0,36.0,28.0,3.0,2.0,5.0,5.0,5.0,4.0,11.0,11.0,36.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,2022,GAIBA 125,WTA 125,2022-06-13,2022-06-19,Grass,GAIBA,ITALY,32,115000,USD,LS010,2022-06-15,2,Harmony Tan,Lucia Bronzetti,FRA,ITA,3.0,3.0,4-6,6-2,6-4,O,320016,322280,2062,2022,Lucia Bronzetti,Harmony Tan,ITA,FRA,3,,3,Harmony Tan,Lucia Bronzetti,3,"4-6,6-2,6-4",2022-06-15T10:51:12.477+00:00,2022-06-15,02:08:55,GAIBA 125,"Veneto Open Internazionali Confindustria Venezia e Rovigo - Gaiba, ITA",2062,,,322280,,320016,,00:42:21,4,6,0,,1.0,1.0,1.0,1.0,12.0,11.0,19.0,19.0,18.0,24.0,28.0,37.0,0.0,1.0,2.0,3.0,5.0,5.0,7.0,8.0,31.0,34.0,0.0,0.0,00:27:51,6,2,0,,0.0,0.0,1.0,2.0,11.0,5.0,18.0,11.0,13.0,6.0,22.0,19.0,3.0,1.0,3.0,2.0,4.0,4.0,7.0,6.0,26.0,15.0,0.0,0.0,,,,,,,00:58:30,6,4,0,,0.0,1.0,2.0,0.0,10.0,6.0,16.0,14.0,17.0,14.0,36.0,37.0,4.0,3.0,7.0,9.0,5.0,5.0,6.0,8.0,40.0,33.0,0.0,0.0,,,,,,4.0,3.0,1.0,2.0,53.0,44.0,86.0,93.0,0.6162790697674418,0.4731182795698925,33.0,22.0,53.0,44.0,0.6226415094339622,0.5,,,,,,,9.0,26,0.34615384615384615,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
