tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,PlayerIDA,PlayerIDA2,PlayerIDB,PlayerIDB2,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,match_message,match_status,set4_score,set5_score,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS001,2026-04-19,F,Maja Chwalinska,Sinja Kraus,POL,AUT,,,6-1,6-3,,O,325639,327061,1106,2026,Maja Chwalinska,Sinja Kraus,POL,AUT,,,2,Maja Chwalinska,Sinja Kraus,2,"6-1,6-3",2026-04-19T09:45:51.58+00:00,2026-04-19,01:15:05,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,325639,,327061,,,,,,,,00:33:06,6,1,,0,1.0,0.0,0.0,1.0,7.0,8.0,12.0,17.0,11.0,8.0,18.0,26.0,4.0,1.0,5.0,1.0,3.0,4.0,5.0,9.0,29.0,15.0,0.0,0.0,00:41:57,6,3,,0,2.0,0.0,1.0,2.0,12.0,3.0,22.0,8.0,14.0,5.0,28.0,19.0,3.0,2.0,3.0,2.0,5.0,4.0,10.0,5.0,28.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS002,2026-04-18,S,Maja Chwalinska,Robin Montgomery,POL,USA,,,6-2,6-0,,O,325639,329408,1106,2026,Maja Chwalinska,Robin Montgomery,POL,USA,,,2,Maja Chwalinska,Robin Montgomery,2,"6-2,6-0",2026-04-18T09:54:37.497+00:00,2026-04-18,01:20:36,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,325639,,329408,,,,,,,,00:46:31,6,2,,0,0.0,0.0,2.0,5.0,11.0,11.0,17.0,21.0,15.0,15.0,24.0,36.0,3.0,1.0,8.0,1.0,4.0,4.0,6.0,10.0,36.0,24.0,0.0,0.0,00:34:04,6,0,,0,0.0,0.0,0.0,2.0,10.0,4.0,13.0,10.0,12.0,6.0,16.0,19.0,3.0,0.0,3.0,0.0,3.0,3.0,3.0,6.0,25.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS003,2026-04-18,S,Sinja Kraus,Petra Marcinko,AUT,CRO,3.0,3.0,6-4,1-6,6-4,O,327061,330799,1106,2026,Petra Marcinko,Sinja Kraus,CRO,AUT,3,,3,Sinja Kraus,Petra Marcinko,3,"6-4,1-6,6-4",2026-04-18T09:51:12.64+00:00,2026-04-18,02:07:34,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,330799,,327061,,,,,,,,00:46:45,6,4,0,,1.0,0.0,0.0,1.0,8.0,7.0,21.0,17.0,15.0,15.0,33.0,35.0,4.0,3.0,4.0,7.0,5.0,5.0,13.0,10.0,35.0,33.0,0.0,0.0,00:25:54,1,6,0,,0.0,2.0,1.0,0.0,6.0,10.0,10.0,12.0,7.0,16.0,17.0,20.0,0.0,2.0,0.0,2.0,3.0,4.0,4.0,2.0,11.0,26.0,0.0,0.0,00:54:53,6,4,0,,0.0,1.0,0.0,1.0,14.0,7.0,27.0,17.0,22.0,13.0,43.0,29.0,3.0,2.0,5.0,4.0,5.0,5.0,13.0,10.0,38.0,34.0,0.0,0.0,,,,,,1.0,2.0,1.0,3.0,58.0,46.0,93.0,84.0,0.6236559139784946,0.5476190476190477,28.0,24.0,58.0,46.0,0.4827586206896552,0.5217391304347826,,,,,,,6.0,22,0.2727272727272727,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS004,2026-04-17,Q,Maja Chwalinska,Simona Waltert,POL,SUI,,5.0,6-1,6-0,,O,325639,325771,1106,2026,Maja Chwalinska,Simona Waltert,POL,SUI,,5,2,Maja Chwalinska,Simona Waltert,2,"6-1,6-0",2026-04-17T11:22:14.513+00:00,2026-04-17,01:35:19,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,325639,,325771,,,,,,,,00:55:12,6,1,,0,0.0,1.0,1.0,5.0,7.0,15.0,9.0,38.0,10.0,24.0,16.0,57.0,4.0,1.0,17.0,1.0,3.0,4.0,2.0,23.0,43.0,30.0,0.0,0.0,00:40:05,6,0,,0,0.0,1.0,0.0,1.0,12.0,4.0,16.0,10.0,13.0,8.0,18.0,25.0,3.0,0.0,4.0,0.0,3.0,3.0,4.0,6.0,30.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS005,2026-04-17,Q,Robin Montgomery,Suzan Lamens,USA,NED,,,6-4,3-6,6-4,O,329408,324898,1106,2026,Suzan Lamens,Robin Montgomery,NED,USA,,,3,Robin Montgomery,Suzan Lamens,3,"6-4,3-6,6-4",2026-04-17T09:50:00.417+00:00,2026-04-17,02:23:26,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,324898,,329408,,,,,,,,00:51:07,6,4,0,,0.0,1.0,2.0,6.0,16.0,15.0,23.0,22.0,22.0,23.0,35.0,40.0,2.0,1.0,7.0,4.0,5.0,5.0,7.0,7.0,39.0,36.0,0.0,0.0,00:45:46,3,6,0,,0.0,1.0,1.0,3.0,6.0,14.0,15.0,23.0,7.0,22.0,21.0,40.0,2.0,3.0,7.0,6.0,4.0,5.0,9.0,9.0,25.0,36.0,0.0,0.0,00:46:30,6,4,0,,0.0,1.0,1.0,3.0,11.0,7.0,23.0,14.0,17.0,12.0,32.0,28.0,3.0,2.0,4.0,4.0,5.0,5.0,12.0,7.0,33.0,27.0,0.0,0.0,,,,,,4.0,12.0,0.0,3.0,61.0,59.0,88.0,108.0,0.6931818181818182,0.5462962962962963,33.0,36.0,61.0,59.0,0.5409836065573771,0.6101694915254238,,,,,,,8.0,32,0.25,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS006,2026-04-17,Q,Petra Marcinko,Rebecca Sramkova,CRO,SVK,3.0,3.0,7-6(4),5-7,6-3,O,330799,320228,1106,2026,Rebecca Sramkova,Petra Marcinko,SVK,CRO,,3,3,Petra Marcinko,Rebecca Sramkova,3,"7-6(4),5-7,6-3",2026-04-17T09:57:10.183+00:00,2026-04-17,02:54:21,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,320228,,330799,,,,,,,,00:57:32,7,6,4,,1.0,1.0,3.0,2.0,18.0,17.0,23.0,31.0,26.0,30.0,39.0,52.0,1.0,1.0,4.0,1.0,6.0,6.0,5.0,14.0,48.0,43.0,0.0,0.0,01:04:44,5,7,0,,2.0,1.0,0.0,1.0,13.0,15.0,24.0,26.0,25.0,25.0,46.0,46.0,2.0,3.0,9.0,8.0,6.0,6.0,11.0,11.0,46.0,46.0,0.0,0.0,00:52:02,6,3,0,,1.0,1.0,4.0,1.0,9.0,16.0,17.0,25.0,16.0,23.0,30.0,48.0,3.0,1.0,8.0,3.0,4.0,5.0,8.0,9.0,41.0,37.0,0.0,0.0,,,,,,7.0,4.0,4.0,3.0,64.0,82.0,115.0,146.0,0.5565217391304348,0.5616438356164384,40.0,48.0,64.0,82.0,0.625,0.5853658536585366,,,,,,,7.0,33,0.21212121212121213,16.0,17.0,,,,,,,7.0,4.0,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS007,2026-04-17,Q,Sinja Kraus,Darja Semenistaja,AUT,LAT,8.0,8.0,6-3,6-2,,O,327061,329457,1106,2026,Darja Semenistaja,Sinja Kraus,LAT,AUT,8,,3,Sinja Kraus,Darja Semenistaja,2,"6-3,6-2",2026-04-17T10:00:04.683+00:00,2026-04-17,01:09:37,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,329457,,327061,,,,,,,,00:32:54,6,3,0,,1.0,2.0,2.0,1.0,13.0,6.0,16.0,13.0,18.0,11.0,29.0,24.0,2.0,1.0,4.0,4.0,5.0,4.0,3.0,7.0,31.0,22.0,0.0,0.0,00:36:42,6,2,0,,1.0,0.0,0.0,2.0,9.0,9.0,16.0,16.0,15.0,13.0,27.0,29.0,3.0,1.0,5.0,2.0,4.0,4.0,7.0,7.0,31.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS008,2026-04-16,2,Maja Chwalinska,Beatriz Haddad Maia,POL,BRA,1.0,1.0,6-0,6-4,,O,325639,318176,1106,2026,Beatriz Haddad Maia,Maja Chwalinska,BRA,POL,1,,3,Maja Chwalinska,Beatriz Haddad Maia,2,"6-0,6-4",2026-04-16T12:19:32.87+00:00,2026-04-16,01:32:18,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,318176,,325639,,,,,,,,00:28:10,6,0,0,,0.0,0.0,0.0,0.0,8.0,3.0,10.0,12.0,13.0,3.0,18.0,15.0,3.0,0.0,3.0,0.0,3.0,3.0,2.0,9.0,25.0,8.0,0.0,0.0,01:04:06,6,4,0,,0.0,1.0,0.0,1.0,18.0,15.0,26.0,25.0,19.0,17.0,28.0,32.0,2.0,1.0,3.0,1.0,5.0,5.0,8.0,10.0,34.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS009,2026-04-16,2,Simona Waltert,Rebeka Masarova,SUI,SUI,5.0,5.0,6-3,4-6,6-2,O,325771,322087,1106,2026,Rebeka Masarova,Simona Waltert,SUI,SUI,,5,3,Simona Waltert,Rebeka Masarova,3,"6-3,4-6,6-2",2026-04-16T09:25:24.83+00:00,2026-04-16,02:33:56,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,322087,,325771,,,,,,,,00:54:37,6,3,0,,0.0,1.0,1.0,0.0,18.0,11.0,28.0,20.0,24.0,16.0,38.0,31.0,2.0,1.0,4.0,10.0,5.0,4.0,10.0,9.0,39.0,30.0,0.0,0.0,00:56:05,4,6,0,,0.0,1.0,2.0,0.0,11.0,12.0,21.0,23.0,15.0,18.0,31.0,32.0,2.0,3.0,5.0,5.0,5.0,5.0,10.0,11.0,29.0,34.0,0.0,0.0,00:43:12,6,2,0,,0.0,1.0,2.0,2.0,13.0,6.0,14.0,15.0,16.0,12.0,22.0,24.0,2.0,0.0,4.0,0.0,4.0,4.0,1.0,9.0,28.0,18.0,0.0,0.0,,,,,,5.0,2.0,0.0,3.0,63.0,58.0,91.0,87.0,0.6923076923076923,0.6666666666666666,42.0,29.0,63.0,58.0,0.6666666666666666,0.5,,,,,,,11.0,28,0.39285714285714285,14.0,13.0,,,,,,,,,,,,,,,,,,,,,,,
1106,2026,OEIRAS 125,WTA 125,2026-04-13,2026-04-19,Clay,OEIRAS,POR,32,225000,USD,LS010,2026-04-15,2,Suzan Lamens,Carol Young Suh Lee,NED,USA,,,7-6(4),6-3,,O,324898,329383,1106,2026,Carol Young Suh Lee,Suzan Lamens,USA,NED,,,3,Suzan Lamens,Carol Young Suh Lee,2,"7-6(4),6-3",2026-04-15T09:54:57.663+00:00,2026-04-15,01:42:07,OEIRAS 125,"Oeiras Jamor Ladies Open - Oeiras, POR",1106,,,329383,,324898,,,,,,,,00:59:02,7,6,4,,0.0,1.0,3.0,1.0,9.0,13.0,18.0,23.0,18.0,20.0,33.0,41.0,3.0,3.0,4.0,3.0,6.0,6.0,9.0,10.0,39.0,35.0,0.0,0.0,00:43:07,6,3,0,,1.0,1.0,1.0,1.0,10.0,7.0,13.0,13.0,21.0,13.0,27.0,21.0,1.0,0.0,3.0,0.0,5.0,4.0,3.0,6.0,29.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,7.0,4.0,,,,,,,,,,,,,,,
