tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,settime_set4,scorea_set4,scoreb_set4,scoretb_set4,acesa_set4,acesb_set4,dblflta_set4,dblfltb_set4,ptswon1stserva_set4,ptswon1stservb_set4,ptsplayed1stserva_set4,ptsplayed1stservb_set4,ptstotwonserva_set4,ptstotwonservb_set4,totservplayeda_set4,totservplayedb_set4,breakptsconva_set4,breakptsconvb_set4,breakptsplayeda_set4,breakptsplayedb_set4,servgamesplayeda_set4,servgamesplayedb_set4,pts1stservlosta_set4,pts1stservlostb_set4,totptswona_set4,totptswonb_set4,acesssa_set4,acesssb_set4,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS001,2021-07-25,F,Danielle Collins,Elena-Gabriela Ruse,USA,ROU,1.0,,6-4,6-2,,O,466,2021.0,Danielle Collins,Elena-Gabriela Ruse,USA,ROU,1.0,,2,Danielle Collins,Elena-Gabriela Ruse,2.0,"6-4,6-2",2021-07-25T17:37:06+00:00,2021-07-25,01:50:45,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,00:55:49,6.0,4.0,0.0,5.0,1.0,2.0,0.0,14.0,10.0,23.0,21.0,17.0,17.0,33.0,36.0,3.0,2.0,9.0,6.0,5.0,5.0,9.0,11.0,36.0,33.0,0.0,0.0,00:55:06,6.0,2.0,0.0,0.0,2.0,2.0,4.0,11.0,13.0,13.0,18.0,19.0,18.0,28.0,36.0,2.0,0.0,7.0,1.0,4.0,4.0,2.0,5.0,37.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS002,2021-07-24,SF,Danielle Collins,Shuai Zhang,USA,CHN,1.0,4.0,6-4,6-3,,O,466,2021.0,Danielle Collins,Shuai Zhang,USA,CHN,1.0,4.0,2,Danielle Collins,Shuai Zhang,2.0,"6-4,6-3",2021-07-24T18:21:20+00:00,2021-07-24,01:15:30,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,00:42:12,6.0,4.0,0.0,1.0,1.0,2.0,1.0,16.0,9.0,21.0,16.0,22.0,13.0,36.0,25.0,2.0,1.0,3.0,6.0,5.0,5.0,5.0,7.0,34.0,27.0,0.0,0.0,00:33:13,6.0,3.0,0.0,6.0,2.0,0.0,1.0,10.0,12.0,13.0,19.0,21.0,16.0,28.0,27.0,1.0,0.0,2.0,0.0,5.0,4.0,3.0,7.0,32.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS003,2021-07-24,SF,Elena-Gabriela Ruse,Oceane Dodin,ROU,FRA,,6.0,6-7(4),7-6,6-1,O,466,2021.0,Elena-Gabriela Ruse,Oceane Dodin,ROU,FRA,,6.0,2,Elena-Gabriela Ruse,Oceane Dodin,3.0,"6-7(4),7-6(0),6-1",2021-07-24T15:07:05+00:00,2021-07-24,02:59:30,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,01:12:51,6.0,7.0,4.0,2.0,3.0,2.0,12.0,13.0,27.0,25.0,38.0,19.0,33.0,40.0,66.0,3.0,3.0,12.0,4.0,6.0,6.0,12.0,11.0,52.0,54.0,0.0,0.0,01:10:32,7.0,6.0,0.0,4.0,1.0,4.0,6.0,17.0,13.0,29.0,22.0,27.0,18.0,51.0,40.0,3.0,3.0,5.0,6.0,6.0,6.0,12.0,9.0,49.0,42.0,0.0,0.0,00:35:53,6.0,1.0,0.0,1.0,3.0,0.0,4.0,7.0,8.0,10.0,15.0,17.0,14.0,22.0,31.0,2.0,0.0,9.0,2.0,4.0,3.0,3.0,7.0,34.0,19.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS004,2021-07-23,QF,Danielle Collins,Astra Sharma,USA,AUS,1.0,7.0,6-1,6-4,,O,466,2021.0,Danielle Collins,Astra Sharma,USA,AUS,1.0,7.0,2,Danielle Collins,Astra Sharma,2.0,"6-1,6-4",2021-07-23T21:48:18+00:00,2021-07-23,01:12:46,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,00:32:35,6.0,1.0,0.0,3.0,0.0,1.0,1.0,8.0,9.0,9.0,16.0,16.0,13.0,20.0,27.0,2.0,0.0,5.0,0.0,4.0,3.0,1.0,7.0,30.0,17.0,0.0,0.0,00:40:44,6.0,4.0,0.0,2.0,0.0,1.0,2.0,12.0,11.0,19.0,18.0,18.0,11.0,32.0,26.0,3.0,2.0,6.0,4.0,5.0,5.0,7.0,7.0,33.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS005,2021-07-23,QF,Shuai Zhang,Olga Danilovic,CHN,SRB,4.0,,4-6,6-3,7-6(2),O,466,2021.0,Shuai Zhang,Olga Danilovic,CHN,SRB,4.0,,2,Shuai Zhang,Olga Danilovic,3.0,"4-6,6-3,7-6(2)",2021-07-23T16:52:22+00:00,2021-07-23,02:36:45,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,00:46:11,4.0,6.0,0.0,0.0,2.0,1.0,2.0,14.0,11.0,24.0,16.0,19.0,20.0,36.0,31.0,1.0,2.0,1.0,3.0,5.0,5.0,10.0,5.0,30.0,37.0,0.0,0.0,00:41:29,6.0,3.0,0.0,1.0,2.0,1.0,1.0,15.0,11.0,22.0,15.0,22.0,14.0,32.0,23.0,1.0,0.0,1.0,4.0,5.0,4.0,7.0,4.0,31.0,24.0,0.0,0.0,01:09:09,7.0,6.0,2.0,0.0,4.0,2.0,4.0,19.0,13.0,32.0,25.0,24.0,20.0,48.0,43.0,3.0,3.0,5.0,7.0,6.0,6.0,13.0,12.0,47.0,44.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS006,2021-07-23,QF,Elena-Gabriela Ruse,Lucia Bronzetti,ROU,ITA,,,6-4,7-5,,O,466,2021.0,Lucia Bronzetti,Elena-Gabriela Ruse,ITA,ROU,,,3,Elena-Gabriela Ruse,Lucia Bronzetti,2.0,"6-4,7-5",2021-07-23T19:43:28+00:00,2021-07-23,01:50:44,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,00:46:25,4.0,6.0,0.0,4.0,3.0,2.0,1.0,11.0,11.0,14.0,13.0,14.0,20.0,29.0,30.0,1.0,2.0,3.0,2.0,5.0,5.0,3.0,2.0,24.0,35.0,0.0,0.0,01:04:18,5.0,7.0,0.0,0.0,1.0,1.0,1.0,12.0,12.0,19.0,20.0,21.0,20.0,46.0,39.0,3.0,4.0,8.0,8.0,6.0,6.0,7.0,8.0,40.0,45.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS007,2021-07-23,QF,Oceane Dodin,Jaqueline Cristian,FRA,ROU,6.0,,6-7(6),6-3,6-4,O,466,2021.0,Oceane Dodin,Jaqueline Cristian,FRA,ROU,6.0,,2,Oceane Dodin,Jaqueline Cristian,3.0,"6-7(6),6-3,6-4",2021-07-23T14:07:00+00:00,2021-07-23,02:29:29,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,01:08:04,6.0,7.0,6.0,2.0,1.0,8.0,1.0,17.0,14.0,24.0,26.0,26.0,24.0,50.0,43.0,2.0,2.0,4.0,5.0,6.0,6.0,7.0,12.0,45.0,48.0,0.0,0.0,00:46:42,6.0,3.0,0.0,4.0,4.0,6.0,1.0,14.0,13.0,20.0,27.0,17.0,15.0,31.0,35.0,3.0,2.0,5.0,4.0,5.0,4.0,6.0,14.0,37.0,29.0,0.0,0.0,00:34:34,6.0,4.0,0.0,1.0,4.0,2.0,1.0,11.0,8.0,16.0,14.0,15.0,11.0,26.0,25.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,6.0,29.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS008,2021-07-22,2,Danielle Collins,Maddison Inglis,USA,AUS,1.0,,6-4,6-1,,O,466,2021.0,Danielle Collins,Maddison Inglis,USA,AUS,1.0,,2,Danielle Collins,Maddison Inglis,2.0,"6-4,6-1",2021-07-22T18:52:33+00:00,2021-07-22,01:19:30,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,00:48:54,6.0,4.0,0.0,5.0,0.0,1.0,1.0,14.0,8.0,20.0,21.0,16.0,11.0,32.0,31.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,13.0,36.0,27.0,0.0,0.0,00:30:17,6.0,1.0,0.0,3.0,1.0,1.0,1.0,9.0,7.0,10.0,12.0,17.0,9.0,24.0,19.0,2.0,0.0,3.0,0.0,4.0,3.0,1.0,5.0,27.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS009,2021-07-22,2,Astra Sharma,Natalia Vikhlyantseva,AUS,RUS,7.0,7.0,6-4,7-5,,O,466,2021.0,Natalia Vikhlyantseva,Astra Sharma,RUS,AUS,,7.0,3,Astra Sharma,Natalia Vikhlyantseva,2.0,"6-4,7-5",2021-07-22T14:06:53+00:00,2021-07-22,01:47:30,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,00:49:30,4.0,6.0,0.0,0.0,2.0,5.0,0.0,9.0,10.0,16.0,21.0,13.0,18.0,30.0,33.0,2.0,3.0,4.0,6.0,5.0,5.0,7.0,11.0,28.0,35.0,0.0,0.0,00:58:16,5.0,7.0,0.0,1.0,2.0,6.0,1.0,16.0,19.0,23.0,26.0,21.0,24.0,40.0,43.0,2.0,3.0,7.0,6.0,6.0,6.0,7.0,7.0,40.0,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021,PALERMO,WTA 250,2021-07-19,2021-07-25,Clay,PALERMO,ITALY,32,235238,USD,LS010,2021-07-22,2,Shuai Zhang,Francesca Di Lorenzo,CHN,USA,4.0,,6-1,6-2,,O,466,2021.0,Shuai Zhang,Francesca Di Lorenzo,CHN,USA,4.0,,2,Shuai Zhang,Francesca Di Lorenzo,2.0,"6-1,6-2",2021-07-22T20:25:39+00:00,2021-07-22,01:08:00,PALERMO,"32nd Palermo Ladies Open - Palermo, Italy",466.0,,,00:30:42,6.0,1.0,0.0,1.0,1.0,2.0,4.0,15.0,4.0,20.0,7.0,18.0,5.0,27.0,15.0,2.0,0.0,2.0,0.0,4.0,3.0,5.0,3.0,28.0,14.0,0.0,0.0,00:37:27,6.0,2.0,0.0,2.0,0.0,2.0,1.0,12.0,6.0,21.0,14.0,19.0,7.0,34.0,20.0,3.0,1.0,3.0,4.0,4.0,4.0,9.0,8.0,32.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
