tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,settime_set4,scorea_set4,scoreb_set4,scoretb_set4,acesa_set4,acesb_set4,dblflta_set4,dblfltb_set4,ptswon1stserva_set4,ptswon1stservb_set4,ptsplayed1stserva_set4,ptsplayed1stservb_set4,ptstotwonserva_set4,ptstotwonservb_set4,totservplayeda_set4,totservplayedb_set4,breakptsconva_set4,breakptsconvb_set4,breakptsplayeda_set4,breakptsplayedb_set4,servgamesplayeda_set4,servgamesplayedb_set4,pts1stservlosta_set4,pts1stservlostb_set4,totptswona_set4,totptswonb_set4,acesssa_set4,acesssb_set4,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS001,2021-04-03,F,Ashleigh Barty,Bianca Andreescu,AUS,CAN,1.0,8.0,6-3,4-0,,O,902,2021.0,Ashleigh Barty,Bianca Andreescu,AUS,CAN,1.0,8.0,4,Ashleigh Barty,Bianca Andreescu,2.0,"6-3,4-0 Ret'd",2021-04-03T17:10:24+00:00,2021-04-03,01:02:45,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:36:24,6.0,3.0,0.0,2.0,1.0,1.0,0.0,15.0,9.0,20.0,18.0,22.0,13.0,34.0,24.0,2.0,1.0,5.0,2.0,5.0,4.0,5.0,9.0,33.0,25.0,0.0,0.0,00:23:10,4.0,0.0,0.0,2.0,1.0,1.0,2.0,6.0,5.0,7.0,13.0,8.0,7.0,10.0,18.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,8.0,19.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS002,2021-04-01,SF,Ashleigh Barty,Elina Svitolina,AUS,UKR,1.0,5.0,6-3,6-3,,O,902,2021.0,Ashleigh Barty,Elina Svitolina,AUS,UKR,1.0,5.0,2,Ashleigh Barty,Elina Svitolina,2.0,"6-3,6-3",2021-04-01T19:52:28+00:00,2021-04-01,01:29:17,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:41:29,6.0,3.0,0.0,3.0,1.0,1.0,1.0,10.0,8.0,15.0,16.0,16.0,15.0,28.0,34.0,3.0,1.0,6.0,3.0,4.0,5.0,5.0,8.0,35.0,27.0,0.0,0.0,00:39:52,6.0,3.0,0.0,4.0,1.0,0.0,0.0,10.0,11.0,15.0,23.0,23.0,14.0,37.0,29.0,2.0,1.0,8.0,4.0,5.0,4.0,5.0,12.0,38.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS003,2021-04-02,SF,Bianca Andreescu,Maria Sakkari,CAN,GRE,8.0,23.0,7-6(7),3-6,7-6(4),O,902,2021.0,Bianca Andreescu,Maria Sakkari,CAN,GRE,8.0,23.0,2,Bianca Andreescu,Maria Sakkari,3.0,"7-6(7),3-6,7-6(4)",2021-04-02T02:52:34+00:00,2021-04-02,02:42:50,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,01:00:25,7.0,6.0,7.0,1.0,2.0,0.0,2.0,18.0,20.0,32.0,30.0,29.0,26.0,46.0,40.0,1.0,1.0,1.0,3.0,6.0,6.0,14.0,10.0,43.0,43.0,0.0,0.0,00:38:57,3.0,6.0,0.0,0.0,1.0,0.0,1.0,13.0,16.0,22.0,21.0,15.0,21.0,28.0,32.0,1.0,2.0,4.0,3.0,4.0,5.0,9.0,5.0,26.0,34.0,0.0,0.0,00:55:28,7.0,6.0,4.0,1.0,0.0,2.0,1.0,18.0,15.0,29.0,27.0,23.0,20.0,39.0,37.0,2.0,2.0,3.0,5.0,6.0,6.0,11.0,12.0,40.0,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS004,2021-03-30,QF,Ashleigh Barty,Aryna Sabalenka,AUS,BLR,1.0,7.0,6-4,6-7(5),6-3,O,902,2021.0,Ashleigh Barty,Aryna Sabalenka,AUS,BLR,1.0,7.0,2,Ashleigh Barty,Aryna Sabalenka,3.0,"6-4,6-7(5),6-3",2021-03-30T17:50:39+00:00,2021-03-30,02:16:05,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:38:08,6.0,4.0,0.0,0.0,4.0,1.0,2.0,17.0,16.0,20.0,24.0,21.0,21.0,29.0,35.0,1.0,0.0,1.0,3.0,5.0,5.0,3.0,8.0,35.0,29.0,0.0,0.0,01:01:43,6.0,7.0,5.0,3.0,4.0,0.0,4.0,19.0,24.0,31.0,28.0,34.0,29.0,52.0,42.0,0.0,0.0,0.0,4.0,6.0,6.0,12.0,4.0,47.0,47.0,0.0,0.0,00:30:07,6.0,3.0,0.0,3.0,4.0,1.0,1.0,13.0,9.0,16.0,14.0,20.0,13.0,24.0,23.0,1.0,0.0,3.0,0.0,5.0,4.0,3.0,5.0,30.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS005,2021-03-30,QF,Elina Svitolina,Anastasija Sevastova,UKR,LAT,5.0,5.0,6-3,6-2,,O,902,2021.0,Anastasija Sevastova,Elina Svitolina,LAT,UKR,,5.0,3,Elina Svitolina,Anastasija Sevastova,2.0,"6-3,6-2",2021-03-30T23:08:31+00:00,2021-03-30,01:09:08,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:35:03,3.0,6.0,0.0,0.0,0.0,2.0,2.0,5.0,12.0,11.0,19.0,7.0,16.0,21.0,30.0,2.0,3.0,4.0,3.0,4.0,5.0,6.0,7.0,21.0,30.0,0.0,0.0,00:31:42,2.0,6.0,0.0,0.0,4.0,2.0,2.0,4.0,12.0,10.0,16.0,7.0,17.0,22.0,27.0,1.0,3.0,2.0,4.0,4.0,4.0,6.0,4.0,17.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS006,2021-03-31,QF,Bianca Andreescu,Sara Sorribes Tormo,CAN,ESP,8.0,,6-4,3-6,6-3,O,902,2021.0,Bianca Andreescu,Sara Sorribes Tormo,CAN,ESP,8.0,,2,Bianca Andreescu,Sara Sorribes Tormo,3.0,"6-4,3-6,6-3",2021-03-31T23:11:59+00:00,2021-03-31,02:35:51,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:51:49,6.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,19.0,29.0,15.0,17.0,26.0,38.0,3.0,2.0,7.0,3.0,5.0,5.0,7.0,16.0,36.0,28.0,0.0,0.0,00:49:07,3.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,10.0,17.0,22.0,10.0,12.0,31.0,28.0,3.0,5.0,5.0,8.0,5.0,4.0,12.0,12.0,26.0,33.0,0.0,0.0,00:42:48,6.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,16.0,23.0,15.0,15.0,23.0,30.0,3.0,1.0,6.0,6.0,4.0,5.0,5.0,11.0,30.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS007,2021-03-31,QF,Maria Sakkari,Naomi Osaka,GRE,JPN,23.0,2.0,6-0,6-4,,O,902,2021.0,Maria Sakkari,Naomi Osaka,GRE,JPN,23.0,2.0,2,Maria Sakkari,Naomi Osaka,2.0,"6-0,6-4",2021-03-31T17:09:29+00:00,2021-03-31,01:09:39,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:21:24,6.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,3.0,9.0,7.0,12.0,6.0,14.0,20.0,3.0,0.0,6.0,0.0,3.0,3.0,1.0,4.0,26.0,8.0,0.0,0.0,00:45:52,6.0,4.0,0.0,2.0,1.0,2.0,2.0,14.0,10.0,20.0,19.0,17.0,23.0,28.0,44.0,2.0,1.0,9.0,2.0,5.0,5.0,6.0,9.0,38.0,34.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS008,2021-03-29,4,Ashleigh Barty,Victoria Azarenka,AUS,BLR,1.0,14.0,6-1,1-6,6-2,O,902,2021.0,Ashleigh Barty,Victoria Azarenka,AUS,BLR,1.0,14.0,2,Ashleigh Barty,Victoria Azarenka,3.0,"6-1,1-6,6-2",2021-03-29T15:09:24+00:00,2021-03-29,01:52:57,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:34:13,6.0,1.0,0.0,3.0,0.0,1.0,2.0,12.0,7.0,18.0,12.0,20.0,8.0,32.0,19.0,2.0,0.0,2.0,3.0,4.0,3.0,6.0,5.0,31.0,20.0,0.0,0.0,00:28:37,1.0,6.0,0.0,0.0,0.0,1.0,1.0,7.0,10.0,11.0,15.0,7.0,19.0,16.0,27.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,15.0,28.0,0.0,0.0,00:45:31,6.0,2.0,0.0,3.0,2.0,0.0,2.0,16.0,11.0,25.0,25.0,19.0,15.0,33.0,35.0,3.0,1.0,7.0,4.0,4.0,4.0,9.0,14.0,39.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS009,2021-03-29,4,Aryna Sabalenka,Marketa Vondrousova,BLR,CZE,7.0,19.0,6-1,6-2,,O,902,2021.0,Marketa Vondrousova,Aryna Sabalenka,CZE,BLR,19.0,7.0,3,Aryna Sabalenka,Marketa Vondrousova,2.0,"6-1,6-2",2021-03-29T17:48:11+00:00,2021-03-29,01:07:43,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:30:38,1.0,6.0,0.0,0.0,2.0,2.0,0.0,4.0,14.0,13.0,18.0,12.0,17.0,26.0,24.0,0.0,2.0,0.0,6.0,3.0,4.0,9.0,4.0,19.0,31.0,0.0,0.0,00:34:50,2.0,6.0,0.0,1.0,3.0,1.0,3.0,9.0,15.0,16.0,20.0,13.0,20.0,25.0,31.0,0.0,2.0,3.0,3.0,4.0,4.0,7.0,5.0,24.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2021,MIAMI,WTA 1000,2021-03-23,2021-04-03,Hard,MIAMI,"UNITED STATES, FL",96,3260190,USD,LS010,2021-03-29,4,Anastasija Sevastova,Ana Konjuh,LAT,CRO,,,6-1,7-5,,O,902,2021.0,Anastasija Sevastova,Ana Konjuh,LAT,CRO,,,2,Anastasija Sevastova,Ana Konjuh,2.0,"6-1,7-5",2021-03-29T19:13:48+00:00,2021-03-29,01:44:23,MIAMI,"Miami Open presented by Itaú - Miami, FL, United States",,,,00:38:10,6.0,1.0,0.0,1.0,1.0,1.0,7.0,8.0,6.0,10.0,15.0,13.0,13.0,22.0,36.0,4.0,1.0,7.0,6.0,3.0,4.0,2.0,9.0,36.0,22.0,0.0,0.0,01:02:50,7.0,5.0,0.0,3.0,3.0,1.0,4.0,13.0,15.0,25.0,31.0,20.0,24.0,42.0,52.0,4.0,3.0,9.0,8.0,6.0,6.0,12.0,16.0,48.0,46.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
