tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS001,2019-10-06,F,Naomi Osaka,Ashleigh Barty,JPN,AUS,4.0,1.0,3-6,6-3,6-2,O,1020,2019.0,Ashleigh Barty,Naomi Osaka,AUS,JPN,1.0,4.0,3,Naomi Osaka,Ashleigh Barty,3.0,"3-6,6-3,6-2",2019-10-06T17:19:19+00:00,2019-10-06,01:50:12,BEIJING,"China Open - Beijing, China",M015,,,00:33:52,6.0,3.0,0.0,4.0,3.0,0.0,3.0,14.0,14.0,19.0,17.0,22.0,19.0,30.0,28.0,1.0,0.0,3.0,2.0,5.0,4.0,5.0,3.0,31.0,27.0,0.0,0.0,00:37:28,3.0,6.0,0.0,0.0,0.0,1.0,0.0,9.0,12.0,12.0,14.0,15.0,20.0,25.0,26.0,0.0,1.0,0.0,2.0,4.0,5.0,3.0,2.0,21.0,30.0,0.0,0.0,00:38:52,2.0,6.0,0.0,2.0,1.0,2.0,0.0,10.0,15.0,16.0,20.0,13.0,19.0,28.0,28.0,0.0,2.0,1.0,3.0,4.0,4.0,6.0,5.0,22.0,34.0,0.0,0.0,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS002,2019-10-05,SF,Ashleigh Barty,Kiki Bertens,AUS,NED,1.0,8.0,6-3,3-6,7-6(7),O,1020,2019.0,Ashleigh Barty,Kiki Bertens,AUS,NED,1.0,8.0,2,Ashleigh Barty,Kiki Bertens,3.0,"6-3,3-6,7-6(7)",2019-10-05T14:38:18+00:00,2019-10-05,02:19:40,BEIJING,"China Open - Beijing, China",M015,,,00:35:23,6.0,3.0,0.0,5.0,1.0,1.0,0.0,15.0,9.0,20.0,14.0,23.0,13.0,33.0,23.0,1.0,0.0,4.0,1.0,5.0,4.0,5.0,5.0,33.0,23.0,0.0,0.0,00:32:23,3.0,6.0,0.0,2.0,1.0,1.0,2.0,12.0,14.0,14.0,17.0,14.0,21.0,20.0,29.0,0.0,1.0,0.0,2.0,4.0,5.0,2.0,3.0,22.0,27.0,0.0,0.0,01:11:54,7.0,6.0,7.0,2.0,3.0,2.0,2.0,17.0,19.0,27.0,35.0,26.0,29.0,46.0,55.0,2.0,2.0,7.0,4.0,6.0,6.0,10.0,16.0,52.0,49.0,0.0,0.0,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS003,2019-10-05,SF,Naomi Osaka,Caroline Wozniacki,JPN,DEN,4.0,16.0,6-4,6-2,,O,1020,2019.0,Naomi Osaka,Caroline Wozniacki,JPN,DEN,4.0,16.0,2,Naomi Osaka,Caroline Wozniacki,2.0,"6-4,6-2",2019-10-05T20:28:58+00:00,2019-10-05,01:24:55,BEIJING,"China Open - Beijing, China",M015,,,00:44:35,6.0,4.0,0.0,0.0,3.0,0.0,0.0,14.0,14.0,16.0,22.0,22.0,21.0,32.0,34.0,1.0,0.0,3.0,1.0,5.0,5.0,2.0,8.0,35.0,31.0,0.0,0.0,00:40:20,6.0,2.0,0.0,5.0,1.0,2.0,0.0,15.0,5.0,22.0,11.0,21.0,11.0,34.0,22.0,2.0,0.0,2.0,6.0,4.0,4.0,7.0,6.0,32.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS004,2019-10-04,QF,Ashleigh Barty,Petra Kvitova,AUS,CZE,1.0,7.0,4-6,6-4,6-3,O,1020,2019.0,Ashleigh Barty,Petra Kvitova,AUS,CZE,1.0,7.0,2,Ashleigh Barty,Petra Kvitova,3.0,"4-6,6-4,6-3",2019-10-04T12:38:21+00:00,2019-10-04,02:08:07,BEIJING,"China Open - Beijing, China",M015,,,00:35:46,4.0,6.0,0.0,2.0,1.0,1.0,3.0,14.0,16.0,19.0,20.0,18.0,20.0,29.0,27.0,0.0,1.0,0.0,1.0,5.0,5.0,5.0,4.0,25.0,31.0,0.0,0.0,00:49:44,6.0,4.0,0.0,3.0,1.0,4.0,1.0,17.0,11.0,26.0,16.0,27.0,19.0,43.0,29.0,1.0,0.0,2.0,5.0,5.0,5.0,9.0,5.0,37.0,35.0,0.0,0.0,00:42:37,6.0,3.0,0.0,4.0,3.0,3.0,0.0,16.0,12.0,21.0,22.0,20.0,17.0,31.0,32.0,2.0,1.0,4.0,1.0,5.0,4.0,5.0,10.0,35.0,28.0,0.0,0.0,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS005,2019-10-04,QF,Kiki Bertens,Elina Svitolina,NED,UKR,8.0,3.0,7-6(6),6-2,,O,1020,2019.0,Elina Svitolina,Kiki Bertens,UKR,NED,3.0,8.0,3,Kiki Bertens,Elina Svitolina,2.0,"7-6(6),6-2",2019-10-04T14:56:26+00:00,2019-10-04,01:44:36,BEIJING,"China Open - Beijing, China",M015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS006,2019-10-04,QF,Naomi Osaka,Bianca Andreescu,JPN,CAN,4.0,5.0,5-7,6-3,6-4,O,1020,2019.0,Bianca Andreescu,Naomi Osaka,CAN,JPN,5.0,4.0,3,Naomi Osaka,Bianca Andreescu,3.0,"5-7,6-3,6-4",2019-10-04T21:16:01+00:00,2019-10-04,02:14:32,BEIJING,"China Open - Beijing, China",M015,,,00:46:51,7.0,5.0,0.0,1.0,4.0,2.0,1.0,13.0,17.0,18.0,24.0,20.0,22.0,31.0,40.0,3.0,2.0,4.0,3.0,6.0,6.0,5.0,7.0,38.0,33.0,0.0,0.0,00:42:35,3.0,6.0,0.0,0.0,3.0,1.0,1.0,11.0,16.0,16.0,20.0,14.0,21.0,28.0,31.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,4.0,24.0,35.0,0.0,0.0,00:45:06,4.0,6.0,0.0,0.0,3.0,1.0,3.0,13.0,18.0,19.0,21.0,16.0,20.0,28.0,33.0,1.0,2.0,3.0,2.0,5.0,5.0,6.0,3.0,29.0,32.0,0.0,0.0,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS007,2019-10-04,QF,Caroline Wozniacki,Daria Kasatkina,DEN,RUS,16.0,16.0,6-3,7-6(5),,O,1020,2019.0,Daria Kasatkina,Caroline Wozniacki,RUS,DEN,,16.0,3,Caroline Wozniacki,Daria Kasatkina,2.0,"6-3,7-6(5)",2019-10-04T17:22:05+00:00,2019-10-04,01:41:28,BEIJING,"China Open - Beijing, China",M015,,,00:36:30,3.0,6.0,0.0,0.0,0.0,2.0,0.0,7.0,13.0,18.0,22.0,7.0,18.0,21.0,33.0,2.0,3.0,4.0,4.0,4.0,5.0,11.0,9.0,22.0,32.0,0.0,0.0,01:04:58,6.0,7.0,5.0,0.0,1.0,4.0,0.0,16.0,19.0,28.0,32.0,20.0,26.0,37.0,44.0,2.0,2.0,3.0,2.0,6.0,6.0,12.0,13.0,38.0,43.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS008,2019-10-02,3,Ashleigh Barty,Saisai Zheng,AUS,CHN,1.0,,6-3,6-7(5),6-2,O,1020,2019.0,Ashleigh Barty,Saisai Zheng,AUS,CHN,1.0,,2,Ashleigh Barty,Saisai Zheng,3.0,"6-3,6-7(5),6-2",2019-10-02T18:06:42+00:00,2019-10-02,02:32:00,BEIJING,"China Open - Beijing, China",M015,,,00:42:26,6.0,3.0,0.0,2.0,1.0,0.0,1.0,15.0,11.0,17.0,18.0,21.0,20.0,28.0,37.0,1.0,0.0,3.0,2.0,5.0,4.0,2.0,7.0,38.0,27.0,0.0,0.0,01:05:04,6.0,7.0,5.0,3.0,0.0,2.0,1.0,20.0,20.0,26.0,24.0,30.0,32.0,42.0,42.0,0.0,0.0,5.0,1.0,6.0,6.0,6.0,4.0,40.0,44.0,0.0,0.0,00:44:30,6.0,2.0,0.0,1.0,0.0,1.0,3.0,9.0,11.0,12.0,22.0,20.0,13.0,29.0,29.0,2.0,0.0,6.0,2.0,4.0,4.0,3.0,11.0,36.0,22.0,0.0,0.0,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS009,2019-10-02,3,Petra Kvitova,Belinda Bencic,CZE,SUI,7.0,9.0,6-3,6-3,,O,1020,2019.0,Belinda Bencic,Petra Kvitova,SUI,CZE,9.0,7.0,3,Petra Kvitova,Belinda Bencic,2.0,"6-3,6-3",2019-10-02T18:32:21+00:00,2019-10-02,01:27:08,BEIJING,"China Open - Beijing, China",M015,,,00:40:02,3.0,6.0,0.0,1.0,6.0,2.0,4.0,12.0,14.0,22.0,16.0,17.0,18.0,33.0,28.0,0.0,2.0,1.0,3.0,5.0,4.0,10.0,2.0,27.0,34.0,0.0,0.0,00:47:06,3.0,6.0,0.0,0.0,7.0,5.0,2.0,12.0,13.0,18.0,17.0,19.0,19.0,37.0,29.0,1.0,2.0,1.0,5.0,4.0,5.0,6.0,4.0,29.0,37.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,2019,BEIJING,WTA 1000,2019-09-28,2019-10-06,Hard,BEIJING,CHINA,60,7639890,USD,LS011,2019-10-02,3,Kiki Bertens,Polona Hercog,NED,SLO,8.0,8.0,7-6(6),2-6,6-3,O,1020,2019.0,Polona Hercog,Kiki Bertens,SLO,NED,,8.0,3,Kiki Bertens,Polona Hercog,3.0,"7-6(6),2-6,6-3",2019-10-02T20:16:15+00:00,2019-10-02,02:17:47,BEIJING,"China Open - Beijing, China",M015,,,01:04:57,6.0,7.0,6.0,0.0,0.0,4.0,2.0,15.0,21.0,21.0,31.0,21.0,29.0,38.0,51.0,3.0,3.0,8.0,5.0,6.0,6.0,6.0,10.0,43.0,46.0,0.0,0.0,00:31:29,6.0,2.0,0.0,0.0,1.0,2.0,1.0,9.0,11.0,9.0,16.0,16.0,12.0,19.0,22.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,5.0,26.0,15.0,0.0,0.0,00:41:21,3.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,11.0,11.0,13.0,14.0,16.0,27.0,21.0,0.0,2.0,0.0,2.0,5.0,4.0,4.0,2.0,19.0,29.0,0.0,0.0,,,,,,
