tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,PlayerIDA,PlayerIDA2,PlayerIDB,PlayerIDB2,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,match_message,match_status,set4_score,set5_score,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS001,2026-04-19,F,Elena Rybakina,Karolina Muchova,KAZ,CZE,1.0,7.0,7-5,6-1,,I,324166,322191,1051,2026,Elena Rybakina,Karolina Muchova,KAZ,CZE,1,7,2,Elena Rybakina,Karolina Muchova,2,"7-5,6-1",2026-04-19T10:49:45.1+00:00,2026-04-19,01:18:59,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,324166,,322191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS002,2026-04-18,S,Elena Rybakina,Mirra Andreeva,KAZ,RUS,1.0,6.0,7-5,6-1,,I,324166,331809,1051,2026,Elena Rybakina,Mirra Andreeva,KAZ,RUS,1,6,2,Elena Rybakina,Mirra Andreeva,2,"7-5,6-1",2026-04-18T14:26:57.903+00:00,2026-04-18,01:17:58,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,324166,,331809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS003,2026-04-18,S,Karolina Muchova,Elina Svitolina,CZE,UKR,7.0,4.0,6-4,2-6,6-4,I,322191,316738,1051,2026,Elina Svitolina,Karolina Muchova,UKR,CZE,4,7,3,Karolina Muchova,Elina Svitolina,3,"6-4,2-6,6-4",2026-04-18T11:50:56.04+00:00,2026-04-18,02:14:31,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,316738,,322191,,,,,,,,00:38:18,6,4,0,,1.0,0.0,0.0,0.0,12.0,10.0,16.0,16.0,18.0,15.0,25.0,27.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,6.0,30.0,22.0,0.0,0.0,00:52:49,2,6,0,,1.0,2.0,0.0,1.0,15.0,8.0,27.0,15.0,20.0,13.0,44.0,24.0,1.0,3.0,2.0,10.0,4.0,4.0,12.0,7.0,31.0,37.0,0.0,0.0,00:43:18,6,4,0,,2.0,0.0,0.0,2.0,14.0,13.0,15.0,18.0,20.0,19.0,25.0,28.0,1.0,0.0,3.0,0.0,5.0,5.0,1.0,5.0,29.0,24.0,0.0,0.0,,,,,,0.0,3.0,4.0,2.0,58.0,49.0,94.0,79.0,0.6170212765957447,0.620253164556962,41.0,31.0,58.0,49.0,0.7068965517241379,0.6326530612244898,,,,,,,7.0,18,0.3888888888888889,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS004,2026-04-17,Q,Elena Rybakina,Leylah Fernandez,KAZ,CAN,1.0,,6-7(5),6-4,7-6(6),I,324166,326735,1051,2026,Elena Rybakina,Leylah Fernandez,KAZ,CAN,1,,2,Elena Rybakina,Leylah Fernandez,3,"6-7(5),6-4,7-6(6)",2026-04-17T17:59:04.46+00:00,2026-04-17,03:00:59,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,324166,,326735,,,,,,,,00:56:11,6,7,,5,1.0,4.0,4.0,2.0,18.0,22.0,23.0,27.0,30.0,28.0,42.0,38.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,5.0,40.0,40.0,0.0,0.0,00:53:06,6,4,,0,3.0,1.0,2.0,2.0,18.0,13.0,23.0,23.0,21.0,19.0,32.0,36.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,10.0,38.0,30.0,0.0,0.0,01:11:37,7,6,,6,3.0,1.0,2.0,2.0,23.0,20.0,35.0,32.0,30.0,27.0,49.0,46.0,1.0,1.0,2.0,4.0,6.0,6.0,12.0,12.0,49.0,46.0,0.0,0.0,,,,,,8.0,6.0,7.0,6.0,81.0,82.0,123.0,120.0,0.6585365853658537,0.6833333333333333,59.0,55.0,81.0,82.0,0.7283950617283951,0.6707317073170732,,,,,,,11.0,22,0.5,17.0,17.0,,,,,,,7.0,5.0,,,8.0,6.0,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS005,2026-04-17,Q,Mirra Andreeva,Iga Swiatek,RUS,POL,6.0,3.0,3-6,6-4,6-3,I,331809,326408,1051,2026,Iga Swiatek,Mirra Andreeva,POL,RUS,3,6,3,Mirra Andreeva,Iga Swiatek,3,"3-6,6-4,6-3",2026-04-17T15:07:24.197+00:00,2026-04-17,02:36:18,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,326408,,331809,,,,,,,,00:52:18,3,6,0,,1.0,1.0,3.0,1.0,10.0,18.0,20.0,28.0,17.0,24.0,34.0,39.0,1.0,2.0,3.0,9.0,4.0,5.0,10.0,10.0,32.0,41.0,0.0,0.0,00:48:58,6,4,0,,3.0,0.0,1.0,0.0,12.0,11.0,20.0,19.0,17.0,15.0,33.0,31.0,3.0,2.0,5.0,3.0,5.0,5.0,8.0,8.0,33.0,31.0,0.0,0.0,00:54:57,6,3,0,,0.0,0.0,1.0,2.0,15.0,7.0,24.0,11.0,22.0,12.0,38.0,24.0,2.0,1.0,3.0,2.0,5.0,4.0,9.0,4.0,34.0,28.0,0.0,0.0,,,,,,5.0,3.0,4.0,1.0,64.0,58.0,105.0,94.0,0.6095238095238096,0.6170212765957447,37.0,36.0,64.0,58.0,0.578125,0.6206896551724138,,,,,,,9.0,25,0.36,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS006,2026-04-17,Q,Elina Svitolina,Linda Noskova,UKR,CZE,4.0,4.0,7-6(2),7-5,,I,316738,329668,1051,2026,Linda Noskova,Elina Svitolina,CZE,UKR,,4,3,Elina Svitolina,Linda Noskova,2,"7-6(2),7-5",2026-04-17T10:21:45.087+00:00,2026-04-17,01:40:56,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,329668,,316738,,,,,,,,00:45:22,7,6,2,,4.0,4.0,0.0,2.0,20.0,17.0,27.0,19.0,29.0,27.0,37.0,36.0,0.0,0.0,2.0,0.0,6.0,6.0,7.0,2.0,38.0,35.0,0.0,0.0,00:55:29,7,5,0,,7.0,2.0,0.0,3.0,22.0,15.0,32.0,21.0,28.0,23.0,47.0,38.0,2.0,1.0,6.0,5.0,6.0,6.0,10.0,6.0,43.0,42.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,7.0,2.0,,,,,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS007,2026-04-17,Q,Karolina Muchova,Coco Gauff,CZE,USA,7.0,2.0,6-3,5-7,6-3,I,322191,328560,1051,2026,Karolina Muchova,Coco Gauff,CZE,USA,7,2,2,Karolina Muchova,Coco Gauff,3,"6-3,5-7,6-3",2026-04-17T12:21:09.93+00:00,2026-04-17,02:23:11,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,322191,,328560,,,,,,,,00:33:36,6,3,,0,1.0,1.0,0.0,3.0,13.0,15.0,16.0,21.0,16.0,18.0,20.0,30.0,2.0,0.0,3.0,0.0,4.0,5.0,3.0,6.0,28.0,22.0,0.0,0.0,01:04:42,5,7,,0,1.0,2.0,1.0,0.0,13.0,14.0,25.0,26.0,23.0,19.0,46.0,35.0,2.0,3.0,2.0,10.0,6.0,6.0,12.0,12.0,39.0,42.0,0.0,0.0,00:44:48,6,3,,0,2.0,1.0,0.0,1.0,15.0,8.0,21.0,12.0,23.0,13.0,33.0,20.0,1.0,0.0,2.0,5.0,5.0,4.0,6.0,4.0,30.0,23.0,0.0,0.0,,,,,,1.0,4.0,4.0,4.0,62.0,59.0,99.0,85.0,0.6262626262626263,0.6941176470588235,41.0,37.0,62.0,59.0,0.6612903225806451,0.6271186440677966,,,,,,,12.0,22,0.5454545454545454,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS010,2026-04-15,2,Iga Swiatek,Laura Siegemund,POL,GER,3.0,,6-2,6-3,,I,326408,310926,1051,2026,Iga Swiatek,Laura Siegemund,POL,GER,3,,2,Iga Swiatek,Laura Siegemund,2,"6-2,6-3",2026-04-15T17:34:00.49+00:00,2026-04-15,01:30:45,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,326408,,310926,,,,,,,,00:42:46,6,2,,0,0.0,1.0,3.0,0.0,11.0,9.0,13.0,19.0,16.0,14.0,23.0,30.0,3.0,1.0,8.0,3.0,4.0,4.0,2.0,10.0,32.0,21.0,0.0,0.0,00:47:54,6,3,,0,2.0,0.0,4.0,1.0,10.0,10.0,14.0,18.0,18.0,10.0,29.0,22.0,2.0,1.0,3.0,2.0,5.0,4.0,4.0,8.0,30.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS011,2026-04-16,2,Mirra Andreeva,Alycia Parks,RUS,USA,6.0,6.0,7-6(3),6-3,,I,331809,326007,1051,2026,Alycia Parks,Mirra Andreeva,USA,RUS,,6,3,Mirra Andreeva,Alycia Parks,2,"7-6(3),6-3",2026-04-16T12:39:18.22+00:00,2026-04-16,01:36:56,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,326007,,331809,,,,,,,,01:04:36,7,6,3,,2.0,3.0,1.0,4.0,16.0,22.0,25.0,32.0,23.0,29.0,39.0,58.0,3.0,3.0,6.0,4.0,6.0,6.0,9.0,10.0,52.0,45.0,0.0,0.0,00:32:15,6,3,0,,2.0,1.0,1.0,3.0,11.0,7.0,14.0,12.0,16.0,10.0,23.0,22.0,2.0,1.0,3.0,1.0,5.0,4.0,3.0,5.0,28.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,7.0,3.0,,,,,,,,,,,,,,,
1051,2026,STUTTGART,WTA 500,2026-04-13,2026-04-19,Clay,STUTTGART,GER,28,1206446,USD,LS012,2026-04-16,2,Linda Noskova,Ekaterina Alexandrova,CZE,RUS,8.0,8.0,6-1,6-1,,I,329668,319007,1051,2026,Ekaterina Alexandrova,Linda Noskova,RUS,CZE,8,,3,Linda Noskova,Ekaterina Alexandrova,2,"6-1,6-1",2026-04-16T12:22:28.72+00:00,2026-04-16,00:58:09,STUTTGART,"Porsche Tennis Grand Prix - Stuttgart, GER",1051,,,319007,,329668,,,,,,,,00:28:36,6,1,0,,6.0,1.0,2.0,0.0,17.0,3.0,21.0,8.0,22.0,8.0,33.0,18.0,2.0,0.0,2.0,6.0,4.0,3.0,4.0,5.0,32.0,19.0,0.0,0.0,00:29:30,6,1,0,,3.0,5.0,3.0,6.0,7.0,13.0,10.0,21.0,12.0,15.0,18.0,34.0,3.0,0.0,6.0,0.0,3.0,4.0,3.0,8.0,31.0,21.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,
