tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,tournament_name,tournament_title,year,indoor/outdoor,playerida_raw,playeridb_raw,PlayerIDA,PlayerIDB,winner_player_name,loser_player_name,winner_bracket_number,loser_bracket_number,home_player,away_player,home_country,away_country,home_seed,away_seed,winner_player_id,loser_player_id,winner_aces,loser_aces,winner_backhand_errors,loser_backhand_errors,winner_backhand_unforced_errors,loser_backhand_unforced_errors,winner_backhand_winners,loser_backhand_winners,winner_breakpoints_won,loser_breakpoints_won,winner_double_faults,loser_double_faults,winner_drop_shot_unforced_errors,loser_drop_shot_unforced_errors,winner_drop_shot_winners,loser_drop_shot_winners,winner_first_serve_points_won,loser_first_serve_points_won,winner_first_serve_successful,loser_first_serve_successful,winner_forehand_errors,loser_forehand_errors,winner_forehand_unforced_errors,loser_forehand_unforced_errors,winner_forehand_winners,loser_forehand_winners,winner_games_won,loser_games_won,winner_groundstroke_errors,loser_groundstroke_errors,winner_groundstroke_unforced_errors,loser_groundstroke_unforced_errors,winner_groundstroke_winners,loser_groundstroke_winners,winner_lob_unforced_errors,loser_lob_unforced_errors,winner_lob_winners,loser_lob_winners,winner_max_games_in_a_row,loser_max_games_in_a_row,winner_max_points_in_a_row,loser_max_points_in_a_row,winner_overhead_stroke_errors,loser_overhead_stroke_errors,winner_overhead_stroke_unforced_errors,loser_overhead_stroke_unforced_errors,winner_overhead_stroke_winners,loser_overhead_stroke_winners,winner_points_won,loser_points_won,winner_points_won_from_last_10,loser_points_won_from_last_10,winner_return_errors,loser_return_errors,winner_return_winners,loser_return_winners,winner_second_serve_points_won,loser_second_serve_points_won,winner_second_serve_successful,loser_second_serve_successful,winner_service_games_won,loser_service_games_won,winner_service_points_lost,loser_service_points_lost,winner_service_points_won,loser_service_points_won,winner_tiebreaks_won,loser_tiebreaks_won,winner_total_breakpoints,loser_total_breakpoints,winner_volley_unforced_errors,loser_volley_unforced_errors,winner_volley_winners,loser_volley_winners,Set 1 Score,Set 2 Score,Set 3 Score,ScoreString,event_id,event_year,match_time_total,match_message,match_status,set4_score,set5_score,num_sets,match_date,winner_flag_raw,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,score_string,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920103,2025-01-25,F,Madison Keys,Aryna Sabalenka,USA,,19.0,1.0,6-3,2-6,7-5,,316959,320760,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,320760,316959,320760,316959,Madison Keys,Aryna Sabalenka,,,Aryna Sabalenka,Madison Keys,,USA,1,19,316959,320760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6,6-2,5-7,"3-6,6-2,5-7",901,2025,,,,,,3,2025-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3-6,6-2,5-7",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920105,2025-01-23,S,Madison Keys,Iga Swiatek,USA,POL,19.0,2.0,5-7,6-1,7-6(8),,316959,326408,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,316959,326408,316959,326408,Madison Keys,Iga Swiatek,,,Madison Keys,Iga Swiatek,USA,POL,19,2,316959,326408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-7,6-1,7-6(8),"5-7,6-1,7-6(10)",901,2025,,,,,,3,2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,8.0,"5-7,6-1,7-6(10)",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920099,2025-01-23,S,Aryna Sabalenka,Paula Badosa,,ESP,1.0,11.0,6-4,6-2,,,320760,320124,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,320760,320124,320760,320124,Aryna Sabalenka,Paula Badosa,,,Aryna Sabalenka,Paula Badosa,,ESP,1,11,320760,320124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4,6-2,,"6-4,6-2",901,2025,,,,,,2,2025-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6-4,6-2",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920101,2025-01-22,Q,Iga Swiatek,Emma Navarro,POL,USA,2.0,8.0,6-1,6-2,,,326408,325410,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,325410,326408,325410,326408,Iga Swiatek,Emma Navarro,,,Emma Navarro,Iga Swiatek,USA,POL,8,2,326408,325410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-6,2-6,,"1-6,2-6",901,2025,,,,,,2,2025-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1-6,2-6",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920095,2025-01-22,Q,Madison Keys,Elina Svitolina,USA,UKR,19.0,28.0,3-6,6-3,6-4,,316959,316738,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,316959,316738,316959,316738,Madison Keys,Elina Svitolina,,,Madison Keys,Elina Svitolina,USA,UKR,19,28,316959,316738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6,6-3,6-4,"3-6,6-3,6-4",901,2025,,,,,,3,2025-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3-6,6-3,6-4",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920091,2025-01-21,Q,Aryna Sabalenka,Anastasia Pavlyuchenkova,,,1.0,27.0,6-2,2-6,6-3,,320760,313796,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,320760,313796,320760,313796,Aryna Sabalenka,Anastasia Pavlyuchenkova,,,Aryna Sabalenka,Anastasia Pavlyuchenkova,,,1,27,320760,313796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-2,2-6,6-3,"6-2,2-6,6-3",901,2025,,,,,,3,2025-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6-2,2-6,6-3",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920097,2025-01-21,Q,Paula Badosa,Coco Gauff,ESP,USA,11.0,3.0,7-5,6-4,,,320124,328560,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,328560,320124,328560,320124,Paula Badosa,Coco Gauff,,,Coco Gauff,Paula Badosa,USA,ESP,3,11,320124,328560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5-7,4-6,,"5-7,4-6",901,2025,,,,,,2,2025-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5-7,4-6",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920093,2025-01-20,4,Iga Swiatek,Eva Lys,POL,DEU,2.0,,6-0,6-1,,,326408,325826,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,325826,326408,325826,326408,Iga Swiatek,Eva Lys,,,Eva Lys,Iga Swiatek,DEU,POL,,2,326408,325826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0-6,1-6,,"0-6,1-6",901,2025,,,,,,2,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0-6,1-6",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920087,2025-01-20,4,Emma Navarro,Daria Kasatkina,USA,AUS,8.0,9.0,6-4,5-7,7-5,,325410,322082,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,325410,322082,325410,322082,Emma Navarro,Daria Kasatkina,,,Emma Navarro,Daria Kasatkina,USA,AUS,8,9,325410,322082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-4,5-7,7-5,"6-4,5-7,7-5",901,2025,,,,,,3,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6-4,5-7,7-5",,,,,,,,,,,
901,2025,AUSTRALIAN OPEN,Grand Slam,2025-01-12,2025-01-26,Hard,MELBOURNE,AUSTRALIA,128.0,43608375.0,USD,LS56920083,2025-01-20,4,Madison Keys,Elena Rybakina,USA,KAZ,19.0,6.0,6-3,1-6,6-3,,316959,324166,AUSTRALIAN OPEN,"Australian Open - Melbourne, AUS",2025.0,,324166,316959,324166,316959,Madison Keys,Elena Rybakina,,,Elena Rybakina,Madison Keys,KAZ,USA,6,19,316959,324166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-6,6-1,3-6,"3-6,6-1,3-6",901,2025,,,,,,3,2025-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3-6,6-1,3-6",,,,,,,,,,,
