tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,settime_set4,scorea_set4,scoreb_set4,scoretb_set4,acesa_set4,acesb_set4,dblflta_set4,dblfltb_set4,ptswon1stserva_set4,ptswon1stservb_set4,ptsplayed1stserva_set4,ptsplayed1stservb_set4,ptstotwonserva_set4,ptstotwonservb_set4,totservplayeda_set4,totservplayedb_set4,breakptsconva_set4,breakptsconvb_set4,breakptsplayeda_set4,breakptsplayedb_set4,servgamesplayeda_set4,servgamesplayedb_set4,pts1stservlosta_set4,pts1stservlostb_set4,totptswona_set4,totptswonb_set4,acesssa_set4,acesssb_set4,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS001,2021-04-11,F,Maria Camila Osorio Serrano,Tamara Zidansek,COL,SLO,,5.0,5-7,6-3,6-4,O,894,2021.0,Maria Camila Osorio Serrano,Tamara Zidansek,COL,SLO,,5.0,2,Maria Camila Osorio Serrano,Tamara Zidansek,3.0,"5-7,6-3,6-4",2021-04-11T15:07:20+00:00,2021-04-11,02:48:45,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:55:12,5.0,7.0,0.0,2.0,0.0,4.0,4.0,11.0,16.0,20.0,29.0,21.0,23.0,42.0,45.0,2.0,3.0,5.0,6.0,6.0,6.0,9.0,13.0,43.0,44.0,0.0,0.0,00:41:42,6.0,3.0,0.0,0.0,0.0,1.0,3.0,13.0,6.0,22.0,12.0,22.0,11.0,39.0,25.0,3.0,2.0,4.0,6.0,5.0,4.0,9.0,6.0,36.0,28.0,0.0,0.0,01:03:30,6.0,4.0,0.0,2.0,0.0,3.0,4.0,23.0,19.0,36.0,33.0,29.0,26.0,50.0,49.0,2.0,1.0,8.0,13.0,5.0,5.0,13.0,14.0,52.0,47.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS002,2021-04-10,SF,Maria Camila Osorio Serrano,Harmony Tan,COL,FRA,,,6-1,6-2,,O,894,2021.0,Maria Camila Osorio Serrano,Harmony Tan,COL,FRA,,,2,Maria Camila Osorio Serrano,Harmony Tan,2.0,"6-1,6-2",2021-04-10T16:53:28+00:00,2021-04-10,01:25:00,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:43:30,6.0,1.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0,10.0,16.0,11.0,13.0,20.0,36.0,4.0,1.0,6.0,2.0,3.0,4.0,2.0,10.0,34.0,22.0,0.0,0.0,00:39:17,6.0,2.0,0.0,0.0,0.0,2.0,3.0,11.0,7.0,14.0,17.0,19.0,13.0,32.0,32.0,3.0,1.0,8.0,1.0,4.0,4.0,3.0,10.0,38.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS003,2021-04-10,SF,Tamara Zidansek,Viktoriya Tomova,SLO,BUL,5.0,5.0,6-3,7-5,,O,894,2021.0,Viktoriya Tomova,Tamara Zidansek,BUL,SLO,,5.0,3,Tamara Zidansek,Viktoriya Tomova,2.0,"6-3,7-5",2021-04-10T15:07:01+00:00,2021-04-10,01:29:15,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:38:40,3.0,6.0,0.0,0.0,0.0,3.0,2.0,7.0,16.0,18.0,23.0,11.0,18.0,28.0,34.0,2.0,3.0,7.0,5.0,4.0,5.0,11.0,7.0,27.0,35.0,0.0,0.0,00:48:26,5.0,7.0,0.0,0.0,3.0,2.0,2.0,13.0,17.0,23.0,26.0,18.0,22.0,36.0,40.0,2.0,3.0,5.0,3.0,6.0,6.0,10.0,9.0,36.0,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS004,2021-04-09,QF,Maria Camila Osorio Serrano,Stefanie Voegele,COL,SUI,,,6-3,7-5,,O,894,2021.0,Stefanie Voegele,Maria Camila Osorio Serrano,SUI,COL,,,3,Maria Camila Osorio Serrano,Stefanie Voegele,2.0,"6-3,7-5",2021-04-09T16:44:03+00:00,2021-04-09,01:59:49,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:40:18,3.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,12.0,16.0,22.0,11.0,17.0,29.0,30.0,2.0,3.0,6.0,6.0,4.0,5.0,8.0,10.0,24.0,35.0,0.0,0.0,01:17:24,5.0,7.0,0.0,0.0,2.0,1.0,2.0,14.0,12.0,29.0,16.0,34.0,22.0,69.0,36.0,2.0,3.0,7.0,12.0,6.0,6.0,15.0,4.0,48.0,57.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS005,2021-04-09,QF,Harmony Tan,Lara Arruabarrena,FRA,ESP,,,6-1,6-4,,O,894,2021.0,Harmony Tan,Lara Arruabarrena,FRA,ESP,,,2,Harmony Tan,Lara Arruabarrena,2.0,"6-1,6-4",2021-04-09T21:39:38+00:00,2021-04-09,01:11:45,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:28:09,6.0,1.0,0.0,1.0,0.0,2.0,0.0,12.0,3.0,16.0,10.0,18.0,8.0,25.0,20.0,2.0,0.0,2.0,2.0,4.0,3.0,4.0,7.0,30.0,15.0,0.0,0.0,00:41:16,6.0,4.0,0.0,0.0,1.0,2.0,2.0,10.0,11.0,18.0,19.0,15.0,15.0,28.0,32.0,3.0,2.0,5.0,2.0,5.0,5.0,8.0,8.0,32.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS006,2021-04-09,QF,Viktoriya Tomova,Nuria Parrizas Diaz,BUL,ESP,,,5-7,6-2,6-4,O,894,2021.0,Viktoriya Tomova,Nuria Parrizas Diaz,BUL,ESP,,,2,Viktoriya Tomova,Nuria Parrizas Diaz,3.0,"5-7,6-2,6-4",2021-04-09T19:00:14+00:00,2021-04-09,02:25:30,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,01:02:11,5.0,7.0,0.0,0.0,0.0,3.0,2.0,14.0,20.0,24.0,36.0,24.0,27.0,42.0,46.0,1.0,2.0,3.0,5.0,6.0,6.0,10.0,16.0,43.0,45.0,0.0,0.0,00:31:22,6.0,2.0,0.0,0.0,1.0,2.0,1.0,11.0,6.0,18.0,14.0,15.0,9.0,26.0,23.0,3.0,1.0,6.0,3.0,4.0,4.0,7.0,8.0,29.0,20.0,0.0,0.0,00:43:59,6.0,4.0,0.0,1.0,0.0,2.0,0.0,14.0,11.0,26.0,24.0,17.0,15.0,33.0,32.0,3.0,2.0,5.0,4.0,5.0,5.0,12.0,13.0,34.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS007,2021-04-09,QF,Tamara Zidansek,Sara Errani,SLO,ITA,5.0,,6-3,6-4,,O,894,2021.0,Tamara Zidansek,Sara Errani,SLO,ITA,5.0,,2,Tamara Zidansek,Sara Errani,2.0,"6-3,6-4",2021-04-09T15:07:27+00:00,2021-04-09,01:21:30,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:42:28,6.0,3.0,0.0,1.0,0.0,1.0,1.0,9.0,13.0,19.0,28.0,16.0,16.0,30.0,36.0,3.0,2.0,9.0,4.0,5.0,4.0,10.0,15.0,36.0,30.0,0.0,0.0,00:36:39,6.0,4.0,0.0,0.0,0.0,1.0,1.0,9.0,11.0,14.0,24.0,14.0,14.0,23.0,31.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,13.0,31.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS008,2021-04-07,2,Stefanie Voegele,Saisai Zheng,SUI,CHN,1.0,1.0,6-4,6-1,,O,894,2021.0,Saisai Zheng,Stefanie Voegele,CHN,SUI,1.0,,3,Stefanie Voegele,Saisai Zheng,2.0,"6-4,6-1",2021-04-07T19:02:40+00:00,2021-04-07,01:24:00,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:48:33,4.0,6.0,0.0,0.0,1.0,0.0,3.0,9.0,8.0,21.0,19.0,11.0,18.0,26.0,34.0,2.0,3.0,5.0,4.0,5.0,5.0,12.0,11.0,27.0,33.0,0.0,0.0,00:31:02,1.0,6.0,0.0,0.0,0.0,0.0,1.0,5.0,7.0,13.0,12.0,6.0,13.0,18.0,20.0,0.0,3.0,2.0,4.0,4.0,3.0,8.0,5.0,13.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS009,2021-04-08,2,Maria Camila Osorio Serrano,Tereza Martincova,COL,CZE,,7.0,6-3,6-3,,O,894,2021.0,Maria Camila Osorio Serrano,Tereza Martincova,COL,CZE,,7.0,2,Maria Camila Osorio Serrano,Tereza Martincova,2.0,"6-3,6-3",2021-04-08T16:35:39+00:00,2021-04-08,01:37:45,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:53:07,6.0,3.0,0.0,0.0,0.0,3.0,0.0,19.0,9.0,31.0,18.0,29.0,15.0,52.0,29.0,2.0,1.0,7.0,8.0,5.0,4.0,12.0,9.0,43.0,38.0,0.0,0.0,00:42:14,6.0,3.0,0.0,0.0,0.0,2.0,3.0,13.0,12.0,17.0,24.0,16.0,20.0,27.0,43.0,3.0,1.0,8.0,5.0,4.0,5.0,4.0,12.0,39.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,2021,BOGOTA,WTA 250,2021-04-05,2021-04-11,Clay,BOGOTA,COLOMBIA,32,235238,USD,LS010,2021-04-08,2,Harmony Tan,Daniela Seguel,FRA,CHI,,,6-4,7-6(3),,O,894,2021.0,Daniela Seguel,Harmony Tan,CHI,FRA,,,3,Harmony Tan,Daniela Seguel,2.0,"6-4,7-6(3)",2021-04-08T18:34:05+00:00,2021-04-08,02:06:05,BOGOTA,"Copa Colsanitas - Bogota, Colombia",,,,00:55:59,4.0,6.0,0.0,0.0,0.0,1.0,4.0,9.0,14.0,20.0,19.0,12.0,19.0,29.0,34.0,2.0,3.0,4.0,5.0,5.0,5.0,11.0,5.0,27.0,36.0,0.0,0.0,01:19:02,6.0,7.0,3.0,0.0,0.0,1.0,3.0,30.0,18.0,51.0,26.0,33.0,30.0,61.0,51.0,2.0,2.0,5.0,13.0,6.0,6.0,21.0,8.0,54.0,58.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
