tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,settime_set4,scorea_set4,scoreb_set4,scoretb_set4,acesa_set4,acesb_set4,dblflta_set4,dblfltb_set4,ptswon1stserva_set4,ptswon1stservb_set4,ptsplayed1stserva_set4,ptsplayed1stservb_set4,ptstotwonserva_set4,ptstotwonservb_set4,totservplayeda_set4,totservplayedb_set4,breakptsconva_set4,breakptsconvb_set4,breakptsplayeda_set4,breakptsplayedb_set4,servgamesplayeda_set4,servgamesplayedb_set4,pts1stservlosta_set4,pts1stservlostb_set4,totptswona_set4,totptswonb_set4,acesssa_set4,acesssb_set4
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS001,2017-04-30,F,Elina Svitolina,Elise Mertens,UKR,BEL,1.0,6.0,6-2,6-4,,O,1027,2017.0,Elina Svitolina,Elise Mertens,UKR,BEL,1.0,6.0,2,Elina Svitolina,Elise Mertens,2.0,"6-2,6-4",2017-04-30T13:09:29+00:00,2017-04-30,01:15,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:31:23,6.0,2.0,0.0,1.0,3.0,1.0,1.0,8.0,7.0,10.0,16.0,14.0,11.0,19.0,27.0,3.0,1.0,6.0,1.0,4.0,4.0,2.0,9.0,30.0,16.0,0.0,0.0,00:44:08,6.0,4.0,0.0,0.0,0.0,1.0,0.0,13.0,11.0,24.0,19.0,17.0,15.0,32.0,29.0,3.0,2.0,6.0,4.0,5.0,5.0,11.0,8.0,31.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS002,2017-04-29,SF,Elina Svitolina,Jana Cepelova,UKR,SVK,1.0,0.0,6-2,6-3,,O,1027,2017.0,Elina Svitolina,Jana Cepelova,UKR,SVK,1.0,0.0,2,Elina Svitolina,Jana Cepelova,2.0,"6-2,6-3",2017-04-29T13:07:57+00:00,2017-04-29,01:12,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:34:02,6.0,2.0,0.0,3.0,1.0,1.0,3.0,11.0,6.0,15.0,11.0,16.0,10.0,26.0,26.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,32.0,20.0,0.0,0.0,00:38:12,6.0,3.0,0.0,0.0,0.0,1.0,1.0,8.0,11.0,14.0,21.0,13.0,16.0,22.0,33.0,3.0,1.0,7.0,1.0,4.0,5.0,6.0,10.0,30.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS003,2017-04-29,SF,Elise Mertens,Irina-Camelia Begu,BEL,ROU,6.0,3.0,6-1,6-1,,O,1027,2017.0,Irina-Camelia Begu,Elise Mertens,ROU,BEL,3.0,6.0,3,Elise Mertens,Irina-Camelia Begu,2.0,"6-1,6-1",2017-04-29T15:10:45+00:00,2017-04-29,01:07,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:30:07,1.0,6.0,0.0,0.0,1.0,3.0,1.0,5.0,12.0,10.0,15.0,8.0,18.0,19.0,25.0,0.0,2.0,0.0,3.0,3.0,4.0,5.0,3.0,15.0,29.0,0.0,0.0,00:37:19,1.0,6.0,0.0,0.0,0.0,1.0,0.0,9.0,10.0,17.0,18.0,11.0,15.0,25.0,24.0,0.0,3.0,1.0,4.0,4.0,3.0,8.0,8.0,20.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS004,2017-04-28,QF,Elina Svitolina,Sorana Cirstea,UKR,ROU,1.0,5.0,6-4,6-4,,O,1027,2017.0,Elina Svitolina,Sorana Cirstea,UKR,ROU,1.0,5.0,2,Elina Svitolina,Sorana Cirstea,2.0,"6-4,6-4",2017-04-28T17:36:36+00:00,2017-04-28,01:31,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:50:24,6.0,4.0,0.0,2.0,0.0,2.0,1.0,18.0,15.0,23.0,20.0,25.0,24.0,38.0,40.0,1.0,0.0,4.0,6.0,5.0,5.0,5.0,5.0,41.0,37.0,0.0,0.0,00:40:44,6.0,4.0,0.0,0.0,0.0,3.0,3.0,11.0,6.0,16.0,14.0,15.0,14.0,29.0,34.0,3.0,2.0,7.0,2.0,5.0,5.0,5.0,8.0,35.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS006,2017-04-28,QF,Irina-Camelia Begu,Basak Eraydin,ROU,TUR,3.0,0.0,2-6,7-6(5),6-1,O,1027,2017.0,Basak Eraydin,Irina-Camelia Begu,TUR,ROU,0.0,3.0,3,Irina-Camelia Begu,Basak Eraydin,3.0,"2-6,7-6(5),6-1",2017-04-28T08:40:23+00:00,2017-04-28,02:45,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:34:03,6.0,2.0,0.0,0.0,0.0,1.0,3.0,10.0,9.0,13.0,13.0,16.0,13.0,20.0,25.0,2.0,0.0,3.0,0.0,4.0,4.0,3.0,4.0,28.0,17.0,0.0,0.0,01:27:14,6.0,7.0,5.0,1.0,0.0,6.0,3.0,14.0,22.0,33.0,40.0,25.0,23.0,57.0,50.0,4.0,4.0,8.0,10.0,6.0,6.0,19.0,18.0,52.0,55.0,0.0,0.0,00:44:07,1.0,6.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,12.0,14.0,6.0,14.0,20.0,21.0,1.0,3.0,1.0,4.0,3.0,4.0,8.0,5.0,13.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS007,2017-04-28,QF,Elise Mertens,Cagla Buyukakcay,BEL,TUR,6.0,0.0,6-4,4-6,6-2,O,1027,2017.0,Elise Mertens,Cagla Buyukakcay,BEL,TUR,6.0,0.0,2,Elise Mertens,Cagla Buyukakcay,3.0,"6-4,4-6,6-2",2017-04-28T14:45:02+00:00,2017-04-28,02:34,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:44:50,6.0,4.0,0.0,0.0,0.0,1.0,1.0,15.0,12.0,21.0,24.0,17.0,14.0,27.0,30.0,3.0,2.0,5.0,4.0,5.0,5.0,6.0,12.0,33.0,24.0,0.0,0.0,00:57:48,4.0,6.0,0.0,1.0,0.0,1.0,0.0,17.0,11.0,25.0,17.0,21.0,18.0,37.0,27.0,1.0,2.0,1.0,3.0,5.0,5.0,8.0,6.0,30.0,34.0,0.0,0.0,00:51:53,6.0,2.0,0.0,2.0,0.0,0.0,1.0,12.0,8.0,17.0,23.0,14.0,13.0,24.0,32.0,3.0,1.0,7.0,2.0,4.0,4.0,5.0,15.0,33.0,23.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS008,2017-04-27,2,Elina Svitolina,Alexandra Cadantu,UKR,ROU,1.0,0.0,6-3,6-3,,O,1027,2017.0,Elina Svitolina,Alexandra Cadantu,UKR,ROU,1.0,0.0,2,Elina Svitolina,Alexandra Cadantu,2.0,"6-3,6-3",2017-04-27T15:30:31+00:00,2017-04-27,01:30,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:41:35,6.0,3.0,0.0,0.0,0.0,1.0,1.0,13.0,8.0,20.0,15.0,20.0,12.0,32.0,25.0,2.0,1.0,4.0,3.0,5.0,4.0,7.0,7.0,33.0,24.0,0.0,0.0,00:48:35,6.0,3.0,0.0,2.0,0.0,0.0,1.0,9.0,13.0,12.0,25.0,13.0,16.0,21.0,35.0,3.0,1.0,5.0,1.0,4.0,5.0,3.0,12.0,32.0,24.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS010,2017-04-27,2,Jana Cepelova,Sara Sorribes Tormo,SVK,ESP,0.0,0.0,6-4,7-6(3),,O,1027,2017.0,Jana Cepelova,Sara Sorribes Tormo,SVK,ESP,0.0,0.0,2,Jana Cepelova,Sara Sorribes Tormo,2.0,"6-4,7-6(3)",2017-04-27T09:07:44+00:00,2017-04-27,02:01,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS011,2017-04-26,2,Dayana Yastremska,Anna Kalinskaya,UKR,RUS,0.0,0.0,6-1,6-4,,O,1027,2017.0,Anna Kalinskaya,Dayana Yastremska,RUS,UKR,0.0,0.0,3,Dayana Yastremska,Anna Kalinskaya,2.0,"6-1,6-4",2017-04-26T11:10:30+00:00,2017-04-26,01:07,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:23:34,1.0,6.0,0.0,0.0,1.0,3.0,0.0,4.0,7.0,10.0,13.0,5.0,10.0,21.0,16.0,1.0,4.0,3.0,4.0,4.0,3.0,6.0,6.0,11.0,26.0,0.0,0.0,00:43:32,4.0,6.0,0.0,0.0,0.0,2.0,2.0,11.0,14.0,20.0,25.0,11.0,17.0,26.0,33.0,2.0,3.0,3.0,3.0,5.0,5.0,9.0,11.0,27.0,32.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,2017,ISTANBUL,International,2017-04-24,2017-04-30,Clay,ISTANBUL,TURKEY,32,226750,USD,LS012,2017-04-27,2,Basak Eraydin,Ayla Aksu,TUR,TUR,0.0,0.0,6-1,6-3,,O,1027,2017.0,Basak Eraydin,Ayla Aksu,TUR,TUR,0.0,0.0,2,Basak Eraydin,Ayla Aksu,2.0,"6-1,6-3",2017-04-27T11:44:04+00:00,2017-04-27,01:08,ISTANBUL,"TEB BNP Paribas Istanbul Cup - Istanbul, Turkey",1027,,,00:28:10,6.0,1.0,0.0,2.0,0.0,1.0,1.0,12.0,4.0,16.0,10.0,14.0,8.0,23.0,22.0,3.0,1.0,9.0,1.0,4.0,3.0,4.0,6.0,28.0,17.0,0.0,0.0,00:40:26,6.0,3.0,0.0,1.0,1.0,1.0,2.0,11.0,15.0,15.0,21.0,16.0,21.0,23.0,38.0,2.0,0.0,8.0,0.0,4.0,5.0,4.0,6.0,33.0,28.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
