tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS028,2026-01-07,2,Mirra Andreeva,Olivia Gadecki,RUS,AUS,6.0,,4-6,6-1,6-2,O,0800,2026,Mirra Andreeva,Olivia Gadecki,RUS,AUS,6,,2,Mirra Andreeva,Olivia Gadecki,3,"4-6,6-1,6-2",2026-01-07T06:44:31.33+00:00,2026-01-07,01:51:51,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:42:59,4,6,0,3,1,3,1,12,12,18,20,17,19,30,30,1,2,3,6,5,5,6,8,28,32,0,0,00:34:29,6,1,0,1,0,2,0,14,5,16,12,17,8,25,17,2,0,4,2,4,3,2,7,26,16,0,0,00:34:17,6,2,0,0.0,1.0,2.0,2.0,12.0,11.0,14.0,21.0,16.0,13.0,21.0,28.0,2.0,0.0,3.0,0.0,4.0,4.0,2.0,10.0,31.0,18.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS029,2026-01-07,2,Linda Noskova,Magdalena Frech,CZE,POL,9.0,9.0,6-7(5),6-4,6-4,O,0800,2026,Magdalena Frech,Linda Noskova,POL,CZE,,9,3,Linda Noskova,Magdalena Frech,3,"6-7(5),6-4,6-4",2026-01-07T03:58:44.6+00:00,2026-01-07,02:31:06,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:55:59,7,6,5,3,5,0,2,18,16,25,21,27,26,40,40,1,1,3,3,6,6,7,5,41,39,0,0,00:50:23,4,6,0,7,4,2,5,15,14,21,19,16,24,29,40,1,2,5,4,5,5,6,5,32,37,0,0,00:44:37,4,6,0,2.0,2.0,2.0,3.0,16.0,15.0,20.0,19.0,18.0,24.0,28.0,36.0,0.0,1.0,2.0,3.0,5.0,5.0,4.0,4.0,30.0,34.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS030,2026-01-07,2,Marta Kostyuk,Yulia Putintseva,UKR,KAZ,16.0,,6-7(5),6-1,6-0,O,0800,2026,Marta Kostyuk,Yulia Putintseva,UKR,KAZ,16,,2,Marta Kostyuk,Yulia Putintseva,3,"6-7(5),6-1,6-0",2026-01-07T06:58:21.607+00:00,2026-01-07,01:49:46,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:50:05,6,7,5,3,0,0,1,19,23,29,30,26,26,41,36,1,1,1,1,6,6,10,7,36,41,0,0,00:30:37,6,1,0,0,0,1,0,8,9,10,16,13,10,19,25,3,0,5,1,3,4,2,7,28,16,0,0,00:28:57,6,0,0,1.0,0.0,0.0,0.0,9.0,2.0,10.0,8.0,12.0,2.0,16.0,14.0,3.0,0.0,3.0,0.0,3.0,3.0,1.0,6.0,24.0,6.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS031,2026-01-07,2,Amanda Anisimova,Kimberly Birrell,USA,AUS,2.0,2.0,6-1,6-3,,O,0800,2026,Kimberly Birrell,Amanda Anisimova,AUS,USA,,2,3,Amanda Anisimova,Kimberly Birrell,2,"6-1,6-3",2026-01-07T08:32:18.803+00:00,2026-01-07,01:03:34,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:28:21,1,6,0,0,2,0,0,6,11,15,14,9,17,22,23,0,2,1,3,3,4,9,3,15,30,0,0,00:35:11,3,6,0,0,2,5,1,12,8,18,11,13,13,28,19,1,3,1,3,5,4,6,3,19,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS033,2026-01-05,1,Cristina Bucsa,Anna Bondar,ESP,HUN,,,4-6,7-6(4),6-2,O,0800,2026,Anna Bondar,Cristina Bucsa,HUN,ESP,,,3,Cristina Bucsa,Anna Bondar,3,"4-6,7-6(4),6-2",2026-01-05T03:16:19.213+00:00,2026-01-05,02:17:12,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:38:31,6,4,0,3,0,2,0,13,11,16,22,21,14,32,28,2,1,3,1,5,5,3,11,35,25,0,0,01:04:25,6,7,4,3,2,3,1,15,17,28,27,28,21,55,39,2,2,2,8,6,6,13,10,46,48,0,0,00:34:12,2,6,0,4.0,1.0,0.0,0.0,7.0,14.0,11.0,19.0,12.0,18.0,22.0,26.0,0.0,2.0,0.0,3.0,4.0,4.0,4.0,5.0,20.0,28.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS034,2026-01-04,1,Sorana Cirstea,Anastasia Pavlyuchenkova,ROU,RUS,,,6-3,6-1,,O,0800,2026,Sorana Cirstea,Anastasia Pavlyuchenkova,ROU,RUS,,,2,Sorana Cirstea,Anastasia Pavlyuchenkova,2,"6-3,6-1",2026-01-04T02:30:46.29+00:00,2026-01-04,01:01:09,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:34:29,6,3,0,4,1,3,1,14,13,17,16,20,14,28,24,1,0,1,0,5,4,3,3,30,22,0,0,00:26:36,6,1,0,5,1,0,2,11,4,13,10,12,7,16,20,3,0,3,0,3,4,2,6,25,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS037,2026-01-04,1,Anastasia Potapova,Daria Kasatkina,AUT,AUS,,,7-5,4-6,6-4,O,0800,2026,Daria Kasatkina,Anastasia Potapova,AUS,AUT,,,3,Anastasia Potapova,Daria Kasatkina,3,"7-5,4-6,6-4",2026-01-04T01:52:34.723+00:00,2026-01-04,02:33:55,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:55:49,5,7,0,1,3,6,2,13,18,20,27,17,24,36,41,2,3,5,4,6,6,7,9,34,43,0,0,00:46:25,6,4,0,3,2,5,2,18,12,24,17,25,19,38,28,1,0,1,3,5,5,6,5,34,32,0,0,00:51:38,4,6,0,0.0,2.0,5.0,1.0,11.0,17.0,20.0,24.0,19.0,23.0,38.0,37.0,1.0,2.0,3.0,8.0,5.0,5.0,9.0,7.0,33.0,42.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS038,2026-01-04,1,McCartney Kessler,Emiliana Arango,USA,COL,,,6-1,6-3,,O,0800,2026,Emiliana Arango,McCartney Kessler,COL,USA,,,3,McCartney Kessler,Emiliana Arango,2,"6-1,6-3",2026-01-04T00:43:29.347+00:00,2026-01-04,01:22:49,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:28:19,1,6,0,0,1,1,1,7,8,15,10,12,16,26,19,0,2,0,5,3,4,8,2,15,30,0,0,00:54:27,3,6,0,0,0,2,1,15,16,29,29,19,20,44,40,2,4,4,10,5,4,14,13,39,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS041,2026-01-05,1,Shuai Zhang,Ashlyn Krueger,CHN,USA,,,6-4,5-7,6-4,O,0800,2026,Shuai Zhang,Ashlyn Krueger,CHN,USA,,,2,Shuai Zhang,Ashlyn Krueger,3,"6-4,5-7,6-4",2026-01-05T00:57:42.957+00:00,2026-01-05,02:04:46,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:35:53,6,4,0,0,5,2,1,19,17,23,23,21,20,30,31,1,0,1,0,5,5,4,6,32,29,0,0,00:46:17,5,7,0,1,2,0,0,16,16,25,19,21,22,34,33,1,2,2,4,6,6,9,3,32,35,0,0,00:42:32,6,4,0,2.0,8.0,0.0,2.0,16.0,19.0,22.0,30.0,21.0,24.0,28.0,41.0,1.0,0.0,5.0,3.0,5.0,5.0,6.0,11.0,38.0,31.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS042,2026-01-04,1,Marie Bouzkova,Jaqueline Cristian,CZE,ROU,,,6-4,6-3,,O,0800,2026,Jaqueline Cristian,Marie Bouzkova,ROU,CZE,,,3,Marie Bouzkova,Jaqueline Cristian,2,"6-4,6-3",2026-01-04T06:24:35.137+00:00,2026-01-04,01:30:01,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:46:23,4,6,0,0,5,2,1,11,18,18,26,16,21,28,33,1,2,2,6,5,5,7,8,28,33,0,0,00:43:34,3,6,0,2,3,2,1,12,10,21,11,14,14,31,20,1,3,1,5,5,4,9,1,20,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS045,2026-01-04,1,Ajla Tomljanovic,Elsa Jacquemot,AUS,FRA,,,6-1,6-3,,O,0800,2026,Elsa Jacquemot,Ajla Tomljanovic,FRA,AUS,,,3,Ajla Tomljanovic,Elsa Jacquemot,2,"6-1,6-3",2026-01-04T00:47:00.273+00:00,2026-01-04,01:15:28,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:32:20,1,6,0,0,1,2,2,4,13,8,18,5,18,14,26,0,2,1,2,3,4,4,5,13,27,0,0,00:43:04,3,6,0,5,2,4,2,11,10,19,12,17,13,36,19,1,3,1,5,5,4,8,2,23,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS046,2026-01-04,1,Sofia Kenin,Elena-Gabriela Ruse,USA,ROU,,,6-4,4-6,6-3,O,0800,2026,Sofia Kenin,Elena-Gabriela Ruse,USA,ROU,,,2,Sofia Kenin,Elena-Gabriela Ruse,3,"6-4,4-6,6-3",2026-01-04T03:51:18.73+00:00,2026-01-04,02:17:29,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:48:14,6,4,0,1,4,3,2,14,16,24,22,21,19,36,35,2,1,5,3,5,5,10,6,37,34,0,0,00:43:45,4,6,0,0,4,3,2,12,11,21,16,17,19,34,28,1,2,1,3,5,5,9,5,26,36,0,0,00:45:26,6,3,0,1.0,3.0,2.0,2.0,11.0,11.0,17.0,17.0,16.0,15.0,26.0,29.0,3.0,1.0,4.0,2.0,4.0,5.0,6.0,6.0,30.0,25.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS049,2026-01-05,1,Aliaksandra Sasnovich,Anna Blinkova,BLR,RUS,,,7-5,6-1,,O,0800,2026,Aliaksandra Sasnovich,Anna Blinkova,BLR,RUS,,,2,Aliaksandra Sasnovich,Anna Blinkova,2,"7-5,6-1",2026-01-05T05:49:42.627+00:00,2026-01-05,01:26:47,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:54:14,7,5,0,0,0,2,5,14,11,21,22,20,17,32,38,3,2,3,4,6,6,7,11,41,29,0,0,00:32:29,6,1,0,0,0,1,1,9,9,13,23,9,13,15,34,4,1,10,1,3,4,4,14,30,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS050,2026-01-05,1,Emerson Jones,Tatjana Maria,AUS,GER,,,6-3,6-3,,O,0800,2026,Tatjana Maria,Emerson Jones,GER,AUS,,,3,Emerson Jones,Tatjana Maria,2,"6-3,6-3",2026-01-05T10:23:32.557+00:00,2026-01-05,01:15:14,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:34:40,3,6,0,0,2,1,1,5,9,11,16,8,12,25,25,2,4,2,5,5,4,6,7,21,29,0,0,00:40:31,3,6,0,1,1,2,1,10,14,17,21,13,21,27,35,1,2,3,2,4,5,7,7,27,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS053,2026-01-05,1,Dayana Yastremska,Talia Gibson,UKR,AUS,,,7-6(3),7-6(4),,O,0800,2026,Dayana Yastremska,Talia Gibson,UKR,AUS,,,2,Dayana Yastremska,Talia Gibson,2,"7-6(3),7-6(4)",2026-01-05T08:09:48.433+00:00,2026-01-05,01:56:04,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:55:50,7,6,3,1,5,3,3,16,15,26,23,24,19,43,39,3,3,4,6,6,6,10,8,44,38,0,0,01:00:08,7,6,4,2,3,1,2,17,13,28,22,25,23,43,41,2,2,3,3,6,6,11,9,43,41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS054,2026-01-05,1,Anna Kalinskaya,Tereza Valentova,RUS,CZE,,,6-4,6-4,,O,0800,2026,Tereza Valentova,Anna Kalinskaya,CZE,RUS,,,3,Anna Kalinskaya,Tereza Valentova,2,"6-4,6-4",2026-01-05T07:31:55.073+00:00,2026-01-05,01:38:20,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:50:08,4,6,0,2,1,2,2,8,20,12,32,13,26,28,45,2,3,6,3,5,5,4,12,32,41,0,0,00:48:08,4,6,0,2,1,0,0,12,18,18,26,14,21,25,36,1,2,2,3,5,5,6,8,29,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS057,2026-01-05,1,Olivia Gadecki,Ann Li,AUS,USA,,,6-4,6-4,,O,0800,2026,Olivia Gadecki,Ann Li,AUS,USA,,,2,Olivia Gadecki,Ann Li,2,"6-4,6-4",2026-01-05T02:44:00.823+00:00,2026-01-05,01:39:14,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:44:38,6,4,0,1,1,1,0,13,11,20,17,18,19,29,35,2,1,3,3,5,5,7,6,34,30,0,0,00:54:30,6,4,0,1,1,1,0,20,10,32,17,26,15,46,29,2,1,5,7,5,5,12,7,40,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS058,2026-01-05,1,Magdalena Frech,Marketa Vondrousova,POL,CZE,,,7-5,6-7(3),7-6(0),O,0800,2026,Marketa Vondrousova,Magdalena Frech,CZE,POL,,,3,Magdalena Frech,Marketa Vondrousova,3,"7-5,6-7(3),7-6(0)",2026-01-05T09:24:33.893+00:00,2026-01-05,03:23:02,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,01:03:13,5,7,0,3,0,4,1,19,16,24,24,24,28,41,47,1,2,7,6,6,6,5,8,43,45,0,0,01:10:02,7,6,3,3,1,2,3,29,23,35,31,34,33,50,52,0,0,4,5,6,6,6,8,53,49,0,0,01:09:43,6,7,0,5.0,0.0,4.0,0.0,20.0,22.0,29.0,35.0,28.0,32.0,48.0,50.0,1.0,1.0,8.0,5.0,6.0,6.0,9.0,13.0,46.0,52.0,0.0,0.0
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS061,2026-01-05,1,Yulia Putintseva,Hailey Baptiste,KAZ,USA,,,6-2,6-4,,O,0800,2026,Yulia Putintseva,Hailey Baptiste,KAZ,USA,,,2,Yulia Putintseva,Hailey Baptiste,2,"6-2,6-4",2026-01-05T04:37:10.3+00:00,2026-01-05,01:22:33,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:31:37,6,2,0,0,2,0,0,13,8,18,13,17,13,22,22,2,0,3,0,4,4,5,5,26,18,0,0,00:50:51,6,4,0,3,1,0,2,16,12,30,23,22,17,38,32,2,1,5,4,5,5,14,11,37,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,2026,BRISBANE,WTA 500,2026-01-04,2026-01-11,Hard,BRISBANE,AUSTRALIA,48,1206446,USD,LS062,2026-01-05,1,Kimberly Birrell,Rebecca Sramkova,AUS,SVK,,,6-4,3-6,6-3,O,0800,2026,Kimberly Birrell,Rebecca Sramkova,AUS,SVK,,,2,Kimberly Birrell,Rebecca Sramkova,3,"6-4,3-6,6-3",2026-01-05T00:48:10.663+00:00,2026-01-05,02:16:14,BRISBANE,"Brisbane International - Brisbane, AUS",800,,,00:48:46,6,4,0,4,0,2,2,17,10,26,14,23,17,38,31,2,1,4,3,5,5,9,4,37,32,0,0,00:37:54,3,6,0,0,4,3,1,10,16,17,19,12,18,25,27,1,2,1,4,4,5,7,3,21,31,0,0,00:49:30,6,3,0,1.0,1.0,1.0,2.0,15.0,11.0,19.0,19.0,21.0,18.0,27.0,31.0,1.0,0.0,3.0,1.0,5.0,4.0,4.0,8.0,34.0,24.0,0.0,0.0
