tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,settime_set1,scorea_set1,scoreb_set1,scoretb_set1,acesa_set1,acesb_set1,dblflta_set1,dblfltb_set1,ptswon1stserva_set1,ptswon1stservb_set1,ptsplayed1stserva_set1,ptsplayed1stservb_set1,ptstotwonserva_set1,ptstotwonservb_set1,totservplayeda_set1,totservplayedb_set1,breakptsconva_set1,breakptsconvb_set1,breakptsplayeda_set1,breakptsplayedb_set1,servgamesplayeda_set1,servgamesplayedb_set1,pts1stservlosta_set1,pts1stservlostb_set1,totptswona_set1,totptswonb_set1,acesssa_set1,acesssb_set1,settime_set2,scorea_set2,scoreb_set2,scoretb_set2,acesa_set2,acesb_set2,dblflta_set2,dblfltb_set2,ptswon1stserva_set2,ptswon1stservb_set2,ptsplayed1stserva_set2,ptsplayed1stservb_set2,ptstotwonserva_set2,ptstotwonservb_set2,totservplayeda_set2,totservplayedb_set2,breakptsconva_set2,breakptsconvb_set2,breakptsplayeda_set2,breakptsplayedb_set2,servgamesplayeda_set2,servgamesplayedb_set2,pts1stservlosta_set2,pts1stservlostb_set2,totptswona_set2,totptswonb_set2,acesssa_set2,acesssb_set2,settime_set3,scorea_set3,scoreb_set3,scoretb_set3,acesa_set3,acesb_set3,dblflta_set3,dblfltb_set3,ptswon1stserva_set3,ptswon1stservb_set3,ptsplayed1stserva_set3,ptsplayed1stservb_set3,ptstotwonserva_set3,ptstotwonservb_set3,totservplayeda_set3,totservplayedb_set3,breakptsconva_set3,breakptsconvb_set3,breakptsplayeda_set3,breakptsplayedb_set3,servgamesplayeda_set3,servgamesplayedb_set3,pts1stservlosta_set3,pts1stservlostb_set3,totptswona_set3,totptswonb_set3,acesssa_set3,acesssb_set3,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,settime_set4,scorea_set4,scoreb_set4,scoretb_set4,acesa_set4,acesb_set4,dblflta_set4,dblfltb_set4,ptswon1stserva_set4,ptswon1stservb_set4,ptsplayed1stserva_set4,ptsplayed1stservb_set4,ptstotwonserva_set4,ptstotwonservb_set4,totservplayeda_set4,totservplayedb_set4,breakptsconva_set4,breakptsconvb_set4,breakptsplayeda_set4,breakptsplayedb_set4,servgamesplayeda_set4,servgamesplayedb_set4,pts1stservlosta_set4,pts1stservlostb_set4,totptswona_set4,totptswonb_set4,acesssa_set4,acesssb_set4
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS001,2017-04-01,F,Johanna Konta,Caroline Wozniacki,GBR,DEN,10.0,12.0,6-4,6-3,,O,902,2017.0,Johanna Konta,Caroline Wozniacki,GBR,DEN,10.0,12.0,2,Johanna Konta,Caroline Wozniacki,2.0,"6-4,6-3",2017-04-01T09:10:26+00:00,2017-04-01,01:35,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,00:46:00,6.0,4.0,0.0,3.0,0.0,0.0,2.0,14.0,9.0,24.0,18.0,20.0,11.0,38.0,27.0,3.0,2.0,3.0,7.0,5.0,5.0,10.0,9.0,36.0,29.0,0.0,0.0,00:49:37,6.0,3.0,0.0,2.0,1.0,2.0,1.0,11.0,13.0,14.0,22.0,15.0,18.0,26.0,36.0,3.0,1.0,10.0,1.0,4.0,5.0,3.0,9.0,33.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS002,2017-03-30,SF,Johanna Konta,Venus Williams,GBR,USA,10.0,11.0,6-4,7-5,,O,902,2017.0,Venus Williams,Johanna Konta,USA,GBR,11.0,10.0,3,Johanna Konta,Venus Williams,2.0,"6-4,7-5",2017-03-30T18:04:26+00:00,2017-03-30,02:03,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,01:02:08,4.0,6.0,0.0,1.0,3.0,6.0,4.0,10.0,23.0,15.0,30.0,18.0,31.0,34.0,56.0,1.0,2.0,6.0,7.0,5.0,5.0,5.0,7.0,43.0,47.0,0.0,0.0,01:01:08,5.0,7.0,0.0,3.0,0.0,5.0,2.0,16.0,10.0,25.0,15.0,24.0,20.0,48.0,35.0,2.0,3.0,4.0,10.0,6.0,6.0,9.0,5.0,39.0,44.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS003,2017-03-30,SF,Caroline Wozniacki,Karolina Pliskova,DEN,CZE,12.0,2.0,5-7,6-1,6-1,O,902,2017.0,Caroline Wozniacki,Karolina Pliskova,DEN,CZE,12.0,2.0,2,Caroline Wozniacki,Karolina Pliskova,3.0,"5-7,6-1,6-1",2017-03-30T09:10:16+00:00,2017-03-30,02:16,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,01:02:19,5.0,7.0,0.0,1.0,3.0,2.0,2.0,15.0,20.0,24.0,29.0,23.0,31.0,41.0,50.0,1.0,2.0,4.0,5.0,6.0,6.0,9.0,9.0,42.0,49.0,0.0,0.0,00:37:53,6.0,1.0,0.0,4.0,0.0,2.0,1.0,15.0,2.0,20.0,5.0,22.0,8.0,36.0,17.0,2.0,0.0,2.0,3.0,4.0,3.0,5.0,3.0,31.0,22.0,0.0,0.0,00:35:52,6.0,1.0,0.0,2.0,2.0,3.0,4.0,9.0,11.0,11.0,16.0,12.0,15.0,17.0,34.0,3.0,0.0,8.0,0.0,3.0,4.0,2.0,5.0,31.0,20.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS004,2017-03-29,QF,Venus Williams,Angelique Kerber,USA,GER,11.0,1.0,7-5,6-3,,O,902,2017.0,Angelique Kerber,Venus Williams,GER,USA,1.0,11.0,3,Venus Williams,Angelique Kerber,2.0,"7-5,6-3",2017-03-29T15:11:18+00:00,2017-03-29,01:39,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,00:57:20,5.0,7.0,0.0,2.0,2.0,3.0,3.0,15.0,12.0,30.0,23.0,23.0,26.0,43.0,48.0,2.0,3.0,4.0,7.0,6.0,6.0,15.0,11.0,45.0,46.0,0.0,0.0,00:42:21,3.0,6.0,0.0,0.0,0.0,2.0,3.0,10.0,10.0,19.0,15.0,13.0,22.0,26.0,36.0,1.0,2.0,1.0,6.0,4.0,5.0,9.0,5.0,27.0,35.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS005,2017-03-29,QF,Johanna Konta,Simona Halep,GBR,ROU,10.0,3.0,3-6,7-6(7),6-2,O,902,2017.0,Simona Halep,Johanna Konta,ROU,GBR,3.0,10.0,3,Johanna Konta,Simona Halep,3.0,"3-6,7-6(7),6-2",2017-03-29T09:08:32+00:00,2017-03-29,02:30,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,00:40:29,6.0,3.0,0.0,1.0,1.0,1.0,3.0,10.0,13.0,15.0,16.0,23.0,17.0,32.0,28.0,1.0,0.0,3.0,1.0,5.0,4.0,5.0,3.0,34.0,26.0,0.0,0.0,01:11:13,6.0,7.0,7.0,1.0,1.0,6.0,3.0,20.0,16.0,35.0,24.0,28.0,24.0,57.0,45.0,2.0,2.0,5.0,8.0,6.0,6.0,15.0,8.0,49.0,53.0,0.0,0.0,00:38:59,2.0,6.0,0.0,1.0,1.0,0.0,0.0,10.0,9.0,16.0,11.0,15.0,16.0,28.0,22.0,0.0,2.0,0.0,7.0,4.0,4.0,6.0,2.0,21.0,29.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS006,2017-03-28,QF,Caroline Wozniacki,Lucie Safarova,DEN,CZE,12.0,0.0,6-4,6-3,,O,902,2017.0,Caroline Wozniacki,Lucie Safarova,DEN,CZE,12.0,0.0,2,Caroline Wozniacki,Lucie Safarova,2.0,"6-4,6-3",2017-03-28T15:41:37+00:00,2017-03-28,01:50,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,01:01:03,6.0,4.0,0.0,2.0,3.0,3.0,3.0,16.0,18.0,25.0,28.0,26.0,23.0,45.0,45.0,2.0,1.0,10.0,7.0,5.0,5.0,9.0,10.0,48.0,42.0,0.0,0.0,00:49:53,6.0,3.0,0.0,1.0,2.0,0.0,2.0,19.0,10.0,23.0,14.0,23.0,19.0,34.0,31.0,1.0,0.0,3.0,0.0,5.0,4.0,4.0,4.0,35.0,30.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS007,2017-03-28,QF,Karolina Pliskova,Mirjana Lucic-Baroni,CZE,CRO,2.0,26.0,6-3,6-4,,O,902,2017.0,Mirjana Lucic-Baroni,Karolina Pliskova,CRO,CZE,26.0,2.0,3,Karolina Pliskova,Mirjana Lucic-Baroni,2.0,"6-3,6-4",2017-03-28T09:43:52+00:00,2017-03-28,01:12,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,00:28:35,3.0,6.0,0.0,2.0,1.0,9.0,0.0,6.0,13.0,12.0,21.0,7.0,13.0,24.0,29.0,2.0,4.0,2.0,5.0,5.0,4.0,6.0,8.0,23.0,30.0,0.0,0.0,00:43:42,4.0,6.0,0.0,0.0,1.0,1.0,1.0,15.0,16.0,24.0,24.0,19.0,21.0,33.0,36.0,1.0,2.0,2.0,6.0,5.0,5.0,9.0,8.0,34.0,35.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS008,2017-03-27,4,Angelique Kerber,Risa Ozaki,GER,JPN,1.0,0.0,6-2,6-2,,O,902,2017.0,Angelique Kerber,Risa Ozaki,GER,JPN,1.0,0.0,2,Angelique Kerber,Risa Ozaki,2.0,"6-2,6-2",2017-03-27T11:07:47+00:00,2017-03-27,01:02,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,00:30:42,6.0,2.0,0.0,0.0,0.0,3.0,1.0,9.0,6.0,15.0,14.0,14.0,10.0,25.0,24.0,3.0,1.0,6.0,3.0,4.0,4.0,6.0,8.0,28.0,21.0,0.0,0.0,00:31:20,6.0,2.0,0.0,0.0,0.0,2.0,1.0,7.0,6.0,10.0,14.0,14.0,9.0,21.0,22.0,3.0,1.0,7.0,2.0,4.0,4.0,3.0,8.0,27.0,16.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS009,2017-03-27,4,Venus Williams,Svetlana Kuznetsova,USA,RUS,11.0,7.0,6-3,7-6(4),,O,902,2017.0,Venus Williams,Svetlana Kuznetsova,USA,RUS,11.0,7.0,2,Venus Williams,Svetlana Kuznetsova,2.0,"6-3,7-6(4)",2017-03-27T17:33:23+00:00,2017-03-27,01:35,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,00:37:05,6.0,3.0,0.0,0.0,0.0,3.0,2.0,13.0,12.0,14.0,16.0,20.0,16.0,27.0,26.0,1.0,0.0,4.0,0.0,5.0,4.0,1.0,4.0,30.0,23.0,0.0,0.0,00:58:50,7.0,6.0,4.0,1.0,2.0,4.0,1.0,19.0,20.0,27.0,27.0,28.0,25.0,43.0,38.0,1.0,1.0,2.0,4.0,6.0,6.0,8.0,7.0,41.0,40.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,2017,MIAMI,WTA 1000,2017-03-21,2017-04-02,Hard,MIAMI,"USA, FL",96,6993450,USD,LS010,2017-03-27,4,Simona Halep,Samantha Stosur,ROU,AUS,3.0,14.0,4-6,7-5,6-2,O,902,2017.0,Simona Halep,Samantha Stosur,ROU,AUS,3.0,14.0,2,Simona Halep,Samantha Stosur,3.0,"4-6,7-5,6-2",2017-03-27T15:48:10+00:00,2017-03-27,02:10,MIAMI,"Miami Open presented by Itau - Miami, FL, USA",M007,,,00:38:53,4.0,6.0,0.0,1.0,4.0,1.0,1.0,15.0,18.0,21.0,22.0,18.0,19.0,33.0,29.0,1.0,2.0,2.0,5.0,5.0,5.0,6.0,4.0,28.0,34.0,0.0,0.0,00:59:51,7.0,5.0,0.0,0.0,0.0,1.0,3.0,16.0,16.0,27.0,26.0,20.0,18.0,42.0,41.0,4.0,3.0,7.0,5.0,6.0,6.0,11.0,10.0,43.0,40.0,0.0,0.0,00:31:28,6.0,2.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,16.0,16.0,17.0,11.0,23.0,23.0,2.0,0.0,4.0,0.0,4.0,4.0,2.0,8.0,29.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
