event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS001,F,01:01:00,,F,2,M680,"6-1,6-3",X. Malisse,S. Koubek,,,BEL,AUT,6-1,6-3,,,,01:01:00,A,X. Malisse,S. Koubek,BEL,AUT,,,296,/en/stats/leaderboard?page=serve,0,6,66,31,47,74,23,31,63,10,16,67,2,3,8,177,/en/stats/leaderboard?page=serve,2,0,55,26,47,58,15,26,29,6,21,29,2,7,8,70,33,47,55,26,47,63,59,94,45,21,47,30,14,47,37,35,94,,,,,M680,K310
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS002,SF,02:07:00,,F,2,M680,"6-4,7-6(7)",X. Malisse,R. Nadal,,,BEL,ESP,6-4,7-6(7),,,,02:07:00,A,X. Malisse,R. Nadal,BEL,ESP,,,306,/en/stats/leaderboard?page=serve,1,7,68,62,91,66,41,62,66,19,29,100,7,7,11,291,/en/stats/leaderboard?page=serve,0,2,64,43,67,77,33,43,58,14,24,80,4,5,11,66,60,91,30,20,67,51,80,158,70,47,67,34,31,91,49,78,158,7.0,4.0,,,M680,N409
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS003,SF,01:03:00,,F,2,K310,"6-3,6-1",S. Koubek,C. Moya,,,AUT,ESP,6-3,6-1,,,,01:03:00,A,S. Koubek,C. Moya,AUT,ESP,,,305,/en/stats/leaderboard?page=serve,1,5,57,28,49,82,23,28,62,13,21,100,2,2,8,207,/en/stats/leaderboard?page=serve,4,5,61,36,59,56,20,36,39,9,23,64,7,11,8,73,36,49,51,30,59,61,66,108,49,29,59,27,13,49,39,42,108,,,,,K310,M605
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS004,QF,01:00:00,,F,2,N409,"6-3,6-2",R. Nadal,D. Sanguinetti,,,ESP,ITA,6-3,6-2,,,,01:00:00,A,R. Nadal,D. Sanguinetti,ESP,ITA,,,325,/en/stats/leaderboard?page=serve,3,7,50,21,42,95,20,21,76,16,21,0,0,0,9,225,/en/stats/leaderboard?page=serve,0,2,57,28,49,61,17,28,43,9,21,70,7,10,8,86,36,42,47,23,49,65,59,91,53,26,49,14,6,42,35,32,91,,,,,N409,S480
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS005,QF,01:40:00,,F,3,M680,"6-4,4-6,6-0",X. Malisse,F. Santoro,,,BEL,FRA,6-4,4-6,6-0,,,01:40:00,A,X. Malisse,F. Santoro,BEL,FRA,,,275,/en/stats/leaderboard?page=serve,1,8,64,43,67,74,32,43,54,13,24,25,1,4,13,214,/en/stats/leaderboard?page=serve,2,6,60,50,84,62,31,50,35,12,34,40,4,10,13,67,45,67,49,41,84,57,86,151,51,43,84,33,22,67,43,65,151,,,,,M680,S424
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS006,QF,01:01:00,,F,2,K310,"6-1,6-2",S. Koubek,J. Benneteau,,,AUT,FRA,6-1,6-2,,,,01:01:00,A,S. Koubek,J. Benneteau,AUT,FRA,,,290,/en/stats/leaderboard?page=serve,0,1,52,25,48,76,19,25,61,14,23,0,0,0,8,199,/en/stats/leaderboard?page=serve,3,0,60,27,45,56,15,27,44,8,18,60,6,10,7,69,33,48,49,22,45,59,55,93,51,23,45,31,15,48,41,38,93,,,,,K310,B747
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS007,QF,01:17:00,,F,2,M605,"6-4,7-6(8)",C. Moya,I. Karlovic,,,ESP,CRO,6-4,7-6(8),,,,01:17:00,A,C. Moya,I. Karlovic,ESP,CRO,,,328,/en/stats/leaderboard?page=serve,1,2,79,49,62,86,42,49,62,8,13,0,0,0,11,307,/en/stats/leaderboard?page=serve,1,21,69,46,67,85,39,46,43,9,21,75,3,4,11,81,50,62,28,19,67,53,69,129,72,48,67,19,12,62,47,60,129,8.0,6.0,,,M605,K336
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS008,R16,01:24:00,,F,2,N409,"6-4,6-1",R. Nadal,K. Rastogi,,,ESP,HKG,6-4,6-1,,,,01:24:00,A,R. Nadal,K. Rastogi,ESP,HKG,,,309,/en/stats/leaderboard?page=serve,1,5,57,26,46,73,19,26,75,15,20,0,0,0,8,218,/en/stats/leaderboard?page=serve,1,0,57,35,61,49,17,35,58,15,26,43,3,7,9,74,34,46,48,29,61,59,63,107,52,32,61,26,12,46,41,44,107,,,,,N409,R704
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS009,R16,02:19:00,,F,3,S480,"7-6(8),3-6,6-3",D. Sanguinetti,N. Mahut,,,ITA,FRA,7-6(8),3-6,6-3,,,02:19:00,A,D. Sanguinetti,N. Mahut,ITA,FRA,,,296,/en/stats/leaderboard?page=serve,2,12,76,70,92,74,52,70,50,11,22,33,1,3,15,281,/en/stats/leaderboard?page=serve,7,12,65,67,103,72,48,67,53,19,36,80,8,10,15,68,63,92,35,36,103,51,99,195,65,67,103,32,29,92,49,96,195,,,8.0,6.0,S480,M873
891,2007,Chennai,WS,2007-01-01T00:00:00,2007-01-07T00:00:00,Hard,32,391000,$,MS010,R16,01:29:00,,F,2,M680,"6-3,6-2",X. Malisse,S. Galvani,,,BEL,ITA,6-3,6-2,,,,01:29:00,A,X. Malisse,S. Galvani,BEL,ITA,,,280,/en/stats/leaderboard?page=serve,2,6,59,36,61,69,25,36,60,15,25,80,4,5,9,192,/en/stats/leaderboard?page=serve,5,0,46,31,68,58,18,31,43,16,37,67,8,12,8,66,40,61,50,34,68,57,74,129,50,34,68,34,21,61,43,55,129,,,,,M680,G372
