event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_id_winner,player_id_loser
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS001,F,02:33:00,,F,3,M824,"6-2,6-7(4),7-5",A. Montanes,F. Gil,,,ESP,POR,6-2,6-7(4),7-5,,,02:33:00,A,A. Montanes,F. Gil,ESP,POR,,,4.0,7.0,249,/en/stats/leaderboard?page=serve,4,2,57,55,97,76,42,55,43,18,42,33,2,6,16,223,/en/stats/leaderboard?page=serve,2,1,65,70,108,56,39,70,47,18,38,53,8,15,16,62,60,97,47,51,108,54,111,205,53,57,108,38,37,97,46,94,205,,,M824,G717
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS002,SF,01:22:00,,F,2,M824,"6-2,7-6(7)",A. Montanes,R. Federer,,,ESP,SUI,6-2,7-6(7),,,,01:22:00,A,A. Montanes,R. Federer,ESP,SUI,,,7.0,5.0,296,/en/stats/leaderboard?page=serve,0,0,69,42,61,69,29,42,68,13,19,67,2,3,10,247,/en/stats/leaderboard?page=serve,1,2,66,43,65,65,28,43,45,10,22,50,3,6,10,69,42,61,42,27,65,55,69,126,58,38,65,31,19,61,45,57,126,,,M824,F324
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS003,SF,02:29:00,,F,3,G717,"6-2,5-7,6-3",F. Gil,G. Garcia-Lopez,,,POR,ESP,6-2,5-7,6-3,,,02:29:00,A,F. Gil,G. Garcia-Lopez,POR,ESP,,,,,264,/en/stats/leaderboard?page=serve,1,2,65,60,93,68,41,60,52,17,33,50,3,6,14,235,/en/stats/leaderboard?page=serve,4,3,73,77,105,57,44,77,46,13,28,57,8,14,15,62,58,93,46,48,105,54,106,198,54,57,105,38,35,93,46,92,198,,,G717,G476
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS004,QF,01:37:00,,F,2,F324,"7-6(9),6-2",R. Federer,A. Clement,,,SUI,FRA,7-6(9),6-2,,,,01:37:00,A,R. Federer,A. Clement,SUI,FRA,,,,,295,/en/stats/leaderboard?page=serve,0,4,60,37,62,81,30,37,60,15,25,67,2,3,10,239,/en/stats/leaderboard?page=serve,0,3,61,46,76,65,30,46,40,12,30,63,5,8,10,73,45,62,45,34,76,57,79,138,55,42,76,27,17,62,43,59,138,9.0,7.0,F324,C487
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS005,QF,01:30:00,,F,2,M824,"6-4,6-3",A. Montanes,P. Cuevas,,,ESP,URU,6-4,6-3,,,,01:30:00,A,A. Montanes,P. Cuevas,ESP,URU,,,,,244,/en/stats/leaderboard?page=serve,3,2,57,33,58,70,23,33,48,12,25,40,2,5,10,209,/en/stats/leaderboard?page=serve,1,3,73,47,64,55,26,47,35,6,17,58,7,12,9,60,35,58,50,32,64,55,67,122,50,32,64,40,23,58,45,55,122,,,M824,C882
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS006,QF,00:27:00,,F,2,G476,"6-0,2-0",G. Garcia-Lopez,A. Martin,,,ESP,ESP,6-0,2-0,,,,00:27:00,A,G. Garcia-Lopez,A. Martin,ESP,ESP,,,,,369,/en/stats/leaderboard?page=serve,0,1,76,13,17,92,12,13,100,4,4,0,0,0,4,105,/en/stats/leaderboard?page=serve,0,0,80,16,20,25,4,16,0,0,4,20,1,5,4,94,16,17,80,16,20,86,32,37,20,4,20,6,1,17,14,5,37,,,G476,M590
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS007,QF,02:20:00,,F,3,G717,"4-6,7-6(7),6-3",F. Gil,R. Machado,,,POR,POR,4-6,7-6(7),6-3,,,02:20:00,A,F. Gil,R. Machado,POR,POR,,,7.0,1.0,262,/en/stats/leaderboard?page=serve,1,3,59,60,101,72,43,60,56,23,41,50,4,8,15,264,/en/stats/leaderboard?page=serve,1,3,79,71,90,62,44,71,53,10,19,29,2,7,16,65,66,101,40,36,90,53,102,191,60,54,90,35,35,101,47,89,191,,,G717,MA49
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS008,R16,01:23:00,,F,2,F324,"6-3,6-4",R. Federer,B. Phau,,,SUI,GER,6-3,6-4,,,,01:23:00,A,R. Federer,B. Phau,SUI,GER,,,,,301,/en/stats/leaderboard?page=serve,0,3,48,27,56,74,20,27,76,22,29,100,3,3,10,241,/en/stats/leaderboard?page=serve,5,4,55,43,78,67,29,43,43,15,35,78,7,9,9,75,42,56,44,34,78,57,76,134,56,44,78,25,14,56,43,58,134,,,F324,P436
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS009,R16,01:31:00,,F,2,C487,"6-4,6-3",A. Clement,A. Falla,,,FRA,COL,6-4,6-3,,,,01:31:00,A,A. Clement,A. Falla,FRA,COL,,,,,300,/en/stats/leaderboard?page=serve,0,0,57,33,58,79,26,33,64,16,25,0,0,0,10,250,/en/stats/leaderboard?page=serve,1,2,70,40,57,78,31,40,24,4,17,71,5,7,9,72,42,58,39,22,57,56,64,115,61,35,57,28,16,58,44,51,115,,,C487,F444
468,2010,Estoril,250,2010-05-03T00:00:00,2010-05-09T00:00:00,Clay,28,398250,€,MS010,R16,00:56:00,,F,2,M824,"6-1,6-2",A. Montanes,D. Gimeno-Traver,,,ESP,ESP,6-1,6-2,,,,00:56:00,A,A. Montanes,D. Gimeno-Traver,ESP,ESP,,,,,306,/en/stats/leaderboard?page=serve,0,1,73,36,49,78,28,36,54,7,13,100,2,2,8,187,/en/stats/leaderboard?page=serve,0,2,56,23,41,70,16,23,17,3,18,20,1,5,7,71,35,49,54,22,41,63,57,90,46,19,41,29,14,49,37,33,90,,,M824,G676
