event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS001,F,03:50:00,,F,4,N409,"6-2,6-7(2),6-3,7-6(7)",R. Nadal,R. Federer,,,ESP,SUI,6-2,6-7(2),6-3,7-6(7),,03:50:00,2.0,7.0,7.0,5.0,265,/en/stats/leaderboard?page=serve,4,1,70,106,152,66,70,106,52,24,46,78,14,18,21,237,/en/stats/leaderboard?page=serve,3,3,60,86,143,63,54,86,49,28,57,50,7,14,20,62,94,152,43,61,143,53,155,295,57,82,143,38,58,152,47,140,295,A,,,,,R. Nadal,R. Federer,N409,F324,ESP,SUI,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS002,SF,01:09:00,,F,2,F324,"6-2,6-4",R. Federer,F. Gonzalez,,,SUI,CHI,6-2,6-4,,,,01:09:00,,,,,319,/en/stats/leaderboard?page=serve,0,3,69,36,52,78,28,36,69,11,16,100,3,3,9,242,/en/stats/leaderboard?page=serve,3,0,67,37,55,62,23,37,50,9,18,50,3,6,9,75,39,52,42,23,55,58,62,107,58,32,55,25,13,52,42,45,107,A,,,,,R. Federer,F. Gonzalez,F324,G415,SUI,CHI,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS003,SF,02:39:00,,F,3,N409,"5-7,6-1,6-1",R. Nadal,G. Gaudio,,,ESP,ARG,5-7,6-1,6-1,,,02:39:00,,,,,261,/en/stats/leaderboard?page=serve,1,0,65,52,80,67,35,52,54,15,28,63,5,8,13,193,/en/stats/leaderboard?page=serve,3,0,56,54,96,56,30,54,38,16,42,65,13,20,13,63,50,80,52,50,96,57,100,176,48,46,96,38,30,80,43,76,176,A,,,,,R. Nadal,G. Gaudio,N409,G374,ESP,ARG,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS004,QF,01:01:00,,F,2,F324,"6-1,6-3",R. Federer,D. Ferrer,,,SUI,ESP,6-1,6-3,,,,01:01:00,,,,,277,/en/stats/leaderboard?page=serve,1,3,62,28,45,79,22,28,47,8,17,80,4,5,8,179,/en/stats/leaderboard?page=serve,2,1,61,31,51,52,16,31,30,6,20,64,9,14,8,67,30,45,57,29,51,61,59,96,43,22,51,33,15,45,39,37,96,A,,,,,R. Federer,D. Ferrer,F324,F401,SUI,ESP,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS005,QF,01:47:00,,F,2,G415,"7-5,6-1",F. Gonzalez,I. Ljubicic,,,CHI,CRO,7-5,6-1,,,,01:47:00,,,,,292,/en/stats/leaderboard?page=serve,1,1,67,37,55,65,24,37,72,13,18,75,3,4,9,200,/en/stats/leaderboard?page=serve,2,2,52,41,79,61,25,41,37,14,38,29,2,7,10,67,37,55,51,40,79,57,77,134,49,39,79,33,18,55,43,57,134,A,,,,,F. Gonzalez,I. Ljubicic,G415,L360,CHI,CRO,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS006,QF,01:18:00,,F,2,G374,"6-1,6-3",G. Gaudio,T. Robredo,,,ARG,ESP,6-1,6-3,,,,01:18:00,,,,,297,/en/stats/leaderboard?page=serve,2,1,55,26,47,81,21,26,62,13,21,100,2,2,8,210,/en/stats/leaderboard?page=serve,1,1,61,37,61,49,18,37,50,12,24,60,6,10,8,72,34,47,51,31,61,60,65,108,49,30,61,28,13,47,40,43,108,A,,,,,G. Gaudio,T. Robredo,G374,R419,ARG,ESP,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS007,QF,01:10:00,,F,2,N409,"6-2,6-1",R. Nadal,G. Coria,,,ESP,ARG,6-2,6-1,,,,01:10:00,,,,,276,/en/stats/leaderboard?page=serve,0,4,77,33,43,64,21,33,60,6,10,75,6,8,7,140,/en/stats/leaderboard?page=serve,8,0,68,36,53,33,12,36,35,6,17,46,6,13,8,63,27,43,66,35,53,65,62,96,34,18,53,37,16,43,35,34,96,A,,,,,R. Nadal,G. Coria,N409,C524,ESP,ARG,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS008,R16,00:55:00,,F,2,F324,"6-3,6-2",R. Federer,B. Balleret,,,SUI,MON,6-3,6-2,,,,00:55:00,,,,,337,/en/stats/leaderboard?page=serve,0,3,68,30,44,87,26,30,79,11,14,100,3,3,9,233,/en/stats/leaderboard?page=serve,2,2,65,34,52,62,21,34,44,8,18,50,3,6,8,84,37,44,44,23,52,63,60,96,56,29,52,16,7,44,38,36,96,A,,,,,R. Federer,B. Balleret,F324,B946,SUI,MON,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS009,R16,02:22:00,,F,3,F401,"6-1,6-7(5),6-3",D. Ferrer,J. Ferrero,,,ESP,ESP,6-1,6-7(5),6-3,,,02:22:00,5.0,7.0,,,255,/en/stats/leaderboard?page=serve,2,0,65,67,103,58,39,67,61,22,36,67,8,12,15,225,/en/stats/leaderboard?page=serve,1,1,73,65,89,52,34,65,54,13,24,22,2,9,13,59,61,103,47,42,89,54,103,192,53,47,89,41,42,103,46,89,192,A,,,,,D. Ferrer,J. Ferrero,F401,F316,ESP,ESP,,
410,2006,ATP Masters 1000 Monte-Carlo,1000,2006-04-17T00:00:00,2006-04-23T00:00:00,Clay,64,2200000,$,MS010,R16,01:11:00,,F,2,L360,"6-3,6-2",I. Ljubicic,G. Simon,,,CRO,FRA,6-3,6-2,,,,01:11:00,,,,,251,/en/stats/leaderboard?page=serve,1,4,52,24,46,71,17,24,50,11,22,33,1,3,8,170,/en/stats/leaderboard?page=serve,3,1,53,31,58,45,14,31,41,11,27,25,2,8,9,61,28,46,57,33,58,59,61,104,43,25,58,39,18,46,41,43,104,A,,,,,I. Ljubicic,G. Simon,L360,SD32,CRO,FRA,,
