event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS001,F,01:46:00,,F,2,SM25,"7-6(11),7-6(7)",J. Sock,S. Querrey,,,USA,USA,7-6(11),7-6(7),,,,01:46:00,A,J. Sock,S. Querrey,USA,USA,,,261,/en/stats/leaderboard?page=serve,11,5,50,44,88,77,34,44,57,25,44,60,3,5,12,275,/en/stats/leaderboard?page=serve,6,8,46,34,74,79,27,34,65,26,40,33,1,3,12,67,59,88,28,21,74,49,80,162,72,53,74,33,29,88,51,82,162,11,9,7,2,01:46:00,01:46:00,,,SM25,Q927
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS002,SF,02:05:00,,F,3,Q927,"7-5,2-6,6-4",S. Querrey,F. Verdasco,,,USA,ESP,7-5,2-6,6-4,,,02:05:00,A,S. Querrey,F. Verdasco,USA,ESP,,,299,/en/stats/leaderboard?page=serve,1,16,62,53,86,81,43,53,55,18,33,33,1,3,15,293,/en/stats/leaderboard?page=serve,2,5,79,71,90,72,51,71,53,10,19,78,7,9,15,71,61,86,32,29,90,51,90,176,68,61,90,29,25,86,49,86,176,,,,,02:05:00,02:05:00,,,Q927,V306
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS003,SF,01:33:00,,F,2,SM25,"7-6(7),6-3",J. Sock,K. Anderson,,,USA,RSA,7-6(7),6-3,,,,01:33:00,A,J. Sock,K. Anderson,USA,RSA,,,308,/en/stats/leaderboard?page=serve,4,7,50,33,66,82,27,33,73,24,33,100,1,1,11,293,/en/stats/leaderboard?page=serve,1,14,64,44,69,70,31,44,56,14,25,89,8,9,10,77,51,66,35,24,69,56,75,135,65,45,69,23,15,66,44,60,135,7,3,,,01:33:00,01:33:00,,,SM25,A678
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS004,QF,01:04:00,,F,2,Q927,"6-4,6-1",S. Querrey,F. Lopez,,,USA,ESP,6-4,6-1,,,,01:04:00,A,S. Querrey,F. Lopez,USA,ESP,,,291,/en/stats/leaderboard?page=serve,3,11,55,27,49,85,23,27,55,12,22,67,2,3,9,191,/en/stats/leaderboard?page=serve,2,4,38,19,50,53,10,19,48,15,31,64,7,11,8,71,35,49,50,25,50,61,60,99,50,25,50,29,14,49,39,39,99,,,,,01:04:00,01:04:00,,,Q927,L397
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS005,QF,01:13:00,,F,2,V306,"6-2,6-3",F. Verdasco,T. Gabashvili,,,ESP,RUS,6-2,6-3,,,,01:13:00,A,F. Verdasco,T. Gabashvili,ESP,RUS,,,301,/en/stats/leaderboard?page=serve,1,6,81,44,54,77,34,44,50,5,10,50,1,2,9,203,/en/stats/leaderboard?page=serve,2,2,50,31,62,48,15,31,55,17,31,64,7,11,8,72,39,54,48,30,62,59,69,116,52,32,62,28,15,54,41,47,116,,,,,01:13:00,01:13:00,,,V306,G681
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS006,QF,03:08:00,,F,3,A678,"7-5,6-7(6),7-6(7)",K. Anderson,J. Chardy,,,RSA,FRA,7-5,6-7(6),7-6(7),,,03:08:00,A,K. Anderson,J. Chardy,RSA,FRA,,,287,/en/stats/leaderboard?page=serve,3,18,67,82,122,74,61,82,48,19,40,63,5,8,18,257,/en/stats/leaderboard?page=serve,8,6,68,94,138,66,62,94,48,21,44,60,6,10,18,66,80,122,40,55,138,52,135,260,60,83,138,34,42,122,48,125,260,,,6,8,03:08:00,03:08:00,7,3,A678,CA12
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS007,QF,01:33:00,,F,2,SM25,"6-4,6-4",J. Sock,S. Giraldo,,,USA,COL,6-4,6-4,,,,01:33:00,A,J. Sock,S. Giraldo,USA,COL,,,300,/en/stats/leaderboard?page=serve,3,3,60,37,62,84,31,37,56,14,25,100,7,7,10,281,/en/stats/leaderboard?page=serve,1,0,70,43,61,65,28,43,67,12,18,33,1,3,10,73,45,62,34,21,61,54,66,123,66,40,61,27,17,62,46,57,123,,,,,01:33:00,01:33:00,,,SM25,G725
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS008,R16,01:07:00,,F,2,L397,"6-3,6-3",F. Lopez,S. Groth,,,ESP,AUS,6-3,6-3,,,,01:07:00,A,F. Lopez,S. Groth,ESP,AUS,,,306,/en/stats/leaderboard?page=serve,4,4,56,28,50,82,23,28,68,15,22,100,1,1,9,232,/en/stats/leaderboard?page=serve,6,9,50,30,60,73,22,30,40,12,30,57,4,7,9,76,38,50,43,26,60,58,64,110,57,34,60,24,12,50,42,46,110,,,,,01:07:00,01:07:00,,,L397,G940
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS009,R16,01:23:00,,F,3,Q927,"6-1,4-6,6-0",S. Querrey,S. Johnson,,,USA,USA,6-1,4-6,6-0,,,01:23:00,A,S. Querrey,S. Johnson,USA,USA,,,277,/en/stats/leaderboard?page=serve,2,15,53,40,75,85,34,40,43,15,35,75,6,8,12,194,/en/stats/leaderboard?page=serve,2,5,53,34,64,56,19,34,37,11,30,25,2,8,11,65,49,75,53,34,64,60,83,139,47,30,64,35,26,75,40,56,139,,,,,01:23:00,01:23:00,,,Q927,J386
717,2015,Houston,250,2015-04-06T00:00:00,2015-04-12T00:00:00,Clay,28,488225,$,MS010,R16,01:17:00,,F,2,G681,"6-2,7-6(7)",T. Gabashvili,J. Isner,,,RUS,USA,6-2,7-6(7),,,,01:17:00,A,T. Gabashvili,J. Isner,RUS,USA,,,306,/en/stats/leaderboard?page=serve,2,1,63,39,62,79,31,39,65,15,23,100,4,4,10,271,/en/stats/leaderboard?page=serve,3,8,60,38,63,66,25,38,60,15,25,33,1,3,10,74,46,62,37,23,63,55,69,125,63,40,63,26,16,62,45,56,125,,,7,2,01:17:00,01:17:00,,,G681,I186
