event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS001,F,02:42:00,,F,2,D643,"7-6(7),6-4",N. Djokovic,N. Massu,,,SRB,CHI,7-6(7),6-4,,,,02:42:00,7,5,265,/en/stats/leaderboard?page=serve,3,9,53,36,68,75,27,36,50,16,32,50,2,4,11,243,/en/stats/leaderboard?page=serve,4,11,45,40,89,68,27,40,51,25,49,70,7,10,11,63,43,68,42,37,89,51,80,157,58,52,89,37,25,68,49,77,157,A,,,N. Djokovic,N. Massu,D643,M655,SRB,CHI,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS002,SF,00:38:00,,F,2,D643,"6-2,1-0",N. Djokovic,G. Coria,,,SRB,ARG,6-2,1-0,,,,00:38:00,,,296,/en/stats/leaderboard?page=serve,0,2,65,17,26,71,12,17,78,7,9,50,1,2,5,132,/en/stats/leaderboard?page=serve,5,0,43,9,21,44,4,9,25,3,12,0,0,3,4,73,19,26,67,14,21,70,33,47,33,7,21,27,7,26,30,14,47,A,,,N. Djokovic,G. Coria,D643,C524,SRB,ARG,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS003,SF,01:19:00,,F,2,M655,"6-1,6-3",N. Massu,R. Ramirez Hidalgo,,,CHI,ESP,6-1,6-3,,,,01:19:00,,,310,/en/stats/leaderboard?page=serve,0,6,55,23,42,91,21,23,58,11,19,0,0,0,8,210,/en/stats/leaderboard?page=serve,0,4,55,27,49,56,15,27,45,10,22,50,4,8,8,76,32,42,49,24,49,62,56,91,51,25,49,24,10,42,38,35,91,A,,,N. Massu,R. Ramirez Hidalgo,M655,R383,CHI,ESP,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS004,QF,01:35:00,,F,2,C524,"6-3,7-6(7)",G. Coria,A. Calleri,,,ARG,ARG,6-3,7-6(7),,,,01:35:00,,,272,/en/stats/leaderboard?page=serve,5,1,59,47,79,74,35,47,53,17,32,50,1,2,11,266,/en/stats/leaderboard?page=serve,2,5,50,28,56,79,22,28,54,15,28,33,1,3,10,66,52,79,34,19,56,53,71,135,66,37,56,34,27,79,47,64,135,A,7,4,G. Coria,A. Calleri,C524,C478,ARG,ARG,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS005,QF,01:15:00,,F,2,D643,"6-3,6-4",N. Djokovic,M. Gicquel,,,SRB,FRA,6-3,6-4,,,,01:15:00,,,276,/en/stats/leaderboard?page=serve,3,5,61,37,61,81,30,37,42,10,24,67,2,3,10,223,/en/stats/leaderboard?page=serve,2,1,59,36,61,75,27,36,24,6,25,57,4,7,9,66,40,61,46,28,61,56,68,122,54,33,61,34,21,61,44,54,122,A,,,N. Djokovic,M. Gicquel,D643,G436,SRB,FRA,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS006,QF,01:46:00,,F,2,M655,"7-5,6-4",N. Massu,C. Moya,,,CHI,ESP,7-5,6-4,,,,01:46:00,,,286,/en/stats/leaderboard?page=serve,1,3,65,41,63,61,25,41,77,17,22,50,2,4,11,226,/en/stats/leaderboard?page=serve,3,3,54,36,67,61,22,36,48,15,31,50,4,8,11,67,42,63,45,30,67,55,72,130,55,37,67,33,21,63,45,58,130,A,,,N. Massu,C. Moya,M655,M605,CHI,ESP,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS007,QF,01:03:00,,F,2,R383,"6-2,6-2",R. Ramirez Hidalgo,A. Martin,,,ESP,ESP,6-2,6-2,,,,01:03:00,,,306,/en/stats/leaderboard?page=serve,0,3,66,29,44,90,26,29,47,7,15,0,0,0,8,202,/en/stats/leaderboard?page=serve,2,2,51,24,47,58,14,24,43,10,23,50,4,8,8,75,33,44,49,23,47,62,56,91,51,24,47,25,11,44,38,35,91,A,,,R. Ramirez Hidalgo,A. Martin,R383,M590,ESP,ESP,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS008,R16,02:20:00,,F,3,C524,"7-5,4-6,6-2",G. Coria,S. Roitman,,,ARG,ARG,7-5,4-6,6-2,,,02:20:00,,,233,/en/stats/leaderboard?page=serve,15,2,63,73,115,70,51,73,40,17,42,71,10,14,15,239,/en/stats/leaderboard?page=serve,0,5,69,59,86,61,36,59,44,12,27,50,6,12,15,59,68,115,44,38,86,53,106,201,56,48,86,41,47,115,47,95,201,A,,,G. Coria,S. Roitman,C524,R388,ARG,ARG,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS009,R16,01:42:00,,F,3,C478,"2-6,7-6(7),6-0",A. Calleri,D. Bracciali,,,ARG,ITA,2-6,7-6(7),6-0,,,01:42:00,,,288,/en/stats/leaderboard?page=serve,2,12,59,45,76,80,36,45,55,17,31,0,0,2,13,255,/en/stats/leaderboard?page=serve,1,6,58,49,84,73,36,49,43,15,35,25,1,4,13,70,53,76,39,33,84,54,86,160,61,51,84,30,23,76,46,74,160,A,7,2,A. Calleri,D. Bracciali,C478,B570,ARG,ITA,,
317,2006,Amersfoort,WS,2006-07-17T00:00:00,2006-07-23T00:00:00,Clay,32,355000,$,MS010,R16,01:26:00,,F,2,D643,"6-4,6-2",N. Djokovic,T. Zib,,,SRB,CZE,6-4,6-2,,,,01:26:00,,,311,/en/stats/leaderboard?page=serve,4,13,67,41,61,80,33,41,55,11,20,100,4,4,9,227,/en/stats/leaderboard?page=serve,2,1,49,36,73,67,24,36,46,17,37,75,9,12,9,72,44,61,44,32,73,57,76,134,56,41,73,28,17,61,43,58,134,A,,,N. Djokovic,T. Zib,D643,Z074,SRB,CZE,,
