event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS001,F,02:48:00,,F,3,M762,"6-7(10),7-6(7),6-4",J. Melzer,A. Haider-Maurer,,,AUT,AUT,6-7(10),7-6(7),6-4,,,02:48:00,A,J. Melzer,A. Haider-Maurer,AUT,AUT,,,10,12,7,4,313,/en/stats/leaderboard?page=serve,2,13,67,74,110,77,57,74,64,23,36,75,3,4,17,286,/en/stats/leaderboard?page=serve,6,17,61,75,122,77,58,75,49,23,47,83,10,12,17,73,80,110,34,41,122,52,121,232,66,81,122,27,30,110,48,111,232,,,M762,H804
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS002,SF,01:33:00,,F,2,M762,"6-4,6-4",J. Melzer,N. Almagro,,,AUT,ESP,6-4,6-4,,,,01:33:00,A,J. Melzer,N. Almagro,AUT,ESP,,,,,,,298,/en/stats/leaderboard?page=serve,1,2,58,32,55,84,27,32,65,15,23,67,2,3,10,244,/en/stats/leaderboard?page=serve,4,8,70,54,77,70,38,54,30,7,23,67,6,9,10,76,42,55,42,32,77,56,74,132,58,45,77,24,13,55,44,58,132,,,M762,A479
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS003,SF,02:30:00,,F,3,H804,"7-6(8),6-7(1),6-3",A. Haider-Maurer,M. Berrer,,,AUT,GER,7-6(8),6-7(1),6-3,,,02:30:00,A,A. Haider-Maurer,M. Berrer,AUT,GER,,,8,6,1,7,312,/en/stats/leaderboard?page=serve,7,15,58,58,100,83,48,58,69,29,42,50,1,2,17,302,/en/stats/leaderboard?page=serve,1,14,63,64,102,81,52,64,58,22,38,60,3,5,16,77,77,100,27,28,102,52,105,202,73,74,102,23,23,100,48,97,202,,,H804,B678
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS005,QF,01:53:00,,F,3,A479,"7-5,3-6,6-3",N. Almagro,J. Chela,,,ESP,ARG,7-5,3-6,6-3,,,01:53:00,A,N. Almagro,J. Chela,ESP,ARG,,,,,,,274,/en/stats/leaderboard?page=serve,1,9,62,56,90,68,38,56,56,19,34,50,3,6,15,250,/en/stats/leaderboard?page=serve,0,1,59,56,95,61,34,56,56,22,39,56,5,9,15,63,57,90,41,39,95,52,96,185,59,56,95,37,33,90,48,89,185,,,A479,C514
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS006,QF,01:52:00,,F,3,B678,"5-7,6-1,6-4",M. Berrer,M. Baghdatis,,,GER,CYP,5-7,6-1,6-4,,,01:52:00,A,M. Berrer,M. Baghdatis,GER,CYP,,,,,,,309,/en/stats/leaderboard?page=serve,2,6,59,43,73,86,37,43,67,20,30,0,0,1,15,260,/en/stats/leaderboard?page=serve,3,4,55,48,88,73,35,48,53,21,40,70,7,10,14,78,57,73,36,32,88,55,89,161,64,56,88,22,16,73,45,72,161,,,B678,B837
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS007,QF,01:46:00,,F,2,H804,"7-6(7),6-4",A. Haider-Maurer,M. Cilic,,,AUT,CRO,7-6(7),6-4,,,,01:46:00,A,A. Haider-Maurer,M. Cilic,AUT,CRO,,,7,1,,,297,/en/stats/leaderboard?page=serve,4,10,58,38,65,84,32,38,59,16,27,50,1,2,11,274,/en/stats/leaderboard?page=serve,0,12,64,49,77,63,31,49,54,15,28,60,3,5,11,74,48,65,40,31,77,56,79,142,60,46,77,26,17,65,44,63,142,,,H804,C977
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS008,R16,02:12:00,,F,2,M762,"7-6(7),7-6(7)",J. Melzer,L. Kubot,,,AUT,POL,7-6(7),7-6(7),,,,02:12:00,A,J. Melzer,L. Kubot,AUT,POL,,,7,3,7,2,265,/en/stats/leaderboard?page=serve,1,6,66,58,88,66,38,58,53,16,30,57,4,7,12,248,/en/stats/leaderboard?page=serve,9,13,63,56,89,73,41,56,33,11,33,50,3,6,12,61,54,88,42,37,89,51,91,177,58,52,89,39,34,88,49,86,177,,,M762,K540
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS009,R16,01:56:00,,F,3,K435,"6-4,3-6,6-1",P. Kohlschreiber,T. Kamke,,,GER,GER,6-4,3-6,6-1,,,01:56:00,A,P. Kohlschreiber,T. Kamke,GER,GER,,,,,,,264,/en/stats/leaderboard?page=serve,5,3,60,57,95,67,38,57,55,21,38,83,10,12,13,251,/en/stats/leaderboard?page=serve,0,1,66,51,77,65,33,51,50,13,26,56,5,9,13,62,59,95,40,31,77,52,90,172,60,46,77,38,36,95,48,82,172,,,K435,K839
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS010,R16,02:08:00,,F,3,A479,"7-6(7),6-7(3),6-3",N. Almagro,S. Giraldo,,,ESP,COL,7-6(7),6-7(3),6-3,,,02:08:00,A,N. Almagro,S. Giraldo,ESP,COL,,,7,4,3,7,288,/en/stats/leaderboard?page=serve,2,12,53,56,106,79,44,56,58,29,50,60,3,5,17,284,/en/stats/leaderboard?page=serve,5,13,65,60,92,77,46,60,53,17,32,40,2,5,16,69,73,106,32,29,92,52,102,198,68,63,92,31,33,106,48,96,198,,,A479,G725
337,2010,Vienna,250,2010-10-25T00:00:00,2010-10-31T00:00:00,Hard,28,575250,€,MS011,R16,02:14:00,,F,3,C514,"2-6,7-6(7),6-3",J. Chela,G. Zemlja,,,ARG,SLO,2-6,7-6(7),6-3,,,02:14:00,A,J. Chela,G. Zemlja,ARG,SLO,,,,,7,5,279,/en/stats/leaderboard?page=serve,4,2,66,68,103,69,47,68,60,21,35,60,3,5,15,305,/en/stats/leaderboard?page=serve,0,8,67,64,95,70,45,64,68,21,31,86,6,7,14,66,68,103,31,29,95,49,97,198,69,66,95,34,35,103,51,101,198,,,C514,Z189
