event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS001,F,02:54:00,,F,3,I186,"6-7(3),7-6(7),7-6(7)",J. Isner,K. Anderson,,,USA,RSA,6-7(3),7-6(7),7-6(7),,,02:54:00,A,J. Isner,K. Anderson,USA,RSA,,,323,/en/stats/leaderboard?page=serve,0,24,66,90,136,81,73,90,52,24,46,100,11,11,18,322,/en/stats/leaderboard?page=serve,6,21,63,71,112,85,60,71,59,24,41,100,1,1,18,71,97,136,25,28,112,50,125,248,75,84,112,29,39,136,50,123,248,3,7,7,2,7,2,02:54:00,02:54:00,I186,A678
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS002,SF,02:23:00,,F,3,I186,"6-4,4-6,7-6(7)",J. Isner,L. Hewitt,,,USA,AUS,6-4,4-6,7-6(7),,,02:23:00,A,J. Isner,L. Hewitt,USA,AUS,,,307,/en/stats/leaderboard?page=serve,3,21,65,62,95,76,47,62,61,20,33,71,5,7,16,287,/en/stats/leaderboard?page=serve,3,12,59,64,108,77,49,64,55,24,44,67,4,6,16,71,67,95,32,35,108,50,102,203,68,73,108,29,28,95,50,101,203,,,,,7,5,02:23:00,02:23:00,I186,H432
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS003,SF,01:31:00,,F,2,A678,"6-3,7-6(7)",K. Anderson,R. Harrison,,,RSA,USA,6-3,7-6(7),,,,01:31:00,A,K. Anderson,R. Harrison,RSA,USA,,,321,/en/stats/leaderboard?page=serve,1,14,54,35,65,91,32,35,63,19,30,100,5,5,11,293,/en/stats/leaderboard?page=serve,2,8,63,39,62,77,30,39,57,13,23,67,2,3,10,78,51,65,31,19,62,55,70,127,69,43,62,22,14,65,45,57,127,,,7,3,,,01:31:00,01:31:00,A678,H940
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS004,QF,01:28:00,,F,2,I186,"7-6(7),7-6(7)",J. Isner,J. Blake,,,USA,USA,7-6(7),7-6(7),,,,01:28:00,A,J. Isner,J. Blake,USA,USA,,,322,/en/stats/leaderboard?page=serve,2,21,65,49,75,82,40,49,65,17,26,67,2,3,12,293,/en/stats/leaderboard?page=serve,3,7,61,45,74,78,35,45,59,17,29,0,0,1,12,76,57,75,30,22,74,53,79,149,70,52,74,24,18,75,47,70,149,7,1,7,5,,,01:28:00,01:28:00,I186,B676
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS005,QF,01:19:00,,F,3,H432,"1-6,6-3,6-0",L. Hewitt,I. Dodig,,,AUS,CRO,1-6,6-3,6-0,,,01:19:00,A,L. Hewitt,I. Dodig,AUS,CRO,,,270,/en/stats/leaderboard?page=serve,3,4,57,35,61,66,23,35,65,17,26,33,1,3,11,243,/en/stats/leaderboard?page=serve,2,17,51,31,61,71,22,31,43,13,30,20,1,5,11,66,40,61,43,26,61,54,66,122,57,35,61,34,21,61,46,56,122,,,,,,,01:19:00,01:19:00,H432,D646
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS006,QF,01:56:00,,F,3,H940,"6-3,3-6,7-6(7)",R. Harrison,S. Giraldo,,,USA,COL,6-3,3-6,7-6(7),,,01:56:00,A,R. Harrison,S. Giraldo,USA,COL,,,293,/en/stats/leaderboard?page=serve,2,6,66,55,83,76,42,55,61,17,28,0,0,2,15,279,/en/stats/leaderboard?page=serve,1,7,62,58,93,74,43,58,51,18,35,75,6,8,15,71,59,83,34,32,93,52,91,176,66,61,93,29,24,83,48,85,176,,,,,7,2,01:56:00,01:56:00,H940,G725
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS007,QF,01:51:00,,F,3,A678,"6-3,3-6,6-3",K. Anderson,D. Istomin,,,RSA,UZB,6-3,3-6,6-3,,,01:51:00,A,K. Anderson,D. Istomin,RSA,UZB,,,291,/en/stats/leaderboard?page=serve,4,12,53,46,86,83,38,46,55,22,40,89,8,9,14,278,/en/stats/leaderboard?page=serve,6,12,62,46,74,87,40,46,39,11,28,71,5,7,13,70,60,86,31,23,74,52,83,160,69,51,74,30,26,86,48,77,160,,,,,,,01:51:00,01:51:00,A678,I165
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS008,R16,02:24:00,,F,3,I186,"7-6(11),4-6,7-5",J. Isner,C. Harrison,,,USA,USA,7-6(11),4-6,7-5,,,02:24:00,A,J. Isner,C. Harrison,USA,USA,,,325,/en/stats/leaderboard?page=serve,3,29,70,74,106,85,63,74,50,16,32,50,1,2,17,306,/en/stats/leaderboard?page=serve,3,9,59,67,113,75,50,67,72,33,46,86,6,7,17,75,79,106,27,30,113,50,109,219,73,83,113,25,27,106,50,110,219,11,9,,,,,02:24:00,02:24:00,I186,HB05
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS009,R16,01:04:00,,F,2,B676,"6-3,6-2",J. Blake,E. Donskoy,,,USA,RUS,6-3,6-2,,,,01:04:00,A,J. Blake,E. Donskoy,USA,RUS,,,295,/en/stats/leaderboard?page=serve,1,5,53,33,62,79,26,33,59,17,29,100,4,4,9,225,/en/stats/leaderboard?page=serve,2,7,53,32,60,66,21,32,39,11,28,57,4,7,8,69,43,62,47,28,60,58,71,122,53,32,60,31,19,62,42,51,122,,,,,,,01:04:00,01:04:00,B676,D864
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS010,R16,01:51:00,,F,3,D646,"6-1,6-7(3),6-3",I. Dodig,R. Berankis,,,CRO,LTU,6-1,6-7(3),6-3,,,01:51:00,A,I. Dodig,R. Berankis,CRO,LTU,,,307,/en/stats/leaderboard?page=serve,6,16,61,62,102,81,50,62,55,22,40,100,5,5,15,257,/en/stats/leaderboard?page=serve,7,9,59,55,93,73,40,55,47,18,38,75,9,12,13,71,72,102,38,35,93,55,107,195,62,58,93,29,30,102,45,88,195,,,3,7,,,01:51:00,01:51:00,D646,BE90
