event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,player_id_winner,player_id_loser
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS011,R16,01:47:00,,F,2,H432,"7-6(8),6-4",L. Hewitt,R. Williams,,,AUS,USA,7-6(8),6-4,,,,01:47:00,A,L. Hewitt,R. Williams,AUS,USA,,,296,/en/stats/leaderboard?page=serve,4,10,63,46,73,78,36,46,59,16,27,75,3,4,11,276,/en/stats/leaderboard?page=serve,3,18,51,36,71,89,32,36,40,14,35,33,1,3,11,71,52,73,35,25,71,53,77,144,65,46,71,29,21,73,47,67,144,8,6,,,,,01:47:00,01:47:00,H432,W522
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS012,R16,01:40:00,,F,3,G725,"5-7,6-3,3-0",S. Giraldo,M. Russell,,,COL,USA,5-7,6-3,3-0,,,01:40:00,A,S. Giraldo,M. Russell,COL,USA,,,287,/en/stats/leaderboard?page=serve,3,9,56,35,62,83,29,35,59,16,27,50,2,4,12,217,/en/stats/leaderboard?page=serve,6,5,36,33,92,67,22,33,49,29,59,33,2,6,12,73,45,62,45,41,92,56,86,154,55,51,92,27,17,62,44,68,154,,,,,,,01:40:00,01:40:00,G725,R368
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS013,R16,01:02:00,,F,2,H940,"6-4,6-3",R. Harrison,I. Sijsling,,,USA,NED,6-4,6-3,,,,01:02:00,A,R. Harrison,I. Sijsling,USA,NED,,,264,/en/stats/leaderboard?page=serve,3,7,75,39,52,69,27,39,46,6,13,40,2,5,10,190,/en/stats/leaderboard?page=serve,1,2,52,29,56,41,12,29,52,14,27,17,1,6,9,63,33,52,54,30,56,58,63,108,46,26,56,37,19,52,42,45,108,,,,,,,01:02:00,01:02:00,H940,SF36
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS014,R16,01:25:00,,F,2,I165,"7-5,6-2",D. Istomin,Y. Lu,,,UZB,TPE,7-5,6-2,,,,01:25:00,A,D. Istomin,Y. Lu,UZB,TPE,,,273,/en/stats/leaderboard?page=serve,5,5,58,41,71,78,32,41,47,14,30,75,3,4,10,225,/en/stats/leaderboard?page=serve,6,0,68,45,66,60,27,45,43,9,21,50,4,8,10,65,46,71,45,30,66,55,76,137,55,36,66,35,25,71,45,61,137,,,,,,,01:25:00,01:25:00,I165,L575
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS015,R16,01:53:00,,F,3,A678,"6-7(7),6-2,6-2",K. Anderson,M. Ebden,,,RSA,AUS,6-7(7),6-2,6-2,,,01:53:00,A,K. Anderson,M. Ebden,RSA,AUS,,,330,/en/stats/leaderboard?page=serve,1,16,62,47,76,91,43,47,62,18,29,0,0,0,14,246,/en/stats/leaderboard?page=serve,9,5,58,56,96,73,41,56,48,19,40,56,5,9,14,80,61,76,38,36,96,56,97,172,63,60,96,20,15,76,44,75,172,7,9,,,,,01:53:00,01:53:00,A678,E690
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS017,R32,02:11:00,,F,3,HB05,"6-1,6-7(7),6-2",C. Harrison,A. Falla,,,USA,COL,6-1,6-7(7),6-2,,,02:11:00,A,C. Harrison,A. Falla,USA,COL,,,295,/en/stats/leaderboard?page=serve,1,2,57,59,103,73,43,59,64,28,44,100,4,4,14,234,/en/stats/leaderboard?page=serve,4,4,56,48,85,63,30,48,46,17,37,43,3,7,13,69,71,103,45,38,85,58,109,188,55,47,85,31,32,103,42,79,188,,,7,9,,,02:11:00,02:11:00,HB05,F444
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS018,R32,02:14:00,,F,3,B676,"7-6(7),4-6,7-6(7)",J. Blake,T. Smyczek,,,USA,USA,7-6(7),4-6,7-6(7),,,02:14:00,A,J. Blake,T. Smyczek,USA,USA,,,279,/en/stats/leaderboard?page=serve,4,10,58,75,129,75,56,75,52,28,54,71,5,7,17,303,/en/stats/leaderboard?page=serve,3,13,62,69,111,75,52,69,62,26,42,80,4,5,17,65,84,129,30,33,111,49,117,240,70,78,111,35,45,129,51,123,240,7,3,,,7,4,02:14:00,02:14:00,B676,SF62
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS019,R32,01:16:00,,F,2,D864,"6-3,6-4",E. Donskoy,R. Ram,,,RUS,USA,6-3,6-4,,,,01:16:00,A,E. Donskoy,R. Ram,RUS,USA,,,308,/en/stats/leaderboard?page=serve,1,5,54,30,56,73,22,30,77,20,26,100,2,2,10,254,/en/stats/leaderboard?page=serve,2,6,52,32,61,66,21,32,55,16,29,50,2,4,9,75,42,56,39,24,61,56,66,117,61,37,61,25,14,56,44,51,117,,,,,,,01:16:00,01:16:00,D864,R548
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS021,R32,02:14:00,,F,3,BE90,"7-6(7),2-6,7-6(10)",R. Berankis,M. Zverev,,,LTU,GER,7-6(7),2-6,7-6(10),,,02:14:00,A,R. Berankis,M. Zverev,LTU,GER,,,229,/en/stats/leaderboard?page=serve,9,11,54,64,119,69,44,64,42,23,55,54,7,13,16,256,/en/stats/leaderboard?page=serve,4,7,64,69,107,72,50,69,42,16,38,60,6,10,16,56,67,119,38,41,107,48,108,226,62,66,107,44,52,119,52,118,226,7,4,,,10,8,02:14:00,02:14:00,BE90,Z168
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS022,R32,01:20:00,,F,2,W522,"7-5,6-4",R. Williams,D. Kudla,,,USA,USA,7-5,6-4,,,,01:20:00,A,R. Williams,D. Kudla,USA,USA,,,303,/en/stats/leaderboard?page=serve,3,16,64,38,59,84,32,38,52,11,21,75,3,4,11,247,/en/stats/leaderboard?page=serve,1,3,57,34,60,74,25,34,42,11,26,40,2,5,11,73,43,59,40,24,60,56,67,119,60,36,60,27,16,59,44,52,119,,,,,,,01:20:00,01:20:00,W522,KB09
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS023,R32,01:28:00,,F,2,H432,"6-4,6-4",L. Hewitt,E. Roger-Vasselin,,,AUS,FRA,6-4,6-4,,,,01:28:00,A,L. Hewitt,E. Roger-Vasselin,AUS,FRA,,,291,/en/stats/leaderboard?page=serve,3,7,43,28,65,82,23,28,62,23,37,100,2,2,10,256,/en/stats/leaderboard?page=serve,3,4,46,29,63,79,23,29,50,17,34,67,4,6,10,71,46,65,37,23,63,54,69,128,63,40,63,29,19,65,46,59,128,,,,,,,01:28:00,01:28:00,H432,R613
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS024,R32,02:17:00,,F,3,R368,"4-6,6-2,7-5",M. Russell,M. Fish,,,USA,USA,4-6,6-2,7-5,,,02:17:00,A,M. Russell,M. Fish,USA,USA,,,264,/en/stats/leaderboard?page=serve,0,2,71,71,100,70,50,71,41,12,29,70,7,10,15,245,/en/stats/leaderboard?page=serve,3,12,56,51,91,69,35,51,45,18,40,62,8,13,15,62,62,100,42,38,91,52,100,191,58,53,91,38,38,100,48,91,191,,,,,,,02:17:00,02:17:00,R368,F339
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS025,R32,01:19:00,,F,2,G725,"7-5,6-4",S. Giraldo,J. Sock,,,COL,USA,7-5,6-4,,,,01:19:00,A,S. Giraldo,J. Sock,COL,USA,,,326,/en/stats/leaderboard?page=serve,2,12,68,38,56,87,33,38,61,11,18,0,0,0,11,264,/en/stats/leaderboard?page=serve,6,8,52,34,65,74,25,34,55,17,31,60,3,5,11,79,44,56,35,23,65,55,67,121,65,42,65,21,12,56,45,54,121,,,,,,,01:19:00,01:19:00,G725,SM25
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS026,R32,01:43:00,,F,3,H940,"6-2,2-6,6-3",R. Harrison,M. Matosevic,,,USA,AUS,6-2,2-6,6-3,,,01:43:00,A,R. Harrison,M. Matosevic,USA,AUS,,,257,/en/stats/leaderboard?page=serve,7,7,47,38,81,87,33,38,40,17,43,50,2,4,12,237,/en/stats/leaderboard?page=serve,6,4,52,43,83,63,27,43,55,22,40,50,4,8,13,62,50,81,41,34,83,51,84,164,59,49,83,38,31,81,49,80,164,,,,,,,01:43:00,01:43:00,H940,ME05
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS028,R32,01:28:00,,F,2,L575,"6-3,7-5",Y. Lu,K. King,,,TPE,USA,6-3,7-5,,,,01:28:00,A,Y. Lu,K. King,TPE,USA,,,312,/en/stats/leaderboard?page=serve,1,2,71,40,56,75,30,40,75,12,16,75,3,4,11,251,/en/stats/leaderboard?page=serve,4,7,65,49,75,63,31,49,50,13,26,70,7,10,10,75,42,56,41,31,75,56,73,131,59,44,75,25,14,56,44,58,131,,,,,,,01:28:00,01:28:00,L575,KB14
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS029,R32,00:51:00,,F,2,I165,"6-1,6-3",D. Istomin,L. Lacko,,,UZB,SVK,6-1,6-3,,,,00:51:00,A,D. Istomin,L. Lacko,UZB,SVK,,,302,/en/stats/leaderboard?page=serve,2,7,63,30,48,90,27,30,44,8,18,100,3,3,8,205,/en/stats/leaderboard?page=serve,6,3,51,22,43,59,13,22,48,10,21,0,0,4,8,73,35,48,47,20,43,60,55,91,53,23,43,27,13,48,40,36,91,,,,,,,00:51:00,00:51:00,I165,L797
6116,2013,Atlanta,250,2013-07-22T00:00:00,2013-07-28T00:00:00,Hard,28,546930,$,MS030,R32,00:27:00,,F,1,E690,6-2,M. Ebden,I. Karlovic,,,AUS,CRO,6-2,,,,,00:27:00,A,M. Ebden,I. Karlovic,AUS,CRO,,,318,/en/stats/leaderboard?page=serve,3,6,42,8,19,100,8,8,73,8,11,0,0,0,4,199,/en/stats/leaderboard?page=serve,5,4,55,12,22,75,9,12,20,2,10,71,5,7,4,84,16,19,50,11,22,66,27,41,50,11,22,16,3,19,34,14,41,,,,,,,00:27:00,00:27:00,E690,K336
