event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_id_winner,player_id_loser
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS001,F,02:48:00,,F,3,MC10,"6-4,7-6(7),7-6(7)",A. Murray,M. Raonic,,,GBR,CAN,6-4,7-6(7),7-6(7),,,02:48:00,A,A. Murray,M. Raonic,GBR,CAN,,,315,/en/stats/leaderboard?page=serve,2,7,67,69,103,87,60,69,56,19,34,100,2,2,17,303,/en/stats/leaderboard?page=serve,1,8,64,73,114,67,49,73,71,29,41,86,6,7,17,77,79,103,32,36,114,53,115,217,68,78,114,23,24,103,47,102,217,7,3,7,2,02:48:00,02:48:00,,,,,MC10,R975
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS002,SF,03:25:00,,F,5,R975,"6-3,6-7(3),4-6,7-5,6-3",M. Raonic,R. Federer,,,CAN,SUI,6-3,6-7(3),4-6,7-5,6-3,03:25:00,A,M. Raonic,R. Federer,CAN,SUI,,,305,/en/stats/leaderboard?page=serve,11,23,68,113,167,83,94,113,46,25,54,89,8,9,27,294,/en/stats/leaderboard?page=serve,5,16,61,98,160,82,80,98,52,32,62,63,5,8,25,71,119,167,30,48,160,51,167,327,70,112,160,29,48,167,49,160,327,3,7,,,03:25:00,03:25:00,,,,,R975,F324
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS003,SF,01:58:00,,F,3,MC10,"6-3,6-3,6-3",A. Murray,T. Berdych,,,GBR,CZE,6-3,6-3,6-3,,,01:58:00,A,A. Murray,T. Berdych,GBR,CZE,,,294,/en/stats/leaderboard?page=serve,2,7,65,57,88,77,44,57,55,17,31,67,2,3,14,235,/en/stats/leaderboard?page=serve,1,5,63,46,73,70,32,46,37,10,27,50,5,10,13,69,61,88,42,31,73,57,92,161,58,42,73,31,27,88,43,69,161,,,,,01:58:00,01:58:00,,,,,MC10,BA47
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS004,QF,02:31:00,,F,4,R975,"6-4,7-5,5-7,6-4",M. Raonic,S. Querrey,,,CAN,USA,6-4,7-5,5-7,6-4,,02:31:00,A,M. Raonic,S. Querrey,CAN,USA,,,328,/en/stats/leaderboard?page=serve,2,13,64,69,107,87,60,69,71,27,38,50,1,2,22,275,/en/stats/leaderboard?page=serve,5,15,57,80,141,81,65,80,41,25,61,40,2,5,22,81,87,107,36,51,141,56,138,248,64,90,141,19,20,107,44,110,248,,,,,02:31:00,02:31:00,,,,,R975,Q927
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS005,QF,03:17:00,,F,5,F324,"6-7(4),4-6,6-3,7-6(11),6-3",R. Federer,M. Cilic,,,SUI,CRO,6-7(4),4-6,6-3,7-6(11),6-3,03:17:00,A,R. Federer,M. Cilic,SUI,CRO,,,324,/en/stats/leaderboard?page=serve,0,27,63,106,169,79,84,106,59,37,63,88,7,8,27,301,/en/stats/leaderboard?page=serve,7,23,57,93,163,82,76,93,54,38,70,78,7,9,25,72,121,169,30,49,163,51,170,332,70,114,163,28,48,169,49,162,332,,,,,03:17:00,03:17:00,4,7,11,9,F324,C977
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS006,QF,01:55:00,,F,3,BA47,"7-6(7),6-3,6-2",T. Berdych,L. Pouille,,,CZE,FRA,7-6(7),6-3,6-2,,,01:55:00,A,T. Berdych,L. Pouille,CZE,FRA,,,298,/en/stats/leaderboard?page=serve,3,10,60,52,87,87,45,52,51,18,35,75,3,4,15,234,/en/stats/leaderboard?page=serve,8,9,58,62,107,71,44,62,33,15,45,50,4,8,14,72,63,87,45,48,107,57,111,194,55,59,107,28,24,87,43,83,194,,,,,01:55:00,01:55:00,7,4,,,BA47,PF39
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS007,QF,03:54:00,,F,5,MC10,"7-6(12),6-1,3-6,4-6,6-1",A. Murray,J. Tsonga,,,GBR,FRA,7-6(12),6-1,3-6,4-6,6-1,03:54:00,A,A. Murray,J. Tsonga,GBR,FRA,,,277,/en/stats/leaderboard?page=serve,3,14,61,101,165,73,74,101,50,32,64,69,9,13,23,253,/en/stats/leaderboard?page=serve,7,15,62,95,154,72,68,95,39,23,59,50,6,12,22,64,106,165,41,63,154,53,169,319,59,91,154,36,59,165,47,150,319,,,,,03:54:00,03:54:00,12,10,,,MC10,T786
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS008,R16,01:59:00,,F,3,Q927,"6-4,7-6(7),6-4",S. Querrey,N. Mahut,,,USA,FRA,6-4,7-6(7),6-4,,,01:59:00,A,S. Querrey,N. Mahut,USA,FRA,,,317,/en/stats/leaderboard?page=serve,3,23,58,50,86,96,48,50,50,18,36,0,0,1,16,277,/en/stats/leaderboard?page=serve,4,9,67,70,105,67,47,70,57,20,35,57,4,7,16,77,66,86,36,38,105,54,104,191,64,67,105,23,20,86,46,87,191,7,5,,,01:59:00,01:59:00,,,,,Q927,M873
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS009,R16,03:02:00,,F,5,R975,"4-6,3-6,6-4,6-4,6-4",M. Raonic,D. Goffin,,,CAN,BEL,4-6,3-6,6-4,6-4,6-4,03:02:00,A,M. Raonic,D. Goffin,CAN,BEL,,,306,/en/stats/leaderboard?page=serve,6,22,66,92,139,79,73,92,57,27,47,67,6,9,25,284,/en/stats/leaderboard?page=serve,7,12,60,84,139,74,62,84,58,32,55,70,7,10,24,72,100,139,32,45,139,52,145,278,68,94,139,28,39,139,48,133,278,,,,,03:02:00,03:02:00,,,,,R975,GB88
540,2016,Wimbledon,GS,2016-06-27T00:00:00,2016-07-10T00:00:00,Grass,128,13163000,£,MS010,R16,01:37:00,,F,3,F324,"6-2,6-3,7-5",R. Federer,S. Johnson,,,SUI,USA,6-2,6-3,7-5,,,01:37:00,A,R. Federer,S. Johnson,SUI,USA,,,309,/en/stats/leaderboard?page=serve,2,6,66,55,83,75,41,55,71,20,28,75,3,4,15,237,/en/stats/leaderboard?page=serve,3,8,64,65,101,62,40,65,42,15,36,50,5,10,14,73,61,83,46,46,101,58,107,184,54,55,101,27,22,83,42,77,184,,,,,01:37:00,01:37:00,,,,,F324,J386
