event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS001,F,02:05:00,,F,3,N409,"6-2,6-3,6-1",R. Nadal,S. Wawrinka,,,ESP,SUI,6-2,6-3,6-1,,,02:05:00,A,R. Nadal,S. Wawrinka,ESP,SUI,,,317,/en/stats/leaderboard?page=serve,0,4,65,42,65,83,35,42,65,15,23,100,1,1,12,205,/en/stats/leaderboard?page=serve,0,1,58,50,86,52,26,50,44,16,36,54,7,13,12,77,50,65,51,44,86,62,94,151,49,42,86,23,15,65,38,57,151,02:05:00,02:05:00,,,,,,,,,N409,W367
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS002,SF,04:34:00,,F,5,W367,"6-7(6),6-3,5-7,7-6(7),6-1",S. Wawrinka,A. Murray,,,SUI,GBR,6-7(6),6-3,5-7,7-6(7),6-1,04:34:00,A,S. Wawrinka,A. Murray,SUI,GBR,,,270,/en/stats/leaderboard?page=serve,3,6,60,99,166,66,65,99,61,41,67,58,7,12,25,233,/en/stats/leaderboard?page=serve,5,1,58,100,173,66,66,100,47,34,73,36,5,14,27,64,106,166,42,73,173,53,179,339,58,100,173,36,60,166,47,160,339,04:34:00,04:34:00,6,8,7,3,,,,,W367,MC10
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS003,SF,02:07:00,,F,3,N409,"6-3,6-4,6-0",R. Nadal,D. Thiem,,,ESP,AUT,6-3,6-4,6-0,,,02:07:00,A,R. Nadal,D. Thiem,ESP,AUT,,,305,/en/stats/leaderboard?page=serve,2,2,66,49,74,71,35,49,76,19,25,88,7,8,13,203,/en/stats/leaderboard?page=serve,3,3,53,43,81,63,27,43,37,14,38,40,4,10,12,73,54,74,49,40,81,61,94,155,51,41,81,27,20,74,39,61,155,02:07:00,02:07:00,,,,,,,,,N409,TB69
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS004,QF,02:39:00,,F,4,MC10,"2-6,6-1,7-6(7),6-1",A. Murray,K. Nishikori,,,GBR,JPN,2-6,6-1,7-6(7),6-1,,02:39:00,A,A. Murray,K. Nishikori,GBR,JPN,,,248,/en/stats/leaderboard?page=serve,6,3,62,69,111,74,51,69,43,18,42,44,4,9,18,219,/en/stats/leaderboard?page=serve,2,1,56,50,89,62,31,50,46,18,39,42,5,12,16,62,69,111,45,40,89,55,109,200,55,49,89,38,42,111,46,91,200,02:39:00,02:39:00,,,,,7,0,,,MC10,N552
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS005,QF,01:40:00,,F,3,W367,"6-3,6-3,6-1",S. Wawrinka,M. Cilic,,,SUI,CRO,6-3,6-3,6-1,,,01:40:00,A,S. Wawrinka,M. Cilic,SUI,CRO,,,299,/en/stats/leaderboard?page=serve,2,3,62,48,77,65,31,48,79,23,29,67,2,3,13,199,/en/stats/leaderboard?page=serve,6,5,49,33,68,58,19,33,43,15,35,33,3,9,12,70,54,77,50,34,68,61,88,145,50,34,68,30,23,77,39,57,145,01:40:00,01:40:00,,,,,,,,,W367,C977
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS006,QF,00:51:00,,F,2,N409,"6-2,2-0",R. Nadal,P. Carreno Busta,,,ESP,ESP,6-2,2-0,,,,00:51:00,A,R. Nadal,P. Carreno Busta,ESP,ESP,,,239,/en/stats/leaderboard?page=serve,0,0,65,17,26,47,8,17,67,6,9,0,0,2,5,113,/en/stats/leaderboard?page=serve,2,0,79,22,28,36,8,22,0,0,6,0,0,5,5,54,14,26,71,20,28,63,34,54,29,8,28,46,12,26,37,20,54,00:51:00,00:51:00,,,,,,,,,N409,CD85
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS007,QF,02:15:00,,F,3,TB69,"7-6(7),6-3,6-0",D. Thiem,N. Djokovic,,,AUT,SRB,7-6(7),6-3,6-0,,,02:15:00,A,D. Thiem,N. Djokovic,AUT,SRB,,,272,/en/stats/leaderboard?page=serve,3,2,61,50,82,74,37,50,53,17,32,67,4,6,14,214,/en/stats/leaderboard?page=serve,3,2,64,67,104,57,38,67,41,15,37,60,9,15,13,66,54,82,49,51,104,56,105,186,51,53,104,34,28,82,44,81,186,02:15:00,02:15:00,7,5,,,,,,,TB69,D643
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS008,R16,02:04:00,,F,3,MC10,"6-3,6-4,6-4",A. Murray,K. Khachanov,,,GBR,RUS,6-3,6-4,6-4,,,02:04:00,A,A. Murray,K. Khachanov,GBR,RUS,,,300,/en/stats/leaderboard?page=serve,1,5,65,53,81,70,37,53,75,21,28,0,0,2,15,234,/en/stats/leaderboard?page=serve,6,1,58,46,79,65,30,46,52,17,33,44,4,9,14,72,58,81,41,32,79,56,90,160,59,47,79,28,23,81,44,70,160,02:04:00,02:04:00,,,,,,,,,MC10,KE29
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS009,R16,02:34:00,,F,4,N552,"0-6,6-4,6-4,6-0",K. Nishikori,F. Verdasco,,,JPN,ESP,0-6,6-4,6-4,6-0,,02:34:00,A,K. Nishikori,F. Verdasco,JPN,ESP,,,233,/en/stats/leaderboard?page=serve,2,4,53,59,112,63,37,59,47,25,53,62,8,13,16,224,/en/stats/leaderboard?page=serve,6,3,71,77,109,62,48,77,38,12,32,59,10,17,16,55,62,112,45,49,109,50,111,221,55,60,109,45,50,112,50,110,221,02:34:00,02:34:00,,,,,,,,,N552,V306
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS010,R16,02:43:00,,F,3,W367,"7-5,7-6(9),6-2",S. Wawrinka,G. Monfils,,,SUI,FRA,7-5,7-6(9),6-2,,,02:43:00,A,S. Wawrinka,G. Monfils,SUI,FRA,,,277,/en/stats/leaderboard?page=serve,1,3,62,79,127,70,55,79,56,27,48,85,11,13,16,247,/en/stats/leaderboard?page=serve,3,4,64,58,90,76,44,58,38,12,32,29,2,7,16,65,82,127,38,34,90,53,116,217,62,56,90,35,45,127,47,101,217,02:43:00,02:43:00,,,,,,,9,7,W367,MC65
520,2017,Roland Garros,GS,2017-05-28T00:00:00,2017-06-11T00:00:00,Clay,128,16790000,€,MS011,R16,00:48:00,,F,2,C977,"6-3,3-0",M. Cilic,K. Anderson,,,CRO,RSA,6-3,3-0,,,,00:48:00,A,M. Cilic,K. Anderson,CRO,RSA,,,267,/en/stats/leaderboard?page=serve,2,4,53,17,32,82,14,17,47,7,15,0,0,1,6,165,/en/stats/leaderboard?page=serve,1,0,48,16,33,44,7,16,41,7,17,0,0,4,6,66,21,32,58,19,33,62,40,65,42,14,33,34,11,32,38,25,65,00:48:00,00:48:00,,,,,,,,,C977,A678
