event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS001,F,02:14:00,,F,3,R286,"6-4,6-3,6-3",M. Rios,A. Corretja,,,CHI,ESP,6-4,6-3,6-3,,,02:14:00,251,/en/stats/leaderboard?page=serve,1,5,48,49,103,65,32,49,56,30,54,73,8,11,14,196,/en/stats/leaderboard?page=serve,3,2,46,43,93,65,28,43,36,18,50,53,8,15,14,60,62,103,51,47,93,56,109,196,49,46,93,40,41,103,44,87,196,A,,,,,,,,,M. Rios,A. Corretja,R286,C344,CHI,ESP,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS002,SF,01:34:00,,F,2,R286,"6-4,7-6(7)",M. Rios,C. Moya,,,CHI,ESP,6-4,7-6(7),,,,01:34:00,193,/en/stats/leaderboard?page=serve,1,2,38,26,68,85,22,26,69,29,42,0,0,,11,292,/en/stats/leaderboard?page=serve,1,2,66,51,77,73,37,51,62,16,26,80,4,5,11,75,51,68,31,24,77,52,75,145,69,53,77,25,17,68,48,70,145,A,7,5,,,,,,,M. Rios,C. Moya,R286,M605,CHI,ESP,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS003,SF,01:40:00,,F,2,C344,"6-4,6-4",A. Corretja,F. Santoro,,,ESP,FRA,6-4,6-4,,,,01:40:00,233,/en/stats/leaderboard?page=serve,2,1,49,34,70,71,24,34,44,16,36,57,4,7,10,198,/en/stats/leaderboard?page=serve,1,2,40,24,60,71,17,24,36,13,36,50,5,10,10,57,40,70,50,30,60,54,70,130,50,30,60,43,30,70,46,60,130,A,,,,,,,,,A. Corretja,F. Santoro,C344,S424,ESP,FRA,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS004,QF,00:50:00,,F,2,R286,"6-2,6-1",M. Rios,M. Larsson,,,CHI,SWE,6-2,6-1,,,,00:50:00,270,/en/stats/leaderboard?page=serve,1,3,66,31,47,77,24,31,75,12,16,,0,,8,184,/en/stats/leaderboard?page=serve,3,0,50,20,40,55,11,20,40,8,20,20,1,5,7,77,36,47,53,21,40,66,57,87,48,19,40,23,11,47,34,30,87,A,,,,,,,,,M. Rios,M. Larsson,R286,L206,CHI,SWE,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS005,QF,01:35:00,,F,3,M605,"1-6,6-2,6-4",C. Moya,R. Krajicek,,,ESP,NED,1-6,6-2,6-4,,,01:35:00,282,/en/stats/leaderboard?page=serve,2,0,81,59,73,64,38,59,64,9,14,63,5,8,12,232,/en/stats/leaderboard?page=serve,6,7,48,48,99,73,35,48,41,21,51,69,9,13,13,64,47,73,43,43,99,52,90,172,57,56,99,36,26,73,48,82,172,A,,,,,,,,,C. Moya,R. Krajicek,M605,K214,ESP,NED,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS006,QF,01:03:00,,F,2,C344,"6-2,6-0",A. Corretja,C. Ruud,,,ESP,NOR,6-2,6-0,,,,01:03:00,265,/en/stats/leaderboard?page=serve,1,1,60,26,43,77,20,26,71,12,17,,0,,7,156,/en/stats/leaderboard?page=serve,1,0,58,21,36,38,8,21,33,5,15,44,4,9,7,74,32,43,64,23,36,70,55,79,36,13,36,26,11,43,30,24,79,A,,,,,,,,,A. Corretja,C. Ruud,C344,R219,ESP,NOR,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS007,QF,01:42:00,,F,2,S424,"6-3,7-5",F. Santoro,C. Costa,,,FRA,ESP,6-3,7-5,,,,01:42:00,234,/en/stats/leaderboard?page=serve,2,2,39,27,69,63,17,27,60,25,42,70,7,10,11,209,/en/stats/leaderboard?page=serve,2,1,63,45,71,51,23,45,46,12,26,58,7,12,10,61,42,69,51,36,71,56,78,140,49,35,71,39,27,69,44,62,140,A,,,,,,,,,F. Santoro,C. Costa,S424,C179,FRA,ESP,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS008,R16,01:10:00,,F,2,L206,"7-5,6-0",M. Larsson,D. Vacek,,,SWE,CZE,7-5,6-0,,,,01:10:00,221,/en/stats/leaderboard?page=serve,,4,50,33,66,73,24,33,61,20,33,,0,,9,221,/en/stats/leaderboard?page=serve,2,2,62,32,52,59,19,32,45,9,20,69,9,13,9,67,44,66,46,24,52,58,68,118,54,28,52,33,22,66,42,50,118,A,,,False,,,,,,M. Larsson,D. Vacek,L206,V141,SWE,CZE,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS009,R16,01:36:00,,F,2,R286,"7-6(7),6-4",M. Rios,A. Costa,,,CHI,ESP,7-6(7),6-4,,,,01:36:00,272,/en/stats/leaderboard?page=serve,3,4,42,31,73,77,24,31,62,26,42,67,2,3,11,276,/en/stats/leaderboard?page=serve,2,3,70,57,82,60,34,57,64,16,25,67,4,6,11,68,50,73,39,32,82,53,82,155,61,50,82,32,23,73,47,73,155,A,,,,7,3,,,,M. Rios,A. Costa,R286,C378,CHI,ESP,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS010,R16,01:03:00,,F,2,K214,"6-3,6-2",R. Krajicek,M. Philippoussis,,,NED,AUS,6-3,6-2,,,,01:03:00,279,/en/stats/leaderboard?page=serve,2,7,51,24,47,75,18,24,61,14,23,67,2,3,8,176,/en/stats/leaderboard?page=serve,11,3,39,23,59,57,13,23,44,16,36,17,1,6,9,68,32,47,51,30,59,58,62,106,49,29,59,32,15,47,42,44,106,A,,,,,,,,,R. Krajicek,M. Philippoussis,K214,P338,NED,AUS,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS011,R16,01:19:00,,F,2,M605,"6-4,7-6(7)",C. Moya,A. Medvedev,,,ESP,UKR,6-4,7-6(7),,,,01:19:00,299,/en/stats/leaderboard?page=serve,,1,79,54,68,67,36,54,71,10,14,60,3,5,11,256,/en/stats/leaderboard?page=serve,,2,62,40,65,68,27,40,52,13,25,25,1,4,11,68,46,68,38,25,65,53,71,133,62,40,65,32,22,68,47,62,133,A,7,3,False,,,False,,,C. Moya,A. Medvedev,M605,M475,ESP,UKR,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS012,R16,02:12:00,,F,3,C344,"4-6,7-6(7),6-0",A. Corretja,B. Ulihrach,,,ESP,CZE,4-6,7-6(7),6-0,,,02:12:00,274,/en/stats/leaderboard?page=serve,4,4,57,55,96,73,40,55,59,24,41,71,5,7,14,232,/en/stats/leaderboard?page=serve,2,0,46,48,104,65,31,48,52,29,56,60,6,10,14,67,64,96,42,44,104,54,108,200,58,60,104,33,32,96,46,92,200,A,7,5,,,,,,,A. Corretja,B. Ulihrach,C344,U032,ESP,CZE,,
410,1997,ATP Masters 1000 Monte-Carlo,1000,1997-04-21T00:00:00,1997-04-27T00:00:00,Clay,56,2050000,$,MS013,R16,02:07:00,,F,3,R219,"5-7,7-6(7),6-1",C. Ruud,E. Benfele Alvarez,,,NOR,ESP,5-7,7-6(7),6-1,,,02:07:00,288,/en/stats/leaderboard?page=serve,3,3,65,60,93,75,45,60,61,20,33,0,0,2,16,266,/en/stats/leaderboard?page=serve,4,4,58,49,85,78,38,49,50,18,36,0,0,3,15,70,65,93,34,29,85,53,94,178,66,56,85,30,28,93,47,84,178,A,7,3,,,,,,,C. Ruud,E. Benfele Alvarez,R219,A190,NOR,ESP,,
