event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS011,R16,01:27:00,,F,2,C179,"6-2,7-5",C. Costa,B. Mota,,,ESP,POR,6-2,7-5,,,,01:27:00,,,278,/en/stats/leaderboard?page=serve,,3,61,31,51,84,26,31,50,10,20,50,2,4,10,206,/en/stats/leaderboard?page=serve,2,5,49,37,76,73,27,37,31,12,39,44,4,9,10,71,36,51,49,37,76,57,73,127,51,39,76,29,15,51,43,54,127,A,,False,,,,,C. Costa,B. Mota,C179,M406,ESP,POR,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS012,R16,01:00:00,,F,2,H223,"6-3,6-2",P. Haarhuis,F. Dewulf,,,NED,BEL,6-3,6-2,,,,01:00:00,,,277,/en/stats/leaderboard?page=serve,1,6,55,32,58,75,24,32,54,14,26,0,0,1,9,212,/en/stats/leaderboard?page=serve,4,2,42,16,38,81,13,16,41,9,22,43,3,7,8,66,38,58,42,16,38,56,54,96,58,22,38,34,20,58,44,42,96,A,,,,,,,P. Haarhuis,F. Dewulf,H223,D228,NED,BEL,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS013,R16,01:47:00,,F,3,F164,"3-6,7-6(7),6-1",R. Fromberg,J. Burillo,,,AUS,ESP,3-6,7-6(7),6-1,,,01:47:00,,,282,/en/stats/leaderboard?page=serve,2,7,58,45,77,76,34,45,59,19,32,67,4,6,13,238,/en/stats/leaderboard?page=serve,3,2,56,57,102,61,35,57,49,22,45,50,4,8,15,69,53,77,44,45,102,55,98,179,56,57,102,31,24,77,45,81,179,A,,,7,3,,,R. Fromberg,J. Burillo,F164,B429,AUS,ESP,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS014,R16,02:18:00,,F,3,C216,"7-6(8),1-6,7-6(9)",T. Carbonell,A. Berasategui,,,ESP,ESP,7-6(8),1-6,7-6(9),,,02:18:00,8,6,223,/en/stats/leaderboard?page=serve,3,3,52,64,124,69,44,64,40,24,60,60,9,15,16,265,/en/stats/leaderboard?page=serve,3,1,85,94,110,64,60,94,38,6,16,57,4,7,15,55,68,124,40,44,110,48,112,234,60,66,110,45,56,124,52,122,234,A,,,,,9,7,T. Carbonell,A. Berasategui,C216,B428,ESP,ESP,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS015,R16,02:39:00,,F,3,G254,"4-6,7-6(9),7-5",A. Gaudenzi,R. Carretero,,,ITA,ESP,4-6,7-6(9),7-5,,,02:39:00,,,254,/en/stats/leaderboard?page=serve,2,5,66,77,117,62,48,77,53,21,40,55,6,11,17,244,/en/stats/leaderboard?page=serve,6,3,79,100,127,68,68,100,30,8,27,64,9,14,17,59,69,117,40,51,127,49,120,244,60,76,127,41,48,117,51,124,244,A,,,9,7,,,A. Gaudenzi,R. Carretero,G254,C383,ITA,ESP,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS016,R32,01:10:00,,F,2,M099,"6-1,7-5",T. Muster,D. Rikl,,,AUT,CZE,6-1,7-5,,,,01:10:00,,,268,/en/stats/leaderboard?page=serve,1,1,57,27,47,74,20,27,60,12,20,33,1,3,9,194,/en/stats/leaderboard?page=serve,3,1,67,43,64,56,24,43,33,7,21,40,4,10,10,68,32,47,52,33,64,59,65,111,48,31,64,32,15,47,41,46,111,A,,,,,,,T. Muster,D. Rikl,M099,R203,AUT,CZE,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS017,R32,01:12:00,,F,2,M605,"6-3,6-4",C. Moya,S. Schalken,,,ESP,NED,6-3,6-4,,,,01:12:00,,,290,/en/stats/leaderboard?page=serve,1,3,65,32,49,72,23,32,71,12,17,0,0,2,10,208,/en/stats/leaderboard?page=serve,6,2,55,31,56,58,18,31,44,11,25,43,3,7,9,71,35,49,48,27,56,59,62,105,52,29,56,29,14,49,41,43,105,A,,,,,,,C. Moya,S. Schalken,M605,S572,ESP,NED,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS018,R32,01:29:00,,F,2,P235,"6-3,6-4",S. Pescosolido,N. Marques,,,ITA,POR,6-3,6-4,,,,01:29:00,,,270,/en/stats/leaderboard?page=serve,2,5,61,40,66,68,27,40,58,15,26,50,2,4,10,236,/en/stats/leaderboard?page=serve,1,1,78,49,63,53,26,49,50,7,14,60,6,10,9,64,42,66,48,30,63,56,72,129,52,33,63,36,24,66,44,57,129,A,,,,,,,S. Pescosolido,N. Marques,P235,M197,ITA,POR,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS019,R32,01:15:00,,F,2,C252,"6-3,7-5",F. Clavet,B. Ulihrach,,,ESP,CZE,6-3,7-5,,,,01:15:00,,,246,/en/stats/leaderboard?page=serve,,1,48,26,54,73,19,26,54,15,28,40,2,5,10,205,/en/stats/leaderboard?page=serve,3,4,62,45,73,51,23,45,46,13,28,45,5,11,11,63,34,54,51,37,73,56,71,127,49,36,73,37,20,54,44,56,127,A,,False,,,,,F. Clavet,B. Ulihrach,C252,U032,ESP,CZE,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS020,R32,01:02:00,,F,2,C344,"6-2,6-2",A. Corretja,A. Costa,,,ESP,ESP,6-2,6-2,,,,01:02:00,,,283,/en/stats/leaderboard?page=serve,1,1,74,34,46,76,26,34,58,7,12,,0,,8,227,/en/stats/leaderboard?page=serve,1,0,78,36,46,50,18,36,50,5,10,20,1,5,8,72,33,46,50,23,46,61,56,92,50,23,46,28,13,46,39,36,92,A,,,,,,,A. Corretja,A. Costa,C344,C378,ESP,ESP,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS021,R32,01:59:00,,F,3,N254,"1-6,7-6(7),6-2",J. Novak,K. Kucera,,,CZE,SVK,1-6,7-6(7),6-2,,,01:59:00,,,225,/en/stats/leaderboard?page=serve,1,1,66,56,85,54,30,56,52,15,29,60,9,15,13,220,/en/stats/leaderboard?page=serve,4,4,59,70,118,56,39,70,48,23,48,54,7,13,14,53,45,85,47,56,118,50,101,203,53,62,118,47,40,85,50,102,203,A,,,7,3,,,J. Novak,K. Kucera,N254,K237,CZE,SVK,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS022,R32,01:44:00,,F,3,M406,"6-7(7),6-1,6-1",B. Mota,A. Voinea,,,POR,ROU,6-7(7),6-1,6-1,,,01:44:00,7,9,293,/en/stats/leaderboard?page=serve,1,6,53,42,79,86,36,42,57,21,37,50,1,2,13,209,/en/stats/leaderboard?page=serve,3,0,48,37,77,68,25,37,43,17,40,25,2,8,13,72,57,79,45,35,77,59,92,156,55,42,77,28,22,79,41,64,156,A,,,,,,,B. Mota,A. Voinea,M406,V166,POR,ROU,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS023,R32,01:26:00,,F,2,C179,"6-2,7-5",C. Costa,S. Noszaly,,,ESP,HUN,6-2,7-5,,,,01:26:00,,,249,/en/stats/leaderboard?page=serve,,5,51,34,67,71,24,34,52,17,33,50,3,6,10,185,/en/stats/leaderboard?page=serve,1,2,61,36,59,53,19,36,30,7,23,14,1,7,10,61,41,67,56,33,59,59,74,126,44,26,59,39,26,67,41,52,126,A,,False,,,,,C. Costa,S. Noszaly,C179,N112,ESP,HUN,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS024,R32,01:07:00,,F,2,H223,"6-3,6-3",P. Haarhuis,J. Cunha-Silva,,,NED,POR,6-3,6-3,,,,01:07:00,,,215,/en/stats/leaderboard?page=serve,2,2,61,28,46,82,23,28,72,13,18,0,0,,9,244,/en/stats/leaderboard?page=serve,1,3,70,37,53,62,23,37,44,7,16,57,4,7,9,78,36,46,43,23,53,60,59,99,57,30,53,22,10,46,40,40,99,A,,,,,,,P. Haarhuis,J. Cunha-Silva,H223,C113,NED,POR,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS025,R32,01:05:00,,F,2,D228,"6-3,6-2",F. Dewulf,S. Dosedel,,,BEL,CZE,6-3,6-2,,,,01:05:00,,,270,/en/stats/leaderboard?page=serve,2,4,44,21,48,81,17,21,56,15,27,67,2,3,8,248,/en/stats/leaderboard?page=serve,,0,87,48,55,46,22,48,71,5,7,29,2,7,9,67,32,48,51,28,55,58,60,103,49,27,55,33,16,48,42,43,103,A,False,,,,,,F. Dewulf,S. Dosedel,D228,D198,BEL,CZE,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS026,R32,01:15:00,,F,2,F164,"6-2,6-2",R. Fromberg,J. Arrese,,,AUS,ESP,6-2,6-2,,,,01:15:00,,,288,/en/stats/leaderboard?page=serve,2,6,58,26,45,81,21,26,58,11,19,50,1,2,8,195,/en/stats/leaderboard?page=serve,,0,78,42,54,55,23,42,25,3,12,55,6,11,8,71,32,45,52,28,54,61,60,99,48,26,54,29,13,45,39,39,99,A,False,,,,,,R. Fromberg,J. Arrese,F164,A034,AUS,ESP,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS027,R32,01:41:00,,F,3,B429,"6-3,5-7,6-0",J. Burillo,G. Schaller,,,ESP,AUT,6-3,5-7,6-0,,,01:41:00,,,260,/en/stats/leaderboard?page=serve,1,12,42,40,95,80,32,40,49,27,55,75,9,12,14,242,/en/stats/leaderboard?page=serve,1,0,85,67,79,55,37,67,50,6,12,25,2,8,13,62,59,95,46,36,79,55,95,174,54,43,79,38,36,95,45,79,174,A,,,,,,,J. Burillo,G. Schaller,B429,S315,ESP,AUT,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS028,R32,01:14:00,,F,2,B428,"7-5,6-2",A. Berasategui,J. Sanchez,,,ESP,ESP,7-5,6-2,,,,01:14:00,,,273,/en/stats/leaderboard?page=serve,1,1,83,62,75,69,43,62,31,4,13,86,6,7,10,229,/en/stats/leaderboard?page=serve,5,3,74,50,68,64,32,50,33,6,18,64,7,11,10,63,47,75,44,30,68,54,77,143,56,38,68,37,28,75,46,66,143,A,,,,,,,A. Berasategui,J. Sanchez,B428,S015,ESP,ESP,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS029,R32,01:16:00,,F,2,C216,"6-4,6-2",T. Carbonell,K. Goossens,,,ESP,BEL,6-4,6-2,,,,01:16:00,,,270,/en/stats/leaderboard?page=serve,1,2,80,45,56,67,30,45,45,5,11,71,5,7,9,193,/en/stats/leaderboard?page=serve,2,1,54,30,56,50,15,30,46,12,26,44,4,9,9,63,35,56,52,29,56,57,64,112,48,27,56,38,21,56,43,48,112,A,,,,,,,T. Carbonell,K. Goossens,C216,G285,ESP,BEL,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS030,R32,01:11:00,,F,2,C383,"6-4,6-2",R. Carretero,M. Goellner,,,ESP,GER,6-4,6-2,,,,01:11:00,,,236,/en/stats/leaderboard?page=serve,,0,78,36,46,78,28,36,80,8,10,0,0,,9,231,/en/stats/leaderboard?page=serve,3,8,48,41,85,73,30,41,39,17,44,77,10,13,9,78,36,46,45,38,85,56,74,131,55,47,85,22,10,46,44,57,131,A,,False,,,,,R. Carretero,M. Goellner,C383,G252,ESP,GER,,
468,1996,Estoril,GP,1996-04-08T00:00:00,1996-04-14T00:00:00,Clay,32,600000,$,MS031,R32,01:24:00,,F,3,G254,"1-6,6-3,6-0",A. Gaudenzi,Y. Kafelnikov,,,ITA,RUS,1-6,6-3,6-0,,,01:24:00,,,237,/en/stats/leaderboard?page=serve,8,1,63,39,62,74,29,39,35,8,23,57,4,7,11,215,/en/stats/leaderboard?page=serve,2,4,55,41,75,63,26,41,41,14,34,62,8,13,11,60,37,62,47,35,75,53,72,137,53,40,75,40,25,62,47,65,137,A,,,,,,,A. Gaudenzi,Y. Kafelnikov,G254,K267,ITA,RUS,,
