event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,player_a,player_b,player_a_id,player_b_id,country_a,country_b,seed_a,seed_b,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_a,serveratinglink_tot_a,doublefaults_tot_a,aces_tot_a,firstserve_percent_tot_a,firstserve_dividend_tot_a,firstserve_divisor_tot_a,firstservepointswon_percent_tot_a,firstservepointswon_dividend_tot_a,firstservepointswon_divisor_tot_a,secondservepointswon_percent_tot_a,secondservepointswon_dividend_tot_a,secondservepointswon_divisor_tot_a,breakpointssaved_percent_tot_a,breakpointssaved_dividend_tot_a,breakpointssaved_divisor_tot_a,servicegamesplayed_tot_a,serverating_tot_b,serveratinglink_tot_b,doublefaults_tot_b,aces_tot_b,firstserve_percent_tot_b,firstserve_dividend_tot_b,firstserve_divisor_tot_b,firstservepointswon_percent_tot_b,firstservepointswon_dividend_tot_b,firstservepointswon_divisor_tot_b,secondservepointswon_percent_tot_b,secondservepointswon_dividend_tot_b,secondservepointswon_divisor_tot_b,breakpointssaved_percent_tot_b,breakpointssaved_dividend_tot_b,breakpointssaved_divisor_tot_b,servicegamesplayed_tot_b,totalservicepointswon_percent_tot_a,totalservicepointswon_dividend_tot_a,totalservicepointswon_divisor_tot_a,totalreturnpointswon_percent_tot_a,totalreturnpointswon_dividend_tot_a,totalreturnpointswon_divisor_tot_a,totalpointswon_percent_tot_a,totalpointswon_dividend_tot_a,totalpointswon_divisor_tot_a,totalservicepointswon_percent_tot_b,totalservicepointswon_dividend_tot_b,totalservicepointswon_divisor_tot_b,totalreturnpointswon_percent_tot_b,totalreturnpointswon_dividend_tot_b,totalreturnpointswon_divisor_tot_b,totalpointswon_percent_tot_b,totalpointswon_dividend_tot_b,totalpointswon_divisor_tot_b,winner_flag,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS024,Round of 32,,,F,5,M0NI,A. de Minaur,J. Mensik,DH58,M0NI,AUS,CZE,8,26,,J. Mensik,A. de Minaur,26,8,CZE,AUS,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,160.0,/en/stats/leaderboard?page=serve,4.0,2.0,62.0,55.0,89.0,53.0,29.0,55.0,47.0,16.0,34.0,50.0,7.0,14.0,0.0,167.0,/en/stats/leaderboard?page=serve,5.0,6.0,53.0,50.0,95.0,66.0,33.0,50.0,47.0,21.0,45.0,29.0,2.0,7.0,0.0,51.0,45.0,89.0,43.0,41.0,95.0,47.0,86.0,184.0,57.0,54.0,95.0,49.0,44.0,89.0,53.0,98.0,184.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS025,Round of 32,,,F,5,RE44,N. Borges,A. Rublev,BT72,RE44,POR,RUS,,11,,A. Rublev,N. Borges,11,,RUS,POR,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,199.0,/en/stats/leaderboard?page=serve,1.0,6.0,69.0,79.0,114.0,71.0,56.0,79.0,54.0,19.0,35.0,70.0,7.0,10.0,0.0,203.0,/en/stats/leaderboard?page=serve,3.0,12.0,63.0,72.0,115.0,75.0,54.0,72.0,56.0,24.0,43.0,60.0,3.0,5.0,0.0,66.0,75.0,114.0,32.0,37.0,115.0,49.0,112.0,229.0,68.0,78.0,115.0,34.0,39.0,114.0,51.0,117.0,229.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS026,Round of 32,,,F,5,RH16,C. Ruud,T. Paul,RH16,PL56,NOR,USA,15,24,,C. Ruud,T. Paul,15,24,NOR,USA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,205.0,/en/stats/leaderboard?page=serve,5.0,14.0,59.0,95.0,161.0,79.0,75.0,95.0,58.0,38.0,66.0,0.0,0.0,3.0,0.0,197.0,/en/stats/leaderboard?page=serve,9.0,17.0,64.0,125.0,194.0,74.0,93.0,125.0,51.0,35.0,69.0,86.0,12.0,14.0,0.0,70.0,113.0,161.0,34.0,66.0,194.0,50.0,179.0,355.0,66.0,128.0,194.0,30.0,48.0,161.0,50.0,176.0,355.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS027,Round of 32,,,F,5,F0FV,J. Fonseca,N. Djokovic,F0FV,D643,BRA,SRB,28,3,,J. Fonseca,N. Djokovic,28,3,BRA,SRB,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,204.0,/en/stats/leaderboard?page=serve,1.0,8.0,74.0,119.0,161.0,66.0,79.0,119.0,57.0,24.0,42.0,60.0,9.0,15.0,0.0,199.0,/en/stats/leaderboard?page=serve,1.0,11.0,81.0,137.0,170.0,66.0,91.0,137.0,42.0,14.0,33.0,69.0,11.0,16.0,0.0,64.0,103.0,161.0,38.0,65.0,170.0,51.0,168.0,331.0,62.0,105.0,170.0,36.0,58.0,161.0,49.0,163.0,331.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS028,Round of 32,,,F,5,J0DZ,A. Michelsen,R. Jodar,M0QI,J0DZ,USA,ESP,,27,,R. Jodar,A. Michelsen,27,,ESP,USA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,178.0,/en/stats/leaderboard?page=serve,5.0,7.0,69.0,129.0,187.0,64.0,82.0,129.0,43.0,25.0,58.0,50.0,8.0,16.0,0.0,187.0,/en/stats/leaderboard?page=serve,11.0,13.0,71.0,114.0,161.0,71.0,81.0,114.0,43.0,20.0,47.0,45.0,5.0,11.0,0.0,57.0,107.0,187.0,37.0,60.0,161.0,48.0,167.0,348.0,63.0,101.0,161.0,43.0,80.0,187.0,52.0,181.0,348.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS029,Round of 32,,,F,5,CD85,T. Tirante,P. Carreno Busta,T0A1,CD85,ARG,ESP,,,,P. Carreno Busta,T. Tirante,,,ESP,ARG,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,187.0,/en/stats/leaderboard?page=serve,4.0,9.0,71.0,101.0,143.0,59.0,60.0,101.0,52.0,22.0,42.0,75.0,12.0,16.0,0.0,208.0,/en/stats/leaderboard?page=serve,2.0,10.0,71.0,89.0,126.0,72.0,64.0,89.0,57.0,21.0,37.0,56.0,5.0,9.0,0.0,57.0,82.0,143.0,33.0,41.0,126.0,46.0,123.0,269.0,67.0,85.0,126.0,43.0,61.0,143.0,54.0,146.0,269.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS030,Round of 32,,,F,5,D0C1,K. Khachanov,J. de Jong,KE29,D0C1,RUS,NED,13,,,J. de Jong,K. Khachanov,,13,NED,RUS,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,216.0,/en/stats/leaderboard?page=serve,2.0,15.0,79.0,117.0,149.0,65.0,76.0,117.0,59.0,19.0,32.0,42.0,5.0,12.0,0.0,193.0,/en/stats/leaderboard?page=serve,9.0,17.0,70.0,116.0,166.0,79.0,92.0,116.0,36.0,18.0,50.0,77.0,10.0,13.0,0.0,64.0,95.0,149.0,34.0,56.0,166.0,48.0,151.0,315.0,66.0,110.0,166.0,36.0,54.0,149.0,52.0,164.0,315.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS031,Round of 32,,,F,5,Z355,Q. Halys,A. Zverev,HB64,Z355,FRA,GER,,2,,A. Zverev,Q. Halys,2,,GER,FRA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,188.0,/en/stats/leaderboard?page=serve,2.0,7.0,71.0,99.0,139.0,57.0,56.0,99.0,55.0,22.0,40.0,59.0,10.0,17.0,0.0,199.0,/en/stats/leaderboard?page=serve,7.0,6.0,70.0,75.0,107.0,71.0,53.0,75.0,59.0,19.0,32.0,40.0,2.0,5.0,0.0,56.0,78.0,139.0,33.0,35.0,107.0,46.0,113.0,246.0,67.0,72.0,107.0,44.0,61.0,139.0,54.0,133.0,246.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS032,Round of 64,,,F,5,C0C8,J. Sinner,J. Cerundolo,S0AG,C0C8,ITA,ARG,1,,,J. Cerundolo,J. Sinner,,1,ARG,ITA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,164.0,/en/stats/leaderboard?page=serve,7.0,5.0,61.0,81.0,133.0,63.0,51.0,81.0,42.0,22.0,52.0,43.0,6.0,14.0,0.0,194.0,/en/stats/leaderboard?page=serve,5.0,14.0,62.0,78.0,125.0,68.0,53.0,78.0,55.0,26.0,47.0,69.0,11.0,16.0,0.0,55.0,73.0,133.0,37.0,46.0,125.0,46.0,119.0,258.0,63.0,79.0,125.0,45.0,60.0,133.0,54.0,139.0,258.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS033,Round of 64,,,F,5,L0IL,M. Landaluce,V. Kopriva,L0IL,KI82,ESP,CZE,,,,M. Landaluce,V. Kopriva,,,ESP,CZE,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,173.0,/en/stats/leaderboard?page=serve,5.0,6.0,66.0,82.0,125.0,57.0,47.0,82.0,49.0,21.0,43.0,20.0,2.0,10.0,0.0,176.0,/en/stats/leaderboard?page=serve,4.0,2.0,72.0,109.0,152.0,57.0,62.0,109.0,49.0,21.0,43.0,50.0,7.0,14.0,0.0,54.0,68.0,125.0,45.0,69.0,152.0,49.0,137.0,277.0,55.0,83.0,152.0,46.0,57.0,125.0,51.0,140.0,277.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS034,Round of 64,,,F,5,BK40,A. Rinderknech,M. Berrettini,RC91,BK40,FRA,ITA,22,,,M. Berrettini,A. Rinderknech,,22,ITA,FRA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,178.0,/en/stats/leaderboard?page=serve,8.0,7.0,57.0,55.0,97.0,65.0,36.0,55.0,57.0,24.0,42.0,50.0,4.0,8.0,0.0,200.0,/en/stats/leaderboard?page=serve,4.0,7.0,62.0,53.0,85.0,85.0,45.0,53.0,50.0,16.0,32.0,67.0,2.0,3.0,0.0,62.0,60.0,97.0,28.0,24.0,85.0,46.0,84.0,182.0,72.0,61.0,85.0,38.0,37.0,97.0,54.0,98.0,182.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS035,Round of 64,,,F,5,C0DF,F. Comesana,L. Darderi,C0DF,D0FJ,ARG,ITA,,14,,F. Comesana,L. Darderi,,14,ARG,ITA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,209.0,/en/stats/leaderboard?page=serve,1.0,7.0,71.0,106.0,150.0,71.0,75.0,106.0,61.0,27.0,44.0,25.0,1.0,4.0,0.0,214.0,/en/stats/leaderboard?page=serve,2.0,6.0,74.0,102.0,138.0,72.0,73.0,102.0,64.0,23.0,36.0,43.0,3.0,7.0,0.0,68.0,102.0,150.0,30.0,42.0,138.0,50.0,144.0,288.0,70.0,96.0,138.0,32.0,48.0,150.0,50.0,144.0,288.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS036,Round of 64,,,F,5,F0F2,J. Struff,J. Faria,SL28,F0F2,GER,POR,,,,J. Faria,J. Struff,,,POR,GER,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,168.0,/en/stats/leaderboard?page=serve,5.0,9.0,46.0,58.0,125.0,66.0,38.0,58.0,52.0,35.0,67.0,69.0,11.0,16.0,0.0,195.0,/en/stats/leaderboard?page=serve,3.0,6.0,54.0,50.0,93.0,78.0,39.0,50.0,60.0,26.0,43.0,50.0,2.0,4.0,0.0,58.0,73.0,125.0,30.0,28.0,93.0,46.0,101.0,218.0,70.0,65.0,93.0,42.0,52.0,125.0,54.0,117.0,218.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS037,Round of 64,,,F,5,TD51,H. Hurkacz,F. Tiafoe,HB71,TD51,POL,USA,,19,,F. Tiafoe,H. Hurkacz,19,,USA,POL,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,242.0,/en/stats/leaderboard?page=serve,6.0,43.0,95.0,181.0,191.0,70.0,126.0,181.0,40.0,4.0,10.0,64.0,7.0,11.0,0.0,240.0,/en/stats/leaderboard?page=serve,2.0,14.0,94.0,162.0,173.0,70.0,114.0,162.0,64.0,7.0,11.0,71.0,5.0,7.0,0.0,68.0,130.0,191.0,30.0,52.0,173.0,50.0,182.0,364.0,70.0,121.0,173.0,32.0,61.0,191.0,50.0,182.0,364.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS038,Round of 64,,,F,5,A0FC,M. Arnaldi,S. Tsitsipas,A0FC,TE51,ITA,GRE,,,,M. Arnaldi,S. Tsitsipas,,,ITA,GRE,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,184.0,/en/stats/leaderboard?page=serve,4.0,8.0,92.0,108.0,118.0,68.0,73.0,108.0,20.0,2.0,10.0,67.0,8.0,12.0,0.0,204.0,/en/stats/leaderboard?page=serve,1.0,4.0,92.0,118.0,128.0,69.0,82.0,118.0,40.0,4.0,10.0,67.0,4.0,6.0,0.0,64.0,75.0,118.0,33.0,42.0,128.0,48.0,117.0,246.0,67.0,86.0,128.0,36.0,43.0,118.0,52.0,129.0,246.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS039,Round of 64,,,F,5,C0JP,R. Collignon,B. Shelton,C0JP,S0S1,BEL,USA,,5,,R. Collignon,B. Shelton,,5,BEL,USA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,207.0,/en/stats/leaderboard?page=serve,2.0,10.0,65.0,58.0,89.0,69.0,40.0,58.0,65.0,20.0,31.0,50.0,3.0,6.0,0.0,225.0,/en/stats/leaderboard?page=serve,1.0,6.0,62.0,49.0,79.0,88.0,43.0,49.0,70.0,21.0,30.0,0.0,0.0,0.0,0.0,67.0,60.0,89.0,19.0,15.0,79.0,45.0,75.0,168.0,81.0,64.0,79.0,33.0,29.0,89.0,55.0,93.0,168.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS040,Round of 64,,,F,5,AG37,F. Auger-Aliassime,R. Burruchaga,AG37,B0FV,CAN,ARG,4,,,F. Auger-Aliassime,R. Burruchaga,4,,CAN,ARG,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,165.0,/en/stats/leaderboard?page=serve,6.0,3.0,63.0,66.0,105.0,59.0,39.0,66.0,46.0,18.0,39.0,30.0,3.0,10.0,0.0,186.0,/en/stats/leaderboard?page=serve,8.0,7.0,66.0,75.0,114.0,85.0,64.0,75.0,36.0,14.0,39.0,75.0,6.0,8.0,0.0,54.0,57.0,105.0,32.0,36.0,114.0,42.0,93.0,219.0,68.0,78.0,114.0,46.0,48.0,105.0,58.0,126.0,219.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS041,Round of 64,,,F,5,N0AE,L. Van Assche,B. Nakashima,V0DZ,N0AE,FRA,USA,,31,,B. Nakashima,L. Van Assche,31,,USA,FRA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,169.0,/en/stats/leaderboard?page=serve,10.0,7.0,53.0,84.0,158.0,73.0,61.0,84.0,46.0,34.0,74.0,50.0,7.0,14.0,0.0,201.0,/en/stats/leaderboard?page=serve,0.0,12.0,63.0,91.0,145.0,82.0,75.0,91.0,44.0,24.0,54.0,63.0,5.0,8.0,0.0,60.0,95.0,158.0,32.0,46.0,145.0,47.0,141.0,303.0,68.0,99.0,145.0,40.0,63.0,158.0,53.0,162.0,303.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS042,Round of 64,,,F,5,K0O4,A. Vallejo,M. Kouame,V0DP,K0O4,PAR,FRA,,,,M. Kouame,A. Vallejo,,,FRA,PAR,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,186.0,/en/stats/leaderboard?page=serve,5.0,10.0,62.0,105.0,170.0,68.0,71.0,105.0,51.0,33.0,65.0,54.0,7.0,13.0,0.0,174.0,/en/stats/leaderboard?page=serve,8.0,6.0,59.0,105.0,177.0,67.0,70.0,105.0,50.0,36.0,72.0,53.0,8.0,15.0,0.0,61.0,104.0,170.0,40.0,71.0,177.0,50.0,175.0,347.0,60.0,106.0,177.0,39.0,66.0,170.0,50.0,172.0,347.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS043,Round of 64,,,F,5,TE30,A. Tabilo,V. Vacherot,TE30,VA25,CHI,MON,,16,,A. Tabilo,V. Vacherot,,16,CHI,MON,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS044,Round of 64,,,F,5,C0E9,F. Cobolli,Y. Wu,C0E9,WB32,ITA,CHN,10,,,F. Cobolli,Y. Wu,10,,ITA,CHN,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,176.0,/en/stats/leaderboard?page=serve,1.0,4.0,57.0,55.0,97.0,56.0,31.0,55.0,60.0,25.0,42.0,64.0,9.0,14.0,0.0,192.0,/en/stats/leaderboard?page=serve,4.0,7.0,65.0,58.0,89.0,76.0,44.0,58.0,48.0,15.0,31.0,50.0,2.0,4.0,0.0,58.0,56.0,97.0,34.0,30.0,89.0,46.0,86.0,186.0,66.0,59.0,89.0,42.0,41.0,97.0,54.0,100.0,186.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS045,Round of 64,,,F,5,T0HA,F. Diaz Acosta,L. Tien,D0CG,T0HA,ARG,USA,,18,,L. Tien,F. Diaz Acosta,18,,USA,ARG,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,183.0,/en/stats/leaderboard?page=serve,6.0,7.0,77.0,131.0,171.0,60.0,78.0,131.0,45.0,18.0,40.0,40.0,6.0,15.0,0.0,172.0,/en/stats/leaderboard?page=serve,9.0,9.0,74.0,125.0,168.0,63.0,79.0,125.0,35.0,15.0,43.0,58.0,11.0,19.0,0.0,56.0,96.0,171.0,44.0,74.0,168.0,50.0,170.0,339.0,56.0,94.0,168.0,44.0,75.0,171.0,50.0,169.0,339.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS046,Round of 64,,,F,5,C0AU,F. Cerundolo,H. Gaston,C0AU,G09O,ARG,FRA,25,,,F. Cerundolo,H. Gaston,25,,ARG,FRA,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,183.0,/en/stats/leaderboard?page=serve,2.0,4.0,74.0,97.0,131.0,54.0,52.0,97.0,53.0,18.0,34.0,65.0,13.0,20.0,0.0,191.0,/en/stats/leaderboard?page=serve,3.0,4.0,72.0,69.0,96.0,70.0,48.0,69.0,48.0,13.0,27.0,40.0,2.0,5.0,0.0,53.0,70.0,131.0,36.0,35.0,96.0,46.0,105.0,227.0,64.0,61.0,96.0,47.0,61.0,131.0,54.0,122.0,227.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS047,Round of 64,,,F,5,S0K7,Z. Svajda,A. Walton,S0K7,W09E,USA,AUS,,,,Z. Svajda,A. Walton,,,USA,AUS,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,187.0,/en/stats/leaderboard?page=serve,0.0,13.0,63.0,87.0,139.0,69.0,60.0,87.0,42.0,22.0,52.0,69.0,11.0,16.0,0.0,216.0,/en/stats/leaderboard?page=serve,1.0,21.0,62.0,77.0,124.0,79.0,61.0,77.0,55.0,26.0,47.0,80.0,4.0,5.0,0.0,59.0,82.0,139.0,30.0,37.0,124.0,45.0,119.0,263.0,70.0,87.0,124.0,41.0,57.0,139.0,55.0,144.0,263.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS048,Round of 64,,,F,5,DH58,A. de Minaur,A. Blockx,DH58,B0PG,AUS,BEL,8,,,A. de Minaur,A. Blockx,8,,AUS,BEL,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS049,Round of 64,,,F,5,M0NI,M. Navone,J. Mensik,N0BS,M0NI,ARG,CZE,,26,,J. Mensik,M. Navone,26,,CZE,ARG,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,195.0,/en/stats/leaderboard?page=serve,3.0,3.0,88.0,141.0,161.0,67.0,94.0,141.0,40.0,8.0,20.0,77.0,10.0,13.0,0.0,181.0,/en/stats/leaderboard?page=serve,8.0,11.0,66.0,110.0,167.0,70.0,77.0,110.0,42.0,24.0,57.0,69.0,11.0,16.0,0.0,63.0,102.0,161.0,40.0,66.0,167.0,51.0,168.0,328.0,60.0,101.0,167.0,37.0,59.0,161.0,49.0,160.0,328.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS050,Round of 64,,,F,5,BT72,N. Borges,M. Kecmanovic,BT72,KI95,POR,SRB,,,,N. Borges,M. Kecmanovic,,,POR,SRB,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,176.0,/en/stats/leaderboard?page=serve,4.0,3.0,56.0,48.0,86.0,58.0,28.0,48.0,63.0,24.0,38.0,45.0,5.0,11.0,0.0,186.0,/en/stats/leaderboard?page=serve,5.0,13.0,59.0,72.0,122.0,71.0,51.0,72.0,48.0,24.0,50.0,88.0,7.0,8.0,0.0,60.0,52.0,86.0,39.0,47.0,122.0,48.0,99.0,208.0,61.0,75.0,122.0,40.0,34.0,86.0,52.0,109.0,208.0
520,2026,Roland Garros,GS,2026-05-24T00:00:00,2026-06-07T00:00:00,Clay,128,28900000,€,MS051,Round of 64,,,F,5,RE44,C. Ugo Carabelli,A. Rublev,U182,RE44,ARG,RUS,,11,,A. Rublev,C. Ugo Carabelli,11,,RUS,ARG,,,,,,2026-05-24T00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,187.0,/en/stats/leaderboard?page=serve,2.0,9.0,74.0,89.0,121.0,65.0,58.0,89.0,41.0,13.0,32.0,55.0,6.0,11.0,0.0,183.0,/en/stats/leaderboard?page=serve,2.0,5.0,65.0,87.0,133.0,67.0,58.0,87.0,48.0,22.0,46.0,71.0,10.0,14.0,0.0,59.0,71.0,121.0,40.0,53.0,133.0,49.0,124.0,254.0,60.0,80.0,133.0,41.0,50.0,121.0,51.0,130.0,254.0
