event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS001,F,02:12:00,,F,2,M655,"7-6(7),6-4",N. Massu,G. Gaudio,,,CHI,ARG,7-6(7),6-4,,,,02:12:00,7,3,263,/en/stats/leaderboard?page=serve,3,3,54,46,85,74,34,46,54,21,39,82,9,11,11,239,/en/stats/leaderboard?page=serve,1,2,58,47,81,55,26,47,53,18,34,63,5,8,11,65,55,85,46,37,81,55,92,166,54,44,81,35,30,85,45,74,166,A,,,N. Massu,G. Gaudio,M655,G374,CHI,ARG,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS002,SF,01:27:00,,F,2,M655,"6-3,6-3",N. Massu,R. Schuettler,,,CHI,GER,6-3,6-3,,,,01:27:00,,,278,/en/stats/leaderboard?page=serve,3,3,64,38,59,74,28,38,52,11,21,80,4,5,9,228,/en/stats/leaderboard?page=serve,1,1,67,41,61,56,23,41,50,10,20,64,7,11,9,66,39,59,46,28,61,56,67,120,54,33,61,34,20,59,44,53,120,A,,,N. Massu,R. Schuettler,M655,S636,CHI,GER,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS003,SF,01:04:00,,F,2,G374,"6-0,6-2",G. Gaudio,F. Verdasco,,,ARG,ESP,6-0,6-2,,,,01:04:00,,,305,/en/stats/leaderboard?page=serve,1,3,58,26,45,77,20,26,68,13,19,100,2,2,7,175,/en/stats/leaderboard?page=serve,2,3,74,39,53,51,20,39,21,3,14,38,3,8,7,73,33,45,57,30,53,64,63,98,43,23,53,27,12,45,36,35,98,A,,,G. Gaudio,F. Verdasco,G374,V306,ARG,ESP,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS004,QF,01:27:00,,F,2,S636,"7-6(8),6-2",R. Schuettler,F. Mayer,,,GER,GER,7-6(8),6-2,,,,01:27:00,8,6,242,/en/stats/leaderboard?page=serve,4,5,58,38,66,63,24,38,50,14,28,40,2,5,10,209,/en/stats/leaderboard?page=serve,3,6,62,51,82,59,30,51,35,11,31,64,9,14,10,58,38,66,50,41,82,53,79,148,50,41,82,42,28,66,47,69,148,A,,,R. Schuettler,F. Mayer,S636,MB02,GER,GER,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS005,QF,02:52:00,,F,2,M655,"7-6(7),7-6(8)",N. Massu,M. Zabaleta,,,CHI,ARG,7-6(7),7-6(8),,,,02:52:00,7,4,272,/en/stats/leaderboard?page=serve,1,1,58,58,100,69,40,58,62,26,42,82,9,11,12,273,/en/stats/leaderboard?page=serve,4,5,63,57,91,67,38,57,59,20,34,80,8,10,12,66,66,100,36,33,91,52,99,191,64,58,91,34,34,100,48,92,191,A,8,6,N. Massu,M. Zabaleta,M655,Z073,CHI,ARG,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS006,QF,01:01:00,,F,2,V306,"6-2,6-3",F. Verdasco,F. Lopez,,,ESP,ESP,6-2,6-3,,,,01:01:00,,,295,/en/stats/leaderboard?page=serve,1,3,79,41,52,63,26,41,64,7,11,0,0,1,8,194,/en/stats/leaderboard?page=serve,4,3,57,32,56,56,18,32,38,9,24,44,4,9,9,63,33,52,52,29,56,57,62,108,48,27,56,37,19,52,43,46,108,A,,,F. Verdasco,F. Lopez,V306,L397,ESP,ESP,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS007,QF,02:06:00,,F,2,G374,"7-6(7),7-6(7)",G. Gaudio,L. Horna,,,ARG,PER,7-6(7),7-6(7),,,,02:06:00,7,5,272,/en/stats/leaderboard?page=serve,3,3,73,62,85,81,50,62,35,8,23,67,4,6,12,262,/en/stats/leaderboard?page=serve,3,10,70,73,105,71,52,73,31,10,32,87,13,15,12,68,58,85,41,43,105,53,101,190,59,62,105,32,27,85,47,89,190,A,7,1,G. Gaudio,L. Horna,G374,H390,ARG,PER,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS008,R16,00:28:00,,F,1,S636,6-0,R. Schuettler,D. Sanchez,,,GER,ESP,6-0,,,,,00:28:00,,,314,/en/stats/leaderboard?page=serve,0,0,61,11,18,82,9,11,71,5,7,0,0,0,3,94,/en/stats/leaderboard?page=serve,1,0,35,6,17,33,2,6,27,3,11,0,0,3,3,78,14,18,71,12,17,74,26,35,29,5,17,22,4,18,26,9,35,A,,,R. Schuettler,D. Sanchez,S636,S677,GER,ESP,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS009,R16,01:14:00,,F,2,MB02,"6-4,6-4",F. Mayer,J. Monaco,,,GER,ARG,6-4,6-4,,,,01:14:00,,,245,/en/stats/leaderboard?page=serve,2,5,63,41,65,76,31,41,33,8,24,40,2,5,10,201,/en/stats/leaderboard?page=serve,8,1,53,35,66,66,23,35,39,12,31,38,3,8,10,60,39,65,47,31,66,53,70,131,53,35,66,40,26,65,47,61,131,A,,,F. Mayer,J. Monaco,MB02,MA21,GER,ARG,,
319,2004,Kitzbuhel,CS,2004-07-19T00:00:00,2004-07-25T00:00:00,Clay,48,782828,$,MS010,R16,02:30:00,,F,3,M655,"7-6(7),3-6,6-4",N. Massu,T. Berdych,,,CHI,CZE,7-6(7),3-6,6-4,,,02:30:00,7,3,260,/en/stats/leaderboard?page=serve,8,4,48,52,109,75,39,52,60,34,57,70,7,10,16,286,/en/stats/leaderboard?page=serve,3,16,63,60,96,77,46,60,47,17,36,67,4,6,15,67,73,109,34,33,96,52,106,205,66,63,96,33,36,109,48,99,205,A,,,N. Massu,T. Berdych,M655,BA47,CHI,CZE,,
