event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS001,F,01:33:00,,F,3,P338,"6-1,5-7,6-4",M. Philippoussis,M. Larsson,,,AUS,SWE,6-1,5-7,6-4,,,01:33:00,312,/en/stats/leaderboard?page=serve,1,15,65,53,81,83,44,53,57,16,28,80,4,5,15,274,/en/stats/leaderboard?page=serve,1,11,68,54,80,76,41,54,42,11,26,40,2,5,14,74,60,81,35,28,80,55,88,161,65,52,80,26,21,81,45,73,161,A,,,,,,,,,M. Philippoussis,M. Larsson,P338,L206,AUS,SWE,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS002,SF,00:56:00,,F,2,L206,"6-4,6-4",M. Larsson,M. Rios,,,SWE,CHI,6-4,6-4,,,,00:56:00,329,/en/stats/leaderboard?page=serve,1,7,77,40,52,83,33,40,83,10,12,,0,,10,270,/en/stats/leaderboard?page=serve,1,2,54,27,50,78,21,27,57,13,23,0,0,2,10,83,43,52,32,16,50,58,59,102,68,34,50,17,9,52,42,43,102,A,,,,,,,,,M. Larsson,M. Rios,L206,R286,SWE,CHI,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS003,SF,02:23:00,,F,3,P338,"2-6,7-6(7),7-6(9)",M. Philippoussis,M. Woodforde,,,AUS,AUS,2-6,7-6(7),7-6(9),,,02:23:00,283,/en/stats/leaderboard?page=serve,7,19,58,64,111,77,49,64,49,23,47,60,3,5,16,237,/en/stats/leaderboard?page=serve,2,3,65,79,122,68,54,79,60,26,43,,0,,16,65,72,111,34,42,122,49,114,233,66,80,122,35,39,111,51,119,233,A,7,5,9,7,,,,,M. Philippoussis,M. Woodforde,P338,W035,AUS,AUS,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS004,QF,01:22:00,,F,2,R286,"7-6(9),6-3",M. Rios,O. Stanoytchev,,,CHI,BUL,7-6(9),6-3,,,,01:22:00,280,/en/stats/leaderboard?page=serve,2,3,50,38,76,76,29,38,63,24,38,83,5,6,11,263,/en/stats/leaderboard?page=serve,3,6,42,26,62,85,22,26,53,19,36,0,0,2,10,70,53,76,34,21,62,54,74,138,66,41,62,30,23,76,46,64,138,A,,,,,9,7,,,M. Rios,O. Stanoytchev,R286,S519,CHI,BUL,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS005,QF,01:17:00,,F,2,L206,"6-1,7-6(7)",M. Larsson,B. Karbacher,,,SWE,GER,6-1,7-6(7),,,,01:17:00,228,/en/stats/leaderboard?page=serve,,10,70,38,54,79,30,38,69,11,16,0,0,,9,231,/en/stats/leaderboard?page=serve,3,1,49,37,76,76,28,37,38,15,39,50,3,6,10,76,41,54,43,33,76,57,74,130,57,43,76,24,13,54,43,56,130,A,7,2,,,,,False,,M. Larsson,B. Karbacher,L206,K190,SWE,GER,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS006,QF,02:06:00,,F,3,P338,"6-4,3-6,7-6(7)",M. Philippoussis,H. Arazi,,,AUS,MAR,6-4,3-6,7-6(7),,,02:06:00,284,/en/stats/leaderboard?page=serve,3,18,65,66,102,76,50,66,42,15,36,33,1,3,15,265,/en/stats/leaderboard?page=serve,6,8,53,62,117,76,47,62,47,26,55,82,9,11,16,64,65,102,38,44,117,50,109,219,62,73,117,36,37,102,50,110,219,A,,,7,5,,,,,M. Philippoussis,H. Arazi,P338,A226,AUS,MAR,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS007,QF,01:14:00,,F,2,W035,"6-4,6-3",M. Woodforde,C. Pioline,,,AUS,FRA,6-4,6-3,,,,01:14:00,278,/en/stats/leaderboard?page=serve,1,4,57,35,61,74,26,35,54,14,26,50,1,2,10,248,/en/stats/leaderboard?page=serve,1,5,51,24,47,92,22,24,35,8,23,25,1,4,9,66,40,61,36,17,47,53,57,108,64,30,47,34,21,61,47,51,108,A,,,,,,,,,M. Woodforde,C. Pioline,W035,P226,AUS,FRA,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS008,R16,01:03:00,,F,2,R286,"6-2,6-2",M. Rios,L. Roux,,,CHI,FRA,6-2,6-2,,,,01:03:00,187,/en/stats/leaderboard?page=serve,3,4,48,24,50,92,22,24,46,12,26,0,0,,8,208,/en/stats/leaderboard?page=serve,2,4,55,27,49,74,20,27,27,6,22,50,4,8,8,68,34,50,47,23,49,58,57,99,53,26,49,32,16,50,42,42,99,A,,,,,,,,,M. Rios,L. Roux,R286,R280,CHI,FRA,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS009,R16,02:28:00,,F,3,S519,"5-7,7-5,6-3",O. Stanoytchev,T. Guardiola,,,BUL,FRA,5-7,7-5,6-3,,,02:28:00,264,/en/stats/leaderboard?page=serve,5,10,57,56,99,82,46,56,44,19,43,56,5,9,17,240,/en/stats/leaderboard?page=serve,1,6,52,54,104,69,37,54,46,23,50,50,5,10,16,66,65,99,42,44,104,54,109,203,58,60,104,34,34,99,46,94,203,A,,,,,,,,,O. Stanoytchev,T. Guardiola,S519,G231,BUL,FRA,,
327,1996,Toulouse,GP,1996-10-14T00:00:00,1996-10-20T00:00:00,Hard,32,375000,$,MS010,R16,01:26:00,,F,2,K190,"6-4,7-6(12)",B. Karbacher,F. Dewulf,,,GER,BEL,6-4,7-6(12),,,,01:26:00,282,/en/stats/leaderboard?page=serve,2,7,61,45,74,73,33,45,62,18,29,67,4,6,11,267,/en/stats/leaderboard?page=serve,3,9,59,40,68,80,32,40,50,14,28,50,3,6,11,69,51,74,32,22,68,51,73,142,68,46,68,31,23,74,49,69,142,A,12,10,,,,,,,B. Karbacher,F. Dewulf,K190,D228,GER,BEL,,
