event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS001,F,02:56:00,,F,3,N409,"6-1,7-6(7),6-3",R. Nadal,J. Ferrero,,,ESP,ESP,6-1,7-6(7),6-3,,,02:56:00,7.0,4.0,300,/en/stats/leaderboard?page=serve,1,6,76,86,113,70,60,86,56,15,27,89,8,9,15,237,/en/stats/leaderboard?page=serve,6,1,67,66,99,67,44,66,39,13,33,64,7,11,13,66,75,113,42,42,99,55,117,212,58,57,99,34,38,113,45,95,212,A,,,,,R. Nadal,J. Ferrero,N409,F316,ESP,ESP,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS002,SF,01:20:00,,F,2,N409,"7-5,6-2",R. Nadal,R. Stepanek,,,ESP,CZE,7-5,6-2,,,,01:20:00,,,333,/en/stats/leaderboard?page=serve,0,1,72,34,47,91,31,34,69,9,13,0,0,0,10,243,/en/stats/leaderboard?page=serve,3,7,65,41,63,68,28,41,36,8,22,40,2,5,10,85,40,47,43,27,63,61,67,110,57,36,63,15,7,47,39,43,110,A,,,,,R. Nadal,R. Stepanek,N409,S694,ESP,CZE,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS003,SF,01:35:00,,F,2,F316,"7-6(7),6-1",J. Ferrero,N. Davydenko,,,ESP,RUS,7-6(7),6-1,,,,01:35:00,,,276,/en/stats/leaderboard?page=serve,6,1,58,40,69,78,31,40,55,16,29,75,3,4,10,255,/en/stats/leaderboard?page=serve,0,0,84,51,61,55,28,51,50,5,10,57,4,7,9,68,47,69,46,28,61,58,75,130,54,33,61,32,22,69,42,55,130,A,7.0,1.0,,,J. Ferrero,N. Davydenko,F316,D402,ESP,RUS,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS004,QF,02:03:00,,F,3,S694,"3-6,6-3,6-2",R. Stepanek,S. Wawrinka,,,CZE,SUI,3-6,6-3,6-2,,,02:03:00,,,273,/en/stats/leaderboard?page=serve,4,5,67,53,79,75,40,53,46,12,26,67,4,6,13,240,/en/stats/leaderboard?page=serve,3,6,54,53,99,64,34,53,50,23,46,64,7,11,13,66,52,79,42,42,99,53,94,178,58,57,99,34,27,79,47,84,178,A,,,,,R. Stepanek,S. Wawrinka,S694,W367,CZE,SUI,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS005,QF,00:53:00,,F,2,N409,"6-2,3-0",R. Nadal,A. Calleri,,,ESP,ARG,6-2,3-0,,,,00:53:00,,,316,/en/stats/leaderboard?page=serve,0,1,71,22,31,77,17,22,67,6,9,0,0,0,5,170,/en/stats/leaderboard?page=serve,0,2,60,24,40,50,12,24,25,4,16,33,2,6,6,74,23,31,60,24,40,66,47,71,40,16,40,26,8,31,34,24,71,A,,,,,R. Nadal,A. Calleri,N409,C478,ESP,ARG,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS006,QF,01:21:00,,F,2,D402,"6-4,6-4",N. Davydenko,M. Mirnyi,,,RUS,BLR,6-4,6-4,,,,01:21:00,,,326,/en/stats/leaderboard?page=serve,1,0,78,47,60,72,34,47,77,10,13,100,2,2,10,263,/en/stats/leaderboard?page=serve,4,5,65,41,63,76,31,41,41,9,22,60,3,5,10,73,44,60,37,23,63,54,67,123,63,40,63,27,16,60,46,56,123,A,,,,,N. Davydenko,M. Mirnyi,D402,M595,RUS,BLR,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS007,QF,02:58:00,,F,3,F316,"6-4,4-6,6-3",J. Ferrero,G. Gaudio,,,ESP,ARG,6-4,4-6,6-3,,,02:58:00,,,267,/en/stats/leaderboard?page=serve,2,3,67,80,120,61,49,80,58,23,40,83,15,18,15,240,/en/stats/leaderboard?page=serve,6,3,61,63,103,68,43,63,43,17,40,69,9,13,14,60,72,120,42,43,103,52,115,223,58,60,103,40,48,120,48,108,223,A,,,,,J. Ferrero,G. Gaudio,F316,G374,ESP,ARG,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS008,R16,01:09:00,,F,2,W367,"6-3,6-4",S. Wawrinka,J. Acasuso,,,SUI,ARG,6-3,6-4,,,,01:09:00,,,316,/en/stats/leaderboard?page=serve,0,6,58,32,55,78,25,32,74,17,23,0,0,0,10,244,/en/stats/leaderboard?page=serve,1,3,51,33,65,70,23,33,44,14,32,71,5,7,9,76,42,55,43,28,65,58,70,120,57,37,65,24,13,55,42,50,120,A,,,,,S. Wawrinka,J. Acasuso,W367,A389,SUI,ARG,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS009,R16,03:10:00,,F,3,S694,"6-7(6),7-6(7),7-6(7)",R. Stepanek,G. Canas,,,CZE,ARG,6-7(6),7-6(7),7-6(7),,,03:10:00,7.0,2.0,274,/en/stats/leaderboard?page=serve,4,11,64,85,133,72,61,85,48,23,48,67,6,9,18,275,/en/stats/leaderboard?page=serve,4,5,69,94,136,67,63,94,55,23,42,79,11,14,18,63,84,133,37,50,136,50,134,269,63,86,136,37,49,133,50,135,269,A,6.0,8.0,7.0,5.0,R. Stepanek,G. Canas,S694,C433,CZE,ARG,,
425,2005,Barcelona,CS,2005-04-18T00:00:00,2005-04-24T00:00:00,Clay,56,900000,$,MS010,R16,02:46:00,,F,3,C478,"6-4,6-7(5),7-6(7)",A. Calleri,G. Coria,,,ARG,ARG,6-4,6-7(5),7-6(7),,,02:46:00,5.0,7.0,229,/en/stats/leaderboard?page=serve,3,4,54,65,120,74,48,65,36,20,55,63,10,16,17,230,/en/stats/leaderboard?page=serve,7,6,64,67,104,60,40,67,49,18,37,22,2,9,17,57,68,120,44,46,104,51,114,224,56,58,104,43,52,120,49,110,224,A,,,7.0,2.0,A. Calleri,G. Coria,C478,C524,ARG,ARG,,
