event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS001,F,01:08:00,,F,2,K214,"6-4,7-6(9)",R. Krajicek,G. Raoux,,,NED,FRA,6-4,7-6(9),,,,01:08:00,9,7,253,/en/stats/leaderboard?page=serve,2,15,68,40,59,93,37,40,79,15,19,0,0,,11,304,/en/stats/leaderboard?page=serve,3,2,63,40,64,85,34,40,67,16,24,0,0,1.0,11,88,52,59,22,14,64,54,66,123,78,50,64,12,7,59,46,57,123,A,,,,,,,R. Krajicek,G. Raoux,K214,R186,NED,FRA,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS002,SF,01:45:00,,F,3,K214,"6-7(5),6-3,6-4",R. Krajicek,M. Chang,,,NED,USA,6-7(5),6-3,6-4,,,01:45:00,,,316,/en/stats/leaderboard?page=serve,2,22,56,50,90,90,45,50,63,25,40,,0,,16,292,/en/stats/leaderboard?page=serve,2,9,70,68,97,74,50,68,55,16,29,60,3,5.0,15,78,70,90,32,31,97,54,101,187,68,66,97,22,20,90,46,86,187,A,5,7,,,,,R. Krajicek,M. Chang,K214,C274,NED,USA,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS003,SF,00:43:00,,F,2,R186,"6-0,6-1",G. Raoux,J. Bjorkman,,,FRA,SWE,6-0,6-1,,,,00:43:00,,,244,/en/stats/leaderboard?page=serve,2,1,53,24,45,83,20,24,52,11,21,,0,,7,133,/en/stats/leaderboard?page=serve,6,1,63,19,30,32,6,19,27,3,11,17,1,6.0,6,69,31,45,70,21,30,69,52,75,30,9,30,31,14,45,31,23,75,A,,,,,,,G. Raoux,J. Bjorkman,R186,B446,FRA,SWE,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS004,QF,02:36:00,,F,3,C274,"6-7(5),7-6(10),6-1",M. Chang,F. Clavet,,,USA,ESP,6-7(5),7-6(10),6-1,,,02:36:00,10,8,252,/en/stats/leaderboard?page=serve,5,5,52,61,118,69,42,61,56,32,57,33,2,6,16,229,/en/stats/leaderboard?page=serve,3,1,58,61,106,66,40,61,47,21,45,40,4,10.0,15,63,74,118,42,45,106,53,119,224,58,61,106,37,44,118,47,105,224,A,5,7,,,,,M. Chang,F. Clavet,C274,C252,USA,ESP,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS005,QF,01:38:00,,F,2,K214,"7-6(7),7-6(7)",R. Krajicek,M. Damm,,,NED,CZE,7-6(7),7-6(7),,,,01:38:00,7,4,297,/en/stats/leaderboard?page=serve,8,23,53,47,89,83,39,47,55,23,42,,0,,12,193,/en/stats/leaderboard?page=serve,3,6,46,33,72,88,29,33,56,22,39,0,0,,12,70,62,89,29,21,72,52,83,161,71,51,72,30,27,89,48,78,161,A,7,2,,,,,R. Krajicek,M. Damm,K214,D214,NED,CZE,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS006,QF,01:25:00,,F,2,B446,"6-2,6-4",J. Bjorkman,F. Wibier,,,SWE,NED,6-2,6-4,,,,01:25:00,,,248,/en/stats/leaderboard?page=serve,4,5,53,30,57,73,22,30,44,12,27,33,1,3,9,190,/en/stats/leaderboard?page=serve,10,2,53,38,72,63,24,38,38,13,34,17,1,6.0,9,60,34,57,49,35,72,53,69,129,51,37,72,40,23,57,47,60,129,A,,,,,,,J. Bjorkman,F. Wibier,B446,W171,SWE,NED,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS007,QF,01:28:00,,F,2,R186,"7-6(7),6-4",G. Raoux,S. Schalken,,,FRA,NED,7-6(7),6-4,,,,01:28:00,,,228,/en/stats/leaderboard?page=serve,3,5,62,50,81,76,38,50,61,19,31,,0,,11,306,/en/stats/leaderboard?page=serve,2,10,66,40,61,80,32,40,62,13,21,0,0,1.0,11,70,57,81,26,16,61,51,73,142,74,45,61,30,24,81,49,69,142,A,7,5,,,,,G. Raoux,S. Schalken,R186,S572,FRA,NED,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS008,R16,01:16:00,,F,2,C274,"7-6(7),6-1",M. Chang,A. Radulescu,,,USA,GER,7-6(7),6-1,,,,01:16:00,,,292,/en/stats/leaderboard?page=serve,,5,52,33,63,85,28,33,70,21,30,,0,,10,253,/en/stats/leaderboard?page=serve,9,8,54,36,67,81,29,36,42,13,31,60,3,5.0,9,78,49,63,37,25,67,57,74,130,63,42,67,22,14,63,43,56,130,A,7,5,False,,,,M. Chang,A. Radulescu,C274,R284,USA,GER,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS009,R16,01:07:00,,F,3,C252,"6-3,0-6,6-1",F. Clavet,H. Arazi,,,ESP,MAR,6-3,0-6,6-1,,,01:07:00,,,222,/en/stats/leaderboard?page=serve,3,1,53,29,55,66,19,29,42,11,26,0,0,4,11,212,/en/stats/leaderboard?page=serve,4,6,46,30,65,70,21,30,40,14,35,55,6,11.0,11,55,30,55,46,30,65,50,60,120,54,35,65,45,25,55,50,60,120,A,,,,,,,F. Clavet,H. Arazi,C252,A226,ESP,MAR,,
440,1997,Rosmalen,GP,1997-06-16T00:00:00,1997-06-22T00:00:00,Grass,32,475000,$,MS010,R16,00:51:00,,F,2,K214,"6-0,6-3",R. Krajicek,H. Dreekmann,,,NED,GER,6-0,6-3,,,,00:51:00,,,307,/en/stats/leaderboard?page=serve,,10,64,29,45,90,26,29,56,9,16,,0,,8,177,/en/stats/leaderboard?page=serve,7,2,44,22,50,50,11,22,46,13,28,20,1,5.0,7,78,35,45,52,26,50,64,61,95,48,24,50,22,10,45,36,34,95,A,,,False,,,,R. Krajicek,H. Dreekmann,K214,D249,NED,GER,,
