event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_id_winner,player_id_loser
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS001,F,03:40:00,,F,4,N409,"7-5,7-6(7),5-7,6-1",R. Nadal,R. Federer,,,ESP,SUI,7-5,7-6(7),5-7,6-1,,03:40:00,A,R. Nadal,R. Federer,ESP,SUI,,,7.0,3.0,266,/en/stats/leaderboard?page=serve,3,4,72,106,147,65,69,106,51,21,41,67,10,15,22,247,/en/stats/leaderboard?page=serve,1,11,63,80,126,69,55,80,39,18,46,53,8,15,21,61,90,147,42,53,126,52,143,273,58,73,126,39,57,147,48,130,273,,,,,,,N409,F324
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS002,SF,03:17:00,,F,3,N409,"6-4,7-5,6-4",R. Nadal,A. Murray,,,ESP,GBR,6-4,7-5,6-4,,,03:17:00,A,R. Nadal,A. Murray,ESP,GBR,,,,,266,/en/stats/leaderboard?page=serve,3,2,73,87,119,69,60,87,44,14,32,83,15,18,16,228,/en/stats/leaderboard?page=serve,4,5,64,67,104,66,44,67,35,13,37,54,7,13,16,62,74,119,45,47,104,54,121,223,55,57,104,38,45,119,46,102,223,,,,,,,N409,MC10
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS003,SF,03:39:00,,F,4,F324,"7-6(7),6-3,3-6,7-6(7)",R. Federer,N. Djokovic,,,SUI,SRB,7-6(7),6-3,3-6,7-6(7),,03:39:00,A,R. Federer,N. Djokovic,SUI,SRB,,,,,288,/en/stats/leaderboard?page=serve,2,18,65,91,141,77,70,91,50,25,50,69,9,13,21,273,/en/stats/leaderboard?page=serve,2,7,67,112,168,60,67,112,61,34,56,84,21,25,21,67,95,141,40,67,168,52,162,309,60,101,168,33,46,141,48,147,309,7.0,5.0,7.0,5.0,,,F324,D643
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS004,QF,02:35:00,,F,3,N409,"6-4,6-1,7-6(7)",R. Nadal,R. Soderling,,,ESP,SWE,6-4,6-1,7-6(7),,,02:35:00,A,R. Nadal,R. Soderling,ESP,SWE,,,,,301,/en/stats/leaderboard?page=serve,0,4,77,69,90,64,44,69,71,15,21,67,4,6,14,223,/en/stats/leaderboard?page=serve,3,5,57,54,94,69,37,54,35,14,40,45,5,11,15,66,59,90,46,43,94,55,102,184,54,51,94,34,31,90,45,82,184,,,,,7.0,3.0,N409,SA49
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS005,QF,02:53:00,,F,3,MC10,"7-6(7),7-5,6-2",A. Murray,J. Chela,,,GBR,ARG,7-6(7),7-5,6-2,,,02:53:00,A,A. Murray,J. Chela,GBR,ARG,,,,,243,/en/stats/leaderboard?page=serve,4,9,52,61,118,67,41,61,51,29,57,71,12,17,16,203,/en/stats/leaderboard?page=serve,5,2,63,73,115,55,40,73,38,16,42,50,8,16,16,59,70,118,51,59,115,55,129,233,49,56,115,41,48,118,45,104,233,7.0,2.0,,,,,MC10,C514
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS006,QF,02:34:00,,F,3,F324,"6-4,6-3,7-6(7)",R. Federer,G. Monfils,,,SUI,FRA,6-4,6-3,7-6(7),,,02:34:00,A,R. Federer,G. Monfils,SUI,FRA,,,,,273,/en/stats/leaderboard?page=serve,3,4,53,47,88,77,36,47,61,25,41,25,1,4,16,227,/en/stats/leaderboard?page=serve,11,4,65,87,133,62,54,87,41,19,46,69,11,16,15,69,61,88,45,60,133,55,121,221,55,73,133,31,27,88,45,100,221,,,,,7.0,3.0,F324,MC65
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS008,R16,02:26:00,,F,3,N409,"7-5,6-3,6-3",R. Nadal,I. Ljubicic,,,ESP,CRO,7-5,6-3,6-3,,,02:26:00,A,R. Nadal,I. Ljubicic,ESP,CRO,,,,,302,/en/stats/leaderboard?page=serve,1,2,68,49,72,82,40,49,65,15,23,50,2,4,15,223,/en/stats/leaderboard?page=serve,2,9,51,56,109,71,40,56,34,18,53,70,14,20,15,76,55,72,47,51,109,59,106,181,53,58,109,24,17,72,41,75,181,,,,,,,N409,L360
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS009,R16,02:16:00,,F,3,SA49,"6-2,6-3,7-6(7)",R. Soderling,G. Simon,,,SWE,FRA,6-2,6-3,7-6(7),,,02:16:00,A,R. Soderling,G. Simon,SWE,FRA,,,,,278,/en/stats/leaderboard?page=serve,5,4,55,54,99,76,41,54,56,25,45,86,6,7,14,244,/en/stats/leaderboard?page=serve,4,6,59,53,90,68,36,53,49,18,37,38,3,8,15,67,66,99,40,36,90,54,102,189,60,54,90,33,33,99,46,87,189,,,,,7.0,5.0,SA49,SD32
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS010,R16,03:56:00,,F,5,MC10,"4-6,4-6,6-3,6-2,7-5",A. Murray,V. Troicki,,,GBR,SRB,4-6,4-6,6-3,6-2,7-5,03:56:00,A,A. Murray,V. Troicki,GBR,SRB,,,,,258,/en/stats/leaderboard?page=serve,1,12,57,85,150,76,65,85,42,27,65,46,6,13,25,231,/en/stats/leaderboard?page=serve,3,4,64,111,174,60,67,111,44,28,63,61,14,23,24,61,92,150,45,79,174,53,171,324,55,95,174,39,58,150,47,153,324,,,,,,,MC10,T840
520,2011,Roland Garros,GS,2011-05-22T00:00:00,2011-06-05T00:00:00,Clay,128,7884000,€,MS011,R16,03:55:00,,F,5,C514,"4-6,6-2,1-6,7-6(7),6-2",J. Chela,A. Falla,,,ARG,COL,4-6,6-2,1-6,7-6(7),6-2,03:55:00,A,J. Chela,A. Falla,ARG,COL,,,,,223,/en/stats/leaderboard?page=serve,4,2,62,100,161,65,65,100,39,24,61,55,11,20,22,226,/en/stats/leaderboard?page=serve,1,7,59,89,152,53,47,89,52,33,63,47,9,19,23,55,89,161,47,72,152,51,161,313,53,80,152,45,72,161,49,152,313,,,7.0,5.0,,,C514,F444
