event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS001,F,02:58:00,,F,4,S402,"6-7(10),7-6(7),6-4,6-2",P. Sampras,P. Rafter,,,USA,AUS,6-7(10),7-6(7),6-4,6-2,,02:58:00,10,12,7,5,320,/en/stats/leaderboard?page=serve,12,24,64,84,132,88,74,84,56,27,48,100,2,2,21,270,/en/stats/leaderboard?page=serve,7,10,58,97,167,75,73,97,49,34,70,79,11,14,21,77,101,132,36,60,167,54,161,299,64,107,167,23,31,132,46,138,299,A,,,,,P. Sampras,P. Rafter,S402,R255,USA,AUS,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS002,SF,01:39:00,,F,3,S402,"7-6(7),6-2,6-4",P. Sampras,V. Voltchkov,,,USA,BLR,7-6(7),6-2,6-4,,,01:39:00,7,4,,,329,/en/stats/leaderboard?page=serve,6,12,58,44,76,93,41,44,72,23,32,0,0,0,15,267,/en/stats/leaderboard?page=serve,6,9,61,58,95,72,42,58,51,19,37,57,4,7,15,84,64,76,36,34,95,57,98,171,64,61,95,16,12,76,43,73,171,A,,,,,P. Sampras,V. Voltchkov,S402,V211,USA,BLR,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS003,SF,03:18:00,,F,5,R255,"7-5,4-6,7-5,4-6,6-3",P. Rafter,A. Agassi,,,AUS,USA,7-5,4-6,7-5,4-6,6-3,03:18:00,,,,,282,/en/stats/leaderboard?page=serve,7,14,62,103,167,69,71,103,59,38,64,56,5,9,27,269,/en/stats/leaderboard?page=serve,7,6,63,96,152,70,67,96,57,32,56,58,7,12,26,65,109,167,35,53,152,51,162,319,65,99,152,35,58,167,49,157,319,A,,,,,P. Rafter,A. Agassi,R255,A092,AUS,USA,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS004,QF,02:46:00,,F,4,S402,"6-4,6-7(4),6-4,6-4",P. Sampras,J. Gambill,,,USA,USA,6-4,6-7(4),6-4,6-4,,02:46:00,,,4,7,316,/en/stats/leaderboard?page=serve,7,22,70,93,132,80,74,93,51,20,39,100,3,3,21,298,/en/stats/leaderboard?page=serve,2,22,61,82,135,72,59,82,60,32,53,73,8,11,21,71,94,132,33,44,135,52,138,267,67,91,135,29,38,132,48,129,267,A,,,,,P. Sampras,J. Gambill,S402,G352,USA,USA,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS005,QF,02:25:00,,F,3,V211,"7-6(7),7-6(7),6-4",V. Voltchkov,B. Black,,,BLR,ZIM,7-6(7),7-6(7),6-4,,,02:25:00,7,2,7,2,245,/en/stats/leaderboard?page=serve,4,7,60,68,114,72,49,68,46,21,46,54,7,13,17,227,/en/stats/leaderboard?page=serve,2,1,62,68,109,62,42,68,46,19,41,22,2,9,17,61,70,114,44,48,109,53,118,223,56,61,109,39,44,114,47,105,223,A,,,,,V. Voltchkov,B. Black,V211,B397,BLR,ZIM,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS006,QF,01:47:00,,F,3,R255,"6-3,6-2,7-6(7)",P. Rafter,A. Popp,,,AUS,GER,6-3,6-2,7-6(7),,,01:47:00,,,,,314,/en/stats/leaderboard?page=serve,4,7,69,56,81,77,43,56,72,18,25,0,0,1,15,234,/en/stats/leaderboard?page=serve,8,5,61,66,108,62,41,66,43,18,42,43,3,7,14,75,61,81,45,49,108,58,110,189,55,59,108,25,20,81,42,79,189,A,7,1,,,P. Rafter,A. Popp,R255,P395,AUS,GER,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS007,QF,01:58:00,,F,3,A092,"7-6(7),6-3,6-4",A. Agassi,M. Philippoussis,,,USA,AUS,7-6(7),6-3,6-4,,,01:58:00,7,4,,,300,/en/stats/leaderboard?page=serve,2,7,70,78,112,78,61,78,47,16,34,100,5,5,16,300,/en/stats/leaderboard?page=serve,6,22,66,56,85,84,47,56,48,14,29,50,2,4,15,69,77,112,28,24,85,51,101,197,72,61,85,31,35,112,49,96,197,A,,,,,A. Agassi,M. Philippoussis,A092,P338,USA,AUS,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS008,R16,01:35:00,,F,3,S402,"6-3,6-2,7-5",P. Sampras,J. Bjorkman,,,USA,SWE,6-3,6-2,7-5,,,01:35:00,,,,,313,/en/stats/leaderboard?page=serve,7,15,59,48,82,90,43,48,56,19,34,100,1,1,15,257,/en/stats/leaderboard?page=serve,4,5,69,58,84,62,36,58,54,14,26,43,3,7,14,76,62,82,40,34,84,58,96,166,60,50,84,24,20,82,42,70,166,A,,,,,P. Sampras,J. Bjorkman,S402,B446,USA,SWE,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS009,R16,02:40:00,,F,4,G352,"7-6(7),3-6,6-3,6-4",J. Gambill,T. Enqvist,,,USA,SWE,7-6(7),3-6,6-3,6-4,,02:40:00,7,5,,,316,/en/stats/leaderboard?page=serve,8,34,51,63,123,87,55,63,57,34,60,80,4,5,20,297,/en/stats/leaderboard?page=serve,11,25,50,62,123,82,51,62,61,37,61,60,3,5,20,72,89,123,28,35,123,50,124,246,72,88,123,28,34,123,50,122,246,A,,,,,J. Gambill,T. Enqvist,G352,E113,USA,SWE,,
540,2000,Wimbledon,GS,2000-06-26T00:00:00,2000-07-09T00:00:00,Grass,128,5564842,$,MS010,R16,02:44:00,,F,4,B397,"4-6,7-6(7),6-2,6-4",B. Black,G. Pozzi,,,ZIM,ITA,4-6,7-6(7),6-2,6-4,,02:44:00,,,7,5,281,/en/stats/leaderboard?page=serve,3,5,66,87,131,69,60,87,59,26,44,70,7,10,20,268,/en/stats/leaderboard?page=serve,3,16,50,59,117,85,50,59,45,26,58,44,4,9,20,66,86,131,35,41,117,51,127,248,65,76,117,34,45,131,49,121,248,A,,,,,B. Black,G. Pozzi,B397,P045,ZIM,ITA,,
