event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS001,F,01:22:00,,F,2,D402,"6-4,6-3",N. Davydenko,A. Calleri,,,RUS,ARG,6-4,6-3,,,,01:22:00,292,/en/stats/leaderboard?page=serve,2,5,63,40,64,80,32,40,46,11,24,100,6,6,9,237,/en/stats/leaderboard?page=serve,4,5,55,32,58,84,27,32,27,7,26,57,4,7,10,67,43,64,41,24,58,55,67,122,59,34,58,33,21,64,45,55,122,A,,,,,,,N. Davydenko,A. Calleri,D402,C478,RUS,ARG,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS002,SF,00:37:00,,F,1,C478,6-2,A. Calleri,X. Malisse,,,ARG,BEL,6-2,,,,,00:37:00,294,/en/stats/leaderboard?page=serve,0,6,69,24,35,83,20,24,36,4,11,100,2,2,4,205,/en/stats/leaderboard?page=serve,1,2,57,12,21,75,9,12,22,2,9,60,3,5,4,69,24,35,48,10,21,61,34,56,52,11,21,31,11,35,39,22,56,A,,,,,,,A. Calleri,X. Malisse,C478,M680,ARG,BEL,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS003,SF,01:38:00,,F,2,D402,"7-6(8),6-2",N. Davydenko,R. Soderling,,,RUS,SWE,7-6(8),6-2,,,,01:38:00,255,/en/stats/leaderboard?page=serve,1,5,79,61,77,64,39,61,38,6,16,50,3,6,10,208,/en/stats/leaderboard?page=serve,4,4,55,40,73,58,23,40,45,15,33,50,5,10,10,58,45,77,48,35,73,53,80,150,52,38,73,42,32,77,47,70,150,A,8,6,,,,,N. Davydenko,R. Soderling,D402,SA49,RUS,SWE,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS004,QF,01:58:00,,F,3,M680,"4-6,6-4,6-2",X. Malisse,J. Chela,,,BEL,ARG,4-6,6-4,6-2,,,01:58:00,255,/en/stats/leaderboard?page=serve,3,3,57,52,92,77,40,52,43,17,40,67,6,9,14,235,/en/stats/leaderboard?page=serve,2,2,61,58,95,64,37,58,46,17,37,64,9,14,14,62,57,92,43,41,95,52,98,187,57,54,95,38,35,92,48,89,187,A,,,,,,,X. Malisse,J. Chela,M680,C514,BEL,ARG,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS005,QF,01:53:00,,F,3,C478,"6-3,3-6,6-4",A. Calleri,N. Massu,,,ARG,CHI,6-3,3-6,6-4,,,01:53:00,287,/en/stats/leaderboard?page=serve,4,11,58,46,79,85,39,46,52,17,33,50,2,4,14,258,/en/stats/leaderboard?page=serve,5,6,51,46,91,70,32,46,58,26,45,63,5,8,14,71,56,79,36,33,91,52,89,170,64,58,91,29,23,79,48,81,170,A,,,,,,,A. Calleri,N. Massu,C478,M655,ARG,CHI,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS006,QF,00:54:00,,F,2,SA49,"6-3,6-2",R. Soderling,J. Melzer,,,SWE,AUT,6-3,6-2,,,,00:54:00,316,/en/stats/leaderboard?page=serve,1,7,76,37,49,84,31,37,50,6,12,100,2,2,9,245,/en/stats/leaderboard?page=serve,0,6,61,27,44,63,17,27,53,9,17,40,2,5,8,76,37,49,41,18,44,59,55,93,59,26,44,24,12,49,41,38,93,A,,,,,,,R. Soderling,J. Melzer,SA49,M762,SWE,AUT,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS007,QF,01:15:00,,F,2,D402,"6-4,6-2",N. Davydenko,O. Rochus,,,RUS,BEL,6-4,6-2,,,,01:15:00,276,/en/stats/leaderboard?page=serve,1,3,67,33,49,67,22,33,63,10,16,50,2,4,9,187,/en/stats/leaderboard?page=serve,2,1,60,35,58,54,19,35,30,7,23,38,3,8,9,65,32,49,55,32,58,60,64,107,45,26,58,35,17,49,40,43,107,A,,,,,,,N. Davydenko,O. Rochus,D402,R397,RUS,BEL,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS008,R16,01:06:00,,F,2,M680,"6-1,6-3",X. Malisse,R. Ramirez Hidalgo,,,BEL,ESP,6-1,6-3,,,,01:06:00,335,/en/stats/leaderboard?page=serve,0,5,63,24,38,88,21,24,79,11,14,0,0,0,8,195,/en/stats/leaderboard?page=serve,3,3,47,30,64,57,17,30,41,14,34,56,5,9,8,84,32,38,52,33,64,64,65,102,48,31,64,16,6,38,36,37,102,A,,,,,,,X. Malisse,R. Ramirez Hidalgo,M680,R383,BEL,ESP,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS009,R16,01:24:00,,F,2,C514,"7-6(7),6-2",J. Chela,J. Acasuso,,,ARG,ARG,7-6(7),6-2,,,,01:24:00,284,/en/stats/leaderboard?page=serve,0,4,62,41,66,80,33,41,48,12,25,50,1,2,10,233,/en/stats/leaderboard?page=serve,1,4,45,31,69,68,21,31,47,18,38,50,3,6,10,68,45,66,43,30,69,56,75,135,57,39,69,32,21,66,44,60,135,A,7,1,,,,,J. Chela,J. Acasuso,C514,A389,ARG,ARG,,
3348,2006,New Haven,WS,2006-08-21T00:00:00,2006-08-27T00:00:00,Hard,48,650000,$,MS010,R16,01:28:00,,F,2,M655,"6-3,6-4",N. Massu,J. Nieminen,,,CHI,FIN,6-3,6-4,,,,01:28:00,290,/en/stats/leaderboard?page=serve,5,6,45,29,65,86,25,29,58,21,36,100,2,2,10,237,/en/stats/leaderboard?page=serve,5,1,47,29,62,69,20,29,48,16,33,50,2,4,9,71,46,65,42,26,62,57,72,127,58,36,62,29,19,65,43,55,127,A,,,,,,,N. Massu,J. Nieminen,M655,N289,CHI,FIN,,
