event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS001,F,01:35:00,,F,2,S402,"7-6(7),7-6(7)",P. Sampras,A. Agassi,,,USA,USA,7-6(7),7-6(7),,,,01:35:00,7,3,7,1,296,/en/stats/leaderboard?page=serve,3,11,61,55,90,82,45,55,54,19,35,83,5,6,12,332,/en/stats/leaderboard?page=serve,1,10,79,55,70,73,40,55,80,12,15,50,1,2,12,71,64,90,26,18,70,51,82,160,74,52,70,29,26,90,49,78,160,A,P. Sampras,A. Agassi,S402,A092,USA,USA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS002,SF,01:07:00,,F,2,A092,"6-4,6-2",A. Agassi,A. Ilie,,,USA,AUS,6-4,6-2,,,,01:07:00,,,,,312,/en/stats/leaderboard?page=serve,2,4,71,42,59,74,31,42,65,11,17,100,1,1,9,227,/en/stats/leaderboard?page=serve,4,3,53,32,60,59,19,32,50,14,28,50,3,6,9,71,42,59,45,27,60,58,69,119,55,33,60,29,17,59,42,50,119,A,A. Agassi,A. Ilie,A092,I052,USA,AUS,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS003,SF,00:55:00,,F,2,S402,"6-0,6-2",P. Sampras,J. Sekulov,,,USA,AUS,6-0,6-2,,,,00:55:00,,,,,297,/en/stats/leaderboard?page=serve,3,4,53,23,43,83,19,23,60,12,20,100,3,3,7,176,/en/stats/leaderboard?page=serve,2,1,66,31,47,45,14,31,38,6,16,29,2,7,7,72,31,43,57,27,47,64,58,90,43,20,47,28,12,43,36,32,90,A,P. Sampras,J. Sekulov,S402,S626,USA,AUS,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS004,QF,00:51:00,,F,1,A092,5-4,A. Agassi,L. Hewitt,,,USA,AUS,5-4,,,,,00:51:00,,,,,251,/en/stats/leaderboard?page=serve,1,1,67,22,33,77,17,22,27,3,11,86,6,7,5,226,/en/stats/leaderboard?page=serve,0,0,50,13,26,62,8,13,54,7,13,0,0,2,5,61,20,33,42,11,26,53,31,59,58,15,26,39,13,33,47,28,59,A,A. Agassi,L. Hewitt,A092,H432,USA,AUS,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS005,QF,02:04:00,,F,3,I052,"6-7(6),6-4,6-4",A. Ilie,A. Dupuis,,,AUS,FRA,6-7(6),6-4,6-4,,,02:04:00,6,8,,,269,/en/stats/leaderboard?page=serve,4,9,61,60,98,75,45,60,47,18,38,63,5,8,16,265,/en/stats/leaderboard?page=serve,1,13,72,75,104,61,46,75,52,15,29,64,9,14,16,64,63,98,41,43,104,52,106,202,59,61,104,36,35,98,48,96,202,A,A. Ilie,A. Dupuis,I052,D272,AUS,FRA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS006,QF,01:50:00,,F,3,S626,"2-6,6-2,6-2",J. Sekulov,M. Chang,,,AUS,USA,2-6,6-2,6-2,,,01:50:00,,,,,236,/en/stats/leaderboard?page=serve,3,3,54,44,82,61,27,44,55,21,38,33,2,6,12,199,/en/stats/leaderboard?page=serve,2,1,49,35,71,57,20,35,44,16,36,40,4,10,12,59,48,82,49,35,71,54,83,153,51,36,71,41,34,82,46,70,153,A,J. Sekulov,M. Chang,S626,C274,AUS,USA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS007,QF,01:42:00,,F,3,S402,"4-6,6-3,6-3",P. Sampras,W. Ferreira,,,USA,RSA,4-6,6-3,6-3,,,01:42:00,,,,,282,/en/stats/leaderboard?page=serve,3,9,59,48,82,79,38,48,53,18,34,33,1,3,14,248,/en/stats/leaderboard?page=serve,1,8,66,59,90,69,41,59,35,11,31,60,6,10,14,68,56,82,42,38,90,55,94,172,58,52,90,32,26,82,45,78,172,A,P. Sampras,W. Ferreira,S402,F196,USA,RSA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS008,R16,01:02:00,,F,2,A092,"6-2,6-3",A. Agassi,E. Taino,,,USA,PHI,6-2,6-3,,,,01:02:00,,,,,334,/en/stats/leaderboard?page=serve,0,8,64,28,44,93,26,28,69,11,16,0,0,0,9,232,/en/stats/leaderboard?page=serve,3,2,62,36,58,50,18,36,59,13,22,57,4,7,8,84,37,44,47,27,58,63,64,102,53,31,58,16,7,44,37,38,102,A,A. Agassi,E. Taino,A092,T209,USA,PHI,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS009,R16,00:57:00,,F,2,H432,"6-3,6-1",L. Hewitt,A. Pretzsch,,,AUS,GER,6-3,6-1,,,,00:57:00,,,,,285,/en/stats/leaderboard?page=serve,1,7,56,28,50,68,19,28,68,15,22,67,2,3,8,174,/en/stats/leaderboard?page=serve,3,2,49,20,41,60,12,20,29,6,21,29,2,7,8,68,34,50,56,23,41,63,57,91,44,18,41,32,16,50,37,34,91,A,L. Hewitt,A. Pretzsch,H432,P353,AUS,GER,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS011,R16,00:58:00,,F,2,I052,"6-4,6-4",A. Ilie,G. Ivanisevic,,,AUS,CRO,6-4,6-4,,,,00:58:00,,,,,322,/en/stats/leaderboard?page=serve,1,3,58,29,50,86,25,29,76,16,21,0,0,0,10,276,/en/stats/leaderboard?page=serve,3,10,62,34,55,79,27,34,48,10,21,50,2,4,10,82,41,50,33,18,55,56,59,105,67,37,55,18,9,50,44,46,105,A,A. Ilie,G. Ivanisevic,I052,I034,AUS,CRO,,
