event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS012,R16,02:14:00,,F,3,S626,"6-7(1),6-4,6-3",J. Sekulov,T. Enqvist,,,AUS,SWE,6-7(1),6-4,6-3,,,02:14:00,1,7,,,267,/en/stats/leaderboard?page=serve,4,4,59,61,104,69,42,61,58,25,43,70,7,10,16,222,/en/stats/leaderboard?page=serve,10,6,46,52,112,62,32,52,52,31,60,29,2,7,15,64,67,104,44,49,112,54,116,216,56,63,112,36,37,104,46,100,216,A,J. Sekulov,T. Enqvist,S626,E113,AUS,SWE,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS013,R16,01:26:00,,F,2,C274,"6-4,6-2",M. Chang,G. Raoux,,,USA,FRA,6-4,6-2,,,,01:26:00,,,,,301,/en/stats/leaderboard?page=serve,3,5,49,25,51,92,23,25,58,15,26,100,2,2,9,226,/en/stats/leaderboard?page=serve,6,8,48,37,77,70,26,37,40,16,40,70,7,10,9,75,38,51,45,35,77,57,73,128,55,42,77,25,13,51,43,55,128,A,M. Chang,G. Raoux,C274,R186,USA,FRA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS014,R16,02:12:00,,F,3,F196,"5-7,7-5,6-2",W. Ferreira,J. Gimelstob,,,RSA,USA,5-7,7-5,6-2,,,02:12:00,,,,,252,/en/stats/leaderboard?page=serve,2,7,47,44,93,68,30,44,57,28,49,20,1,5,16,238,/en/stats/leaderboard?page=serve,2,7,65,74,113,62,46,74,44,17,39,54,7,13,16,62,58,93,44,50,113,52,108,206,56,63,113,38,35,93,48,98,206,A,W. Ferreira,J. Gimelstob,F196,G354,RSA,USA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS015,R16,01:24:00,,F,2,S402,"7-6(7),6-3",P. Sampras,S. Lareau,,,USA,CAN,7-6(7),6-3,,,,01:24:00,7,5,,,290,/en/stats/leaderboard?page=serve,2,10,67,45,67,71,32,45,64,14,22,60,3,5,10,245,/en/stats/leaderboard?page=serve,2,5,71,59,83,58,34,59,50,12,24,60,6,10,11,69,46,67,45,37,83,55,83,150,55,46,83,31,21,67,45,67,150,A,P. Sampras,S. Lareau,S402,L226,USA,CAN,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS016,R32,01:11:00,,F,2,A092,"6-2,6-2",A. Agassi,J. Gambill,,,USA,USA,6-2,6-2,,,,01:11:00,,,,,300,/en/stats/leaderboard?page=serve,0,5,61,25,41,72,18,25,75,12,16,0,0,1,8,182,/en/stats/leaderboard?page=serve,2,6,50,34,68,62,21,34,29,10,34,50,5,10,8,73,30,41,54,37,68,61,67,109,46,31,68,27,11,41,39,42,109,A,A. Agassi,J. Gambill,A092,G352,USA,USA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS017,R32,01:22:00,,F,2,T209,"7-6(7),6-1",E. Taino,L. Paes,,,PHI,IND,7-6(7),6-1,,,,01:22:00,7,4,,,305,/en/stats/leaderboard?page=serve,1,2,56,35,63,77,27,35,71,20,28,0,0,0,10,252,/en/stats/leaderboard?page=serve,4,6,55,35,64,80,28,35,38,11,29,71,5,7,9,75,47,63,39,25,64,57,72,127,61,39,64,25,16,63,43,55,127,A,E. Taino,L. Paes,T209,P269,PHI,IND,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS018,R32,01:16:00,,F,2,P353,"7-6(7),6-3",A. Pretzsch,D. Nestor,,,GER,CAN,7-6(7),6-3,,,,01:16:00,7,5,,,261,/en/stats/leaderboard?page=serve,7,5,56,41,73,76,31,41,50,16,32,75,6,8,11,235,/en/stats/leaderboard?page=serve,6,5,58,38,65,71,27,38,37,10,27,63,5,8,10,64,47,73,43,28,65,54,75,138,57,37,65,36,26,73,46,63,138,A,A. Pretzsch,D. Nestor,P353,N210,GER,CAN,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS019,R32,01:16:00,,F,2,H432,"6-3,6-2",L. Hewitt,A. O'Brien,,,AUS,USA,6-3,6-2,,,,01:16:00,,,,,279,/en/stats/leaderboard?page=serve,2,6,48,23,48,87,20,23,52,13,25,0,0,1,9,205,/en/stats/leaderboard?page=serve,2,1,66,42,64,67,28,42,23,5,22,67,8,12,8,69,33,48,48,31,64,57,64,112,52,33,64,31,15,48,43,48,112,A,L. Hewitt,A. O'Brien,H432,O099,AUS,USA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS020,R32,00:52:00,,F,2,L206,"6-2,6-1",M. Larsson,P. Srichaphan,,,SWE,THA,6-2,6-1,,,,00:52:00,,,,,305,/en/stats/leaderboard?page=serve,2,2,60,25,42,80,20,25,65,11,17,100,1,1,7,174,/en/stats/leaderboard?page=serve,3,0,53,24,45,58,14,24,29,6,21,38,3,8,8,74,31,42,56,25,45,64,56,87,44,20,45,26,11,42,36,31,87,A,M. Larsson,P. Srichaphan,L206,S675,SWE,THA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS021,R32,01:12:00,,F,2,D272,"6-4,6-4",A. Dupuis,J. Bjorkman,,,FRA,SWE,6-4,6-4,,,,01:12:00,,,,,307,/en/stats/leaderboard?page=serve,4,8,62,37,60,76,28,37,65,15,23,100,1,1,10,268,/en/stats/leaderboard?page=serve,5,3,61,34,56,79,27,34,50,11,22,33,1,3,10,72,43,60,32,18,56,53,61,116,68,38,56,28,17,60,47,55,116,A,A. Dupuis,J. Bjorkman,D272,B446,FRA,SWE,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS022,R32,01:37:00,,F,2,I052,"6-4,7-6(10)",A. Ilie,B. Black,,,AUS,ZIM,6-4,7-6(10),,,,01:37:00,,,10,8,266,/en/stats/leaderboard?page=serve,2,5,46,33,72,82,27,33,54,21,39,33,1,3,11,240,/en/stats/leaderboard?page=serve,3,5,53,43,81,63,27,43,50,19,38,73,8,11,11,67,48,72,43,35,81,54,83,153,57,46,81,33,24,72,46,70,153,A,A. Ilie,B. Black,I052,B397,AUS,ZIM,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS023,R32,00:56:00,,F,2,I034,"6-3,6-3",G. Ivanisevic,M. Mirnyi,,,CRO,BLR,6-3,6-3,,,,00:56:00,,,,,312,/en/stats/leaderboard?page=serve,3,5,48,22,46,91,20,22,71,17,24,100,1,1,9,236,/en/stats/leaderboard?page=serve,4,6,59,34,58,71,24,34,38,9,24,40,2,5,9,80,37,46,43,25,58,60,62,104,57,33,58,20,9,46,40,42,104,A,G. Ivanisevic,M. Mirnyi,I034,M595,CRO,BLR,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS024,R32,01:06:00,,F,2,E113,"6-3,6-4",T. Enqvist,M. Woodforde,,,SWE,AUS,6-3,6-4,,,,01:06:00,,,,,283,/en/stats/leaderboard?page=serve,4,10,50,30,60,90,27,30,47,14,30,75,3,4,10,254,/en/stats/leaderboard?page=serve,1,8,75,38,51,68,26,38,38,5,13,25,1,4,9,68,41,60,39,20,51,55,61,111,61,31,51,32,19,60,45,50,111,A,T. Enqvist,M. Woodforde,E113,W035,SWE,AUS,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS025,R32,02:22:00,,F,3,S626,"7-5,4-6,7-5",J. Sekulov,M. Damm,,,AUS,CZE,7-5,4-6,7-5,,,02:22:00,,,,,243,/en/stats/leaderboard?page=serve,8,3,55,64,117,70,45,64,47,25,53,75,12,16,17,242,/en/stats/leaderboard?page=serve,5,10,52,61,117,79,48,61,36,20,56,69,11,16,17,60,70,117,42,49,117,51,119,234,58,68,117,40,47,117,49,115,234,A,J. Sekulov,M. Damm,S626,D214,AUS,CZE,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS026,R32,01:08:00,,F,2,C274,"6-3,6-1",M. Chang,W. Black,,,USA,ZIM,6-3,6-1,,,,01:08:00,,,,,244,/en/stats/leaderboard?page=serve,2,4,46,24,52,67,16,24,54,15,28,33,1,3,8,151,/en/stats/leaderboard?page=serve,0,2,53,24,45,42,10,24,29,6,21,0,0,6,8,60,31,52,64,29,45,62,60,97,36,16,45,40,21,52,38,37,97,A,M. Chang,W. Black,C274,B499,USA,ZIM,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS027,R32,01:22:00,,F,2,R186,"6-4,7-6(7)",G. Raoux,T. Henman,,,FRA,GBR,6-4,7-6(7),,,,01:22:00,,,7,4,285,/en/stats/leaderboard?page=serve,0,2,45,30,66,73,22,30,75,27,36,67,2,3,11,256,/en/stats/leaderboard?page=serve,5,4,53,30,57,83,25,30,41,11,27,0,0,2,10,74,49,66,37,21,57,57,70,123,63,36,57,26,17,66,43,53,123,A,G. Raoux,T. Henman,R186,H336,FRA,GBR,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS028,R32,01:21:00,,F,2,F196,"6-4,7-6(7)",W. Ferreira,G. Grant,,,RSA,USA,6-4,7-6(7),,,,01:21:00,,,7,2,278,/en/stats/leaderboard?page=serve,3,8,58,37,64,78,29,37,56,15,27,0,0,2,11,233,/en/stats/leaderboard?page=serve,6,4,62,44,71,68,30,44,33,9,27,67,6,9,11,69,44,64,45,32,71,56,76,135,55,39,71,31,20,64,44,59,135,A,W. Ferreira,G. Grant,F196,G300,RSA,USA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS029,R32,00:46:00,,F,2,G354,"6-2,6-2",J. Gimelstob,T. Dent,,,USA,USA,6-2,6-2,,,,00:46:00,,,,,336,/en/stats/leaderboard?page=serve,1,3,65,24,37,92,22,24,77,10,13,0,0,0,8,211,/en/stats/leaderboard?page=serve,3,1,54,27,50,52,14,27,57,13,23,0,0,4,8,86,32,37,46,23,50,63,55,87,54,27,50,14,5,37,37,32,87,A,J. Gimelstob,T. Dent,G354,D362,USA,USA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS030,R32,01:17:00,,F,2,L226,"6-4,6-2",S. Lareau,D. Wheaton,,,CAN,USA,6-4,6-2,,,,01:17:00,,,,,282,/en/stats/leaderboard?page=serve,1,4,58,33,57,70,23,33,63,15,24,67,2,3,9,218,/en/stats/leaderboard?page=serve,8,7,57,34,60,76,26,34,31,8,26,56,5,9,9,67,38,57,43,26,60,55,64,117,57,34,60,33,19,57,45,53,117,A,S. Lareau,D. Wheaton,L226,W123,CAN,USA,,
423,1999,Los Angeles,WS,1999-07-26T00:00:00,1999-08-01T00:00:00,Hard,32,325000,$,MS031,R32,00:54:00,,F,2,S402,"6-1,6-2",P. Sampras,P. King,,,USA,USA,6-1,6-2,,,,00:54:00,,,,,312,/en/stats/leaderboard?page=serve,3,6,56,25,45,88,22,25,65,13,20,100,2,2,8,179,/en/stats/leaderboard?page=serve,1,0,48,20,42,45,9,20,45,10,22,43,3,7,7,78,35,45,55,23,42,67,58,87,45,19,42,22,10,45,33,29,87,A,P. Sampras,P. King,S402,K409,USA,USA,,
