event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set2_winner,tiebreak_set2_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS001,F,02:19:00,,F,3,S402,"5-7,7-6(7),6-3",P. Sampras,P. Rafter,,,USA,AUS,5-7,7-6(7),6-3,,,02:19:00,7,4,272,/en/stats/leaderboard?page=serve,3,10,55,56,102,77,43,56,52,24,46,57,4,7,16,261,/en/stats/leaderboard?page=serve,2,8,63,72,114,68,49,72,48,20,42,76,13,17,17,66,67,102,39,45,114,52,112,216,61,69,114,34,35,102,48,104,216,A,,,,,,,P. Sampras,P. Rafter,S402,R255,USA,AUS,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS002,SF,02:00:00,,F,3,S402,"3-6,7-5,6-3",P. Sampras,S. Schalken,,,USA,NED,3-6,7-5,6-3,,,02:00:00,,,247,/en/stats/leaderboard?page=serve,3,10,66,66,100,67,44,66,41,14,34,50,5,10,15,226,/en/stats/leaderboard?page=serve,4,5,60,56,94,55,31,56,50,19,38,40,4,10,15,58,58,100,47,44,94,53,102,194,53,50,94,42,42,100,47,92,194,A,,,,,,,P. Sampras,S. Schalken,S402,S572,USA,NED,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS003,SF,01:22:00,,F,2,R255,"6-3,6-4",P. Rafter,G. Stafford,,,AUS,RSA,6-3,6-4,,,,01:22:00,,,290,/en/stats/leaderboard?page=serve,2,6,61,36,59,78,28,36,57,13,23,67,2,3,10,228,/en/stats/leaderboard?page=serve,4,1,57,35,61,66,23,35,42,11,26,57,4,7,9,69,41,59,44,27,61,57,68,120,56,34,61,31,18,59,43,52,120,A,,,,,,,P. Rafter,G. Stafford,R255,S406,AUS,RSA,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS004,QF,01:00:00,,F,2,S402,"6-4,6-2",P. Sampras,D. Flach,,,USA,USA,6-4,6-2,,,,01:00:00,,,207,/en/stats/leaderboard?page=serve,1,9,59,32,54,81,26,32,59,13,22,0,0,,9,228,/en/stats/leaderboard?page=serve,2,0,55,28,51,79,22,28,30,7,23,57,4,7,9,72,39,54,43,22,51,58,61,105,57,29,51,28,15,54,42,44,105,A,,,,,,,P. Sampras,D. Flach,S402,F191,USA,USA,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS005,QF,01:21:00,,F,2,S572,"6-2,6-4",S. Schalken,J. Stark,,,NED,USA,6-2,6-4,,,,01:21:00,,,221,/en/stats/leaderboard?page=serve,4,4,52,33,63,79,26,33,57,17,30,,0,,9,235,/en/stats/leaderboard?page=serve,2,10,49,30,61,73,22,30,39,12,31,40,2,5,9,68,43,63,44,27,61,56,70,124,56,34,61,32,20,63,44,54,124,A,,,,,,,S. Schalken,J. Stark,S572,S403,NED,USA,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS006,QF,01:31:00,,F,3,R255,"6-3,1-6,6-1",P. Rafter,B. Black,,,AUS,ZIM,6-3,1-6,6-1,,,01:31:00,,,276,/en/stats/leaderboard?page=serve,1,10,53,39,73,72,28,39,59,20,34,60,3,5,12,247,/en/stats/leaderboard?page=serve,2,2,57,40,70,65,26,40,53,16,30,40,2,5,11,66,48,73,40,28,70,53,76,143,60,42,70,34,25,73,47,67,143,A,,,,,,,P. Rafter,B. Black,R255,B397,AUS,ZIM,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS007,QF,01:07:00,,F,2,S406,"6-4,6-2",G. Stafford,S. Stolle,,,RSA,AUS,6-4,6-2,,,,01:07:00,,,277,/en/stats/leaderboard?page=serve,1,5,42,23,55,74,17,23,69,22,32,80,4,5,9,207,/en/stats/leaderboard?page=serve,7,5,49,30,61,70,21,30,35,11,31,56,5,9,9,71,39,55,48,29,61,59,68,116,52,32,61,29,16,55,41,48,116,A,,,,,,,G. Stafford,S. Stolle,S406,S443,RSA,AUS,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS008,R16,01:30:00,,F,2,S402,"7-5,7-6(7)",P. Sampras,J. Bjorkman,,,USA,SWE,7-5,7-6(7),,,,01:30:00,7,2,242,/en/stats/leaderboard?page=serve,2,13,58,46,80,78,36,46,29,10,34,43,3,7,12,223,/en/stats/leaderboard?page=serve,4,7,64,49,76,61,30,49,37,10,27,38,3,8,12,58,46,80,47,36,76,53,82,156,53,40,76,43,34,80,47,74,156,A,,,,,,,P. Sampras,J. Bjorkman,S402,B446,USA,SWE,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS009,R16,01:48:00,,F,3,F191,"6-3,0-6,7-6(7)",D. Flach,T. Johansson,,,USA,SWE,6-3,0-6,7-6(7),,,01:48:00,,,243,/en/stats/leaderboard?page=serve,2,3,67,62,93,66,41,62,45,14,31,64,9,14,14,257,/en/stats/leaderboard?page=serve,2,11,51,48,94,73,35,48,48,22,46,79,11,14,13,59,55,93,39,37,94,49,92,187,61,57,94,41,38,93,51,95,187,A,7,4,,,,,D. Flach,T. Johansson,F191,J129,USA,SWE,,
401,1997,Philadelphia,GP,1997-02-24T00:00:00,1997-03-02T00:00:00,Hard,32,589250,$,MS010,R16,01:04:00,,F,2,S403,"6-3,6-4",J. Stark,P. Haarhuis,,,USA,NED,6-3,6-4,,,,01:04:00,,,213,/en/stats/leaderboard?page=serve,1,5,72,36,50,94,34,36,43,6,14,0,0,,10,274,/en/stats/leaderboard?page=serve,,2,73,46,63,57,26,46,65,11,17,67,4,6,9,80,40,50,41,26,63,58,66,113,59,37,63,20,10,50,42,47,113,A,,,False,,,,J. Stark,P. Haarhuis,S403,H223,USA,NED,,
