event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS001,F,01:35:00,,F,2,G247,"6-4,7-5",H. Gumy,M. Rios,,,ARG,CHI,6-4,7-5,,,,01:35:00,269,/en/stats/leaderboard?page=serve,6,5,56,44,79,75,33,44,49,17,35,88,7,8,11,238,/en/stats/leaderboard?page=serve,3,3,46,36,78,75,27,36,45,19,42,67,6,9,11,63,50,79,41,32,78,52,82,157,59,46,78,37,29,79,48,75,157,A,,,,,,,,,H. Gumy,M. Rios,G247,R286,ARG,CHI,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS002,SF,01:01:00,,F,2,R286,"6-2,6-4",M. Rios,A. Berasategui,,,CHI,ESP,6-2,6-4,,,,01:01:00,242,/en/stats/leaderboard?page=serve,6,6,43,32,74,72,23,32,50,21,42,80,8,10,9,192,/en/stats/leaderboard?page=serve,6,3,61,35,57,63,22,35,27,6,22,44,4,9,9,59,44,74,51,29,57,56,73,131,49,28,57,41,30,74,44,58,131,A,,,,,,,,,M. Rios,A. Berasategui,R286,B428,CHI,ESP,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS003,SF,02:17:00,,F,3,G247,"7-6(7),3-6,6-3",H. Gumy,F. Mantilla,,,ARG,ESP,7-6(7),3-6,6-3,,,02:17:00,247,/en/stats/leaderboard?page=serve,7,7,47,46,97,78,36,46,49,25,51,60,6,10,15,257,/en/stats/leaderboard?page=serve,3,4,66,59,90,69,41,59,48,15,31,50,4,8,15,63,61,97,38,34,90,51,95,187,62,56,90,37,36,97,49,92,187,A,7,1,,,,,,,H. Gumy,F. Mantilla,G247,M535,ARG,ESP,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS004,QF,00:59:00,,F,2,R286,"6-3,6-2",M. Rios,F. Meligeni,,,CHI,BRA,6-3,6-2,,,,00:59:00,283,/en/stats/leaderboard?page=serve,1,2,57,27,47,67,18,27,70,14,20,0,0,1,9,204,/en/stats/leaderboard?page=serve,3,0,61,35,57,60,21,35,36,8,22,64,7,11,8,68,32,47,49,28,57,58,60,104,51,29,57,32,15,47,42,44,104,A,,,,,,,,,M. Rios,F. Meligeni,R286,M443,CHI,BRA,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS005,QF,01:41:00,,F,3,B428,"3-6,6-4,6-3",A. Berasategui,M. Filippini,,,ESP,URU,3-6,6-4,6-3,,,01:41:00,269,/en/stats/leaderboard?page=serve,3,4,71,61,86,67,41,61,52,13,25,40,2,5,14,248,/en/stats/leaderboard?page=serve,2,1,75,72,96,65,47,72,38,9,24,73,11,15,14,63,54,86,42,40,96,52,94,182,58,56,96,37,32,86,48,88,182,A,,,,,,,,,A. Berasategui,M. Filippini,B428,F165,ESP,URU,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS006,QF,02:03:00,,F,2,G247,"7-6(11),7-6(7)",H. Gumy,E. Benfele Alvarez,,,ARG,ESP,7-6(11),7-6(7),,,,02:03:00,302,/en/stats/leaderboard?page=serve,3,4,58,43,74,81,35,43,71,22,31,75,3,4,12,293,/en/stats/leaderboard?page=serve,2,7,65,55,84,84,46,55,48,14,29,75,3,4,12,77,57,74,29,24,84,51,81,158,71,60,84,23,17,74,49,77,158,A,11,9,7,3,,,,,H. Gumy,E. Benfele Alvarez,G247,A190,ARG,ESP,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS007,QF,01:01:00,,F,2,M535,"6-3,6-4",F. Mantilla,O. Gross,,,ESP,GER,6-3,6-4,,,,01:01:00,304,/en/stats/leaderboard?page=serve,1,5,68,34,50,79,27,34,63,10,16,50,1,2,10,231,/en/stats/leaderboard?page=serve,4,6,48,29,60,76,22,29,39,12,31,57,4,7,9,74,37,50,43,26,60,57,63,110,57,34,60,26,13,50,43,47,110,A,,,,,,,,,F. Mantilla,O. Gross,M535,G297,ESP,GER,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS008,R16,01:12:00,,F,2,R286,"6-3,7-6(7)",M. Rios,M. Zabaleta,,,CHI,ARG,6-3,7-6(7),,,,01:12:00,264,/en/stats/leaderboard?page=serve,1,5,65,42,65,71,30,42,52,12,23,25,1,4,11,223,/en/stats/leaderboard?page=serve,,1,67,44,66,59,26,44,36,8,22,50,4,8,10,65,42,65,48,32,66,56,74,131,52,34,66,35,23,65,44,57,131,A,,,7,3,False,,,,M. Rios,M. Zabaleta,R286,Z073,CHI,ARG,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS009,R16,01:32:00,,F,3,M443,"6-1,3-6,6-3",F. Meligeni,J. Diaz,,,BRA,ESP,6-1,3-6,6-3,,,01:32:00,290,/en/stats/leaderboard?page=serve,,3,57,46,81,72,33,46,66,23,35,86,6,7,13,272,/en/stats/leaderboard?page=serve,2,0,83,65,78,62,40,65,54,7,13,63,5,8,12,69,56,81,40,31,78,55,87,159,60,47,78,31,25,81,45,72,159,A,,,,,,False,,,F. Meligeni,J. Diaz,M443,D291,BRA,ESP,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS010,R16,01:00:00,,F,2,B428,"6-4,6-4",A. Berasategui,G. Silberstein,,,ESP,CHI,6-4,6-4,,,,01:00:00,287,/en/stats/leaderboard?page=serve,7,2,61,35,57,86,30,35,55,12,22,,0,,10,267,/en/stats/leaderboard?page=serve,1,1,67,40,60,75,30,40,45,9,20,60,3,5,10,74,42,57,35,21,60,54,63,117,65,39,60,26,15,57,46,54,117,A,,,,,,,,,A. Berasategui,G. Silberstein,B428,S548,ESP,CHI,,
