event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS011,R16,01:28:00,,F,2,F165,"7-5,6-3",M. Filippini,A. Hernandez,,,URU,MEX,7-5,6-3,,,,01:28:00,281,/en/stats/leaderboard?page=serve,2,2,78,52,67,69,36,52,53,8,15,67,4,6,11,214,/en/stats/leaderboard?page=serve,5,5,46,35,76,57,20,35,51,21,41,71,10,14,10,66,44,67,46,35,76,55,79,143,54,41,76,34,23,67,45,64,143,A,,,,,,,,,M. Filippini,A. Hernandez,F165,H346,URU,MEX,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS012,R16,01:28:00,,F,2,A190,"6-3,6-4",E. Benfele Alvarez,G. Blanco,,,ESP,ESP,6-3,6-4,,,,01:28:00,202,/en/stats/leaderboard?page=serve,2,7,53,33,62,82,27,33,62,18,29,0,0,,10,250,/en/stats/leaderboard?page=serve,4,1,57,36,63,67,24,36,52,14,27,50,2,4,9,73,45,62,40,25,63,56,70,125,60,38,63,27,17,62,44,55,125,A,,,,,,,,,E. Benfele Alvarez,G. Blanco,A190,B518,ESP,ESP,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS013,R16,02:43:00,,F,3,G247,"6-4,6-7(1),7-6(7)",H. Gumy,N. Lapentti,,,ARG,ECU,6-4,6-7(1),7-6(7),,,02:43:00,258,/en/stats/leaderboard?page=serve,6,8,59,71,120,68,48,71,47,23,49,63,5,8,17,266,/en/stats/leaderboard?page=serve,5,6,63,64,101,72,46,64,54,20,37,33,2,6,17,59,71,120,35,35,101,48,106,221,65,66,101,41,49,120,52,115,221,A,,,1,7,,,7,4,H. Gumy,N. Lapentti,G247,L290,ARG,ECU,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS014,R16,02:00:00,,F,3,G297,"1-6,6-4,7-6(7)",O. Gross,L. Morejon,,,GER,ECU,1-6,6-4,7-6(7),,,02:00:00,217,/en/stats/leaderboard?page=serve,10,11,51,55,108,71,39,55,34,18,53,40,4,10,15,249,/en/stats/leaderboard?page=serve,,3,63,67,107,57,38,67,55,22,40,75,12,16,14,53,57,108,44,47,107,48,104,215,56,60,107,47,51,108,52,111,215,A,,,,,False,,7,5,O. Gross,L. Morejon,G297,M506,GER,ECU,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS015,R16,01:51:00,,F,3,M535,"4-6,6-3,6-3",F. Mantilla,F. Squillari,,,ESP,ARG,4-6,6-3,6-3,,,01:51:00,277,/en/stats/leaderboard?page=serve,3,1,66,73,110,70,51,73,51,19,37,86,6,7,14,249,/en/stats/leaderboard?page=serve,5,3,59,48,81,75,36,48,39,13,33,0,0,3,14,64,70,110,40,32,81,53,102,191,60,49,81,36,40,110,47,89,191,A,,,,,,,,,F. Mantilla,F. Squillari,M535,S568,ESP,ARG,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS016,R32,01:05:00,,F,2,R286,"6-2,6-3",M. Rios,A. Lopez Moron,,,CHI,ESP,6-2,6-3,,,,01:05:00,290,/en/stats/leaderboard?page=serve,2,2,60,28,47,75,21,28,68,13,19,,0,,8,213,/en/stats/leaderboard?page=serve,2,2,61,43,71,65,28,43,32,9,28,56,5,9,9,72,34,47,48,34,71,58,68,118,52,37,71,28,13,47,42,50,118,A,,,,,,,,,M. Rios,A. Lopez Moron,R286,L231,CHI,ESP,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS017,R32,00:54:00,,F,2,Z073,"6-2,6-1",M. Zabaleta,M. Charpentier,,,ARG,ARG,6-2,6-1,,,,00:54:00,231,/en/stats/leaderboard?page=serve,1,0,81,30,37,80,24,30,71,5,7,0,0,,7,170,/en/stats/leaderboard?page=serve,7,5,42,25,59,52,13,25,41,14,34,50,5,10,8,78,29,37,54,32,59,64,61,96,46,27,59,22,8,37,36,35,96,A,,,,,,,,,M. Zabaleta,M. Charpentier,Z073,C375,ARG,ARG,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS018,R32,01:07:00,,F,2,D291,"6-4,6-4",J. Diaz,L. Arnold Ker,,,ESP,ARG,6-4,6-4,,,,01:07:00,293,/en/stats/leaderboard?page=serve,,1,81,47,58,77,36,47,64,7,11,,0,,10,275,/en/stats/leaderboard?page=serve,3,7,56,29,52,83,24,29,52,12,23,0,0,2,10,74,43,58,31,16,52,54,59,110,69,36,52,26,15,58,46,51,110,A,,,,,,False,,,J. Diaz,L. Arnold Ker,D291,A228,ESP,ARG,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS019,R32,01:05:00,,F,2,M443,"6-3,6-3",F. Meligeni,F. Santoro,,,BRA,FRA,6-3,6-3,,,,01:05:00,263,/en/stats/leaderboard?page=serve,1,4,68,38,56,76,29,38,72,13,18,,0,,9,225,/en/stats/leaderboard?page=serve,5,1,52,28,54,61,17,28,50,13,26,50,3,6,9,75,42,56,44,24,54,60,66,110,56,30,54,25,14,56,40,44,110,A,,,,,,,,,F. Meligeni,F. Santoro,M443,S424,BRA,FRA,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS020,R32,00:53:00,,F,2,B428,"6-3,6-2",A. Berasategui,G. Kuerten,,,ESP,BRA,6-3,6-2,,,,00:53:00,295,/en/stats/leaderboard?page=serve,,4,58,31,53,68,21,31,77,17,22,,0,,9,229,/en/stats/leaderboard?page=serve,3,3,54,27,50,70,19,27,43,10,23,40,2,5,8,72,38,53,42,21,50,57,59,103,58,29,50,28,15,53,43,44,103,A,,,,,,False,,,A. Berasategui,G. Kuerten,B428,K293,ESP,BRA,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS021,R32,01:01:00,,F,2,S548,"6-3,6-3",G. Silberstein,D. Del Rio,,,CHI,ARG,6-3,6-3,,,,01:01:00,286,/en/stats/leaderboard?page=serve,2,6,56,27,48,81,22,27,57,12,21,0,0,1,9,223,/en/stats/leaderboard?page=serve,1,5,54,31,57,68,21,31,42,11,26,33,2,6,9,71,34,48,44,25,57,56,59,105,56,32,57,29,14,48,44,46,105,A,,,,,,,,,G. Silberstein,D. Del Rio,S548,D226,CHI,ARG,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS022,R32,01:42:00,,F,3,H346,"6-3,3-6,6-2",A. Hernandez,S. Cortes,,,MEX,CHI,6-3,3-6,6-2,,,01:42:00,276,/en/stats/leaderboard?page=serve,3,12,50,40,80,85,34,40,48,19,40,75,6,8,13,239,/en/stats/leaderboard?page=serve,4,1,67,63,94,67,42,63,39,12,31,73,11,15,13,66,53,80,43,40,94,53,93,174,57,54,94,34,27,80,47,81,174,A,,,,,,,,,A. Hernandez,S. Cortes,H346,C250,MEX,CHI,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS023,R32,01:55:00,,F,3,F165,"6-4,3-6,7-5",M. Filippini,G. Solves,,,URU,FRA,6-4,3-6,7-5,,,01:55:00,270,/en/stats/leaderboard?page=serve,3,1,75,74,99,64,47,74,52,13,25,73,8,11,16,237,/en/stats/leaderboard?page=serve,3,2,55,46,84,72,33,46,45,17,38,17,1,6,15,61,60,99,40,34,84,51,94,183,60,50,84,39,39,99,49,89,183,A,,,,,,,,,M. Filippini,G. Solves,F165,S523,URU,FRA,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS024,R32,01:28:00,,F,3,B518,"4-6,6-3,6-4",G. Blanco,G. Etlis,,,ESP,ARG,4-6,6-3,6-4,,,01:28:00,296,/en/stats/leaderboard?page=serve,3,6,61,51,84,78,40,51,61,20,33,75,3,4,15,284,/en/stats/leaderboard?page=serve,4,13,58,46,79,80,37,46,52,17,33,67,4,6,14,71,60,84,32,25,79,52,85,163,68,54,79,29,24,84,48,78,163,A,,,,,,,,,G. Blanco,G. Etlis,B518,E138,ESP,ARG,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS025,R32,01:24:00,,F,2,A190,"6-1,6-4",E. Benfele Alvarez,R. Jabali,,,ESP,BRA,6-1,6-4,,,,01:24:00,273,/en/stats/leaderboard?page=serve,4,3,51,27,53,89,24,27,46,12,26,50,1,2,9,182,/en/stats/leaderboard?page=serve,14,3,35,25,72,72,18,25,36,17,47,71,10,14,8,68,36,53,51,37,72,58,73,125,49,35,72,32,17,53,42,52,125,A,,,,,,,,,E. Benfele Alvarez,R. Jabali,A190,J085,ESP,BRA,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS026,R32,01:31:00,,F,2,L290,"6-4,6-4",N. Lapentti,G. Markus,,,ECU,ARG,6-4,6-4,,,,01:31:00,270,/en/stats/leaderboard?page=serve,6,5,48,34,71,79,27,34,54,20,37,83,5,6,10,236,/en/stats/leaderboard?page=serve,3,1,54,41,76,54,22,41,60,21,35,63,5,8,10,66,47,71,43,33,76,54,80,147,57,43,76,34,24,71,46,67,147,A,,,,,,,,,N. Lapentti,G. Markus,L290,M412,ECU,ARG,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS027,R32,01:13:00,,F,2,G247,"6-3,6-3",H. Gumy,M. Hadad,,,ARG,COL,6-3,6-3,,,,01:13:00,204,/en/stats/leaderboard?page=serve,4,5,56,28,50,79,22,28,68,15,22,0,0,,9,237,/en/stats/leaderboard?page=serve,4,3,62,37,60,62,23,37,48,11,23,57,4,7,9,74,37,50,43,26,60,57,63,110,57,34,60,26,13,50,43,47,110,A,,,,,,,,,H. Gumy,M. Hadad,G247,H256,ARG,COL,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS028,R32,01:21:00,,F,2,M506,"6-4,6-4",L. Morejon,N. Pereira,,,ECU,VEN,6-4,6-4,,,,01:21:00,298,/en/stats/leaderboard?page=serve,,0,69,43,62,65,28,43,74,14,19,,0,,10,259,/en/stats/leaderboard?page=serve,1,6,73,57,78,72,41,57,29,6,21,67,4,6,10,68,42,62,40,31,78,52,73,140,60,47,78,32,20,62,48,67,140,A,,,,,,False,,,L. Morejon,N. Pereira,M506,P218,ECU,VEN,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS029,R32,02:02:00,,F,3,G297,"5-7,6-4,6-2",O. Gross,M. Rodriguez,,,GER,ARG,5-7,6-4,6-2,,,02:02:00,280,/en/stats/leaderboard?page=serve,6,6,53,53,100,74,39,53,60,28,47,83,5,6,15,256,/en/stats/leaderboard?page=serve,7,10,51,56,109,75,42,56,47,25,53,63,5,8,15,67,67,100,39,42,109,52,109,209,61,67,109,33,33,100,48,100,209,A,,,,,,,,,O. Gross,M. Rodriguez,G297,R251,GER,ARG,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS030,R32,00:45:00,,F,2,S568,"6-1,6-1",F. Squillari,P. Campana,,,ARG,ECU,6-1,6-1,,,,00:45:00,244,/en/stats/leaderboard?page=serve,,1,68,21,31,95,20,21,80,8,10,0,0,,7,159,/en/stats/leaderboard?page=serve,6,1,46,22,48,59,13,22,31,8,26,38,3,8,7,90,28,31,56,27,48,70,55,79,44,21,48,10,3,31,30,24,79,A,,,,,,False,,,F. Squillari,P. Campana,S568,C329,ARG,ECU,,
8996,1996,Santiago,GP,1996-11-04T00:00:00,1996-11-10T00:00:00,Clay,32,203000,$,MS031,R32,01:19:00,,F,3,M535,"6-4,4-6,6-0",F. Mantilla,A. Portas,,,ESP,ESP,6-4,4-6,6-0,,,01:19:00,301,/en/stats/leaderboard?page=serve,1,5,76,54,71,72,39,54,65,11,17,50,2,4,13,232,/en/stats/leaderboard?page=serve,3,3,67,50,75,68,34,50,36,9,25,58,7,12,13,70,50,71,43,32,75,56,82,146,57,43,75,30,21,71,44,64,146,A,,,,,,,,,F. Mantilla,A. Portas,M535,P305,ESP,ESP,,
