event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_winner,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS011,R16,01:42:00,,F,2,R214,"7-5,7-6(7)",M. Rosset,L. Burgsmuller,,,SUI,GER,7-5,7-6(7),,,,01:42:00,,,318,/en/stats/leaderboard?page=serve,2,14,57,39,69,85,33,39,73,22,30,,0,,12,275,/en/stats/leaderboard?page=serve,3,0,64,55,86,65,36,55,58,18,31,88,7,8,12,80,55,69,37,32,86,56,87,155,63,54,86,20,14,69,44,68,155,A,7,3,,,,,M. Rosset,L. Burgsmuller,R214,B484,SUI,GER,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS012,R16,00:41:00,,F,2,V141,"6-1,6-1",D. Vacek,M. Rios,,,CZE,CHI,6-1,6-1,,,,00:41:00,,,287,/en/stats/leaderboard?page=serve,2,7,53,21,40,86,18,21,58,11,19,,0,,7,156,/en/stats/leaderboard?page=serve,2,0,51,18,35,50,9,18,29,5,17,17,1,6,7,73,29,40,60,21,35,67,50,75,40,14,35,28,11,40,33,25,75,A,,,,,,,D. Vacek,M. Rios,V141,R286,CZE,CHI,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS013,R16,00:51:00,,F,2,F196,"6-2,6-0",W. Ferreira,A. Chesnokov,,,RSA,RUS,6-2,6-0,,,,00:51:00,,,271,/en/stats/leaderboard?page=serve,1,3,45,18,40,94,17,18,45,10,22,0,0,1,7,151,/en/stats/leaderboard?page=serve,3,2,60,35,58,43,15,35,35,8,23,60,9,15,7,68,27,40,60,35,58,63,62,98,40,23,58,33,13,40,37,36,98,A,,,,,,,W. Ferreira,A. Chesnokov,F196,C031,RSA,RUS,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS014,R16,01:14:00,,F,2,S381,"6-4,6-3",J. Siemerink,S. Bruguera,,,NED,ESP,6-4,6-3,,,,01:14:00,,,272,/en/stats/leaderboard?page=serve,4,4,52,36,69,72,26,36,58,19,33,75,3,4,10,238,/en/stats/leaderboard?page=serve,1,5,50,27,54,70,19,27,48,13,27,50,3,6,9,65,45,69,41,22,54,54,67,123,59,32,54,35,24,69,46,56,123,A,,,,,,,J. Siemerink,S. Bruguera,S381,B350,NED,ESP,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS015,R16,01:56:00,,F,3,K214,"6-4,5-7,7-5",R. Krajicek,P. Rafter,,,NED,AUS,6-4,5-7,7-5,,,01:56:00,,,292,/en/stats/leaderboard?page=serve,4,12,56,58,103,78,45,58,62,28,45,80,8,10,17,271,/en/stats/leaderboard?page=serve,6,4,64,66,103,70,46,66,57,21,37,75,9,12,17,71,73,103,35,36,103,53,109,206,65,67,103,29,30,103,47,97,206,A,,,,,,,R. Krajicek,P. Rafter,K214,R255,NED,AUS,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS016,R32,01:42:00,,F,3,K267,"6-7(0),6-3,6-3",Y. Kafelnikov,A. Olhovskiy,,,RUS,RUS,6-7(0),6-3,6-3,,,01:42:00,0,7,259,/en/stats/leaderboard?page=serve,6,15,53,54,101,76,41,54,55,26,47,,0,,15,277,/en/stats/leaderboard?page=serve,4,16,47,43,92,79,34,43,59,29,49,40,2,5,15,66,67,101,32,29,92,50,96,193,68,63,92,34,34,101,50,97,193,A,,,,,,,Y. Kafelnikov,A. Olhovskiy,K267,O009,RUS,RUS,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS017,R32,01:28:00,,F,2,G254,"6-3,7-6(7)",A. Gaudenzi,J. Kroslak,,,ITA,SVK,6-3,7-6(7),,,,01:28:00,,,302,/en/stats/leaderboard?page=serve,1,1,70,44,63,68,30,44,74,14,19,0,0,1,10,238,/en/stats/leaderboard?page=serve,11,7,55,41,75,68,28,41,47,16,34,67,6,9,11,70,44,63,41,31,75,54,75,138,59,44,75,30,19,63,46,63,138,A,7,5,,,,,A. Gaudenzi,J. Kroslak,G254,K296,ITA,SVK,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS018,R32,01:12:00,,F,2,A199,"6-3,6-4",C. Adams,S. Matsuoka,,,USA,JPN,6-3,6-4,,,,01:12:00,,,194,/en/stats/leaderboard?page=serve,5,5,52,29,56,86,25,29,56,15,27,0,0,,10,262,/en/stats/leaderboard?page=serve,1,7,62,34,55,79,27,34,38,8,21,60,3,5,9,71,40,56,36,20,55,54,60,111,64,35,55,29,16,56,46,51,111,A,,,,,,,C. Adams,S. Matsuoka,A199,M338,USA,JPN,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS019,R32,00:53:00,,F,2,O099,"6-2,6-1",A. O'Brien,A. Boetsch,,,USA,FRA,6-2,6-1,,,,00:53:00,,,212,/en/stats/leaderboard?page=serve,,7,73,33,45,82,27,33,50,6,12,0,0,,8,185,/en/stats/leaderboard?page=serve,4,1,53,24,45,50,12,24,43,9,21,0,0,4,7,73,33,45,53,24,45,63,57,90,47,21,45,27,12,45,37,33,90,A,,,False,,,,A. O'Brien,A. Boetsch,O099,B053,USA,FRA,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS020,R32,01:21:00,,F,2,C243,"7-6(7),6-3",J. Courier,M. Tillstrom,,,USA,SWE,7-6(7),6-3,,,,01:21:00,7,5,271,/en/stats/leaderboard?page=serve,3,5,57,42,74,81,34,42,59,19,32,,0,,11,275,/en/stats/leaderboard?page=serve,1,2,69,47,68,77,36,47,38,8,21,75,3,4,10,72,53,74,35,24,68,54,77,142,65,44,68,28,21,74,46,65,142,A,,,,,,,J. Courier,M. Tillstrom,C243,T166,USA,SWE,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS021,R32,01:00:00,,F,2,P338,"6-4,6-3",M. Philippoussis,J. Bjorkman,,,AUS,SWE,6-4,6-3,,,,01:00:00,,,220,/en/stats/leaderboard?page=serve,1,10,59,32,54,84,27,32,68,15,22,0,0,,10,264,/en/stats/leaderboard?page=serve,,2,60,29,48,83,24,29,42,8,19,0,0,2,9,78,42,54,33,16,48,57,58,102,67,32,48,22,12,54,43,44,102,A,,,,False,,,M. Philippoussis,J. Bjorkman,P338,B446,AUS,SWE,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS022,R32,01:22:00,,F,2,B484,"6-4,7-5",L. Burgsmuller,B. Black,,,GER,ZIM,6-4,7-5,,,,01:22:00,,,254,/en/stats/leaderboard?page=serve,2,6,76,54,71,67,36,54,35,6,17,63,5,8,11,230,/en/stats/leaderboard?page=serve,1,2,77,61,79,54,33,61,44,8,18,58,7,12,11,59,42,71,48,38,79,53,80,150,52,41,79,41,29,71,47,70,150,A,,,,,,,L. Burgsmuller,B. Black,B484,B397,GER,ZIM,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS023,R32,02:19:00,,F,3,R214,"6-7(2),7-6(7),7-5",M. Rosset,G. Rusedski,,,SUI,GBR,6-7(2),7-6(7),7-5,,,02:19:00,2,7,319,/en/stats/leaderboard?page=serve,2,12,60,62,104,81,50,62,74,31,42,,0,,18,309,/en/stats/leaderboard?page=serve,,15,48,49,102,86,42,49,66,35,53,0,0,1,18,78,81,104,25,25,102,51,106,206,75,77,102,22,23,104,49,100,206,A,7,4,,False,,,M. Rosset,G. Rusedski,R214,R237,SUI,GBR,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS024,R32,00:55:00,,F,2,R286,"6-0,6-2",M. Rios,L. Paes,,,CHI,IND,6-0,6-2,,,,00:55:00,,,277,/en/stats/leaderboard?page=serve,,2,61,25,41,80,20,25,63,10,16,,0,,7,164,/en/stats/leaderboard?page=serve,4,3,45,27,60,59,16,27,33,11,33,58,7,12,7,73,30,41,55,33,60,62,63,101,45,27,60,27,11,41,38,38,101,A,,,False,,,,M. Rios,L. Paes,R286,P269,CHI,IND,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS025,R32,01:01:00,,F,2,V141,"6-4,6-4",D. Vacek,A. Cherkasov,,,CZE,RUS,6-4,6-4,,,,01:01:00,,,307,/en/stats/leaderboard?page=serve,4,10,53,26,49,88,23,26,70,16,23,0,0,1,10,247,/en/stats/leaderboard?page=serve,1,2,63,37,59,68,25,37,45,10,22,0,0,3,10,80,39,49,41,24,59,58,63,108,59,35,59,20,10,49,42,45,108,A,,,,,,,D. Vacek,A. Cherkasov,V141,C260,CZE,RUS,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS026,R32,02:08:00,,F,3,C031,"3-6,7-6(7),6-4",A. Chesnokov,A. Medvedev,,,RUS,UKR,3-6,7-6(7),6-4,,,02:08:00,,,249,/en/stats/leaderboard?page=serve,4,4,60,62,104,73,45,62,43,18,42,56,5,9,15,250,/en/stats/leaderboard?page=serve,1,7,44,48,108,65,31,48,60,36,60,50,4,8,16,61,63,104,38,41,108,49,104,212,62,67,108,39,41,104,51,108,212,A,7,5,,,,,A. Chesnokov,A. Medvedev,C031,M475,RUS,UKR,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS027,R32,01:36:00,,F,3,F196,"6-2,3-6,6-4",W. Ferreira,M. Joyce,,,RSA,USA,6-2,3-6,6-4,,,01:36:00,,,283,/en/stats/leaderboard?page=serve,5,13,52,46,89,80,37,46,51,22,43,91,10,11,13,246,/en/stats/leaderboard?page=serve,8,3,51,48,95,67,32,48,55,26,47,25,1,4,14,66,59,89,39,37,95,52,96,184,61,58,95,34,30,89,48,88,184,A,,,,,,,W. Ferreira,M. Joyce,F196,J100,RSA,USA,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS028,R32,01:55:00,,F,3,B350,"2-6,6-3,6-4",S. Bruguera,C. Pioline,,,ESP,FRA,2-6,6-3,6-4,,,01:55:00,,,264,/en/stats/leaderboard?page=serve,2,12,57,47,83,77,36,47,42,15,36,40,2,5,14,257,/en/stats/leaderboard?page=serve,4,6,53,42,80,76,32,42,50,19,38,73,8,11,13,61,51,83,36,29,80,49,80,163,64,51,80,39,32,83,51,83,163,A,,,,,,,S. Bruguera,C. Pioline,B350,P226,ESP,FRA,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS029,R32,01:13:00,,F,2,S381,"7-5,6-2",J. Siemerink,S. Stolle,,,NED,AUS,7-5,6-2,,,,01:13:00,,,230,/en/stats/leaderboard?page=serve,6,3,48,30,63,73,22,30,42,14,33,50,3,6,10,182,/en/stats/leaderboard?page=serve,7,1,58,34,59,62,21,34,28,7,25,50,6,12,10,57,36,63,53,31,59,55,67,122,47,28,59,43,27,63,45,55,122,A,,,,,,,J. Siemerink,S. Stolle,S381,S443,NED,AUS,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS030,R32,01:07:00,,F,2,R255,"6-3,6-2",P. Rafter,M. Goellner,,,AUS,GER,6-3,6-2,,,,01:07:00,,,266,/en/stats/leaderboard?page=serve,1,3,45,23,51,87,20,23,57,16,28,,0,,8,213,/en/stats/leaderboard?page=serve,6,6,48,29,61,76,22,29,34,11,32,43,3,7,9,71,36,51,46,28,61,57,64,112,54,33,61,29,15,51,43,48,112,A,,,,,,,P. Rafter,M. Goellner,R255,G252,AUS,GER,,
420,1996,New Haven,GP,1996-08-12T00:00:00,1996-08-18T00:00:00,Hard,56,915000,$,MS031,R32,02:09:00,,F,3,K214,"6-3,6-7(5),7-6(7)",R. Krajicek,L. Jensen,,,NED,USA,6-3,6-7(5),7-6(7),,,02:09:00,,,303,/en/stats/leaderboard?page=serve,5,24,51,64,125,88,56,64,51,31,61,83,5,6,17,297,/en/stats/leaderboard?page=serve,2,12,66,72,109,69,50,72,65,24,37,71,5,7,16,70,87,125,32,35,109,52,122,234,68,74,109,30,38,125,48,112,234,A,5,7,,,7,2,R. Krajicek,L. Jensen,K214,J009,NED,USA,,
