event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS001,F,02:20:00,,F,3,RE44,"6-4,3-6,7-5",A. Rublev,S. Tsitsipas,,,RUS,GRE,6-4,3-6,7-5,,,02:20:00,A,A. Rublev,S. Tsitsipas,RUS,GRE,,,262,/en/stats/leaderboard?page=serve,0,3,61,53,87,72,38,53,53,18,34,69,9,13,15,251,/en/stats/leaderboard?page=serve,6,11,70,71,101,68,48,71,40,12,30,50,5,10,16,64,56,87,41,41,101,52,97,188,59,60,101,36,31,87,48,91,188,02:20:00,02:20:00,,,,,RE44,TE51
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS002,SF,01:25:00,,F,2,RE44,"6-4,6-2",A. Rublev,C. Ruud,,,RUS,NOR,6-4,6-2,,,,01:25:00,A,A. Rublev,C. Ruud,RUS,NOR,,,250,/en/stats/leaderboard?page=serve,2,4,47,27,57,74,20,27,50,15,30,60,3,5,9,200,/en/stats/leaderboard?page=serve,1,0,61,35,57,46,16,35,50,11,22,38,3,8,9,61,35,57,53,30,57,57,65,114,47,27,57,39,22,57,43,49,114,01:25:00,01:25:00,,,,,RE44,RH16
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS003,SF,02:16:00,,F,3,TE51,"7-5,3-6,6-4",S. Tsitsipas,C. Garin,,,GRE,CHI,7-5,3-6,6-4,,,02:16:00,A,S. Tsitsipas,C. Garin,GRE,CHI,,,285,/en/stats/leaderboard?page=serve,3,12,66,60,91,68,41,60,61,19,31,50,3,6,16,261,/en/stats/leaderboard?page=serve,5,3,74,69,93,71,49,69,38,9,24,25,1,4,15,66,60,91,38,35,93,52,95,184,62,58,93,34,31,91,48,89,184,02:16:00,02:16:00,,,,,TE51,GD64
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS004,QF,02:38:00,,F,3,RH16,"7-5,3-6,6-1",C. Ruud,U. Humbert,,,NOR,FRA,7-5,3-6,6-1,,,02:38:00,A,C. Ruud,U. Humbert,NOR,FRA,,,282,/en/stats/leaderboard?page=serve,0,2,70,75,107,59,44,75,66,21,32,71,5,7,14,246,/en/stats/leaderboard?page=serve,3,2,66,63,96,68,43,63,42,14,33,76,13,17,14,61,65,107,41,39,96,51,104,203,59,57,96,39,42,107,49,99,203,02:38:00,02:38:00,,,,,RH16,HH26
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS005,QF,01:31:00,,F,2,RE44,"6-2,7-5",A. Rublev,R. Bautista Agut,,,RUS,ESP,6-2,7-5,,,,01:31:00,A,A. Rublev,R. Bautista Agut,RUS,ESP,,,248,/en/stats/leaderboard?page=serve,1,1,61,36,59,56,20,36,61,14,23,40,2,5,10,189,/en/stats/leaderboard?page=serve,4,1,68,43,63,49,21,43,35,7,20,33,3,9,10,58,34,59,56,35,63,57,69,122,44,28,63,42,25,59,43,53,122,01:31:00,01:31:00,,,,,RE44,BD06
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS006,QF,01:54:00,,F,3,GD64,"3-6,6-4,6-4",C. Garin,A. Bublik,,,CHI,KAZ,3-6,6-4,6-4,,,01:54:00,A,C. Garin,A. Bublik,CHI,KAZ,,,284,/en/stats/leaderboard?page=serve,5,3,63,55,88,67,37,55,70,23,33,75,6,8,15,276,/en/stats/leaderboard?page=serve,3,8,53,45,85,80,36,45,53,21,40,60,3,5,14,68,60,88,33,28,85,51,88,173,67,57,85,32,28,88,49,85,173,01:54:00,01:54:00,,,,,GD64,BK92
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS007,QF,01:36:00,,F,2,TE51,"7-6(7),6-2",S. Tsitsipas,D. Lajovic,,,GRE,SRB,7-6(7),6-2,,,,01:36:00,A,S. Tsitsipas,D. Lajovic,GRE,SRB,,,311,/en/stats/leaderboard?page=serve,0,3,71,48,68,67,32,48,80,16,20,86,6,7,10,265,/en/stats/leaderboard?page=serve,0,0,71,51,72,57,29,51,67,14,21,57,4,7,10,71,48,68,40,29,72,55,77,140,60,43,72,29,20,68,45,63,140,01:36:00,01:36:00,7,5,,,TE51,L987
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS008,R16,01:45:00,,F,2,HH26,"6-4,6-3",U. Humbert,J. Vesely,,,FRA,CZE,6-4,6-3,,,,01:45:00,A,U. Humbert,J. Vesely,FRA,CZE,,,264,/en/stats/leaderboard?page=serve,3,3,64,42,66,74,31,42,46,11,24,67,4,6,10,220,/en/stats/leaderboard?page=serve,3,2,65,44,68,59,26,44,42,10,24,50,4,8,9,64,42,66,47,32,68,55,74,134,53,36,68,36,24,66,45,60,134,01:45:00,01:45:00,,,,,HH26,V708
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS009,R16,01:08:00,,F,2,RH16,"6-3,6-3",C. Ruud,F. Fognini,,,NOR,ITA,6-3,6-3,,,,01:08:00,A,C. Ruud,F. Fognini,NOR,ITA,,,299,/en/stats/leaderboard?page=serve,0,2,64,28,44,89,25,28,56,9,16,67,2,3,9,210,/en/stats/leaderboard?page=serve,1,0,52,26,50,50,13,26,54,13,24,0,0,4,9,77,34,44,48,24,50,62,58,94,52,26,50,23,10,44,38,36,94,01:08:00,01:08:00,,,,,RH16,F510
414,2020,Hamburg,500,2020-09-21T00:00:00,2020-09-27T00:00:00,Clay,32,1062520,€,MS010,R16,02:04:00,,F,3,BD06,"6-3,3-6,6-3",R. Bautista Agut,D. Koepfer,,,ESP,GER,6-3,3-6,6-3,,,02:04:00,A,R. Bautista Agut,D. Koepfer,ESP,GER,,,236,/en/stats/leaderboard?page=serve,2,2,69,57,83,56,32,57,54,14,26,33,3,9,14,207,/en/stats/leaderboard?page=serve,3,4,70,59,84,54,32,59,36,9,25,59,10,17,13,55,46,83,51,43,84,53,89,167,49,41,84,45,37,83,47,78,167,02:04:00,02:04:00,,,,,BD06,KE73
