event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,doublefaults_isstatbetter_tot_loser,doublefaults_isstatbetter_tot_winner,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS001,F,01:51:00,,F,3,M442,"6-3,6-4,6-4",T. Martin,T. Johansson,,,USA,SWE,6-3,6-4,6-4,,,01:51:00,259,/en/stats/leaderboard?page=serve,6,14,61,51,84,78,40,51,39,13,33,43,3,7,15,205,/en/stats/leaderboard?page=serve,6,11,51,44,86,68,30,44,31,13,42,22,2,9,14,63,53,84,50,43,86,56,96,170,50,43,86,37,31,84,44,74,170,A,,,,,,,,,T. Martin,T. Johansson,M442,J129,USA,SWE,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS002,SF,01:23:00,,F,2,J129,"7-5,7-6(9)",T. Johansson,G. Rusedski,,,SWE,GBR,7-5,7-6(9),,,,01:23:00,297,/en/stats/leaderboard?page=serve,3,12,58,45,77,73,33,45,66,21,32,80,4,5,12,294,/en/stats/leaderboard?page=serve,4,11,61,39,64,79,31,39,64,16,25,50,2,4,12,70,54,77,27,17,64,50,71,141,73,47,64,30,23,77,50,70,141,A,9,7,,,,,,,T. Johansson,G. Rusedski,J129,R237,SWE,GBR,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS003,SF,01:34:00,,F,3,M442,"4-6,6-1,6-2",T. Martin,T. Henman,,,USA,GBR,4-6,6-1,6-2,,,01:34:00,279,/en/stats/leaderboard?page=serve,4,7,66,55,83,69,38,55,57,16,28,60,3,5,13,227,/en/stats/leaderboard?page=serve,2,5,56,37,66,65,24,37,45,13,29,17,1,6,12,65,54,83,44,29,66,56,83,149,56,37,66,35,29,83,44,66,149,A,,,,,,,,,T. Martin,T. Henman,M442,H336,USA,GBR,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS004,QF,01:22:00,,F,2,J129,"7-5,7-5",T. Johansson,J. Stoltenberg,,,SWE,AUS,7-5,7-5,,,,01:22:00,301,/en/stats/leaderboard?page=serve,3,5,59,34,58,82,28,34,67,16,24,0,0,1,12,256,/en/stats/leaderboard?page=serve,3,1,61,46,75,74,34,46,48,14,29,63,5,8,12,76,44,58,36,27,75,53,71,133,64,48,75,24,14,58,47,62,133,A,,,,,,,,,T. Johansson,J. Stoltenberg,J129,S331,SWE,AUS,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS005,QF,01:49:00,,F,3,R237,"7-6(7),1-6,6-3",G. Rusedski,D. Nestor,,,GBR,CAN,7-6(7),1-6,6-3,,,01:49:00,278,/en/stats/leaderboard?page=serve,3,10,57,54,94,69,37,54,60,24,40,71,5,7,14,293,/en/stats/leaderboard?page=serve,5,10,59,57,97,74,42,57,63,25,40,83,5,6,14,65,61,94,31,30,97,48,91,191,69,67,97,35,33,94,52,100,191,A,,,7,2,,,,,G. Rusedski,D. Nestor,R237,N210,GBR,CAN,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS006,QF,02:00:00,,F,3,H336,"6-3,3-6,7-6(7)",T. Henman,M. Gustafsson,,,GBR,SWE,6-3,3-6,7-6(7),,,02:00:00,264,/en/stats/leaderboard?page=serve,1,6,52,47,90,74,35,47,53,23,43,50,3,6,15,260,/en/stats/leaderboard?page=serve,6,1,57,51,89,75,38,51,53,20,38,50,3,6,15,64,58,90,35,31,89,50,89,179,65,58,89,36,32,90,50,90,179,A,,,,,7,0,,,T. Henman,M. Gustafsson,H336,G182,GBR,SWE,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS007,QF,01:13:00,,F,2,M442,"6-3,6-4",T. Martin,T. Suzuki,,,USA,JPN,6-3,6-4,,,,01:13:00,286,/en/stats/leaderboard?page=serve,1,2,67,36,54,69,25,36,61,11,18,0,0,1,9,228,/en/stats/leaderboard?page=serve,,4,59,36,61,61,22,36,44,11,25,50,4,8,10,67,36,54,46,28,61,56,64,115,54,33,61,33,18,54,44,51,115,A,,,,,,,False,,T. Martin,T. Suzuki,M442,S550,USA,JPN,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS008,R16,00:57:00,,F,2,S331,"6-2,6-2",J. Stoltenberg,H. Dreekmann,,,AUS,GER,6-2,6-2,,,,00:57:00,220,/en/stats/leaderboard?page=serve,,4,56,22,39,95,21,22,65,11,17,0,0,,8,202,/en/stats/leaderboard?page=serve,4,5,49,28,57,50,14,28,52,15,29,43,3,7,8,82,32,39,49,28,57,63,60,96,51,29,57,18,7,39,38,36,96,A,,,,,,,,False,J. Stoltenberg,H. Dreekmann,S331,D249,AUS,GER,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS009,R16,01:03:00,,F,2,J129,"6-1,6-4",T. Johansson,G. Grant,,,SWE,USA,6-1,6-4,,,,01:03:00,272,/en/stats/leaderboard?page=serve,3,6,53,29,55,79,23,29,50,13,26,75,3,4,8,170,/en/stats/leaderboard?page=serve,2,3,59,29,49,52,15,29,30,6,20,44,4,9,7,65,36,55,57,28,49,62,64,104,43,21,49,35,19,55,38,40,104,A,,,,,,,,,T. Johansson,G. Grant,J129,G300,SWE,USA,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS010,R16,01:06:00,,F,2,R237,"6-1,6-4",G. Rusedski,V. Spadea,,,GBR,USA,6-1,6-4,,,,01:06:00,270,/en/stats/leaderboard?page=serve,5,11,55,37,67,78,29,37,43,13,30,88,7,8,9,210,/en/stats/leaderboard?page=serve,2,0,55,26,47,50,13,26,57,12,21,20,1,5,8,63,42,67,47,22,47,56,64,114,53,25,47,37,25,67,44,50,114,A,,,,,,,,,G. Rusedski,V. Spadea,R237,S544,GBR,USA,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS011,R16,01:41:00,,F,3,N210,"6-3,3-6,6-3",D. Nestor,C. Pioline,,,CAN,FRA,6-3,3-6,6-3,,,01:41:00,292,/en/stats/leaderboard?page=serve,5,13,64,59,92,73,43,59,55,18,33,89,8,9,14,273,/en/stats/leaderboard?page=serve,4,11,60,46,77,80,37,46,42,13,31,67,4,6,13,66,61,92,35,27,77,52,88,169,65,50,77,34,31,92,48,81,169,A,,,,,,,,,D. Nestor,C. Pioline,N210,P226,CAN,FRA,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS012,R16,01:23:00,,F,3,G182,"6-0,4-6,6-1",M. Gustafsson,J. Bjorkman,,,SWE,SWE,6-0,4-6,6-1,,,01:23:00,291,/en/stats/leaderboard?page=serve,5,2,59,34,58,74,25,34,71,17,24,75,3,4,11,215,/en/stats/leaderboard?page=serve,3,5,72,55,76,53,29,55,38,8,21,45,5,11,12,72,42,58,51,39,76,60,81,134,49,37,76,28,16,58,40,53,134,A,,,,,,,,,M. Gustafsson,J. Bjorkman,G182,B446,SWE,SWE,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS013,R16,01:27:00,,F,2,H336,"7-6(7),6-3",T. Henman,W. Ferreira,,,GBR,RSA,7-6(7),6-3,,,,01:27:00,248,/en/stats/leaderboard?page=serve,2,6,50,34,68,71,24,34,53,18,34,40,2,5,10,221,/en/stats/leaderboard?page=serve,2,4,56,41,73,68,28,41,41,13,32,44,4,9,11,62,42,68,44,32,73,52,74,141,56,41,73,38,26,68,48,67,141,A,,,7,3,,,,,T. Henman,W. Ferreira,H336,F196,GBR,RSA,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS014,R16,01:48:00,,F,2,S550,"7-6(10),6-4",T. Suzuki,K. Carlsen,,,JPN,DEN,7-6(10),6-4,,,,01:48:00,302,/en/stats/leaderboard?page=serve,1,2,77,62,81,71,44,62,63,12,19,83,5,6,11,259,/en/stats/leaderboard?page=serve,4,6,49,39,79,74,29,39,53,21,40,80,8,10,11,69,56,81,37,29,79,53,85,160,63,50,79,31,25,81,47,75,160,A,,,10,8,,,,,T. Suzuki,K. Carlsen,S550,C328,JPN,DEN,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS015,R16,01:12:00,,F,2,M442,"6-4,6-3",T. Martin,W. Arthurs,,,USA,AUS,6-4,6-3,,,,01:12:00,263,/en/stats/leaderboard?page=serve,6,6,61,38,62,92,35,38,33,8,24,,0,,9,247,/en/stats/leaderboard?page=serve,6,15,52,33,63,79,26,33,37,11,30,40,2,5,10,69,43,62,41,26,63,55,69,125,59,37,63,31,19,62,45,56,125,A,,,,,,,,,T. Martin,W. Arthurs,M442,A202,USA,AUS,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS016,R32,02:13:00,,F,3,S331,"7-6(7),4-6,6-4",J. Stoltenberg,P. Sampras,,,AUS,USA,7-6(7),4-6,6-4,,,02:13:00,288,/en/stats/leaderboard?page=serve,4,9,52,55,105,78,43,55,60,30,50,86,6,7,16,274,/en/stats/leaderboard?page=serve,7,9,60,78,131,72,56,78,47,25,53,91,10,11,16,70,73,105,38,50,131,52,123,236,62,81,131,30,32,105,48,113,236,A,,,7,5,,,,,J. Stoltenberg,P. Sampras,S331,S402,AUS,USA,,
429,1998,Stockholm,WS,1998-11-09T00:00:00,1998-11-15T00:00:00,Hard,32,800000,$,MS017,R32,01:47:00,,F,3,D249,"6-2,2-6,7-5",H. Dreekmann,M. Norman,,,GER,SWE,6-2,2-6,7-5,,,01:47:00,261,/en/stats/leaderboard?page=serve,3,5,49,43,87,77,33,43,55,24,44,63,5,8,14,243,/en/stats/leaderboard?page=serve,4,5,47,37,78,73,27,37,51,21,41,56,5,9,14,66,57,87,38,30,78,53,87,165,62,48,78,34,30,87,47,78,165,A,,,,,,,,,H. Dreekmann,M. Norman,D249,N250,GER,SWE,,
