event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set1_winner,tiebreak_set1_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS001,F,01:21:00,,F,2,MA21,"7-6(7),6-0",J. Monaco,G. Monfils,,,ARG,FRA,7-6(7),6-0,,,,01:21:00,A,J. Monaco,G. Monfils,ARG,FRA,,,7,3,297,/en/stats/leaderboard?page=serve,0,1,61,31,51,77,24,31,70,14,20,0,0,1,9,199,/en/stats/leaderboard?page=serve,6,2,47,28,60,54,15,28,47,15,32,60,6,10,9,75,38,51,50,30,60,61,68,111,50,30,60,25,13,51,39,43,111,,,MA21,MC65
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS002,SF,01:18:00,,F,2,MA21,"6-4,6-4",J. Monaco,L. Horna,,,ARG,PER,6-4,6-4,,,,01:18:00,A,J. Monaco,L. Horna,ARG,PER,,,,,273,/en/stats/leaderboard?page=serve,1,2,58,31,53,61,19,31,73,16,22,50,2,4,10,222,/en/stats/leaderboard?page=serve,2,2,71,36,51,58,21,36,33,5,15,0,0,4,10,66,35,53,49,25,51,58,60,104,51,26,51,34,18,53,42,44,104,,,MA21,H390
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS003,SF,01:40:00,,F,2,MC65,"6-4,7-5",G. Monfils,L. Hewitt,,,FRA,AUS,6-4,7-5,,,,01:40:00,A,G. Monfils,L. Hewitt,FRA,AUS,,,,,248,/en/stats/leaderboard?page=serve,4,5,49,37,75,78,29,37,39,15,38,75,6,8,11,230,/en/stats/leaderboard?page=serve,1,3,58,36,62,69,25,36,38,10,26,33,2,6,11,59,44,75,44,27,62,52,71,137,56,35,62,41,31,75,48,66,137,,,MC65,H432
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS004,QF,02:39:00,,F,3,MA21,"6-2,6-7(5),6-4",J. Monaco,N. Davydenko,,,ARG,RUS,6-2,6-7(5),6-4,,,02:39:00,A,J. Monaco,N. Davydenko,ARG,RUS,,,,,254,/en/stats/leaderboard?page=serve,2,5,66,80,121,63,50,80,49,20,41,71,10,14,15,206,/en/stats/leaderboard?page=serve,7,1,62,58,93,60,35,58,37,13,35,42,5,12,15,58,70,121,48,45,93,54,115,214,52,48,93,42,51,121,46,99,214,5,7,MA21,D402
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS005,QF,02:13:00,,F,3,H390,"7-6(7),6-7(2),6-1",L. Horna,A. Montanes,,,PER,ESP,7-6(7),6-7(2),6-1,,,02:13:00,A,L. Horna,A. Montanes,PER,ESP,,,7,4,291,/en/stats/leaderboard?page=serve,1,5,59,59,100,76,45,59,59,24,41,83,5,6,16,271,/en/stats/leaderboard?page=serve,2,6,65,60,92,72,43,60,50,16,32,25,1,4,15,69,69,100,36,33,92,53,102,192,64,59,92,31,31,100,47,90,192,2,7,H390,M824
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS006,QF,01:13:00,,F,2,H432,"6-2,6-2",L. Hewitt,D. Hartfield,,,AUS,ARG,6-2,6-2,,,,01:13:00,A,L. Hewitt,D. Hartfield,AUS,ARG,,,,,286,/en/stats/leaderboard?page=serve,0,6,51,23,45,74,17,23,68,15,22,67,2,3,8,180,/en/stats/leaderboard?page=serve,4,1,54,30,56,57,17,30,35,9,26,38,3,8,8,71,32,45,54,30,56,61,62,101,46,26,56,29,13,45,39,39,101,,,H432,H502
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS007,QF,02:44:00,,F,2,MC65,"7-5,6-3",G. Monfils,A. Roddick,,,FRA,USA,7-5,6-3,,,,02:44:00,A,G. Monfils,A. Roddick,FRA,USA,,,,,277,/en/stats/leaderboard?page=serve,4,7,46,31,68,81,25,31,57,21,37,83,5,6,11,241,/en/stats/leaderboard?page=serve,3,0,45,25,55,72,18,25,57,17,30,25,1,4,10,68,46,68,36,20,55,54,66,123,64,35,55,32,22,68,46,57,123,,,MC65,R485
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS008,R16,01:25:00,,F,2,D402,"6-4,6-2",N. Davydenko,N. Lapentti,,,RUS,ECU,6-4,6-2,,,,01:25:00,A,N. Davydenko,N. Lapentti,RUS,ECU,,,,,317,/en/stats/leaderboard?page=serve,1,2,76,38,50,82,31,38,58,7,12,100,5,5,9,231,/en/stats/leaderboard?page=serve,2,1,64,42,66,64,27,42,38,9,24,50,3,6,9,76,38,50,45,30,66,59,68,116,55,36,66,24,12,50,41,48,116,,,D402,L290
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS009,R16,01:02:00,,F,2,MA21,"6-3,6-1",J. Monaco,M. Russell,,,ARG,USA,6-3,6-1,,,,01:02:00,A,J. Monaco,M. Russell,ARG,USA,,,,,345,/en/stats/leaderboard?page=serve,0,5,76,29,38,86,25,29,78,7,9,0,0,0,8,212,/en/stats/leaderboard?page=serve,1,1,64,32,50,59,19,32,39,7,18,50,4,8,8,84,32,38,48,24,50,64,56,88,52,26,50,16,6,38,36,32,88,,,MA21,R368
306,2007,Portschach,WS,2007-05-20T00:00:00,2007-05-27T00:00:00,Clay,32,391000,$,MS010,R16,01:29:00,,F,2,H390,"7-6(7),6-4",L. Horna,I. Ljubicic,,,PER,CRO,7-6(7),6-4,,,,01:29:00,A,L. Horna,I. Ljubicic,PER,CRO,,,7,5,328,/en/stats/leaderboard?page=serve,0,5,69,43,62,86,37,43,68,13,19,100,1,1,11,290,/en/stats/leaderboard?page=serve,2,13,51,36,71,75,27,36,63,22,35,75,3,4,11,81,50,62,31,22,71,54,72,133,69,49,71,19,12,62,46,61,133,,,H390,L360
