event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS001,F,02:11:00,,F,3,TB69,"3-6,6-4,6-1",D. Thiem,S. Tsitsipas,,,AUT,GRE,3-6,6-4,6-1,,,02:11:00,265,/en/stats/leaderboard?page=serve,2,5,61,51,83,69,35,51,56,18,32,63,5,8,13,238,/en/stats/leaderboard?page=serve,1,7,63,54,86,61,33,54,47,15,32,64,9,14,13,64,53,83,44,38,86,54,91,169,56,48,86,36,30,83,46,78,169,A,,,,,,,D. Thiem,S. Tsitsipas,TB69,TE51,AUT,GRE,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS002,SF,02:41:00,,F,3,TB69,"2-6,7-6(7),7-5",D. Thiem,K. Khachanov,,,AUT,RUS,2-6,7-6(7),7-5,,,02:41:00,238,/en/stats/leaderboard?page=serve,1,3,67,72,108,68,49,72,39,14,36,25,2,8,16,235,/en/stats/leaderboard?page=serve,4,5,65,68,104,68,46,68,33,12,36,44,4,9,16,58,63,108,44,46,104,51,109,212,56,58,104,42,45,108,49,103,212,A,7,5,,,,,D. Thiem,K. Khachanov,TB69,KE29,AUT,RUS,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS003,SF,01:51:00,,F,2,TE51,"7-6(8),6-4",S. Tsitsipas,A. Zverev,,,GRE,GER,7-6(8),6-4,,,,01:51:00,255,/en/stats/leaderboard?page=serve,0,3,72,54,75,70,38,54,38,8,21,57,4,7,11,245,/en/stats/leaderboard?page=serve,2,4,74,60,81,58,35,60,48,10,21,50,4,8,11,61,46,75,44,36,81,53,82,156,56,45,81,39,29,75,47,74,156,A,,,8,6,,,S. Tsitsipas,A. Zverev,TE51,Z355,GRE,GER,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS004,QF,01:55:00,,F,2,TB69,"6-2,7-6(7)",D. Thiem,A. Murray,,,AUT,GBR,6-2,7-6(7),,,,01:55:00,279,/en/stats/leaderboard?page=serve,4,7,66,46,70,87,40,46,33,8,24,50,1,2,10,243,/en/stats/leaderboard?page=serve,3,5,67,50,75,68,34,50,36,9,25,67,6,9,10,69,48,70,43,32,75,55,80,145,57,43,75,31,22,70,45,65,145,A,7,3,,,,,D. Thiem,A. Murray,TB69,MC10,AUT,GBR,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS005,QF,01:46:00,,F,3,KE29,"3-6,6-3,6-1",K. Khachanov,F. Fognini,,,RUS,ITA,3-6,6-3,6-1,,,01:46:00,273,/en/stats/leaderboard?page=serve,3,7,63,50,79,64,32,50,59,17,29,71,5,7,12,230,/en/stats/leaderboard?page=serve,4,1,49,34,70,65,22,34,58,21,36,29,2,7,13,62,49,79,39,27,70,51,76,149,61,43,70,38,30,79,49,73,149,A,,,,,,,K. Khachanov,F. Fognini,KE29,F510,RUS,ITA,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS006,QF,01:13:00,,F,2,TE51,"7-6(7),6-3",S. Tsitsipas,J. Isner,,,GRE,USA,7-6(7),6-3,,,,01:13:00,340,/en/stats/leaderboard?page=serve,1,8,73,43,59,91,39,43,69,11,16,100,1,1,11,304,/en/stats/leaderboard?page=serve,1,9,75,43,57,81,35,43,50,7,14,50,1,2,10,85,50,59,26,15,57,56,65,116,74,42,57,15,9,59,44,51,116,A,,,7,3,,,S. Tsitsipas,J. Isner,TE51,I186,GRE,USA,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS007,QF,01:13:00,,F,2,Z355,"7-6(7),6-2",A. Zverev,S. Querrey,,,GER,USA,7-6(7),6-2,,,,01:13:00,325,/en/stats/leaderboard?page=serve,0,6,74,45,61,82,37,45,63,10,16,100,1,1,10,284,/en/stats/leaderboard?page=serve,1,15,73,43,59,79,34,43,38,6,16,33,1,3,10,77,47,61,32,19,59,55,66,120,68,40,59,23,14,61,45,54,120,A,,,7,3,,,A. Zverev,S. Querrey,Z355,Q927,GER,USA,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS008,R16,01:09:00,,F,2,TB69,"6-3,6-3",D. Thiem,Z. Zhang,,,AUT,CHN,6-3,6-3,,,,01:09:00,337,/en/stats/leaderboard?page=serve,0,5,71,32,45,84,27,32,77,10,13,0,0,0,9,232,/en/stats/leaderboard?page=serve,1,1,53,29,55,59,17,29,54,14,26,0,0,3,9,82,37,45,44,24,55,61,61,100,56,31,55,18,8,45,39,39,100,A,,,,,,,D. Thiem,Z. Zhang,TB69,Z371,AUT,CHN,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS009,R16,02:52:00,,F,3,MC10,"7-6(8),6-7(4),6-1",A. Murray,C. Norrie,,,GBR,GBR,7-6(8),6-7(4),6-1,,,02:52:00,289,/en/stats/leaderboard?page=serve,2,6,59,58,98,71,41,58,68,27,40,33,1,3,16,259,/en/stats/leaderboard?page=serve,4,10,69,78,113,62,48,78,49,17,35,69,9,13,15,69,68,98,42,48,113,55,116,211,58,65,113,31,30,98,45,95,211,A,4,7,8,6,,,A. Murray,C. Norrie,MC10,N771,GBR,GBR,,
747,2019,Beijing,500,2019-09-30T00:00:00,2019-10-06T00:00:00,Hard,32,3515225,$,MS010,R16,01:41:00,,F,2,KE29,"7-6(7),7-6(7)",K. Khachanov,J. Chardy,,,RUS,FRA,7-6(7),7-6(7),,,,01:41:00,321,/en/stats/leaderboard?page=serve,2,11,62,45,73,96,43,45,54,15,28,0,0,0,12,302,/en/stats/leaderboard?page=serve,3,12,59,48,81,79,38,48,55,18,33,100,3,3,12,79,58,73,31,25,81,54,83,154,69,56,81,21,15,73,46,71,154,A,7,5,7,0,,,K. Khachanov,J. Chardy,KE29,CA12,RUS,FRA,,
