event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS001,F,02:27:00,,F,3,A0E2,"6-2,6-2,7-6(7)",C. Alcaraz,N. Djokovic,,,ESP,SRB,6-2,6-2,7-6(7),,,02:27:00,A,C. Alcaraz,N. Djokovic,ESP,SRB,,,285,/en/stats/leaderboard?page=serve,6,5,59,56,95,84,47,56,51,20,39,67,2,3,14,244,/en/stats/leaderboard?page=serve,4,8,70,71,101,66,47,71,40,12,30,64,9,14,14,71,67,95,42,42,101,56,109,196,58,59,101,29,28,95,44,87,196,7,4,02:27:00,02:27:00,,,,,,,,,A0E2,D643
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS002,SF,02:55:00,,F,4,A0E2,"6-7(1),6-3,6-4,6-4",C. Alcaraz,D. Medvedev,,,ESP,RUS,6-7(1),6-3,6-4,6-4,,02:55:00,A,C. Alcaraz,D. Medvedev,ESP,RUS,,,280,/en/stats/leaderboard?page=serve,2,6,57,64,113,73,47,64,61,30,49,0,0,3,21,258,/en/stats/leaderboard?page=serve,6,5,69,90,131,66,59,90,54,22,41,60,9,15,20,68,77,113,38,50,131,52,127,244,62,81,131,32,36,113,48,117,244,,,02:55:00,02:55:00,1,7,,,,,,,A0E2,MM58
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS003,SF,02:48:00,,F,3,D643,"6-4,7-6(7),6-4",N. Djokovic,L. Musetti,,,SRB,ITA,6-4,7-6(7),6-4,,,02:48:00,A,N. Djokovic,L. Musetti,SRB,ITA,,,275,/en/stats/leaderboard?page=serve,4,6,67,69,103,75,52,69,44,15,34,50,2,4,16,252,/en/stats/leaderboard?page=serve,1,2,74,82,111,61,50,82,41,12,29,69,9,13,16,65,67,103,44,49,111,54,116,214,56,62,111,35,36,103,46,98,214,,,02:48:00,02:48:00,,,7,2,,,,,D643,M0EJ
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS004,QF,04:00:00,,F,5,MM58,"6-7(7),6-4,7-6(7),2-6,6-3",D. Medvedev,J. Sinner,,,RUS,ITA,6-7(7),6-4,7-6(7),2-6,6-3,04:00:00,A,D. Medvedev,J. Sinner,RUS,ITA,,,281,/en/stats/leaderboard?page=serve,11,15,68,119,174,76,91,119,45,25,55,50,3,6,26,299,/en/stats/leaderboard?page=serve,4,17,65,97,150,80,78,97,53,28,53,57,4,7,25,67,116,174,29,44,150,49,160,324,71,106,150,33,58,174,51,164,324,7,4,04:00:00,04:00:00,7,9,,,,,,,MM58,S0AG
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS005,QF,03:11:00,,F,4,A0E2,"5-7,6-4,6-2,6-2",C. Alcaraz,T. Paul,,,ESP,USA,5-7,6-4,6-2,6-2,,03:11:00,A,C. Alcaraz,T. Paul,ESP,USA,,,273,/en/stats/leaderboard?page=serve,2,7,61,73,119,66,48,73,63,29,46,60,6,10,19,224,/en/stats/leaderboard?page=serve,2,2,60,82,136,57,47,82,50,27,54,70,19,27,19,65,77,119,46,62,136,55,139,255,54,74,136,35,42,119,45,116,255,,,03:11:00,03:11:00,,,,,,,,,A0E2,PL56
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS006,QF,03:27:00,,F,5,M0EJ,"3-6,7-6(7),6-2,3-6,6-1",L. Musetti,T. Fritz,,,ITA,USA,3-6,7-6(7),6-2,3-6,6-1,03:27:00,A,L. Musetti,T. Fritz,ITA,USA,,,276,/en/stats/leaderboard?page=serve,3,7,61,83,137,76,63,83,54,29,54,56,5,9,22,264,/en/stats/leaderboard?page=serve,1,10,60,87,144,64,56,87,58,33,57,54,7,13,23,67,92,137,38,55,144,52,147,281,62,89,144,33,45,137,48,134,281,,,03:27:00,03:27:00,,,7,5,,,,,M0EJ,FB98
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS008,R16,02:08:00,,F,3,S0AG,"6-2,6-4,7-6(11)",J. Sinner,B. Shelton,,,ITA,USA,6-2,6-4,7-6(11),,,02:08:00,A,J. Sinner,B. Shelton,ITA,USA,,,316,/en/stats/leaderboard?page=serve,0,7,70,63,90,76,48,63,70,19,27,50,1,2,15,267,/en/stats/leaderboard?page=serve,4,15,72,69,96,70,48,69,41,11,27,33,2,6,15,74,67,90,39,37,96,56,104,186,61,59,96,26,23,90,44,82,186,11,9,02:08:00,02:08:00,,,,,,,,,S0AG,S0S1
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS009,R16,00:40:00,,F,1,MM58,5-3,D. Medvedev,G. Dimitrov,,,RUS,BUL,5-3,,,,,00:40:00,A,D. Medvedev,G. Dimitrov,RUS,BUL,,,272,/en/stats/leaderboard?page=serve,1,6,61,14,23,64,9,14,67,6,9,50,1,2,4,200,/en/stats/leaderboard?page=serve,0,1,56,14,25,57,8,14,36,4,11,33,1,3,4,65,15,23,52,13,25,58,28,48,48,12,25,35,8,23,42,20,48,,,00:40:00,00:40:00,,,,,,,,,MM58,D875
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS010,R16,02:58:00,,F,4,A0E2,"6-3,6-4,1-6,7-5",C. Alcaraz,U. Humbert,,,ESP,FRA,6-3,6-4,1-6,7-5,,02:58:00,A,C. Alcaraz,U. Humbert,ESP,FRA,,,260,/en/stats/leaderboard?page=serve,6,14,70,95,135,66,63,95,43,17,40,62,8,13,19,256,/en/stats/leaderboard?page=serve,1,10,65,67,103,67,45,67,47,17,36,25,2,8,19,59,80,135,40,41,103,51,121,238,60,62,103,41,55,135,49,117,238,,,02:58:00,02:58:00,,,,,,,,,A0E2,HH26
540,2024,Wimbledon,GS,2024-07-01T00:00:00,2024-07-14T00:00:00,Grass,128,20747000,£,MS011,R16,02:02:00,,F,3,PL56,"6-2,7-6(7),6-2",T. Paul,R. Bautista Agut,,,USA,ESP,6-2,7-6(7),6-2,,,02:02:00,A,T. Paul,R. Bautista Agut,USA,ESP,,,304,/en/stats/leaderboard?page=serve,2,11,61,54,88,80,43,54,62,21,34,75,3,4,14,256,/en/stats/leaderboard?page=serve,0,0,76,67,88,54,36,67,62,13,21,29,2,7,14,73,64,88,44,39,88,59,103,176,56,49,88,27,24,88,41,73,176,,,02:02:00,02:02:00,,,7,3,,,,,PL56,BD06
