event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS029,R32,01:13:00,,F,2,M535,"6-4,6-2",F. Mantilla,B. Ulihrach,,,ESP,CZE,6-4,6-2,,,,01:13:00,288,/en/stats/leaderboard?page=serve,False,3,70,38,54,71,27,38,56,9.0,16.0,80,4,5,9,210,/en/stats/leaderboard?page=serve,3,3,59,38,64,61,23,38,35,9,26,56,5,9,9,67,36,54,50,32,64,58,68,118,50,32,64,33,18,54,42,50,118,A,,,,,,,,,F. Mantilla,B. Ulihrach,M535,U032,ESP,CZE,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS030,R32,01:44:00,,F,3,I034,"4-6,6-1,6-4",G. Ivanisevic,N. Lapentti,,,CRO,ECU,4-6,6-1,6-4,,,01:44:00,255,/en/stats/leaderboard?page=serve,,10,51,46,90,74,34,46,48,21.0,44.0,67,6,9,14,237,/en/stats/leaderboard?page=serve,3,0,72,64,89,55,35,64,52,13,25,29,2,7,13,61,55,90,46,41,89,54,96,179,54,48,89,39,35,90,46,83,179,A,6,,,,,,,,G. Ivanisevic,N. Lapentti,I034,L290,CRO,ECU,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS031,R32,02:02:00,,F,3,R237,"7-6(7),0-6,6-3",G. Rusedski,E. Benfele Alvarez,,,GBR,ESP,7-6(7),0-6,6-3,,,02:02:00,246,/en/stats/leaderboard?page=serve,,5,61,60,98,67,40,60,47,18.0,38.0,73,11,15,14,276,/en/stats/leaderboard?page=serve,1,3,61,50,82,66,33,50,63,20,32,71,5,7,13,59,58,98,35,29,82,48,87,180,65,53,82,41,40,98,52,93,180,A,5,,,,7,3,,,G. Rusedski,E. Benfele Alvarez,R237,A190,GBR,ESP,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS033,R64,01:10:00,,F,2,F196,"6-4,6-2",W. Ferreira,J. Siemerink,,,RSA,NED,6-4,6-2,,,,01:10:00,276,/en/stats/leaderboard?page=serve,,3,58,30,52,80,24,30,50,11.0,22.0,0,0,1,9,216,/en/stats/leaderboard?page=serve,4,1,52,32,62,69,22,32,43,13,30,60,6,10,9,67,35,52,44,27,62,54,62,114,56,35,62,33,17,52,46,52,114,A,3,,,,,,,,W. Ferreira,J. Siemerink,F196,S381,RSA,NED,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS034,R64,01:59:00,,F,3,C378,"6-3,1-6,7-6(7)",A. Costa,A. Medvedev,,,ESP,UKR,6-3,1-6,7-6(7),,,01:59:00,256,/en/stats/leaderboard?page=serve,,0,73,69,94,61,42,69,52,13.0,25.0,33,2,6,14,262,/en/stats/leaderboard?page=serve,7,5,67,66,99,67,44,66,52,17,33,77,10,13,14,59,55,94,38,38,99,48,93,193,62,61,99,41,39,94,52,100,193,A,1,,,,,,7,3,A. Costa,A. Medvedev,C378,M475,ESP,UKR,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS035,R64,01:29:00,,F,3,G297,"3-6,6-2,6-1",O. Gross,N. Kiefer,,,GER,GER,3-6,6-2,6-1,,,01:29:00,290,/en/stats/leaderboard?page=serve,,2,58,38,66,74,28,38,68,19.0,28.0,0,0,1,12,220,/en/stats/leaderboard?page=serve,8,3,39,31,80,77,24,31,43,21,49,60,6,10,12,71,47,66,44,35,80,56,82,146,56,45,80,29,19,66,44,64,146,A,3,,,,,,,,O. Gross,N. Kiefer,G297,K316,GER,GER,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS036,R64,01:01:00,,F,2,H355,"6-2,7-5",T. Haas,C. Moya,,,GER,ESP,6-2,7-5,,,,01:01:00,264,/en/stats/leaderboard?page=serve,,1,69,35,51,63,22,35,63,10.0,16.0,40,2,5,10,191,/en/stats/leaderboard?page=serve,1,4,62,34,55,62,21,34,24,5,21,25,2,8,10,63,32,51,53,29,55,58,61,106,47,26,55,37,19,51,42,45,106,A,2,,,,,,,,T. Haas,C. Moya,H355,M605,GER,ESP,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS037,R64,01:15:00,,F,2,S424,"6-3,6-3",F. Santoro,C. Costa,,,FRA,ESP,6-3,6-3,,,,01:15:00,253,/en/stats/leaderboard?page=serve,False,1,52,32,62,53,17,32,70,21.0,30.0,78,7,9,9,189,/en/stats/leaderboard?page=serve,1,1,50,23,46,65,15,23,30,7,23,29,2,7,9,61,38,62,52,24,46,57,62,108,48,22,46,39,24,62,43,46,108,A,,,,,,,,,F. Santoro,C. Costa,S424,C179,FRA,ESP,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS038,R64,00:40:00,,F,2,S572,"6-2,1-0",S. Schalken,M. Rosset,,,NED,SUI,6-2,1-0,,,,00:40:00,239,/en/stats/leaderboard?page=serve,False,2,70,23,33,57,13,23,50,5.0,10.0,33,1,3,5,107,/en/stats/leaderboard?page=serve,5,0,29,6,21,50,3,6,13,2,15,33,2,6,5,55,18,33,76,16,21,63,34,54,24,5,21,45,15,33,37,20,54,A,,,,,,,,,S. Schalken,M. Rosset,S572,R214,NED,SUI,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS041,R64,00:57:00,,F,2,M099,"6-2,6-0",T. Muster,A. Portas,,,AUT,ESP,6-2,6-0,,,,00:57:00,191,/en/stats/leaderboard?page=serve,,4,57,30,53,83,25,30,48,11.0,23.0,,0,,7,155,/en/stats/leaderboard?page=serve,2,0,49,21,43,48,10,21,32,7,22,17,1,6,7,68,36,53,60,26,43,65,62,96,40,17,43,32,17,53,35,34,96,A,1,,,,,,,,T. Muster,A. Portas,M099,P305,AUT,ESP,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS042,R64,01:27:00,,F,2,D228,"7-5,6-4",F. Dewulf,F. Vicente,,,BEL,ESP,7-5,6-4,,,,01:27:00,219,/en/stats/leaderboard?page=serve,,0,57,38,67,61,23,38,48,14.0,29.0,38,3,8,11,193,/en/stats/leaderboard?page=serve,,2,74,50,68,48,24,50,33,6,18,42,5,12,11,55,37,67,56,38,68,56,75,135,44,30,68,45,30,67,44,60,135,A,1,,,False,,,,,F. Dewulf,F. Vicente,D228,V195,BEL,ESP,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS043,R64,01:09:00,,F,2,K260,"6-3,6-0",J. Knippschild,M. Norman,,,GER,SWE,6-3,6-0,,,,01:09:00,264,/en/stats/leaderboard?page=serve,,5,42,25,60,76,19,25,57,20.0,35.0,86,6,7,8,175,/en/stats/leaderboard?page=serve,,0,61,39,64,54,21,39,32,8,25,62,8,13,7,65,39,60,55,35,64,60,74,124,45,29,64,35,21,60,40,50,124,A,3,,,False,,,,,J. Knippschild,M. Norman,K260,N250,GER,SWE,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS044,R64,01:43:00,,F,3,C274,"6-4,3-6,6-1",M. Chang,D. Prinosil,,,USA,GER,6-4,3-6,6-1,,,01:43:00,255,/en/stats/leaderboard?page=serve,,5,56,55,98,65,36,55,56,24.0,43.0,73,8,11,13,226,/en/stats/leaderboard?page=serve,7,6,43,30,70,80,24,30,43,17,40,38,3,8,13,61,60,98,41,29,70,53,89,168,59,41,70,39,38,98,47,79,168,A,3,,,,,,,,M. Chang,D. Prinosil,C274,P273,USA,GER,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS045,R64,01:55:00,,F,3,C252,"6-4,2-6,6-4",F. Clavet,M. Goellner,,,ESP,GER,6-4,2-6,6-4,,,01:55:00,269,/en/stats/leaderboard?page=serve,,3,65,53,81,72,38,53,54,15.0,28.0,67,6,9,14,248,/en/stats/leaderboard?page=serve,4,5,49,55,112,76,42,55,44,25,57,83,15,18,14,65,53,81,40,45,112,51,98,193,60,67,112,35,28,81,49,95,193,A,3,,,,,,,,F. Clavet,M. Goellner,C252,G252,ESP,GER,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS046,R64,02:10:00,,F,3,F164,"6-3,6-7(7),6-4",R. Fromberg,M. Filippini,,,AUS,URU,6-3,6-7(7),6-4,,,02:10:00,278,/en/stats/leaderboard?page=serve,,11,66,66,100,68,45,66,50,17.0,34.0,33,1,3,15,261,/en/stats/leaderboard?page=serve,2,0,75,79,105,58,46,79,62,16,26,50,5,10,16,62,62,100,41,43,105,51,105,205,59,62,105,38,38,100,49,100,205,A,3,7,9,,,,,,R. Fromberg,M. Filippini,F164,F165,AUS,URU,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS049,R64,01:54:00,,F,2,D198,"6-0,6-2",S. Dosedel,D. Hrbaty,,,CZE,SVK,6-0,6-2,,,,01:54:00,232,/en/stats/leaderboard?page=serve,False,1,80,44,55,68,30,44,55,6.0,11.0,,0,,7,166,/en/stats/leaderboard?page=serve,5,0,70,30,43,50,15,30,23,3,13,55,6,11,7,65,36,55,58,25,43,62,61,98,42,18,43,35,19,55,38,37,98,A,,,,,,,,,S. Dosedel,D. Hrbaty,D198,H377,CZE,SVK,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS050,R64,01:19:00,,F,2,A226,"7-5,7-5",H. Arazi,A. Gaudenzi,,,MAR,ITA,7-5,7-5,,,,01:19:00,248,/en/stats/leaderboard?page=serve,,5,38,26,68,77,20,26,55,23.0,42.0,0,0,3,12,240,/en/stats/leaderboard?page=serve,3,2,75,54,72,52,28,54,56,10,18,50,5,10,12,63,43,68,47,34,72,55,77,140,53,38,72,37,25,68,45,63,140,A,2,,,,,,,,H. Arazi,A. Gaudenzi,A226,G254,MAR,ITA,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS051,R64,01:04:00,,F,2,H336,"6-3,6-2",T. Henman,J. Apell,,,GBR,SWE,6-3,6-2,,,,01:04:00,290,/en/stats/leaderboard?page=serve,False,2,55,21,38,81,17,21,65,11.0,17.0,0,0,1,8,194,/en/stats/leaderboard?page=serve,3,0,57,38,67,55,21,38,41,12,29,44,4,9,9,74,28,38,51,34,67,59,62,105,49,33,67,26,10,38,41,43,105,A,,,,,,,,,T. Henman,J. Apell,H336,A176,GBR,SWE,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS052,R64,01:00:00,,F,2,B350,"6-2,6-1",S. Bruguera,J. Diaz,,,ESP,ESP,6-2,6-1,,,,01:00:00,268,/en/stats/leaderboard?page=serve,,4,38,18,48,89,16,18,53,16.0,30.0,75,3,4,8,179,/en/stats/leaderboard?page=serve,,1,80,33,41,45,15,33,25,2,8,38,3,8,7,67,32,48,59,24,41,63,56,89,41,17,41,33,16,48,37,33,89,A,3,,,False,,,,,S. Bruguera,J. Diaz,B350,D291,ESP,ESP,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS053,R64,01:17:00,,F,2,E140,"6-4,7-6(8)",N. Escude,J. Alonso,,,FRA,ESP,6-4,7-6(8),,,,01:17:00,282,/en/stats/leaderboard?page=serve,,5,53,40,76,80,32,40,58,21.0,36.0,75,3,4,11,256,/en/stats/leaderboard?page=serve,3,1,43,31,72,68,21,31,66,27,41,0,0,2,11,70,53,76,33,24,72,52,77,148,67,48,72,30,23,76,48,71,148,A,4,8,6,,,,,,N. Escude,J. Alonso,E140,A272,FRA,ESP,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS054,R64,01:28:00,,F,2,A203,"7-5,6-2",K. Alami,M. Sinner,,,MAR,GER,7-5,6-2,,,,01:28:00,268,/en/stats/leaderboard?page=serve,,5,53,31,59,77,24,31,54,15.0,28.0,60,3,5,10,207,/en/stats/leaderboard?page=serve,6,2,73,65,89,55,36,65,33,8,24,64,9,14,10,66,39,59,51,45,89,57,84,148,49,44,89,34,20,59,43,64,148,A,1,,,,,,,,K. Alami,M. Sinner,A203,S367,MAR,GER,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS057,R64,01:37:00,,F,2,G182,"7-5,6-4",M. Gustafsson,B. Becker,,,SWE,GER,7-5,6-4,,,,01:37:00,239,/en/stats/leaderboard?page=serve,False,2,73,44,60,70,31,44,94,15.0,16.0,0,0,,11,254,/en/stats/leaderboard?page=serve,3,11,46,38,82,74,28,38,45,20,44,71,5,7,11,77,46,60,41,34,82,56,80,142,59,48,82,23,14,60,44,62,142,A,,,,,,,,,M. Gustafsson,B. Becker,G182,B028,SWE,GER,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS058,R64,02:35:00,,F,3,U032,"6-3,4-6,6-2",B. Ulihrach,B. Karbacher,,,CZE,GER,6-3,4-6,6-2,,,02:35:00,238,/en/stats/leaderboard?page=serve,,3,60,50,84,68,34,50,41,14.0,34.0,73,11,15,13,203,/en/stats/leaderboard?page=serve,2,2,55,58,105,55,32,58,43,20,47,36,4,11,14,57,48,84,50,53,105,53,101,189,50,52,105,43,36,84,47,88,189,A,3,,,,,,,,B. Ulihrach,B. Karbacher,U032,K190,CZE,GER,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS059,R64,00:48:00,,F,1,M535,6-4,F. Mantilla,G. Raoux,,,ESP,FRA,6-4,,,,,00:48:00,236,/en/stats/leaderboard?page=serve,False,0,74,26,35,58,15,26,44,4.0,9.0,60,3,5,5,185,/en/stats/leaderboard?page=serve,1,3,44,14,32,50,7,14,39,7,18,40,2,5,6,54,19,35,56,18,32,55,37,67,44,14,32,46,16,35,45,30,67,A,,,,,,,,,F. Mantilla,G. Raoux,M535,R186,ESP,FRA,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS060,R64,01:47:00,,F,3,I034,"4-6,6-4,6-3",G. Ivanisevic,G. Blanco,,,CRO,ESP,4-6,6-4,6-3,,,01:47:00,262,/en/stats/leaderboard?page=serve,,17,60,71,118,72,51,71,40,19.0,47.0,82,14,17,15,254,/en/stats/leaderboard?page=serve,1,1,65,56,86,68,38,56,50,15,30,56,5,9,14,59,70,118,38,33,86,50,103,204,62,53,86,41,48,118,50,101,204,A,7,,,,,,,,G. Ivanisevic,G. Blanco,I034,B518,CRO,ESP,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS061,R64,01:21:00,,F,2,L290,"6-4,6-4",N. Lapentti,B. Steven,,,ECU,NZL,6-4,6-4,,,,01:21:00,281,/en/stats/leaderboard?page=serve,,3,70,39,56,79,31,39,41,7.0,17.0,50,1,2,10,246,/en/stats/leaderboard?page=serve,2,2,73,59,81,58,34,59,45,10,22,75,9,12,10,68,38,56,46,37,81,55,75,137,54,44,81,32,18,56,45,62,137,A,2,,,,,,,,N. Lapentti,B. Steven,L290,S321,ECU,NZL,,
414,1998,ATP Masters 1000 Hamburg,1000,1998-05-04T00:00:00,1998-05-10T00:00:00,Clay,56,2200000,$,MS062,R64,01:24:00,,F,2,A190,"6-1,7-5",E. Benfele Alvarez,M. Martelli,,,ESP,ITA,6-1,7-5,,,,01:24:00,296,/en/stats/leaderboard?page=serve,False,4,73,47,64,70,33,47,59,10.0,17.0,75,3,4,10,208,/en/stats/leaderboard?page=serve,6,6,49,35,72,74,26,35,30,11,37,56,5,9,9,67,43,64,49,35,72,57,78,136,51,37,72,33,21,64,43,58,136,A,,,,,,,,,E. Benfele Alvarez,M. Martelli,A190,M543,ESP,ITA,,
