event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,settime_tot_winner,settime_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS001,F,03:17:00,,F,3,D643,"6-3,7-6(7),6-3",N. Djokovic,D. Medvedev,,,SRB,RUS,6-3,7-6(7),6-3,,,03:17:00,A,N. Djokovic,D. Medvedev,SRB,RUS,,,280,/en/stats/leaderboard?page=serve,6,4,54,59,109,81,48,59,54,27,50,67,2,3,16,252,/en/stats/leaderboard?page=serve,6,6,65,69,106,71,49,69,38,14,37,50,3,6,14,69,75,109,41,43,106,55,118,215,59,63,106,31,34,109,45,97,215,7,5,03:17:00,03:17:00,,,,,,,,,D643,MM58
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS002,SF,03:19:00,,F,4,MM58,"7-6(7),6-1,3-6,6-3",D. Medvedev,C. Alcaraz,,,RUS,ESP,7-6(7),6-1,3-6,6-3,,03:19:00,A,D. Medvedev,C. Alcaraz,RUS,ESP,,,289,/en/stats/leaderboard?page=serve,10,9,64,83,129,82,68,83,50,23,46,89,8,9,19,270,/en/stats/leaderboard?page=serve,0,0,70,93,133,69,64,93,48,19,40,57,4,7,18,71,91,129,38,50,133,54,141,262,62,83,133,29,38,129,46,121,262,,,03:19:00,03:19:00,7,3,,,,,,,MM58,A0E2
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS003,SF,02:41:00,,F,3,D643,"6-3,6-2,7-6(7)",N. Djokovic,B. Shelton,,,SRB,USA,6-3,6-2,7-6(7),,,02:41:00,A,N. Djokovic,B. Shelton,SRB,USA,,,274,/en/stats/leaderboard?page=serve,3,5,68,67,99,84,56,67,34,11,32,67,4,6,15,242,/en/stats/leaderboard?page=serve,5,5,71,72,102,60,43,72,47,14,30,64,9,14,14,68,67,99,44,45,102,56,112,201,56,57,102,32,32,99,44,89,201,,,02:41:00,02:41:00,,,7,4,,,,,D643,S0S1
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS004,QF,02:30:00,,F,3,A0E2,"6-3,6-2,6-4",C. Alcaraz,A. Zverev,,,ESP,GER,6-3,6-2,6-4,,,02:30:00,A,C. Alcaraz,A. Zverev,ESP,GER,,,290,/en/stats/leaderboard?page=serve,3,3,57,55,97,76,42,55,57,24,42,100,5,5,14,240,/en/stats/leaderboard?page=serve,4,6,68,52,77,73,38,52,28,7,25,0,0,4,13,68,66,97,42,32,77,56,98,174,58,45,77,32,31,97,44,76,174,,,02:30:00,02:30:00,,,,,,,,,A0E2,Z355
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS005,QF,02:48:00,,F,3,MM58,"6-4,6-3,6-4",D. Medvedev,A. Rublev,,,RUS,RUS,6-4,6-3,6-4,,,02:48:00,A,D. Medvedev,A. Rublev,RUS,RUS,,,222,/en/stats/leaderboard?page=serve,9,8,55,55,100,75,41,55,29,13,45,62,8,13,14,191,/en/stats/leaderboard?page=serve,5,4,60,59,98,64,38,59,28,11,39,53,10,19,15,54,54,100,50,49,98,52,103,198,50,49,98,46,46,100,48,95,198,,,02:48:00,02:48:00,,,,,,,,,MM58,RE44
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS006,QF,03:07:00,,F,4,S0S1,"6-2,3-6,7-6(9),6-2",B. Shelton,F. Tiafoe,,,USA,USA,6-2,3-6,7-6(9),6-2,,03:07:00,A,B. Shelton,F. Tiafoe,USA,USA,,,266,/en/stats/leaderboard?page=serve,11,14,59,64,108,77,49,64,50,22,44,33,2,6,18,235,/en/stats/leaderboard?page=serve,4,7,56,68,122,63,43,68,50,27,54,53,8,15,19,66,71,108,43,52,122,53,123,230,57,70,122,34,37,108,47,107,230,,,03:07:00,03:07:00,,,9,7,,,,,S0S1,TD51
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS007,QF,02:35:00,,F,3,D643,"6-1,6-4,6-4",N. Djokovic,T. Fritz,,,SRB,USA,6-1,6-4,6-4,,,02:35:00,A,N. Djokovic,T. Fritz,SRB,USA,,,273,/en/stats/leaderboard?page=serve,5,7,61,57,94,68,39,57,57,21,37,83,10,12,14,215,/en/stats/leaderboard?page=serve,2,8,55,49,89,73,36,49,28,11,40,33,3,9,13,64,60,94,47,42,89,56,102,183,53,47,89,36,34,94,44,81,183,,,02:35:00,02:35:00,,,,,,,,,D643,FB98
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS008,R16,01:57:00,,F,3,A0E2,"6-3,6-3,6-4",C. Alcaraz,M. Arnaldi,,,ESP,ITA,6-3,6-3,6-4,,,01:57:00,A,C. Alcaraz,M. Arnaldi,ESP,ITA,,,295,/en/stats/leaderboard?page=serve,3,2,66,49,74,78,38,49,60,15,25,0,0,1,14,235,/en/stats/leaderboard?page=serve,3,4,63,57,90,65,37,57,42,14,33,58,7,12,14,72,53,74,43,39,90,56,92,164,57,51,90,28,21,74,44,72,164,,,01:57:00,01:57:00,,,,,,,,,A0E2,A0FC
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS009,R16,04:41:00,,F,5,Z355,"6-4,3-6,6-2,4-6,6-3",A. Zverev,J. Sinner,,,GER,ITA,6-4,3-6,6-2,4-6,6-3,04:41:00,A,A. Zverev,J. Sinner,GER,ITA,,,281,/en/stats/leaderboard?page=serve,6,16,70,113,162,70,79,113,49,24,49,67,8,12,23,251,/en/stats/leaderboard?page=serve,7,12,54,86,160,69,59,86,50,37,74,57,8,14,23,64,103,162,40,64,160,52,167,322,60,96,160,36,59,162,48,155,322,,,04:41:00,04:41:00,,,,,,,,,Z355,S0AG
560,2023,US Open,GS,2023-08-28T00:00:00,2023-09-10T00:00:00,Hard,128,29148800,$,MS010,R16,02:40:00,,F,4,MM58,"2-6,6-4,6-1,6-2",D. Medvedev,A. de Minaur,,,RUS,AUS,2-6,6-4,6-1,6-2,,02:40:00,A,D. Medvedev,A. de Minaur,RUS,AUS,,,279,/en/stats/leaderboard?page=serve,6,11,64,67,104,81,54,67,41,15,37,67,4,6,17,238,/en/stats/leaderboard?page=serve,2,1,55,52,95,69,36,52,47,20,43,50,5,10,16,66,69,104,41,39,95,54,108,199,59,56,95,34,35,104,46,91,199,,,02:40:00,02:40:00,,,,,,,,,MM58,DH58
