event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS011,R16,00:02:00,,F,4,B446,"6-4,2-6,6-2,6-2",J. Bjorkman,J. Siemerink,,,SWE,NED,6-4,2-6,6-2,6-2,,00:02:00,259,/en/stats/leaderboard?page=serve,6,1,67,76,113,66,50,76,49,18,37,63,5,8,17,225,/en/stats/leaderboard?page=serve,9,9,53,68,129,74,50,68,34,21,61,50,6,12,17,60,68,113,45,58,129,52,126,242,55,71,129,40,45,113,48,116,242,A,,,,,,,,,,,,,J. Bjorkman,J. Siemerink,B446,S381,SWE,NED,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS012,R16,00:06:00,,F,4,J129,"3-6,6-3,6-3,7-6(8)",T. Johansson,Y. Kafelnikov,,,SWE,RUS,3-6,6-3,6-3,7-6(8),,00:06:00,283,/en/stats/leaderboard?page=serve,1,15,60,77,129,77,59,77,54,28,52,33,2,6,19,249,/en/stats/leaderboard?page=serve,6,11,53,71,135,77,55,71,44,28,64,54,7,13,20,67,87,129,39,52,135,53,139,264,61,83,135,33,42,129,47,125,264,A,,,,,,,,8,6,,,,T. Johansson,Y. Kafelnikov,J129,K267,SWE,RUS,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS013,R16,00:05:00,,F,4,P338,"7-5,0-6,6-4,6-1",M. Philippoussis,T. Henman,,,AUS,GBR,7-5,0-6,6-4,6-1,,00:05:00,253,/en/stats/leaderboard?page=serve,8,7,48,58,122,76,44,58,48,31,64,63,5,8,17,243,/en/stats/leaderboard?page=serve,10,11,54,73,136,79,58,73,37,23,63,62,8,13,18,61,75,122,40,55,136,50,130,258,60,81,136,39,47,122,50,128,258,A,,,,,,,,,,,,,M. Philippoussis,T. Henman,P338,H336,AUS,GBR,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS014,R16,00:13:00,,F,3,M605,"7-6(7),7-5,6-3",C. Moya,A. Corretja,,,ESP,ESP,7-6(7),7-5,6-3,,,00:13:00,183,/en/stats/leaderboard?page=serve,10,5,53,88,165,81,71,88,43,33,77,,0,,17,276,/en/stats/leaderboard?page=serve,2,8,58,75,130,76,57,75,49,27,55,86,12,14,16,63,104,165,35,46,130,51,150,295,65,84,130,37,61,165,49,145,295,A,7,4,,,,,,,,,,,C. Moya,A. Corretja,M605,C344,ESP,ESP,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS015,R16,00:04:00,,F,4,L206,"6-4,7-5,5-7,6-2",M. Larsson,O. Gross,,,SWE,GER,6-4,7-5,5-7,6-2,,00:04:00,274,/en/stats/leaderboard?page=serve,3,5,61,76,125,78,59,76,53,26,49,60,6,10,21,238,/en/stats/leaderboard?page=serve,7,9,60,90,149,71,64,90,39,23,59,50,7,14,21,68,85,125,42,62,149,54,147,274,58,87,149,32,40,125,46,127,274,A,,,,,,,,,,,,,M. Larsson,O. Gross,L206,G297,SWE,GER,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS016,R32,00:05:00,,F,3,S402,"6-2,6-3,6-1",P. Sampras,M. Tillstrom,,,USA,SWE,6-2,6-3,6-1,,,00:05:00,272,/en/stats/leaderboard?page=serve,7,14,51,47,93,94,44,47,37,17,46,0,0,2,12,169,/en/stats/leaderboard?page=serve,6,4,48,40,84,58,23,40,32,14,44,38,5,13,12,66,61,93,56,47,84,61,108,177,44,37,84,34,32,93,39,69,177,A,,,,,,,,,,,,,P. Sampras,M. Tillstrom,S402,T166,USA,SWE,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS017,R32,00:10:00,,F,4,S741,"6-4,6-4,1-6,6-3",M. Safin,T. Muster,,,RUS,AUT,6-4,6-4,1-6,6-3,,00:10:00,267,/en/stats/leaderboard?page=serve,6,12,64,82,128,74,61,82,46,21,46,43,3,7,18,243,/en/stats/leaderboard?page=serve,6,6,65,83,127,76,63,83,30,13,44,55,6,11,18,64,82,128,40,51,127,52,133,255,60,76,127,36,46,128,48,122,255,A,,,,,,,,,,,,,M. Safin,T. Muster,S741,M099,RUS,AUT,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS018,R32,00:05:00,,F,3,K237,"7-5,6-3,6-2",K. Kucera,A. Voinea,,,SVK,ROU,7-5,6-3,6-2,,,00:05:00,297,/en/stats/leaderboard?page=serve,6,10,56,53,94,89,47,53,56,23,41,83,5,6,14,221,/en/stats/leaderboard?page=serve,5,7,55,71,128,69,49,71,35,20,57,57,8,14,15,74,70,94,46,59,128,58,129,222,54,69,128,26,24,94,42,93,222,A,,,,,,,,,,,,,K. Kucera,A. Voinea,K237,V166,SVK,ROU,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS019,R32,00:04:00,,F,3,A092,"6-2,6-3,6-0",A. Agassi,D. Sanguinetti,,,USA,ITA,6-2,6-3,6-0,,,00:04:00,270,/en/stats/leaderboard?page=serve,4,3,66,53,80,74,39,53,56,15,27,,0,,12,189,/en/stats/leaderboard?page=serve,7,7,46,45,98,73,33,45,25,13,53,45,5,11,11,68,54,80,53,52,98,60,106,178,47,46,98,33,26,80,40,72,178,A,,,,,,,,,,,,,A. Agassi,D. Sanguinetti,A092,S480,USA,ITA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS020,R32,00:02:00,,F,3,R255,"6-1,6-1,6-1",P. Rafter,D. Nainkin,,,AUS,RSA,6-1,6-1,6-1,,,00:02:00,239,/en/stats/leaderboard?page=serve,,5,75,44,59,86,38,44,73,11,15,0,0,,11,139,/en/stats/leaderboard?page=serve,7,0,51,28,55,39,11,28,26,7,27,30,3,10,10,83,49,59,67,37,55,75,86,114,33,18,55,17,10,59,25,28,114,A,,,False,,,,,,,,,,P. Rafter,D. Nainkin,R255,N101,AUS,RSA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS021,R32,00:05:00,,F,3,I034,"7-6(7),6-3,6-4",G. Ivanisevic,P. Haarhuis,,,CRO,NED,7-6(7),6-3,6-4,,,00:05:00,296,/en/stats/leaderboard?page=serve,7,21,53,66,125,89,59,66,53,31,59,71,5,7,16,235,/en/stats/leaderboard?page=serve,6,3,46,47,102,68,32,47,51,28,55,20,1,5,15,72,90,125,41,42,102,58,132,227,59,60,102,28,35,125,42,95,227,A,7,5,,,,,,,,,,,G. Ivanisevic,P. Haarhuis,I034,H223,CRO,NED,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS022,R32,00:02:00,,F,3,B446,"6-3,6-1,6-2",J. Bjorkman,F. Santoro,,,SWE,FRA,6-3,6-1,6-2,,,00:02:00,275,/en/stats/leaderboard?page=serve,2,1,58,49,84,67,33,49,60,21,35,88,7,8,12,182,/en/stats/leaderboard?page=serve,3,2,47,43,92,58,25,43,37,18,49,53,8,15,12,64,54,84,53,49,92,59,103,176,47,43,92,36,30,84,41,73,176,A,,,,,,,,,,,,,J. Bjorkman,F. Santoro,B446,S424,SWE,FRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS023,R32,00:11:00,,F,5,S381,"1-6,6-4,5-7,6-2,6-4",J. Siemerink,G. Rusedski,,,NED,GBR,1-6,6-4,5-7,6-2,6-4,00:11:00,263,/en/stats/leaderboard?page=serve,12,10,54,110,202,73,80,110,50,46,92,81,13,16,25,267,/en/stats/leaderboard?page=serve,5,10,57,102,179,70,71,102,55,42,77,62,8,13,25,62,126,202,37,66,179,50,192,381,63,113,179,38,76,202,50,189,381,A,,,,,,,,,,,,,J. Siemerink,G. Rusedski,S381,R237,NED,GBR,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS024,R32,00:03:00,,F,2,J129,"6-7(5),5-4",T. Johansson,R. Krajicek,,,SWE,NED,6-7(5),5-4,,,,00:03:00,262,/en/stats/leaderboard?page=serve,5,6,49,44,89,89,39,44,33,15,45,75,3,4,11,263,/en/stats/leaderboard?page=serve,4,7,51,38,75,79,30,38,49,18,37,33,1,3,11,61,54,89,36,27,75,49,81,164,64,48,75,39,35,89,51,83,164,A,5,7,,,,,,,,,,,T. Johansson,R. Krajicek,J129,K214,SWE,NED,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS025,R32,00:02:00,,F,3,K267,"6-4,6-0,6-2",Y. Kafelnikov,N. Kiefer,,,RUS,GER,6-4,6-0,6-2,,,00:02:00,265,/en/stats/leaderboard?page=serve,4,4,59,47,80,89,42,47,42,14,33,,0,,12,208,/en/stats/leaderboard?page=serve,10,11,55,60,110,72,43,60,30,15,50,60,9,15,12,70,56,80,47,52,110,57,108,190,53,58,110,30,24,80,43,82,190,A,,,,,,,,,,,,,Y. Kafelnikov,N. Kiefer,K267,K316,RUS,GER,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS026,R32,00:03:00,,F,4,H336,"6-3,7-5,1-6,6-4",T. Henman,M. Kohlmann,,,GBR,GER,6-3,7-5,1-6,6-4,,00:03:00,256,/en/stats/leaderboard?page=serve,8,7,52,64,122,77,49,64,50,29,58,50,4,8,19,236,/en/stats/leaderboard?page=serve,5,1,61,83,136,63,52,83,43,23,53,62,8,13,19,64,78,122,45,61,136,54,139,258,55,75,136,36,44,122,46,119,258,A,,,,,,,,,,,,,T. Henman,M. Kohlmann,H336,K257,GBR,GER,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS027,R32,00:03:00,,F,3,P338,"7-6(7),6-3,6-3",M. Philippoussis,L. Arnold Ker,,,AUS,ARG,7-6(7),6-3,6-3,,,00:03:00,302,/en/stats/leaderboard?page=serve,4,12,57,61,107,87,53,61,57,26,46,67,2,3,15,224,/en/stats/leaderboard?page=serve,8,0,54,60,111,68,41,60,37,19,51,43,3,7,15,74,79,107,46,51,111,60,130,218,54,60,111,26,28,107,40,88,218,A,7,5,,,,,,,,,,,M. Philippoussis,L. Arnold Ker,P338,A228,AUS,ARG,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS028,R32,00:06:00,,F,4,C344,"6-3,4-6,6-2,7-6(7)",A. Corretja,B. Black,,,ESP,ZIM,6-3,4-6,6-2,7-6(7),,00:06:00,285,/en/stats/leaderboard?page=serve,1,15,56,88,158,80,70,88,50,35,70,70,7,10,20,248,/en/stats/leaderboard?page=serve,4,4,61,96,157,66,63,96,48,29,61,71,12,17,19,66,105,158,41,65,157,54,170,315,59,92,157,34,53,158,46,145,315,A,,,,,,,,7,5,,,,A. Corretja,B. Black,C344,B397,ESP,ZIM,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS029,R32,00:10:00,,F,5,M605,"6-2,3-6,3-6,6-3,7-6(7)",C. Moya,J. Gambill,,,ESP,USA,6-2,3-6,3-6,6-3,7-6(7),00:10:00,256,/en/stats/leaderboard?page=serve,6,8,46,71,154,77,55,71,53,44,83,64,9,14,23,244,/en/stats/leaderboard?page=serve,10,9,49,91,187,75,68,91,46,44,96,60,9,15,24,64,99,154,40,75,187,51,174,341,60,112,187,36,55,154,49,167,341,A,,,,,,7,4,,,,,,C. Moya,J. Gambill,M605,G352,ESP,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS030,R32,00:08:00,,F,5,G297,"7-5,6-7(5),5-7,6-3,7-5",O. Gross,G. Grant,,,GER,USA,7-5,6-7(5),5-7,6-3,7-5,00:08:00,255,/en/stats/leaderboard?page=serve,12,11,54,115,214,78,90,115,42,42,99,69,11,16,29,251,/en/stats/leaderboard?page=serve,6,4,62,115,185,72,83,115,44,31,70,50,7,14,28,62,132,214,38,71,185,51,203,399,62,114,185,38,82,214,49,196,399,A,,,,,,,,,,5,7,,O. Gross,G. Grant,G297,G300,GER,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS031,R32,01:54:00,,F,5,L206,"6-1,6-7(3),2-6,6-3,6-2",M. Larsson,M. Rios,,,SWE,CHI,6-1,6-7(3),2-6,6-3,6-2,01:54:00,281,/en/stats/leaderboard?page=serve,12,17,55,95,174,87,83,95,43,34,79,83,10,12,23,262,/en/stats/leaderboard?page=serve,4,7,60,81,134,70,57,81,53,28,53,55,6,11,21,67,117,174,37,49,134,54,166,308,63,85,134,33,57,174,46,142,308,A,,,,,,,,,,3,7,,M. Larsson,M. Rios,L206,R286,SWE,CHI,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS032,R64,00:11:00,,F,4,S402,"7-6(7),2-6,6-3,6-3",P. Sampras,P. Goldstein,,,USA,USA,7-6(7),2-6,6-3,6-3,,00:11:00,299,/en/stats/leaderboard?page=serve,7,22,69,94,137,89,84,94,37,16,43,50,2,4,19,291,/en/stats/leaderboard?page=serve,2,8,80,97,122,73,71,97,48,12,25,40,2,5,19,73,100,137,32,39,122,54,139,259,68,83,122,27,37,137,46,120,259,A,7,4,,,,,,,,,,,P. Sampras,P. Goldstein,S402,G333,USA,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS033,R64,00:06:00,,F,5,T166,"1-6,6-3,7-6(7),3-6,6-3",M. Tillstrom,S. Dosedel,,,SWE,CZE,1-6,6-3,7-6(7),3-6,6-3,00:06:00,223,/en/stats/leaderboard?page=serve,13,7,57,105,184,73,77,105,30,24,79,46,6,13,23,245,/en/stats/leaderboard?page=serve,8,8,55,89,163,72,64,89,45,33,74,45,5,11,23,55,101,184,40,66,163,48,167,347,60,97,163,45,83,184,52,180,347,A,,,,7,5,,,,,,,,M. Tillstrom,S. Dosedel,T166,D198,SWE,CZE,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS034,R64,00:09:00,,F,3,S741,"6-3,6-1,7-6(7)",M. Safin,T. Dent,,,RUS,USA,6-3,6-1,7-6(7),,,00:09:00,263,/en/stats/leaderboard?page=serve,2,10,58,65,113,83,54,65,50,24,48,,0,,14,233,/en/stats/leaderboard?page=serve,6,7,57,65,115,72,47,65,32,16,50,56,5,9,14,69,78,113,45,52,115,57,130,228,55,63,115,31,35,113,43,98,228,A,,,,7,2,,,,,,,,M. Safin,T. Dent,S741,D362,RUS,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS035,R64,00:09:00,,F,4,M099,"6-7(5),6-4,6-3,6-0",T. Muster,W. Black,,,AUT,ZIM,6-7(5),6-4,6-3,6-0,,00:09:00,253,/en/stats/leaderboard?page=serve,7,8,52,72,138,78,56,72,44,29,66,43,3,7,19,210,/en/stats/leaderboard?page=serve,4,6,58,76,132,55,42,76,45,25,56,40,6,15,18,62,85,138,49,65,132,56,150,270,51,67,132,38,53,138,44,120,270,A,5,7,,,,,,,,,,,T. Muster,W. Black,M099,B499,AUT,ZIM,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS036,R64,00:06:00,,F,3,K237,"7-5,6-3,6-0",K. Kucera,J. Golmard,,,SVK,FRA,7-5,6-3,6-0,,,00:06:00,217,/en/stats/leaderboard?page=serve,2,8,68,54,80,85,46,54,58,15,26,0,0,,13,208,/en/stats/leaderboard?page=serve,6,3,52,50,97,68,34,50,34,16,47,50,6,12,14,76,61,80,48,47,97,61,108,177,52,50,97,24,19,80,39,69,177,A,,,,,,,,,,,,,K. Kucera,J. Golmard,K237,G319,SVK,FRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS037,R64,00:08:00,,F,4,V166,"0-6,6-2,6-4,6-4",A. Voinea,B. Bryan,,,ROU,USA,0-6,6-2,6-4,6-4,,00:08:00,258,/en/stats/leaderboard?page=serve,4,13,54,60,112,67,40,60,58,30,52,29,2,7,17,243,/en/stats/leaderboard?page=serve,3,8,60,75,126,69,52,75,45,23,51,45,5,11,17,63,70,112,40,51,126,51,121,238,60,75,126,38,42,112,49,117,238,A,,,,,,,,,,,,,A. Voinea,B. Bryan,V166,B588,ROU,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS038,R64,00:14:00,,F,3,S480,"7-6(8),7-6(7),6-4",D. Sanguinetti,M. Damm,,,ITA,CZE,7-6(8),7-6(7),6-4,,,00:14:00,301,/en/stats/leaderboard?page=serve,4,10,60,77,128,82,63,77,59,30,51,86,6,7,17,275,/en/stats/leaderboard?page=serve,5,11,49,70,142,81,57,70,51,37,72,82,9,11,17,73,93,128,34,48,142,52,141,270,66,94,142,27,35,128,48,129,270,A,8,6,,,,,,,,7,5,,D. Sanguinetti,M. Damm,S480,D214,ITA,CZE,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS039,R64,00:16:00,,F,5,A092,"6-3,6-2,6-7(6),3-6,6-1",A. Agassi,G. Raoux,,,USA,FRA,6-3,6-2,6-7(6),3-6,6-1,00:16:00,295,/en/stats/leaderboard?page=serve,5,10,63,95,151,78,74,95,59,33,56,75,6,8,22,235,/en/stats/leaderboard?page=serve,6,6,49,82,166,71,58,82,46,39,84,50,7,14,23,71,107,151,42,69,166,56,176,317,58,97,166,29,44,151,44,141,317,A,,,,6,8,,,,,,,,A. Agassi,G. Raoux,A092,R186,USA,FRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS040,R64,00:04:00,,F,3,R255,"6-4,6-1,6-2",P. Rafter,H. Gumy,,,AUS,ARG,6-4,6-1,6-2,,,00:04:00,307,/en/stats/leaderboard?page=serve,2,6,56,42,75,88,37,42,67,22,33,,0,,13,227,/en/stats/leaderboard?page=serve,2,1,68,52,77,62,32,52,40,10,25,29,2,7,12,79,59,75,45,35,77,62,94,152,55,42,77,21,16,75,38,58,152,A,,,,,,,,,,,,,P. Rafter,H. Gumy,R255,G247,AUS,ARG,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS041,R64,00:12:00,,F,4,N101,"2-6,6-4,6-3,6-4",D. Nainkin,G. Kuerten,,,RSA,BRA,2-6,6-4,6-3,6-4,,00:12:00,244,/en/stats/leaderboard?page=serve,8,4,66,90,137,66,59,90,43,20,47,62,8,13,19,244,/en/stats/leaderboard?page=serve,8,17,59,86,146,78,67,86,32,19,60,63,10,16,18,58,79,137,41,60,146,49,139,283,59,86,146,42,58,137,51,144,283,A,,,,,,,,,,,,,D. Nainkin,G. Kuerten,N101,K293,RSA,BRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS042,R64,00:03:00,,F,3,H223,"6-1,6-1,7-5",P. Haarhuis,G. Canas,,,NED,ARG,6-1,6-1,7-5,,,00:03:00,277,/en/stats/leaderboard?page=serve,2,4,62,47,76,77,36,47,52,15,29,33,1,3,13,173,/en/stats/leaderboard?page=serve,6,4,38,32,84,72,23,32,27,14,52,20,2,10,13,67,51,76,56,47,84,61,98,160,44,37,84,33,25,76,39,62,160,A,,,,,,,,,,,,,P. Haarhuis,G. Canas,H223,C433,NED,ARG,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS043,R64,00:05:00,,F,4,I034,"1-6,7-6(7),7-5,6-3",G. Ivanisevic,T. Martin,,,CRO,USA,1-6,7-6(7),7-5,6-3,,00:05:00,273,/en/stats/leaderboard?page=serve,6,20,46,77,167,84,65,77,49,44,90,67,8,12,21,304,/en/stats/leaderboard?page=serve,2,17,67,87,129,76,66,87,62,26,42,50,3,6,19,65,109,167,29,37,129,49,146,296,71,92,129,35,58,167,51,150,296,A,,,,,,,,,,7,5,,G. Ivanisevic,T. Martin,I034,M442,CRO,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS044,R64,00:01:00,,F,3,B446,"6-2,6-3,6-1",J. Bjorkman,J. Stark,,,SWE,USA,6-2,6-3,6-1,,,00:01:00,302,/en/stats/leaderboard?page=serve,1,3,64,43,67,74,32,43,71,17,24,0,0,1,12,174,/en/stats/leaderboard?page=serve,6,2,53,42,80,52,22,42,32,12,38,22,2,9,12,73,49,67,58,46,80,65,95,147,43,34,80,27,18,67,35,52,147,A,,,,,,,,,,,,,J. Bjorkman,J. Stark,B446,S403,SWE,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS045,R64,00:05:00,,F,3,S424,"7-6(7),6-4,6-3",F. Santoro,W. Arthurs,,,FRA,AUS,7-6(7),6-4,6-3,,,00:05:00,303,/en/stats/leaderboard?page=serve,1,4,64,63,98,86,54,63,69,24,35,,0,,16,276,/en/stats/leaderboard?page=serve,7,16,52,69,132,80,55,69,49,31,63,85,11,13,15,80,78,98,35,46,132,54,124,230,65,86,132,20,20,98,46,106,230,A,7,3,,,,,,,,,,,F. Santoro,W. Arthurs,S424,A202,FRA,AUS,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS046,R64,00:02:00,,F,3,S381,"6-4,6-3,6-4",J. Siemerink,D. Hrbaty,,,NED,SVK,6-4,6-3,6-4,,,00:02:00,273,/en/stats/leaderboard?page=serve,10,12,56,70,124,87,61,70,35,19,54,83,5,6,15,224,/en/stats/leaderboard?page=serve,9,3,49,53,109,74,39,53,36,20,56,67,8,12,14,65,80,124,46,50,109,56,130,233,54,59,109,35,44,124,44,103,233,A,,,,,,,,,,,,,J. Siemerink,D. Hrbaty,S381,H377,NED,SVK,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS047,R64,00:03:00,,F,5,R237,"4-6,6-3,4-6,6-2,7-5",G. Rusedski,B. Ulihrach,,,GBR,CZE,4-6,6-3,4-6,6-2,7-5,00:03:00,302,/en/stats/leaderboard?page=serve,12,30,65,124,192,90,112,124,37,25,68,78,7,9,25,262,/en/stats/leaderboard?page=serve,5,4,57,99,175,69,68,99,54,41,76,81,17,21,24,71,137,192,38,66,175,55,203,367,62,109,175,29,55,192,45,164,367,A,,,,,,,,,,,,,G. Rusedski,B. Ulihrach,R237,U032,GBR,CZE,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS048,R64,00:03:00,,F,3,K214,"6-1,7-6(7),6-2",R. Krajicek,A. O'Brien,,,NED,USA,6-1,7-6(7),6-2,,,00:03:00,304,/en/stats/leaderboard?page=serve,6,23,49,55,112,93,51,55,53,30,57,0,0,1,13,230,/en/stats/leaderboard?page=serve,,2,66,70,106,63,44,70,42,15,36,57,8,14,14,72,81,112,44,47,106,59,128,218,56,59,106,28,31,112,41,90,218,A,,,,,,,,,,7,5,False,R. Krajicek,A. O'Brien,K214,O099,NED,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS049,R64,00:08:00,,F,4,J129,"2-6,7-5,6-2,6-3",T. Johansson,H. Dreekmann,,,SWE,GER,2-6,7-5,6-2,6-3,,00:08:00,269,/en/stats/leaderboard?page=serve,4,18,70,93,133,78,73,93,35,14,40,50,5,10,18,210,/en/stats/leaderboard?page=serve,9,7,60,89,149,72,64,89,23,14,60,64,14,22,19,65,87,133,48,71,149,56,158,282,52,78,149,35,46,133,44,124,282,A,,,,,,,,,,,,,T. Johansson,H. Dreekmann,J129,D249,SWE,GER,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS050,R64,00:03:00,,F,3,K316,"6-4,7-6(7),6-1",N. Kiefer,F. Clavet,,,GER,ESP,6-4,7-6(7),6-1,,,00:03:00,286,/en/stats/leaderboard?page=serve,3,9,56,64,114,80,51,64,52,26,50,83,5,6,14,250,/en/stats/leaderboard?page=serve,3,7,59,63,107,73,46,63,48,21,44,38,3,8,15,68,77,114,37,40,107,53,117,221,63,67,107,32,37,114,47,104,221,A,,,,,,,,,,7,3,,N. Kiefer,F. Clavet,K316,C252,GER,ESP,,
