event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_winner,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,doublefaults_isstatbetter_tot_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS051,R64,00:06:00,,F,4,K267,"7-5,6-2,1-6,7-5",Y. Kafelnikov,T. Haas,,,RUS,GER,7-5,6-2,1-6,7-5,,00:06:00,241,/en/stats/leaderboard?page=serve,8,9,48,64,133,83,53,64,36,25,69,64,9,14,19,228,/en/stats/leaderboard?page=serve,9,7,55,78,143,73,57,78,37,24,65,53,8,15,20,59,78,133,43,62,143,51,140,276,57,81,143,41,55,133,49,136,276,A,,,,,,,,,,,,,Y. Kafelnikov,T. Haas,K267,H355,RUS,GER,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS052,R64,00:03:00,,F,4,H336,"6-3,5-7,7-5,6-4",T. Henman,F. Mantilla,,,GBR,ESP,6-3,5-7,7-5,6-4,,00:03:00,301,/en/stats/leaderboard?page=serve,3,14,61,80,131,86,69,80,57,29,51,57,4,7,22,251,/en/stats/leaderboard?page=serve,5,4,58,82,141,72,59,82,46,27,59,69,11,16,21,75,98,131,39,55,141,56,153,272,61,86,141,25,33,131,44,119,272,A,,,,,,,,,,,,,T. Henman,F. Mantilla,H336,M535,GBR,ESP,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS053,R64,00:02:00,,F,3,K257,"7-5,6-4,6-4",M. Kohlmann,A. Di Pasquale,,,GER,FRA,7-5,6-4,6-4,,,00:02:00,264,/en/stats/leaderboard?page=serve,3,4,61,68,112,69,47,68,52,23,44,67,6,9,16,227,/en/stats/leaderboard?page=serve,4,1,56,56,100,64,36,56,48,21,44,40,4,10,16,63,70,112,43,43,100,53,113,212,57,57,100,38,42,112,47,99,212,A,,,,,,,,,,,,,M. Kohlmann,A. Di Pasquale,K257,D357,GER,FRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS054,R64,00:06:00,,F,4,P338,"6-7(3),6-3,6-3,6-4",M. Philippoussis,S. Lareau,,,AUS,CAN,6-7(3),6-3,6-3,6-4,,00:06:00,293,/en/stats/leaderboard?page=serve,7,11,57,73,127,81,59,73,56,30,54,0,0,1,20,248,/en/stats/leaderboard?page=serve,9,7,65,90,139,77,69,90,33,16,49,58,7,12,20,70,89,127,39,54,139,54,143,266,61,85,139,30,38,127,46,123,266,A,3,7,,,,,,,,,,,M. Philippoussis,S. Lareau,P338,L226,AUS,CAN,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS055,R64,00:04:00,,F,4,A228,"7-5,3-6,6-2,6-3",L. Arnold Ker,B. Karbacher,,,ARG,GER,7-5,3-6,6-2,6-3,,00:04:00,248,/en/stats/leaderboard?page=serve,11,5,59,88,150,77,68,88,34,21,62,80,12,15,19,231,/en/stats/leaderboard?page=serve,6,7,56,80,143,73,58,80,33,21,63,40,4,10,19,59,89,150,45,64,143,52,153,293,55,79,143,41,61,150,48,140,293,A,,,,,,,,,,,,,L. Arnold Ker,B. Karbacher,A228,K190,ARG,GER,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS056,R64,00:22:00,,F,5,C344,"6-4,5-7,6-7(8),6-1,6-0",A. Corretja,J. Perlant,,,ESP,FRA,6-4,5-7,6-7(8),6-1,6-0,00:22:00,254,/en/stats/leaderboard?page=serve,5,2,60,100,168,65,65,100,53,36,68,74,14,19,24,205,/en/stats/leaderboard?page=serve,7,3,49,74,150,59,44,74,45,34,76,33,5,15,23,60,101,168,48,72,150,54,173,318,52,78,150,40,67,168,46,145,318,A,,,,8,10,,,,,,,,A. Corretja,J. Perlant,C344,P389,ESP,FRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS057,R64,00:08:00,,F,3,B397,"7-6(7),6-1,7-5",B. Black,F. Vicente,,,ZIM,ESP,7-6(7),6-1,7-5,,,00:08:00,280,/en/stats/leaderboard?page=serve,1,7,61,63,104,78,49,63,54,22,41,57,4,7,16,219,/en/stats/leaderboard?page=serve,4,0,56,61,108,56,34,61,51,24,47,40,4,10,15,68,71,104,46,50,108,57,121,212,54,58,108,32,33,104,43,91,212,A,7,4,,,,,,,,,,,B. Black,F. Vicente,B397,V195,ZIM,ESP,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS058,R64,00:31:00,,F,4,G352,"6-4,6-2,6-7(8),6-3",J. Gambill,M. Norman,,,USA,SWE,6-4,6-2,6-7(8),6-3,,00:31:00,267,/en/stats/leaderboard?page=serve,8,16,54,78,144,87,68,78,38,25,66,50,4,8,20,225,/en/stats/leaderboard?page=serve,9,11,55,89,162,74,66,89,37,27,73,56,10,18,19,65,93,144,43,69,162,53,162,306,57,93,162,35,51,144,47,144,306,A,,,,8,10,,,,,,,,J. Gambill,M. Norman,G352,N250,USA,SWE,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS059,R64,00:09:00,,F,5,M605,"3-6,1-6,7-6(7),6-4,6-3",C. Moya,M. Chang,,,ESP,USA,3-6,1-6,7-6(7),6-4,6-3,00:09:00,222,/en/stats/leaderboard?page=serve,9,6,48,98,204,69,68,98,42,44,106,72,21,29,24,242,/en/stats/leaderboard?page=serve,6,9,57,113,197,69,78,113,40,34,84,67,12,18,23,55,112,204,43,85,197,49,197,401,57,112,197,45,92,204,51,204,401,A,,,,7,5,,,,,,,,C. Moya,M. Chang,M605,C274,ESP,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS060,R64,00:04:00,,F,3,G297,"6-1,6-3,6-4",O. Gross,S. Bruguera,,,GER,ESP,6-1,6-3,6-4,,,00:04:00,292,/en/stats/leaderboard?page=serve,4,9,59,58,98,83,48,58,53,21,40,90,9,10,13,205,/en/stats/leaderboard?page=serve,4,2,53,40,75,70,28,40,31,11,35,40,4,10,13,70,69,98,48,36,75,61,105,173,52,39,75,30,29,98,39,68,173,A,,,,,,,,,,,,,O. Gross,S. Bruguera,G297,B350,GER,ESP,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS061,R64,00:07:00,,F,4,G300,"4-6,6-3,7-6(7),6-4",G. Grant,A. Medvedev,,,USA,UKR,4-6,6-3,7-6(7),6-4,,00:07:00,298,/en/stats/leaderboard?page=serve,2,6,65,82,126,82,67,82,57,25,44,60,3,5,21,282,/en/stats/leaderboard?page=serve,7,16,58,82,141,83,68,82,47,28,59,70,7,10,20,73,92,126,32,45,141,51,137,267,68,96,141,27,34,126,49,130,267,A,,,,7,4,,,,,,,,G. Grant,A. Medvedev,G300,M475,USA,UKR,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS062,R64,00:04:00,,F,3,L206,"6-3,6-2,6-2",M. Larsson,M. Filippini,,,SWE,URU,6-3,6-2,6-2,,,00:04:00,293,/en/stats/leaderboard?page=serve,4,8,54,44,82,77,34,44,66,25,38,0,0,1,13,199,/en/stats/leaderboard?page=serve,6,1,57,51,90,59,30,51,38,15,39,65,11,17,12,72,59,82,50,45,90,60,104,172,50,45,90,28,23,82,40,68,172,A,,,,,,,,,,,,,M. Larsson,M. Filippini,L206,F165,SWE,URU,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS063,R64,00:07:00,,F,4,R286,"6-2,6-7(4),6-2,6-2",M. Rios,G. Galimberti,,,CHI,ITA,6-2,6-7(4),6-2,6-2,,00:07:00,291,/en/stats/leaderboard?page=serve,6,16,48,64,133,84,54,64,55,38,69,80,4,5,18,201,/en/stats/leaderboard?page=serve,12,2,46,63,136,67,42,63,37,27,73,65,13,20,18,69,92,133,49,67,136,59,159,269,51,69,136,31,41,133,41,110,269,A,,,,,,,,,,4,7,,M. Rios,G. Galimberti,R286,G334,CHI,ITA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS064,R128,00:04:00,,F,3,S402,"6-3,6-3,6-2",P. Sampras,M. Goellner,,,USA,GER,6-3,6-3,6-2,,,00:04:00,208,/en/stats/leaderboard?page=serve,6,11,57,48,84,90,43,48,56,20,36,0,0,,13,218,/en/stats/leaderboard?page=serve,8,9,46,45,97,76,34,45,37,19,52,38,3,8,12,75,63,84,45,44,97,59,107,181,55,53,97,25,21,84,41,74,181,A,,,,,,,,,,,,,P. Sampras,M. Goellner,S402,G252,USA,GER,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS065,R128,00:11:00,,F,4,G333,"6-7(7),7-6(7),6-4,3-0",P. Goldstein,A. Ilie,,,USA,AUS,6-7(7),7-6(7),6-4,3-0,,00:11:00,270,/en/stats/leaderboard?page=serve,3,5,68,98,145,76,74,98,40,19,47,82,14,17,19,224,/en/stats/leaderboard?page=serve,12,7,46,84,184,61,51,84,49,49,100,77,17,22,19,64,93,145,46,84,184,54,177,329,54,100,184,36,52,145,46,152,329,A,7,9,,,,,,,,7,4,,P. Goldstein,A. Ilie,G333,I052,USA,AUS,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS067,R128,00:05:00,,F,4,D198,"6-4,3-6,6-3,6-4",S. Dosedel,F. Dewulf,,,CZE,BEL,6-4,3-6,6-3,6-4,,00:05:00,287,/en/stats/leaderboard?page=serve,4,14,70,93,133,80,74,93,43,17,40,25,1,4,19,234,/en/stats/leaderboard?page=serve,9,3,46,58,126,78,45,58,43,29,68,44,4,9,19,68,91,133,41,52,126,55,143,259,59,74,126,32,42,133,45,116,259,A,,,,,,,,,,,,,S. Dosedel,F. Dewulf,D198,D228,CZE,BEL,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS068,R128,00:05:00,,F,3,D362,"4-6,7-5,2-1",T. Dent,A. Radulescu,,,USA,GER,4-6,7-5,2-1,,,00:05:00,298,/en/stats/leaderboard?page=serve,2,8,54,44,82,91,40,44,55,21,38,50,1,2,13,272,/en/stats/leaderboard?page=serve,4,11,54,52,96,75,39,52,52,23,44,67,4,6,13,74,61,82,35,34,96,53,95,178,65,62,96,26,21,82,47,83,178,A,,,,,,,,,,,,,T. Dent,A. Radulescu,D362,R284,USA,GER,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS069,R128,00:05:00,,F,4,S741,"6-2,3-6,6-3,7-6(7)",M. Safin,M. Gustafsson,,,RUS,SWE,6-2,3-6,6-3,7-6(7),,00:05:00,284,/en/stats/leaderboard?page=serve,7,16,56,79,142,86,68,79,44,28,63,71,5,7,19,245,/en/stats/leaderboard?page=serve,12,7,53,73,139,78,57,73,41,27,66,56,5,9,19,68,96,142,40,55,139,54,151,281,60,84,139,32,46,142,46,130,281,A,,,,,,,,7,4,,,,M. Safin,M. Gustafsson,S741,G182,RUS,SWE,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS070,R128,00:04:00,,F,3,B499,"3-6,7-5,2-3",W. Black,J. Gimelstob,,,ZIM,USA,3-6,7-5,2-3,,,00:04:00,216,/en/stats/leaderboard?page=serve,9,5,59,68,115,62,42,68,38,18,47,62,8,13,13,235,/en/stats/leaderboard?page=serve,4,7,47,42,89,74,31,42,40,19,47,60,6,10,14,52,60,115,44,39,89,49,99,204,56,50,89,48,55,115,51,105,204,A,,,,,,,,,,,,,W. Black,J. Gimelstob,B499,G354,ZIM,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS071,R128,00:14:00,,F,3,M099,"7-6(7),6-2,6-3",T. Muster,A. Berasategui,,,AUT,ESP,7-6(7),6-2,6-3,,,00:14:00,265,/en/stats/leaderboard?page=serve,7,3,48,40,84,88,35,40,48,21,44,0,0,2,14,231,/en/stats/leaderboard?page=serve,1,2,81,76,94,61,46,76,28,5,18,33,3,9,15,67,56,84,46,43,94,56,99,178,54,51,94,33,28,84,44,79,178,A,7,1,,,,,,,,,,,T. Muster,A. Berasategui,M099,B428,AUT,ESP,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS072,R128,00:11:00,,F,3,K237,"6-4,6-2,6-4",K. Kucera,S. Campbell,,,SVK,USA,6-4,6-2,6-4,,,00:11:00,277,/en/stats/leaderboard?page=serve,5,12,53,50,94,80,40,50,52,23,44,33,1,3,14,201,/en/stats/leaderboard?page=serve,7,3,50,54,108,65,35,54,33,18,54,50,6,12,14,67,63,94,51,55,108,58,118,202,49,53,108,33,31,94,42,84,202,A,,,,,,,,,,,,,K. Kucera,S. Campbell,K237,C355,SVK,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS073,R128,00:12:00,,F,3,G319,"6-3,6-4,7-6(7)",J. Golmard,J. Novak,,,FRA,CZE,6-3,6-4,7-6(7),,,00:12:00,278,/en/stats/leaderboard?page=serve,9,11,64,79,124,78,62,79,47,21,45,82,9,11,16,253,/en/stats/leaderboard?page=serve,5,6,72,84,116,69,58,84,38,12,32,64,7,11,15,67,83,124,40,46,116,54,129,240,60,70,116,33,41,124,46,111,240,A,,,,7,5,,,,,,,,J. Golmard,J. Novak,G319,N254,FRA,CZE,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS074,R128,00:20:00,,F,5,B588,"3-6,6-7(5),6-1,6-4,6-4",B. Bryan,M. Ondruska,,,USA,RSA,3-6,6-7(5),6-1,6-4,6-4,00:20:00,258,/en/stats/leaderboard?page=serve,4,7,58,102,177,66,67,102,55,41,75,45,5,11,25,234,/en/stats/leaderboard?page=serve,5,7,58,103,179,67,69,103,42,32,76,60,12,20,23,61,108,177,44,78,179,52,186,356,56,101,179,39,69,177,48,170,356,A,,,,,,,,,,5,7,,B. Bryan,M. Ondruska,B588,O098,USA,RSA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS075,R128,00:11:00,,F,4,V166,"6-4,3-6,6-2,2-0",A. Voinea,A. Gaudenzi,,,ROU,ITA,6-4,3-6,6-2,2-0,,00:11:00,292,/en/stats/leaderboard?page=serve,1,10,60,61,102,66,40,61,71,29,41,60,3,5,15,217,/en/stats/leaderboard?page=serve,12,5,55,61,111,69,42,61,34,17,50,58,7,12,15,68,69,102,47,52,111,57,121,213,53,59,111,32,33,102,43,92,213,A,,,,,,,,,,,,,A. Voinea,A. Gaudenzi,V166,G254,ROU,ITA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS076,R128,00:23:00,,F,3,D214,"6-3,6-3,7-5",M. Damm,S. Schalken,,,CZE,NED,6-3,6-3,7-5,,,00:23:00,293,/en/stats/leaderboard?page=serve,6,9,58,57,99,89,51,57,50,21,42,67,2,3,15,252,/en/stats/leaderboard?page=serve,1,7,69,75,108,69,52,75,42,14,33,69,11,16,15,73,72,99,39,42,108,55,114,207,61,66,108,27,27,99,45,93,207,A,,,,,,,,,,,,,M. Damm,S. Schalken,D214,S572,CZE,NED,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS077,R128,00:11:00,,F,3,S480,"6-4,6-4,6-2",D. Sanguinetti,J. Sekulov,,,ITA,AUS,6-4,6-4,6-2,,,00:11:00,272,/en/stats/leaderboard?page=serve,3,8,57,60,106,77,46,60,48,22,46,71,5,7,14,200,/en/stats/leaderboard?page=serve,8,3,46,47,102,66,31,47,36,20,55,40,4,10,14,64,68,106,50,51,102,57,119,208,50,51,102,36,38,106,43,89,208,A,,,,,,,,,,,,,D. Sanguinetti,J. Sekulov,S480,S626,ITA,AUS,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS078,R128,00:34:00,,F,5,R186,"6-3,3-6,6-3,1-6,7-6(8)",G. Raoux,N. Escude,,,FRA,FRA,6-3,3-6,6-3,1-6,7-6(8),00:34:00,266,/en/stats/leaderboard?page=serve,7,7,53,91,171,74,67,91,53,42,80,80,12,15,23,287,/en/stats/leaderboard?page=serve,7,18,51,90,176,84,76,90,50,43,86,60,3,5,23,64,109,171,32,57,176,48,166,347,68,119,176,36,62,171,52,181,347,A,,,,,,8,6,,,,,,G. Raoux,N. Escude,R186,E140,FRA,FRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS079,R128,00:14:00,,F,3,A092,"6-4,6-1,6-4",A. Agassi,S. Grosjean,,,USA,FRA,6-4,6-1,6-4,,,00:14:00,300,/en/stats/leaderboard?page=serve,2,4,67,54,81,87,47,54,52,14,27,67,2,3,14,231,/en/stats/leaderboard?page=serve,,6,50,52,103,67,35,52,47,24,51,71,12,17,13,75,61,81,43,44,103,57,105,184,57,59,103,25,20,81,43,79,184,A,,,,,,,,,,,,False,A. Agassi,S. Grosjean,A092,G379,USA,FRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS080,R128,00:21:00,,F,5,R255,"4-6,4-6,6-3,6-3,6-1",P. Rafter,H. Arazi,,,AUS,MAR,4-6,4-6,6-3,6-3,6-1,00:21:00,296,/en/stats/leaderboard?page=serve,4,10,67,97,145,78,76,97,54,26,48,71,5,7,23,259,/en/stats/leaderboard?page=serve,3,3,56,74,131,72,53,74,54,31,57,29,2,7,22,70,102,145,36,47,131,54,149,276,64,84,131,30,43,145,46,127,276,A,,,,,,,,,,,,,P. Rafter,H. Arazi,R255,A226,AUS,MAR,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS081,R128,00:10:00,,F,5,G247,"6-3,0-6,4-6,6-2,6-1",H. Gumy,J. Marin,,,ARG,CRC,6-3,0-6,4-6,6-2,6-1,00:10:00,259,/en/stats/leaderboard?page=serve,6,5,63,84,133,74,62,84,43,21,49,60,6,10,20,219,/en/stats/leaderboard?page=serve,9,2,36,48,135,73,35,48,47,41,87,54,7,13,20,62,83,133,44,59,135,53,142,268,56,76,135,38,50,133,47,126,268,A,,,,,,,,,,,,,H. Gumy,J. Marin,G247,M578,ARG,CRC,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS082,R128,00:10:00,,F,4,N101,"6-7(3),6-0,6-4,6-4",D. Nainkin,M. Merklein,,,RSA,BAH,6-7(3),6-0,6-4,6-4,,00:10:00,283,/en/stats/leaderboard?page=serve,7,9,57,83,145,80,66,83,50,31,62,90,9,10,19,233,/en/stats/leaderboard?page=serve,12,11,53,77,145,81,62,77,32,22,68,40,4,10,19,67,97,145,42,61,145,54,158,290,58,84,145,33,48,145,46,132,290,A,3,7,,,,,,,,,,,D. Nainkin,M. Merklein,N101,M471,RSA,BAH,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS083,R128,00:12:00,,F,4,K293,"4-6,6-4,6-3,6-4",G. Kuerten,N. Behr,,,BRA,ISR,4-6,6-4,6-3,6-4,,00:12:00,279,/en/stats/leaderboard?page=serve,5,17,53,73,139,82,60,73,52,34,66,56,5,9,20,230,/en/stats/leaderboard?page=serve,10,8,53,68,128,71,48,68,40,24,60,40,4,10,19,68,94,139,44,56,128,56,150,267,56,72,128,32,45,139,44,117,267,A,,,,,,,,,,,,,G. Kuerten,N. Behr,K293,B440,BRA,ISR,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS084,R128,00:09:00,,F,3,C433,"6-3,6-0,6-2",G. Canas,G. Blanco,,,ARG,ESP,6-3,6-0,6-2,,,00:09:00,250,/en/stats/leaderboard?page=serve,3,7,51,42,82,88,37,42,53,21,40,,0,,11,188,/en/stats/leaderboard?page=serve,5,5,54,50,93,60,30,50,33,14,43,50,7,14,12,71,58,82,53,49,93,61,107,175,47,44,93,29,24,82,39,68,175,A,,,,,,,,,,,,,G. Canas,G. Blanco,C433,B518,ARG,ESP,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS085,R128,00:09:00,,F,3,H223,"6-4,6-3,6-2",P. Haarhuis,J. Alonso,,,NED,ESP,6-4,6-3,6-2,,,00:09:00,321,/en/stats/leaderboard?page=serve,1,12,64,49,77,90,44,49,64,18,28,50,1,2,13,196,/en/stats/leaderboard?page=serve,10,2,40,38,94,71,27,38,36,20,56,33,3,9,14,81,62,77,50,47,94,64,109,171,50,47,94,19,15,77,36,62,171,A,,,,,,,,,,,,,P. Haarhuis,J. Alonso,H223,A272,NED,ESP,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS086,R128,00:11:00,,F,3,M442,"7-6(7),6-2,7-5",T. Martin,J. Tarango,,,USA,USA,7-6(7),6-2,7-5,,,00:11:00,306,/en/stats/leaderboard?page=serve,2,21,74,86,116,88,76,86,50,15,30,,0,,16,272,/en/stats/leaderboard?page=serve,3,5,63,67,106,67,45,67,59,23,39,50,3,6,16,78,91,116,36,38,106,58,129,222,64,68,106,22,25,116,42,93,222,A,7,4,,,,,,,,,,,T. Martin,J. Tarango,M442,T136,USA,USA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS087,R128,00:08:00,,F,3,I034,"6-3,6-4,6-4",G. Ivanisevic,M. Woodforde,,,CRO,AUS,6-3,6-4,6-4,,,00:08:00,220,/en/stats/leaderboard?page=serve,7,22,65,72,110,90,65,72,50,19,38,0,0,,15,251,/en/stats/leaderboard?page=serve,7,6,52,47,91,79,37,47,43,19,44,0,0,3,14,76,84,110,38,35,91,59,119,201,62,56,91,24,26,110,41,82,201,A,,,,,,,,,,,,,G. Ivanisevic,M. Woodforde,I034,W035,CRO,AUS,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS088,R128,00:04:00,,F,5,B446,"6-2,4-6,6-1,6-7(3),6-2",J. Bjorkman,C. Pioline,,,SWE,FRA,6-2,4-6,6-1,6-7(3),6-2,00:04:00,246,/en/stats/leaderboard?page=serve,8,5,55,83,152,72,60,83,45,31,69,58,7,12,22,207,/en/stats/leaderboard?page=serve,8,7,55,83,151,64,53,83,37,25,68,31,5,16,23,60,91,152,48,73,151,54,164,303,52,78,151,40,61,152,46,139,303,A,,,,,,,,3,7,,,,J. Bjorkman,C. Pioline,B446,P226,SWE,FRA,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS089,R128,00:09:00,,F,3,S403,"6-2,6-4,6-4",J. Stark,Y. Yoon,,,USA,KOR,6-2,6-4,6-4,,,00:09:00,340,/en/stats/leaderboard?page=serve,1,16,66,57,86,88,50,57,79,23,29,,0,,14,233,/en/stats/leaderboard?page=serve,8,4,57,69,122,64,44,69,45,24,53,69,9,13,14,85,73,86,44,54,122,61,127,208,56,68,122,15,13,86,39,81,208,A,,,,,,,,,,,,,J. Stark,Y. Yoon,S403,Y033,USA,KOR,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS090,R128,00:11:00,,F,4,A202,"6-3,5-7,6-4,6-4",W. Arthurs,C. Costa,,,AUS,ESP,6-3,5-7,6-4,6-4,,00:11:00,319,/en/stats/leaderboard?page=serve,7,24,61,85,140,95,81,85,51,28,55,75,3,4,21,276,/en/stats/leaderboard?page=serve,5,10,53,69,130,81,56,69,52,32,61,57,4,7,20,78,109,140,32,42,130,56,151,270,68,88,130,22,31,140,44,119,270,A,,,,,,,,,,,,,W. Arthurs,C. Costa,A202,C179,AUS,ESP,,
560,1998,US Open,GS,1998-08-31T00:00:00,1998-09-13T00:00:00,Hard,128,6032000,$,MS091,R128,00:21:00,,F,5,S424,"4-6,7-5,6-3,3-6,7-6(7)",F. Santoro,N. Lapentti,,,FRA,ECU,4-6,7-5,6-3,3-6,7-6(7),00:21:00,254,/en/stats/leaderboard?page=serve,3,2,59,105,178,69,72,105,51,37,73,70,14,20,26,246,/en/stats/leaderboard?page=serve,10,7,60,122,203,70,85,122,43,35,81,74,17,23,26,61,109,178,41,83,203,50,192,381,59,120,203,39,69,178,50,189,381,A,,,,,,7,4,,,,,,F. Santoro,N. Lapentti,S424,L290,FRA,ECU,,
