event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS001,F,02:15:00,,F,3,S0AG,"6-3,6-4,7-5",J. Sinner,T. Fritz,,,ITA,USA,6-3,6-4,7-5,,,02:15:00,A,J. Sinner,T. Fritz,ITA,USA,,,274,/en/stats/leaderboard?page=serve,5,6,51,43,85,88,38,43,48,20,42,71,5,7,15,238,/en/stats/leaderboard?page=serve,4,10,59,53,90,68,36,53,43,16,37,50,6,12,16,68,58,85,42,38,90,55,96,175,58,52,90,32,27,85,45,79,175,02:15:00,02:15:00,,,,,,,,,,,S0AG,FB98
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS002,SF,03:03:00,,F,3,S0AG,"7-5,7-6(7),6-2",J. Sinner,J. Draper,,,ITA,GBR,7-5,7-6(7),6-2,,,03:03:00,A,J. Sinner,J. Draper,ITA,GBR,,,318,/en/stats/leaderboard?page=serve,2,11,65,62,96,77,48,62,74,25,34,75,3,4,16,237,/en/stats/leaderboard?page=serve,10,8,49,64,131,67,43,64,48,32,67,64,7,11,16,76,73,96,43,56,131,57,129,227,57,75,131,24,23,96,43,98,227,03:03:00,03:03:00,7,3,,,,,,,,,S0AG,D0CO
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS003,SF,03:18:00,,F,5,FB98,"4-6,7-5,4-6,6-4,6-1",T. Fritz,F. Tiafoe,,,USA,USA,4-6,7-5,4-6,6-4,6-1,03:18:00,A,T. Fritz,F. Tiafoe,USA,USA,,,295,/en/stats/leaderboard?page=serve,3,16,58,76,131,75,57,76,65,36,55,20,1,5,25,256,/en/stats/leaderboard?page=serve,9,11,54,71,131,80,57,71,45,27,60,45,5,11,24,71,93,131,36,47,131,53,140,262,64,84,131,29,38,131,47,122,262,03:18:00,03:18:00,,,,,,,,,,,FB98,TD51
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS004,QF,02:39:00,,F,4,S0AG,"6-2,1-6,6-1,6-4",J. Sinner,D. Medvedev,,,ITA,RUS,6-2,1-6,6-1,6-4,,02:39:00,A,J. Sinner,D. Medvedev,ITA,RUS,,,280,/en/stats/leaderboard?page=serve,1,4,53,51,97,76,39,51,61,28,46,75,6,8,16,232,/en/stats/leaderboard?page=serve,6,5,56,61,109,67,41,61,42,20,48,67,10,15,16,69,67,97,44,48,109,56,115,206,56,61,109,31,30,97,44,91,206,02:39:00,02:39:00,,,,,,,,,,,S0AG,MM58
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS005,QF,02:07:00,,F,3,D0CO,"6-3,7-5,6-2",J. Draper,A. de Minaur,,,GBR,AUS,6-3,7-5,6-2,,,02:07:00,A,J. Draper,A. de Minaur,GBR,AUS,,,282,/en/stats/leaderboard?page=serve,4,11,56,50,89,84,42,50,49,19,39,71,5,7,15,217,/en/stats/leaderboard?page=serve,2,7,52,48,92,67,32,48,36,16,44,70,14,20,14,69,61,89,48,44,92,58,105,181,52,48,92,31,28,89,42,76,181,02:07:00,02:07:00,,,,,,,,,,,D0CO,DH58
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS006,QF,03:26:00,,F,4,FB98,"7-6(7),3-6,6-4,7-6(7)",T. Fritz,A. Zverev,,,USA,GER,7-6(7),3-6,6-4,7-6(7),,03:26:00,A,T. Fritz,A. Zverev,USA,GER,,,294,/en/stats/leaderboard?page=serve,5,12,63,81,128,81,66,81,53,25,47,50,2,4,21,294,/en/stats/leaderboard?page=serve,4,14,71,103,145,75,77,103,48,20,42,85,11,13,22,71,91,128,33,48,145,51,139,273,67,97,145,29,37,128,49,134,273,03:26:00,03:26:00,,,7,2,7,3,,,,,FB98,Z355
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS007,QF,03:04:00,,F,4,TD51,"6-3,6-7(5),6-3,4-1",F. Tiafoe,G. Dimitrov,,,USA,BUL,6-3,6-7(5),6-3,4-1,,03:04:00,A,F. Tiafoe,G. Dimitrov,USA,BUL,,,283,/en/stats/leaderboard?page=serve,5,3,50,53,107,74,39,53,67,36,54,75,3,4,17,230,/en/stats/leaderboard?page=serve,11,8,55,71,130,75,53,71,37,22,59,57,8,14,18,70,75,107,42,55,130,55,130,237,58,75,130,30,32,107,45,107,237,03:04:00,03:04:00,5,7,,,,,,,,,TD51,D875
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS008,R16,02:42:00,,F,3,S0AG,"7-6(7),7-6(7),6-1",J. Sinner,T. Paul,,,ITA,USA,7-6(7),7-6(7),6-1,,,02:42:00,A,J. Sinner,T. Paul,ITA,USA,,,282,/en/stats/leaderboard?page=serve,1,10,49,48,98,81,39,48,56,28,50,50,2,4,16,241,/en/stats/leaderboard?page=serve,3,4,60,67,111,64,43,67,43,19,44,71,10,14,15,68,67,98,44,49,111,56,116,209,56,62,111,32,31,98,44,93,209,02:42:00,02:42:00,7,5,7,3,,,,,,,S0AG,PL56
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS009,R16,01:51:00,,F,3,MM58,"6-0,6-1,6-3",D. Medvedev,N. Borges,,,RUS,POR,6-0,6-1,6-3,,,01:51:00,A,D. Medvedev,N. Borges,RUS,POR,,,287,/en/stats/leaderboard?page=serve,5,9,63,46,73,78,36,46,52,14,27,80,4,5,11,153,/en/stats/leaderboard?page=serve,10,5,41,37,90,54,20,37,36,19,53,50,8,16,11,68,50,73,57,51,90,62,101,163,43,39,90,32,23,73,38,62,163,01:51:00,01:51:00,,,,,,,,,,,MM58,BT72
560,2024,US Open,GS,2024-08-26T00:00:00,2024-09-08T00:00:00,Hard,128,33977000,$,MS010,R16,01:42:00,,F,3,D0CO,"6-3,6-1,6-2",J. Draper,T. Machac,,,GBR,CZE,6-3,6-1,6-2,,,01:42:00,A,J. Draper,T. Machac,GBR,CZE,,,292,/en/stats/leaderboard?page=serve,6,11,47,37,79,78,29,37,62,26,42,100,6,6,12,210,/en/stats/leaderboard?page=serve,7,5,59,43,73,63,27,43,40,12,30,33,3,9,12,70,55,79,47,34,73,59,89,152,53,39,73,30,24,79,41,63,152,01:42:00,01:42:00,,,,,,,,,,,D0CO,M0FH
