event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set3_winner,tiebreak_set3_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS001,F,02:30:00,,F,3,D683,"3-6,7-5,7-6(8)",J. del Potro,A. Roddick,,,ARG,USA,3-6,7-5,7-6(8),,,02:30:00,A,J. del Potro,A. Roddick,ARG,USA,,,8.0,6.0,282,/en/stats/leaderboard?page=serve,6,19,55,52,95,77,40,52,56,24,43,0,0,3,16,288,/en/stats/leaderboard?page=serve,4,21,68,70,103,73,51,70,48,16,33,40,2,5,17,67,64,95,35,36,103,51,100,198,65,67,103,33,31,95,49,98,198,,,,,D683,R485
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS002,SF,02:31:00,,F,3,R485,"6-7(3),6-2,7-5",A. Roddick,J. Isner,,,USA,USA,6-7(3),6-2,7-5,,,02:31:00,A,A. Roddick,J. Isner,USA,USA,,,,,335,/en/stats/leaderboard?page=serve,1,9,69,57,83,89,51,57,69,18,26,100,2,2,16,282,/en/stats/leaderboard?page=serve,0,20,58,67,116,72,48,67,51,25,49,70,7,10,16,83,69,83,37,43,116,56,112,199,63,73,116,17,14,83,44,87,199,3.0,7.0,,,R485,I186
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS003,SF,02:07:00,,F,2,D683,"7-6(7),6-3",J. del Potro,F. Gonzalez,,,ARG,CHI,7-6(7),6-3,,,,02:07:00,A,J. del Potro,F. Gonzalez,ARG,CHI,,,,,258,/en/stats/leaderboard?page=serve,7,10,47,42,89,76,32,42,51,24,47,75,6,8,11,236,/en/stats/leaderboard?page=serve,6,5,57,47,83,66,31,47,44,16,36,50,3,6,10,63,56,89,43,36,83,53,92,172,57,47,83,37,33,89,47,80,172,7.0,2.0,,,D683,G415
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS004,QF,01:36:00,,F,2,R485,"7-6(7),7-6(7)",A. Roddick,I. Karlovic,,,USA,CRO,7-6(7),7-6(7),,,,01:36:00,A,A. Roddick,I. Karlovic,USA,CRO,,,,,298,/en/stats/leaderboard?page=serve,2,7,74,53,72,83,44,53,53,10,19,0,0,2,12,283,/en/stats/leaderboard?page=serve,3,13,59,44,75,86,38,44,45,14,31,33,1,3,12,75,54,72,31,23,75,52,77,147,69,52,75,25,18,72,48,70,147,7.0,4.0,7.0,5.0,R485,K336
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS005,QF,02:29:00,,F,3,I186,"6-3,6-7(10),6-2",J. Isner,T. Berdych,,,USA,CZE,6-3,6-7(10),6-2,,,02:29:00,A,J. Isner,T. Berdych,USA,CZE,,,,,283,/en/stats/leaderboard?page=serve,4,17,62,69,112,75,52,69,47,20,43,78,7,9,15,230,/en/stats/leaderboard?page=serve,8,7,44,43,97,77,33,43,46,25,54,38,3,8,14,64,72,112,40,39,97,53,111,209,60,58,97,36,40,112,47,98,209,,,10.0,12.0,I186,BA47
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS006,QF,01:23:00,,F,2,G415,"7-5,6-4",F. Gonzalez,T. Haas,,,CHI,GER,7-5,6-4,,,,01:23:00,A,F. Gonzalez,T. Haas,CHI,GER,,,,,275,/en/stats/leaderboard?page=serve,4,2,58,36,62,83,30,36,46,12,26,67,2,3,11,251,/en/stats/leaderboard?page=serve,6,7,52,31,60,74,23,31,52,15,29,40,2,5,11,68,42,62,37,22,60,52,64,122,63,38,60,32,20,62,48,58,122,,,,,G415,H355
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS008,R16,01:35:00,,F,2,R485,"7-6(7),6-4",A. Roddick,S. Querrey,,,USA,USA,7-6(7),6-4,,,,01:35:00,A,A. Roddick,S. Querrey,USA,USA,,,,,269,/en/stats/leaderboard?page=serve,6,3,66,51,77,71,36,51,54,14,26,78,7,9,11,257,/en/stats/leaderboard?page=serve,1,11,57,39,68,77,30,39,41,12,29,40,2,5,11,65,50,77,38,26,68,52,76,145,62,42,68,35,27,77,48,69,145,7.0,4.0,,,R485,Q927
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS009,R16,01:04:00,,F,2,K336,"7-5,6-1",I. Karlovic,S. Devvarman,,,CRO,IND,7-5,6-1,,,,01:04:00,A,I. Karlovic,S. Devvarman,CRO,IND,,,,,348,/en/stats/leaderboard?page=serve,1,14,63,29,46,90,26,29,82,14,17,0,0,0,10,250,/en/stats/leaderboard?page=serve,0,2,71,36,51,64,23,36,47,7,15,40,2,5,9,87,40,46,41,21,51,63,61,97,59,30,51,13,6,46,37,36,97,,,,,K336,D616
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS010,R16,01:20:00,,F,2,I186,"6-2,6-4",J. Isner,S. De Chaunac,,,USA,FRA,6-2,6-4,,,,01:20:00,A,J. Isner,S. De Chaunac,USA,FRA,,,,,322,/en/stats/leaderboard?page=serve,2,3,66,31,47,74,23,31,81,13,16,0,0,0,9,224,/en/stats/leaderboard?page=serve,5,2,44,31,70,81,25,31,36,14,39,25,1,4,9,77,36,47,44,31,70,57,67,117,56,39,70,23,11,47,43,50,117,,,,,I186,D351
418,2009,Washington,500,2009-08-02T00:00:00,2009-08-09T00:00:00,Hard,48,1165500,$,MS011,R16,01:49:00,,F,3,BA47,"4-6,6-3,6-3",T. Berdych,P. Petzschner,,,CZE,GER,4-6,6-3,6-3,,,01:49:00,A,T. Berdych,P. Petzschner,CZE,GER,,,,,246,/en/stats/leaderboard?page=serve,2,6,52,40,77,60,24,40,59,22,37,56,5,9,14,223,/en/stats/leaderboard?page=serve,5,11,57,49,86,65,32,49,38,14,37,33,3,9,14,60,46,77,47,40,86,53,86,163,53,46,86,40,31,77,47,77,163,,,,,BA47,P624
