event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set5_winner,tiebreak_set5_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS011,R16,03:10:00,,F,3,A385,"6-3,6-7(4),7-5",M. Ancic,R. Ramirez Hidalgo,,,CRO,ESP,6-3,6-7(4),7-5,,,03:10:00,,,4.0,7.0,,,267,/en/stats/leaderboard?page=serve,4,6,64,68,107,71,48,68,49,19,39,63,5,8,16,242,/en/stats/leaderboard?page=serve,4,6,63,75,119,72,54,75,41,18,44,63,10,16,17,63,67,107,39,47,119,50,114,226,61,72,119,37,40,107,50,112,226,A,,,M. Ancic,R. Ramirez Hidalgo,A385,R383,CRO,ESP,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS012,R16,01:15:00,,F,2,R485,"7-6(7),6-2",A. Roddick,G. Rusedski,,,USA,GBR,7-6(7),6-2,,,,01:15:00,7.0,4.0,,,,,340,/en/stats/leaderboard?page=serve,0,5,63,32,51,88,28,32,84,16,19,0,0,0,10,261,/en/stats/leaderboard?page=serve,2,1,71,47,66,64,30,47,47,9,19,50,2,4,10,86,44,51,41,27,66,61,71,117,59,39,66,14,7,51,39,46,117,A,,,A. Roddick,G. Rusedski,R485,R237,USA,GBR,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS013,R16,02:01:00,,F,2,MC65,"7-6(9),6-2",G. Monfils,F. Santoro,,,FRA,FRA,7-6(9),6-2,,,,02:01:00,9.0,7.0,,,,,212,/en/stats/leaderboard?page=serve,5,5,51,40,78,75,30,40,26,10,38,43,3,7,10,185,/en/stats/leaderboard?page=serve,1,2,64,49,76,47,23,49,33,9,27,60,9,15,10,51,40,78,58,44,76,55,84,154,42,32,76,49,38,78,45,70,154,A,,,G. Monfils,F. Santoro,MC65,S424,FRA,FRA,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS014,R16,01:29:00,,F,2,G415,"6-2,6-4",F. Gonzalez,T. Berdych,,,CHI,CZE,6-2,6-4,,,,01:29:00,,,,,,,305,/en/stats/leaderboard?page=serve,1,4,59,33,56,73,24,33,70,16,23,100,3,3,9,231,/en/stats/leaderboard?page=serve,1,2,48,25,52,72,18,25,44,12,27,25,1,4,9,71,40,56,42,22,52,57,62,108,58,30,52,29,16,56,43,46,108,A,,,F. Gonzalez,T. Berdych,G415,BA47,CHI,CZE,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS015,R16,01:11:00,,F,2,N409,"6-2,6-2",R. Nadal,T. Henman,,,ESP,GBR,6-2,6-2,,,,01:11:00,,,,,,,335,/en/stats/leaderboard?page=serve,0,1,78,32,41,78,25,32,78,7,9,0,0,0,8,218,/en/stats/leaderboard?page=serve,1,5,67,34,51,56,19,34,41,7,17,0,0,4,8,78,32,41,49,25,51,62,57,92,51,26,51,22,9,41,38,35,92,A,,,R. Nadal,T. Henman,N409,H336,ESP,GBR,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS016,R32,01:51:00,,F,2,F324,"6-3,7-6(7)",R. Federer,P. Starace,,,SUI,ITA,6-3,7-6(7),,,,01:51:00,,,7.0,2.0,,,242,/en/stats/leaderboard?page=serve,2,2,49,39,80,72,28,39,51,21,41,0,0,3,10,208,/en/stats/leaderboard?page=serve,2,0,67,56,83,59,33,56,30,8,27,55,6,11,11,61,49,80,51,42,83,56,91,163,49,41,83,39,31,80,44,72,163,A,,,R. Federer,P. Starace,F324,S843,SUI,ITA,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS017,R32,01:43:00,,F,2,S694,"6-4,7-6(7)",R. Stepanek,J. Nieminen,,,CZE,FIN,6-4,7-6(7),,,,01:43:00,,,7.0,5.0,,,264,/en/stats/leaderboard?page=serve,2,4,60,42,70,71,30,42,50,14,28,33,1,3,11,236,/en/stats/leaderboard?page=serve,1,1,67,56,83,64,36,56,33,9,27,50,3,6,11,63,44,70,46,38,83,54,82,153,54,45,83,37,26,70,46,71,153,A,,,R. Stepanek,J. Nieminen,S694,N289,CZE,FIN,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS018,R32,02:04:00,,F,3,A479,"6-4,2-6,6-4",N. Almagro,J. Acasuso,,,ESP,ARG,6-4,2-6,6-4,,,02:04:00,,,,,,,267,/en/stats/leaderboard?page=serve,3,3,71,67,94,66,44,67,52,14,27,81,13,16,14,260,/en/stats/leaderboard?page=serve,2,5,55,47,85,66,31,47,58,22,38,57,4,7,14,62,58,94,38,32,85,50,90,179,62,53,85,38,36,94,50,89,179,A,,,N. Almagro,J. Acasuso,A479,A389,ESP,ARG,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS019,R32,01:43:00,,F,3,D402,"6-1,3-6,6-0",N. Davydenko,F. Verdasco,,,RUS,ESP,6-1,3-6,6-0,,,01:43:00,,,,,,,263,/en/stats/leaderboard?page=serve,3,1,72,59,82,56,33,59,65,15,23,67,6,9,11,189,/en/stats/leaderboard?page=serve,3,1,68,48,71,48,23,48,39,9,23,30,3,10,11,59,48,82,55,39,71,57,87,153,45,32,71,41,34,82,43,66,153,A,,,N. Davydenko,F. Verdasco,D402,V306,RUS,ESP,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS020,R32,01:23:00,,F,2,N301,"6-2,6-4",D. Nalbandian,P. Mathieu,,,ARG,FRA,6-2,6-4,,,,01:23:00,,,,,,,289,/en/stats/leaderboard?page=serve,1,4,52,25,48,76,19,25,70,16,23,80,4,5,9,217,/en/stats/leaderboard?page=serve,1,0,54,30,56,67,20,30,42,11,26,56,5,9,9,73,35,48,45,25,56,58,60,104,55,31,56,27,13,48,42,44,104,A,,,D. Nalbandian,P. Mathieu,N301,M850,ARG,FRA,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS021,R32,01:50:00,,F,2,M590,"6-3,7-6(7)",A. Martin,N. Kiefer,,,ESP,GER,6-3,7-6(7),,,,01:50:00,,,7.0,3.0,,,279,/en/stats/leaderboard?page=serve,3,1,67,49,73,63,31,49,71,17,24,50,2,4,10,231,/en/stats/leaderboard?page=serve,3,7,57,43,75,63,27,43,44,14,32,60,6,10,11,66,48,73,45,34,75,55,82,148,55,41,75,34,25,73,45,66,148,A,,,A. Martin,N. Kiefer,M590,K316,ESP,GER,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS022,R32,03:02:00,,F,3,R383,"0-6,7-6(8),7-6(7)",R. Ramirez Hidalgo,M. Safin,,,ESP,RUS,0-6,7-6(8),7-6(7),,,03:02:00,,,8.0,6.0,,,241,/en/stats/leaderboard?page=serve,1,6,62,76,122,62,47,76,46,21,46,50,5,10,15,261,/en/stats/leaderboard?page=serve,3,6,51,60,117,68,41,60,53,30,57,78,7,9,15,56,68,122,39,46,117,48,114,239,61,71,117,44,54,122,52,125,239,A,7.0,3.0,R. Ramirez Hidalgo,M. Safin,R383,S741,ESP,RUS,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS023,R32,02:20:00,,F,3,A385,"3-6,7-6(12),6-0",M. Ancic,F. Serra,,,CRO,FRA,3-6,7-6(12),6-0,,,02:20:00,,,12.0,10.0,,,264,/en/stats/leaderboard?page=serve,5,13,61,63,104,68,43,63,56,23,41,60,6,10,14,227,/en/stats/leaderboard?page=serve,3,2,54,47,87,60,28,47,53,21,40,44,4,9,13,63,66,104,44,38,87,54,104,191,56,49,87,37,38,104,46,87,191,A,,,M. Ancic,F. Serra,A385,S963,CRO,FRA,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS024,R32,01:54:00,,F,3,R485,"3-6,6-1,6-2",A. Roddick,M. Baghdatis,,,USA,CYP,3-6,6-1,6-2,,,01:54:00,,,,,,,212,/en/stats/leaderboard?page=serve,7,2,54,45,84,64,29,45,41,16,39,55,6,11,12,165,/en/stats/leaderboard?page=serve,5,1,44,37,84,62,23,37,30,14,47,50,8,16,12,54,45,84,56,47,84,55,92,168,44,37,84,46,39,84,45,76,168,A,,,A. Roddick,M. Baghdatis,R485,B837,USA,CYP,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS025,R32,01:46:00,,F,2,R237,"7-6(7),6-4",G. Rusedski,S. Galvani,,,GBR,ITA,7-6(7),6-4,,,,01:46:00,7.0,4.0,,,,,246,/en/stats/leaderboard?page=serve,3,2,66,53,80,68,36,53,41,11,27,50,3,6,11,227,/en/stats/leaderboard?page=serve,6,2,62,45,73,67,30,45,39,11,28,50,4,8,11,59,47,80,44,32,73,52,79,153,56,41,73,41,33,80,48,74,153,A,,,G. Rusedski,S. Galvani,R237,G372,GBR,ITA,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS026,R32,01:53:00,,F,3,MC65,"6-1,4-6,6-4",G. Monfils,R. Ginepri,,,FRA,USA,6-1,4-6,6-4,,,01:53:00,,,,,,,265,/en/stats/leaderboard?page=serve,9,1,58,52,89,71,37,52,59,22,37,67,4,6,14,252,/en/stats/leaderboard?page=serve,1,2,63,46,73,67,31,46,52,14,27,60,6,10,13,66,59,89,38,28,73,54,87,162,62,45,73,34,30,89,46,75,162,A,,,G. Monfils,R. Ginepri,MC65,G569,FRA,USA,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS027,R32,01:50:00,,F,2,S424,"7-6(7),6-3",F. Santoro,D. Hrbaty,,,FRA,SVK,7-6(7),6-3,,,,01:50:00,7.0,2.0,,,,,252,/en/stats/leaderboard?page=serve,1,1,51,41,81,63,26,41,58,23,40,75,6,8,10,218,/en/stats/leaderboard?page=serve,5,3,54,44,82,61,27,44,42,16,38,43,3,7,11,60,49,81,48,39,82,54,88,163,52,43,82,40,32,81,46,75,163,A,,,F. Santoro,D. Hrbaty,S424,H377,FRA,SVK,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS028,R32,01:04:00,,F,2,BA47,"6-2,6-1",T. Berdych,X. Malisse,,,CZE,BEL,6-2,6-1,,,,01:04:00,,,,,,,279,/en/stats/leaderboard?page=serve,3,5,56,23,41,78,18,23,56,10,18,0,0,1,8,171,/en/stats/leaderboard?page=serve,1,1,56,27,48,44,12,27,43,9,21,44,4,9,7,68,28,41,56,27,48,62,55,89,44,21,48,32,13,41,38,34,89,A,,,T. Berdych,X. Malisse,BA47,M680,CZE,BEL,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS029,R32,03:00:00,,F,3,G415,"6-4,5-7,6-3",F. Gonzalez,M. Youzhny,,,CHI,RUS,6-4,5-7,6-3,,,03:00:00,,,,,,,228,/en/stats/leaderboard?page=serve,7,3,50,59,117,61,36,59,53,31,58,72,13,18,16,223,/en/stats/leaderboard?page=serve,2,0,66,73,111,60,44,73,39,15,38,63,10,16,15,57,67,117,47,52,111,52,119,228,53,59,111,43,50,117,48,109,228,A,,,F. Gonzalez,M. Youzhny,G415,Y061,CHI,RUS,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS030,R32,01:37:00,,F,2,H336,"7-6(10),6-1",T. Henman,T. Johansson,,,GBR,SWE,7-6(10),6-1,,,,01:37:00,10.0,8.0,,,,,278,/en/stats/leaderboard?page=serve,1,4,69,52,75,69,36,52,57,13,23,60,3,5,10,225,/en/stats/leaderboard?page=serve,2,3,56,37,66,65,24,37,48,14,29,56,5,9,9,65,49,75,42,28,66,55,77,141,58,38,66,35,26,75,45,64,141,A,,,T. Henman,T. Johansson,H336,J129,GBR,SWE,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS031,R32,01:11:00,,F,2,N409,"6-1,6-2",R. Nadal,F. Volandri,,,ESP,ITA,6-1,6-2,,,,01:11:00,,,,,,,293,/en/stats/leaderboard?page=serve,1,0,65,34,52,79,27,34,50,9,18,100,4,4,8,219,/en/stats/leaderboard?page=serve,1,1,78,28,36,36,10,28,63,5,8,33,2,6,7,69,36,52,58,21,36,65,57,88,42,15,36,31,16,52,35,31,88,A,,,R. Nadal,F. Volandri,N409,V254,ESP,ITA,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS032,R64,01:08:00,,F,2,F324,"6-2,6-1",R. Federer,J. Chela,,,SUI,ARG,6-2,6-1,,,,01:08:00,,,,,,,284,/en/stats/leaderboard?page=serve,0,3,57,29,51,69,20,29,68,15,22,50,1,2,8,164,/en/stats/leaderboard?page=serve,1,0,46,23,50,65,15,23,26,7,27,50,5,10,7,69,35,51,56,28,50,62,63,101,44,22,50,31,16,51,38,38,101,A,,,R. Federer,J. Chela,F324,C514,SUI,ARG,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS033,R64,01:07:00,,F,2,S843,"6-4,6-1",P. Starace,D. Tursunov,,,ITA,RUS,6-4,6-1,,,,01:07:00,,,,,,,312,/en/stats/leaderboard?page=serve,0,1,67,32,48,81,26,32,63,10,16,100,2,2,8,215,/en/stats/leaderboard?page=serve,2,1,43,20,47,85,17,20,33,9,27,33,2,6,9,75,36,48,45,21,47,60,57,95,55,26,47,25,12,48,40,38,95,A,,,P. Starace,D. Tursunov,S843,T315,ITA,RUS,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS034,R64,01:09:00,,F,2,N289,"6-2,6-1",J. Nieminen,S. Grosjean,,,FIN,FRA,6-2,6-1,,,,01:09:00,,,,,,,263,/en/stats/leaderboard?page=serve,0,0,51,21,41,57,12,21,70,14,20,50,1,2,7,154,/en/stats/leaderboard?page=serve,1,2,30,16,53,63,10,16,35,13,37,40,4,10,8,63,26,41,57,30,53,60,56,94,43,23,53,37,15,41,40,38,94,A,,,J. Nieminen,S. Grosjean,N289,G379,FIN,FRA,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS035,R64,01:28:00,,F,2,S694,"6-4,6-4",R. Stepanek,F. Lopez,,,CZE,ESP,6-4,6-4,,,,01:28:00,,,,,,,252,/en/stats/leaderboard?page=serve,8,7,55,41,75,68,28,41,50,17,34,83,10,12,10,220,/en/stats/leaderboard?page=serve,3,2,50,28,56,57,16,28,54,15,28,33,2,6,10,60,45,75,45,25,56,53,70,131,55,31,56,40,30,75,47,61,131,A,,,R. Stepanek,F. Lopez,S694,L397,CZE,ESP,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS036,R64,01:20:00,,F,2,A389,"7-5,6-0",J. Acasuso,D. Ferrer,,,ARG,ESP,7-5,6-0,,,,01:20:00,,,,,,,256,/en/stats/leaderboard?page=serve,0,3,53,28,53,79,22,28,44,11,25,0,0,2,9,174,/en/stats/leaderboard?page=serve,5,1,62,38,61,53,20,38,30,7,23,33,3,9,9,62,33,53,56,34,61,59,67,114,44,27,61,38,20,53,41,47,114,A,,,J. Acasuso,D. Ferrer,A389,F401,ARG,ESP,,
416,2006,ATP Masters 1000 Rome,1000,2006-05-08T00:00:00,2006-05-14T00:00:00,Clay,64,2200000,$,MS037,R64,01:59:00,,F,2,A479,"7-5,6-4",N. Almagro,N. Massu,,,ESP,CHI,7-5,6-4,,,,01:59:00,,,,,,,298,/en/stats/leaderboard?page=serve,2,3,74,50,68,72,36,50,61,11,18,80,4,5,11,250,/en/stats/leaderboard?page=serve,0,1,74,50,68,70,35,50,33,6,18,63,5,8,11,69,47,68,40,27,68,54,74,136,60,41,68,31,21,68,46,62,136,A,,,N. Almagro,N. Massu,A479,M655,ESP,CHI,,
