event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS001,F,01:36:00,,F,2,S963,"6-3,6-4",F. Serra,I. Andreev,,,FRA,RUS,6-3,6-4,,,,01:36:00,260,/en/stats/leaderboard?page=serve,0,0,55,31,56,68,21,31,60,15,25,50,2,4,9,215,/en/stats/leaderboard?page=serve,1,0,68,54,80,56,30,54,42,11,26,58,7,12,10,64,36,56,49,39,80,55,75,136,51,41,80,36,20,56,45,61,136,A,,,,,F. Serra,I. Andreev,S963,A511,FRA,RUS,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS002,SF,02:49:00,,F,3,A511,"4-6,7-6(7),6-3",I. Andreev,V. Hanescu,,,RUS,ROU,4-6,7-6(7),6-3,,,02:49:00,274,/en/stats/leaderboard?page=serve,3,5,65,73,112,64,47,73,62,24,39,57,4,7,16,273,/en/stats/leaderboard?page=serve,1,2,77,93,121,61,57,93,54,15,28,57,4,7,15,63,71,112,40,49,121,52,120,233,60,72,121,37,41,112,48,113,233,A,7.0,2.0,,,I. Andreev,V. Hanescu,A511,H528,RUS,ROU,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS003,SF,02:37:00,,F,3,S963,"6-7(5),6-2,6-3",F. Serra,A. Pavel,,,FRA,ROU,6-7(5),6-2,6-3,,,02:37:00,288,/en/stats/leaderboard?page=serve,1,3,54,60,111,75,45,60,57,29,51,100,5,5,15,259,/en/stats/leaderboard?page=serve,1,5,59,66,111,65,43,66,53,24,45,73,8,11,14,67,74,111,40,44,111,53,118,222,60,67,111,33,37,111,47,104,222,A,,,5.0,7.0,F. Serra,A. Pavel,S963,P280,FRA,ROU,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS004,QF,01:54:00,,F,3,A511,"4-6,6-1,6-1",I. Andreev,M. Puerta,,,RUS,ARG,4-6,6-1,6-1,,,01:54:00,280,/en/stats/leaderboard?page=serve,1,2,55,47,86,64,30,47,69,27,39,88,7,8,12,227,/en/stats/leaderboard?page=serve,3,3,63,45,71,60,27,45,46,12,26,0,0,5,12,66,57,86,45,32,71,57,89,157,55,39,71,34,29,86,43,68,157,A,,,,,I. Andreev,M. Puerta,A511,P372,RUS,ARG,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS005,QF,01:17:00,,F,2,H528,"6-4,6-4",V. Hanescu,R. Ramirez Hidalgo,,,ROU,ESP,6-4,6-4,,,,01:17:00,344,/en/stats/leaderboard?page=serve,0,7,88,49,56,78,38,49,71,5,7,100,4,4,10,279,/en/stats/leaderboard?page=serve,2,3,75,41,55,73,30,41,50,7,14,60,3,5,10,77,43,56,33,18,55,55,61,111,67,37,55,23,13,56,45,50,111,A,,,,,V. Hanescu,R. Ramirez Hidalgo,H528,R383,ROU,ESP,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS006,QF,01:36:00,,F,2,P280,"7-5,7-6(7)",A. Pavel,F. Mayer,,,ROU,GER,7-5,7-6(7),,,,01:36:00,309,/en/stats/leaderboard?page=serve,2,7,73,53,73,75,40,53,65,13,20,0,0,1,12,270,/en/stats/leaderboard?page=serve,1,3,64,51,80,69,35,51,52,15,29,71,5,7,12,73,53,73,38,30,80,54,83,153,63,50,80,27,20,73,46,70,153,A,7.0,4.0,,,A. Pavel,F. Mayer,P280,MB02,ROU,GER,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS007,QF,01:10:00,,F,2,S963,"6-3,6-1",F. Serra,P. Mathieu,,,FRA,FRA,6-3,6-1,,,,01:10:00,268,/en/stats/leaderboard?page=serve,0,3,50,25,50,76,19,25,52,13,25,0,0,1,8,170,/en/stats/leaderboard?page=serve,2,1,46,21,46,52,11,21,36,9,25,17,1,6,8,64,32,50,57,26,46,60,58,96,43,20,46,36,18,50,40,38,96,A,,,,,F. Serra,P. Mathieu,S963,M850,FRA,FRA,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS008,R16,01:26:00,,F,2,P372,"6-2,6-4",M. Puerta,G. Garcia-Lopez,,,ARG,ESP,6-2,6-4,,,,01:26:00,282,/en/stats/leaderboard?page=serve,1,4,68,43,63,63,27,43,60,12,20,83,5,6,9,227,/en/stats/leaderboard?page=serve,2,4,76,45,59,58,26,45,36,5,14,50,4,8,9,62,39,63,47,28,59,55,67,122,53,31,59,38,24,63,45,55,122,A,,,,,M. Puerta,G. Garcia-Lopez,P372,G476,ARG,ESP,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS009,R16,00:58:00,,F,2,A511,"6-2,6-2",I. Andreev,A. Montanes,,,RUS,ESP,6-2,6-2,,,,00:58:00,276,/en/stats/leaderboard?page=serve,1,0,63,30,48,77,23,30,50,9,18,50,1,2,8,180,/en/stats/leaderboard?page=serve,1,1,62,24,39,54,13,24,27,4,15,0,0,5,8,67,32,48,56,22,39,62,54,87,44,17,39,33,16,48,38,33,87,A,,,,,I. Andreev,A. Montanes,A511,M824,RUS,ESP,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS010,R16,01:10:00,,F,2,H528,"6-2,6-3",V. Hanescu,D. Sanguinetti,,,ROU,ITA,6-2,6-3,,,,01:10:00,301,/en/stats/leaderboard?page=serve,0,3,78,42,54,74,31,42,58,7,12,88,7,8,9,206,/en/stats/leaderboard?page=serve,1,4,59,34,58,56,19,34,38,9,24,60,6,10,8,70,38,54,52,30,58,61,68,112,48,28,58,30,16,54,39,44,112,A,,,,,V. Hanescu,D. Sanguinetti,H528,S480,ROU,ITA,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS011,R16,01:37:00,,F,2,R383,"6-4,7-5",R. Ramirez Hidalgo,J. Acasuso,,,ESP,ARG,6-4,7-5,,,,01:37:00,301,/en/stats/leaderboard?page=serve,0,2,81,54,67,74,40,54,54,7,13,75,3,4,11,269,/en/stats/leaderboard?page=serve,0,5,67,43,64,63,27,43,62,13,21,63,5,8,11,70,47,67,38,24,64,54,71,131,63,40,64,30,20,67,46,60,131,A,,,,,R. Ramirez Hidalgo,J. Acasuso,R383,A389,ESP,ARG,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS012,R16,01:44:00,,F,2,MB02,"7-5,7-6(9)",F. Mayer,F. Verdasco,,,GER,ESP,7-5,7-6(9),,,,01:44:00,267,/en/stats/leaderboard?page=serve,2,3,70,62,88,71,44,62,50,13,26,70,7,10,12,250,/en/stats/leaderboard?page=serve,3,2,76,65,86,66,43,65,43,9,21,33,2,6,12,65,57,88,40,34,86,52,91,174,60,52,86,35,31,88,48,83,174,A,9.0,7.0,,,F. Mayer,F. Verdasco,MB02,V306,GER,ESP,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS013,R16,02:34:00,,F,3,P280,"3-6,7-6(7),6-4",A. Pavel,O. Marach,,,ROU,AUT,3-6,7-6(7),6-4,,,02:34:00,281,/en/stats/leaderboard?page=serve,0,7,72,73,102,67,49,73,55,16,29,50,3,6,15,260,/en/stats/leaderboard?page=serve,4,4,57,54,94,69,37,54,53,21,40,50,3,6,16,64,65,102,38,36,94,52,101,196,62,58,94,36,37,102,48,95,196,A,7.0,2.0,,,A. Pavel,O. Marach,P280,M760,ROU,AUT,,
773,2005,Bucharest,WS,2005-09-12T00:00:00,2005-09-18T00:00:00,Clay,32,355000,$,MS014,R16,01:18:00,,F,2,M850,"6-2,6-0",P. Mathieu,A. Portas,,,FRA,ESP,6-2,6-0,,,,01:18:00,297,/en/stats/leaderboard?page=serve,0,1,49,20,41,90,18,20,57,12,21,100,2,2,7,182,/en/stats/leaderboard?page=serve,1,3,66,31,47,42,13,31,44,7,16,62,8,13,7,73,30,41,57,27,47,65,57,88,43,20,47,27,11,41,35,31,88,A,,,,,P. Mathieu,A. Portas,M850,P305,FRA,ESP,,
