event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_isstatbetter_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_isstatbetter_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_dividend_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_dividend_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_dividend_tot_loser,totalpointswon_dividend_tot_loser,winner_flag,doublefaults_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,doublefaults_isstatbetter_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS031,R32,01:25:00,,F,2,S402,"7-5,7-6(7)",P. Sampras,J. Hlasek,,,USA,SUI,7-5,7-6(7),,,,01:25:00,295,/en/stats/leaderboard?page=serve,,6,63,45,71,84,38,45,26,,67,2,3,12,259,/en/stats/leaderboard?page=serve,5,3,51,39,77,69,27,39,58,22,38,60,3,5,12,52,36,28,77,80,64,49,77,19,68,A,3,54,14,,73,71,54,148,27,71,46,148,,,,,7,3,P. Sampras,J. Hlasek,S402,H025,USA,SUI,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS032,R64,01:37:00,,F,2,P218,"7-6(7),6-4",N. Pereira,T. Muster,,,VEN,AUT,7-6(7),6-4,,,,01:37:00,281,/en/stats/leaderboard?page=serve,,8,57,44,77,84,37,44,33,,88,7,8,11,265,/en/stats/leaderboard?page=serve,,4,63,56,89,59,33,56,58,19,33,78,7,9,11,52,42,37,89,89,58,52,89,25,77,A,3,45,15,False,68,77,54,166,32,77,46,166,7,4,,,,,N. Pereira,T. Muster,P218,M099,VEN,AUT,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS033,R64,01:40:00,,F,2,E004,"7-6(7),7-6(7)",S. Edberg,J. Frana,,,SWE,ARG,7-6(7),7-6(7),,,,01:40:00,293,/en/stats/leaderboard?page=serve,,1,68,49,72,73,36,49,23,,0,0,2,12,277,/en/stats/leaderboard?page=serve,1,9,65,61,94,69,42,61,52,17,33,78,7,9,12,52,37,35,94,87,63,59,94,20,79,A,2,70,16,,72,72,52,166,28,72,48,166,7,5,,,7,5,S. Edberg,J. Frana,E004,F041,SWE,ARG,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS034,R64,01:45:00,,F,3,W124,"6-3,2-6,6-4",M. Washington,W. Kowalski,,,USA,POL,6-3,2-6,6-4,,,01:45:00,293,/en/stats/leaderboard?page=serve,,5,69,53,77,70,37,53,24,,60,3,5,13,260,/en/stats/leaderboard?page=serve,1,8,60,59,98,69,41,59,46,18,39,63,5,8,14,53,40,39,98,92,60,59,98,24,83,A,2,67,16,,69,77,53,175,31,77,47,175,,,,,,,M. Washington,W. Kowalski,W124,K067,USA,POL,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS035,R64,01:12:00,,F,2,B053,"7-5,6-3",A. Boetsch,D. Nestor,,,FRA,CAN,7-5,6-3,,,,01:12:00,269,/en/stats/leaderboard?page=serve,,6,53,36,68,81,29,36,32,,,0,,11,268,/en/stats/leaderboard?page=serve,3,2,71,44,62,68,30,44,50,9,18,67,4,6,10,48,37,23,62,71,63,39,62,20,59,A,2,59,19,,71,68,55,130,29,68,45,130,,,,,,,A. Boetsch,D. Nestor,B053,N210,FRA,CAN,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS036,R64,01:48:00,,F,3,D249,"7-6(7),3-6,6-4",H. Dreekmann,W. Ferreira,,,GER,RSA,7-6(7),3-6,6-4,,,01:48:00,276,/en/stats/leaderboard?page=serve,,2,51,44,87,84,37,44,43,,50,2,4,15,290,/en/stats/leaderboard?page=serve,4,12,56,54,97,81,44,54,58,25,43,67,4,6,16,61,29,28,97,89,71,69,97,26,95,A,3,56,24,,70,87,48,184,30,87,52,184,7,4,,,,,H. Dreekmann,W. Ferreira,D249,F196,GER,RSA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS037,R64,01:03:00,,F,2,T195,"6-1,7-6(7)",M. Tebbutt,P. Haarhuis,,,AUS,NED,6-1,7-6(7),,,,01:03:00,286,/en/stats/leaderboard?page=serve,,6,55,33,60,73,24,33,27,,0,0,1,10,252,/en/stats/leaderboard?page=serve,2,5,64,34,53,56,19,34,63,12,19,40,2,5,9,42,42,22,53,64,58,31,53,18,49,A,5,67,18,,70,60,57,113,30,60,43,113,,,,,7,3,M. Tebbutt,P. Haarhuis,T195,H223,AUS,NED,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS038,R64,01:15:00,,F,2,B397,"6-3,6-1",B. Black,R. Jabali,,,ZIM,BRA,6-3,6-1,,,,01:15:00,237,/en/stats/leaderboard?page=serve,,3,63,34,54,62,21,34,20,,50,3,6,8,135,/en/stats/leaderboard?page=serve,8,0,52,34,65,50,17,34,29,9,31,59,10,17,8,31,60,39,65,70,40,26,65,23,49,A,3,50,10,,57,54,59,119,43,54,41,119,,,,,,,B. Black,R. Jabali,B397,J085,ZIM,BRA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS039,R64,00:54:00,,F,2,C243,"6-1,6-0",J. Courier,S. Bryan,,,USA,USA,6-1,6-0,,,,00:54:00,218,/en/stats/leaderboard?page=serve,,7,64,23,36,87,20,23,13,,0,0,,7,141,/en/stats/leaderboard?page=serve,3,0,51,25,49,52,13,25,25,6,24,38,3,8,6,28,61,30,49,58,39,19,49,8,27,A,2,62,8,,78,36,68,85,22,36,32,85,,,,,,,J. Courier,S. Bryan,C243,B401,USA,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS040,R64,01:57:00,,F,3,A092,"6-4,1-6,7-6(7)",A. Agassi,B. Karbacher,,,USA,GER,6-4,1-6,7-6(7),,,01:57:00,250,/en/stats/leaderboard?page=serve,,2,53,41,78,66,27,41,37,,20,1,5,14,258,/en/stats/leaderboard?page=serve,2,7,56,62,110,71,44,62,46,22,48,79,11,14,15,49,40,44,110,93,60,66,110,29,95,A,1,59,22,,63,78,49,188,37,78,51,188,,,7,4,,,A. Agassi,B. Karbacher,A092,K190,USA,GER,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS041,R64,01:21:00,,F,2,F031,"6-1,7-5",J. Fleurian,A. Gaudenzi,,,FRA,ITA,6-1,7-5,,,,01:21:00,276,/en/stats/leaderboard?page=serve,,5,66,47,71,74,35,47,24,,88,7,8,10,247,/en/stats/leaderboard?page=serve,1,1,72,38,53,53,20,38,67,10,15,50,4,8,9,45,43,23,53,68,57,30,53,26,56,A,1,42,10,,63,71,55,124,37,71,45,124,,,,,,,J. Fleurian,A. Gaudenzi,F031,G254,FRA,ITA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS042,R64,01:06:00,,F,2,L226,"6-4,6-3",S. Lareau,J. Siemerink,,,CAN,NED,6-4,6-3,,,,01:06:00,294,/en/stats/leaderboard?page=serve,,3,56,25,45,80,20,25,20,,50,1,2,9,215,/en/stats/leaderboard?page=serve,4,3,58,37,64,65,24,37,33,9,27,67,8,12,10,34,48,31,64,65,52,33,64,11,44,A,3,70,14,,76,45,60,109,24,45,40,109,,,,,,,S. Lareau,J. Siemerink,L226,S381,CAN,NED,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS043,R64,01:48:00,,F,3,C378,"5-7,6-3,6-4",A. Costa,J. Rascon-Lope,,,ESP,ESP,5-7,6-3,6-4,,,01:48:00,300,/en/stats/leaderboard?page=serve,,3,73,62,85,73,45,62,23,,50,2,4,16,260,/en/stats/leaderboard?page=serve,7,6,58,53,92,79,42,53,44,17,39,40,2,5,15,60,36,33,92,93,64,59,92,25,84,A,1,65,15,,71,85,53,177,29,85,47,177,,,,,,,A. Costa,J. Rascon-Lope,C378,R240,ESP,ESP,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS044,R64,01:40:00,,F,3,R214,"4-6,6-4,6-2",M. Rosset,J. Stark,,,SUI,USA,4-6,6-4,6-2,,,01:40:00,269,/en/stats/leaderboard?page=serve,,8,57,49,86,82,40,49,37,,67,4,6,14,256,/en/stats/leaderboard?page=serve,3,5,58,44,76,66,29,44,59,19,32,56,5,9,14,57,37,28,76,85,63,48,76,29,77,A,9,46,17,,66,86,52,162,34,86,48,162,,,,,,,M. Rosset,J. Stark,R214,S403,SUI,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS045,R64,01:12:00,,F,2,W136,"6-4,6-3",T. Woodbridge,M. Damm,,,AUS,CZE,6-4,6-3,,,,01:12:00,292,/en/stats/leaderboard?page=serve,,3,66,33,50,85,28,33,17,,,0,,9,240,/en/stats/leaderboard?page=serve,4,4,55,35,64,63,22,35,52,15,29,40,2,5,10,37,42,27,64,64,58,37,64,13,50,A,3,53,9,,74,50,56,114,26,50,44,114,,,,,,,T. Woodbridge,M. Damm,W136,D214,AUS,CZE,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS046,R64,01:38:00,,F,2,J100,"7-6(7),7-5",M. Joyce,G. Forget,,,USA,FRA,7-6(7),7-5,,,,01:38:00,290,/en/stats/leaderboard?page=serve,,4,63,52,83,67,35,52,31,,67,2,3,12,270,/en/stats/leaderboard?page=serve,1,10,65,53,81,77,41,53,36,10,28,60,3,5,12,56,37,30,81,86,63,51,81,27,78,A,3,68,21,,67,83,52,164,33,83,48,164,7,5,,,,,M. Joyce,G. Forget,J100,F035,USA,FRA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS047,R64,02:31:00,,F,3,N101,"6-1,5-7,7-6(7)",D. Nainkin,T. Nydahl,,,RSA,SWE,6-1,5-7,7-6(7),,,02:31:00,239,/en/stats/leaderboard?page=serve,,6,60,71,119,68,48,71,48,,64,9,14,16,220,/en/stats/leaderboard?page=serve,9,2,66,65,99,60,39,65,41,14,34,45,5,11,15,69,46,46,99,115,54,53,99,50,103,A,7,44,21,,58,119,53,218,42,119,47,218,,,7,4,,,D. Nainkin,T. Nydahl,N101,N099,RSA,SWE,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS048,R64,01:04:00,,F,2,I034,"6-4,6-3",G. Ivanisevic,R. Reneberg,,,CRO,USA,6-4,6-3,,,,01:04:00,251,/en/stats/leaderboard?page=serve,,9,43,26,60,92,24,26,34,,,0,,9,236,/en/stats/leaderboard?page=serve,3,3,46,27,59,67,18,27,53,17,32,57,4,7,10,43,41,24,59,67,59,35,59,17,52,A,4,56,19,,72,60,56,119,28,60,44,119,,,,,,,G. Ivanisevic,R. Reneberg,I034,R016,CRO,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS049,R64,01:32:00,,F,3,S015,"6-4,3-6,6-2",J. Sanchez,M. Larsson,,,ESP,SWE,6-4,3-6,6-2,,,01:32:00,281,/en/stats/leaderboard?page=serve,,3,76,59,78,64,38,59,19,,63,5,8,13,235,/en/stats/leaderboard?page=serve,4,7,52,45,87,73,33,45,43,18,42,55,6,11,14,50,41,36,87,86,59,51,87,28,79,A,1,63,12,,64,78,52,165,36,78,48,165,,,,,,,J. Sanchez,M. Larsson,S015,L206,ESP,SWE,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS050,R64,01:11:00,,F,2,P226,"6-4,6-2",C. Pioline,S. Draper,,,FRA,AUS,6-4,6-2,,,,01:11:00,280,/en/stats/leaderboard?page=serve,,2,57,34,60,74,25,34,26,,,0,,9,240,/en/stats/leaderboard?page=serve,2,5,56,35,62,71,25,35,44,12,27,67,6,9,9,41,40,25,62,66,60,37,62,19,56,A,3,62,16,,68,60,54,122,32,60,46,122,,,,,,,C. Pioline,S. Draper,P226,D270,FRA,AUS,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS051,R64,01:10:00,,F,2,M475,"6-4,6-4",A. Medvedev,G. Raoux,,,UKR,FRA,6-4,6-4,,,,01:10:00,284,/en/stats/leaderboard?page=serve,,5,55,30,55,80,24,30,25,,0,0,1,10,239,/en/stats/leaderboard?page=serve,4,1,55,35,64,69,24,35,48,14,29,40,2,5,10,38,41,26,64,64,59,38,64,17,55,A,2,56,14,,69,55,54,119,31,55,46,119,,,,,,,A. Medvedev,G. Raoux,M475,R186,UKR,FRA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS052,R64,01:02:00,,F,2,R286,"6-4,6-2",M. Rios,K. Kucera,,,CHI,SVK,6-4,6-2,,,,01:02:00,275,/en/stats/leaderboard?page=serve,,1,56,32,57,72,23,32,25,,67,2,3,9,209,/en/stats/leaderboard?page=serve,5,4,58,38,66,58,22,38,39,11,28,43,3,7,9,38,50,33,66,71,50,33,66,19,52,A,2,60,15,,67,57,58,123,33,57,42,123,,,,,,,M. Rios,K. Kucera,R286,K237,CHI,SVK,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS053,R64,01:37:00,,F,2,K148,"6-4,7-6(7)",P. Korda,M. Woodforde,,,CZE,AUS,6-4,7-6(7),,,,01:37:00,314,/en/stats/leaderboard?page=serve,,3,72,46,64,78,36,46,18,,50,1,2,11,245,/en/stats/leaderboard?page=serve,5,1,51,47,92,64,30,47,53,24,45,78,7,9,11,49,41,38,92,87,59,54,92,15,69,A,1,72,13,,77,64,56,156,23,64,44,156,,,,,7,3,P. Korda,M. Woodforde,K148,W035,CZE,AUS,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS054,R64,01:22:00,,F,2,B446,"6-4,7-6(11)",J. Bjorkman,G. Rusedski,,,SWE,GBR,6-4,7-6(11),,,,01:22:00,283,/en/stats/leaderboard?page=serve,,2,62,43,69,77,33,43,26,,60,3,5,11,249,/en/stats/leaderboard?page=serve,4,3,55,41,75,76,31,41,47,16,34,50,3,6,11,49,37,28,75,77,63,47,75,20,67,A,1,62,16,,71,69,53,144,29,69,47,144,,,,,11,9,J. Bjorkman,G. Rusedski,B446,R237,SWE,GBR,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS055,R64,01:09:00,,F,2,C274,"6-3,6-4",M. Chang,J. Stoltenberg,,,USA,AUS,6-3,6-4,,,,01:09:00,288,/en/stats/leaderboard?page=serve,,6,59,33,56,85,28,33,23,,67,2,3,10,227,/en/stats/leaderboard?page=serve,4,2,59,35,59,71,25,35,33,8,24,67,6,9,9,40,44,26,59,66,56,33,59,16,49,A,4,52,12,,71,56,57,115,29,56,43,115,,,,,,,M. Chang,J. Stoltenberg,C274,S331,USA,AUS,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS056,R64,01:16:00,,F,2,S544,"6-3,7-5",V. Spadea,T. Enqvist,,,USA,SWE,6-3,7-5,,,,01:16:00,243,/en/stats/leaderboard?page=serve,False,3,65,44,68,66,29,44,24,,43,3,7,11,185,/en/stats/leaderboard?page=serve,5,1,58,32,55,56,18,32,35,8,23,45,5,11,10,40,53,29,55,69,47,26,55,28,54,A,,46,11,,59,68,56,123,41,68,44,123,,,,,,,V. Spadea,T. Enqvist,S544,E113,USA,SWE,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS057,R64,01:20:00,,F,2,P235,"6-4,6-4",S. Pescosolido,M. Philippoussis,,,ITA,AUS,6-4,6-4,,,,01:20:00,275,/en/stats/leaderboard?page=serve,,7,60,38,63,82,31,38,25,,,0,,10,278,/en/stats/leaderboard?page=serve,2,5,73,45,62,69,31,45,53,9,17,50,2,4,10,44,35,22,62,66,65,40,62,19,59,A,6,52,13,,70,63,53,125,30,63,47,125,,,,,,,S. Pescosolido,M. Philippoussis,P235,P338,ITA,AUS,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS058,R64,00:56:00,,F,2,K214,"6-3,6-1",R. Krajicek,M. Ondruska,,,NED,RSA,6-3,6-1,,,,00:56:00,276,/en/stats/leaderboard?page=serve,,6,48,23,48,100,23,23,25,,,0,,8,216,/en/stats/leaderboard?page=serve,2,1,67,30,45,53,16,30,47,7,15,43,3,7,8,35,49,22,45,57,51,23,45,0,0,A,1,48,12,,73,48,61,93,,,,,,,,,,,R. Krajicek,M. Ondruska,K214,O098,NED,RSA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS059,R64,01:38:00,,F,3,B350,"6-3,3-6,6-1",S. Bruguera,T. Henman,,,ESP,GBR,6-3,3-6,6-1,,,01:38:00,237,/en/stats/leaderboard?page=serve,,4,55,52,94,65,34,52,42,,64,7,11,13,206,/en/stats/leaderboard?page=serve,4,4,59,48,81,58,28,48,39,13,33,50,6,12,12,53,49,40,81,93,51,41,81,41,82,A,1,45,19,,56,94,53,175,44,94,47,175,,,,,,,S. Bruguera,T. Henman,B350,H336,ESP,GBR,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS060,R64,01:46:00,,F,2,M442,"7-6(7),6-4",T. Martin,A. Corretja,,,USA,ESP,7-6(7),6-4,,,,01:46:00,269,/en/stats/leaderboard?page=serve,,9,56,46,82,76,35,46,36,,71,5,7,11,243,/en/stats/leaderboard?page=serve,3,1,58,46,79,67,31,46,48,16,33,57,4,7,11,53,41,32,79,85,59,47,79,29,76,A,3,50,18,,65,82,53,161,35,82,47,161,7,4,,,,,T. Martin,A. Corretja,M442,C344,USA,ESP,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS061,R64,01:37:00,,F,2,F192,"7-6(7),6-3",R. Furlan,P. Tramacchi,,,ITA,AUS,7-6(7),6-3,,,,01:37:00,258,/en/stats/leaderboard?page=serve,False,0,62,53,85,74,39,53,32,,83,10,12,11,239,/en/stats/leaderboard?page=serve,1,2,49,36,74,69,25,36,50,19,38,57,4,7,10,52,41,30,74,82,59,44,74,33,77,A,,41,13,,61,85,52,159,39,85,48,159,7,5,,,,,R. Furlan,P. Tramacchi,F192,T156,ITA,AUS,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS062,R64,00:52:00,,F,2,H025,"6-1,6-3",J. Hlasek,L. Paes,,,SUI,IND,6-1,6-3,,,,00:52:00,273,/en/stats/leaderboard?page=serve,,5,67,35,52,80,28,35,17,,67,2,3,8,181,/en/stats/leaderboard?page=serve,2,2,67,26,39,46,12,26,31,4,13,0,0,5,8,34,59,23,39,57,41,16,39,18,34,A,1,35,6,,65,52,63,91,35,52,37,91,,,,,,,J. Hlasek,L. Paes,H025,P269,SUI,IND,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS063,R64,01:00:00,,F,2,S402,"6-3,6-2",P. Sampras,S. Schalken,,,USA,NED,6-3,6-2,,,,01:00:00,210,/en/stats/leaderboard?page=serve,,3,52,24,46,79,19,24,22,,0,0,,9,228,/en/stats/leaderboard?page=serve,3,4,51,25,49,60,15,25,54,13,24,57,4,7,8,36,43,21,49,57,57,28,49,10,38,A,1,77,17,,78,46,60,95,22,46,40,95,,,,,,,P. Sampras,S. Schalken,S402,S572,USA,NED,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS065,R128,01:41:00,,F,2,P218,"7-6(12),7-5",N. Pereira,D. Rostagno,,,VEN,USA,7-6(12),7-5,,,,01:41:00,219,/en/stats/leaderboard?page=serve,,3,64,48,75,79,38,48,27,,0,0,,12,274,/en/stats/leaderboard?page=serve,5,7,52,49,94,82,40,49,47,21,45,91,10,11,12,58,35,33,94,91,65,61,94,17,78,A,1,74,20,,77,75,54,169,23,75,46,169,12,10,,,,,N. Pereira,D. Rostagno,P218,R043,VEN,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS066,R128,02:00:00,,F,3,E004,"6-7(6),6-3,6-2",S. Edberg,E. Sanchez,,,SWE,ESP,6-7(6),6-3,6-2,,,02:00:00,275,/en/stats/leaderboard?page=serve,,2,60,52,86,71,37,52,34,,40,2,5,15,243,/en/stats/leaderboard?page=serve,,4,71,71,100,52,37,71,59,17,29,57,8,14,14,59,46,46,100,105,54,54,100,27,81,A,3,65,22,False,69,86,56,186,31,86,44,186,6,8,,,,,S. Edberg,E. Sanchez,E004,S014,SWE,ESP,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS069,R128,01:53:00,,F,3,K067,"6-3,3-6,7-5",W. Kowalski,A. Krickstein,,,POL,USA,6-3,3-6,7-5,,,01:53:00,254,/en/stats/leaderboard?page=serve,,7,58,60,104,63,38,60,44,,60,6,10,15,240,/en/stats/leaderboard?page=serve,3,4,57,51,90,65,33,51,51,20,39,50,5,10,15,62,41,37,90,99,59,53,90,42,95,A,2,55,24,,60,104,51,194,40,104,49,194,,,,,,,W. Kowalski,A. Krickstein,K067,K023,POL,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS070,R128,00:51:00,,F,2,N210,"6-1,6-2",D. Nestor,G. Pozzi,,,CAN,ITA,6-1,6-2,,,,00:51:00,213,/en/stats/leaderboard?page=serve,,9,62,28,45,86,24,28,17,,0,0,,8,191,/en/stats/leaderboard?page=serve,1,0,55,23,42,48,11,23,47,9,19,0,0,4,7,34,52,22,42,56,48,20,42,11,31,A,3,59,10,,76,45,64,87,24,45,36,87,,,,,,,D. Nestor,G. Pozzi,N210,P045,CAN,ITA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS073,R128,01:34:00,,F,2,D249,"7-6(7),6-4",H. Dreekmann,D. Musa,,,GER,ITA,7-6(7),6-4,,,,01:34:00,261,/en/stats/leaderboard?page=serve,,4,47,34,73,68,23,34,39,,33,1,3,11,247,/en/stats/leaderboard?page=serve,3,5,67,57,85,63,36,57,43,12,28,67,6,9,11,47,44,37,85,84,56,48,85,26,74,A,1,62,24,,64,73,53,158,36,73,47,158,7,3,,,,,H. Dreekmann,D. Musa,D249,M510,GER,ITA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS074,R128,01:54:00,,F,3,T195,"2-6,7-6(7),6-0",M. Tebbutt,P. McEnroe,,,AUS,USA,2-6,7-6(7),6-0,,,01:54:00,251,/en/stats/leaderboard?page=serve,,19,47,40,86,83,33,40,46,,50,4,8,13,219,/en/stats/leaderboard?page=serve,5,4,59,58,99,66,38,58,34,14,41,64,9,14,13,52,47,47,99,99,53,52,99,34,86,A,8,41,19,,60,86,54,185,40,86,46,185,,,,,7,3,M. Tebbutt,P. McEnroe,T195,M048,AUS,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS077,R128,01:36:00,,F,2,J085,"7-6(7),6-4",R. Jabali,D. Dilucia,,,BRA,USA,7-6(7),6-4,,,,01:36:00,282,/en/stats/leaderboard?page=serve,,1,43,26,61,73,19,26,35,,0,0,1,11,265,/en/stats/leaderboard?page=serve,4,3,53,34,64,79,27,34,53,16,30,0,0,2,11,46,33,21,64,67,67,43,64,15,58,A,2,77,27,,75,61,54,125,25,61,46,125,7,5,,,,,R. Jabali,D. Dilucia,J085,D191,BRA,USA,,
403,1996,ATP Masters 1000 Miami,1000,1996-03-18T00:00:00,1996-03-31T00:00:00,Hard,96,2300000,$,MS078,R128,02:14:00,,F,3,B401,"7-5,5-7,6-4",S. Bryan,B. Shelton,,,USA,USA,7-5,5-7,6-4,,,02:14:00,255,/en/stats/leaderboard?page=serve,,4,66,65,99,74,48,65,34,,43,3,7,17,245,/en/stats/leaderboard?page=serve,4,12,65,87,133,67,58,87,35,16,46,69,11,16,17,62,44,59,133,121,56,74,133,37,111,A,6,41,14,,63,99,52,232,37,99,48,232,,,,,,,S. Bryan,B. Shelton,B401,S380,USA,USA,,
