event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set4_winner,tiebreak_set4_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set5_winner,tiebreak_set5_loser,player_id_winner,player_id_loser
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS011,R16,02:26:00,,F,4,V306,"4-6,6-4,6-4,6-4",F. Verdasco,J. Isner,,,ESP,USA,4-6,6-4,6-4,6-4,,02:26:00,A,F. Verdasco,J. Isner,ESP,USA,,,,,,,300,/en/stats/leaderboard?page=serve,4,7,75,76,102,75,57,76,62,16,26,25,1,4,20,281,/en/stats/leaderboard?page=serve,3,13,71,72,102,72,52,72,53,16,30,38,3,8,20,72,73,102,33,34,102,52,107,204,67,68,102,28,29,102,48,97,204,,,,,,,V306,I186
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS012,R16,02:41:00,,F,4,G415,"3-6,6-3,7-6(7),6-4",F. Gonzalez,J. Tsonga,,,CHI,FRA,3-6,6-3,7-6(7),6-4,,02:41:00,A,F. Gonzalez,J. Tsonga,CHI,FRA,,,,,,,300,/en/stats/leaderboard?page=serve,3,8,63,85,135,79,67,85,58,29,50,93,13,14,20,289,/en/stats/leaderboard?page=serve,4,15,63,80,127,80,64,80,45,21,47,71,5,7,20,71,96,135,33,42,127,53,138,262,67,85,127,29,39,135,47,124,262,,,7.0,3.0,,,G415,T786
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS013,R16,02:45:00,,F,4,N409,"6-7(3),6-3,6-1,6-3",R. Nadal,G. Monfils,,,ESP,FRA,6-7(3),6-3,6-1,6-3,,02:45:00,A,R. Nadal,G. Monfils,ESP,FRA,,,,,,,293,/en/stats/leaderboard?page=serve,0,0,74,81,110,73,59,81,62,18,29,50,3,6,19,229,/en/stats/leaderboard?page=serve,4,11,61,66,108,70,46,66,36,15,42,43,6,14,18,70,77,110,44,47,108,57,124,218,56,61,108,30,33,110,43,94,218,3.0,7.0,,,,,N409,MC65
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS014,R16,02:08:00,,F,3,D683,"6-3,6-3,6-3",J. del Potro,J. Ferrero,,,ARG,ESP,6-3,6-3,6-3,,,02:08:00,A,J. del Potro,J. Ferrero,ARG,ESP,,,,,,,321,/en/stats/leaderboard?page=serve,1,22,68,61,90,80,49,61,52,15,29,100,4,4,14,248,/en/stats/leaderboard?page=serve,2,4,67,56,84,64,36,56,46,13,28,56,5,9,13,71,64,90,42,35,84,57,99,174,58,49,84,29,26,90,43,75,174,,,,,,,D683,F316
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS015,R16,02:08:00,,F,3,C977,"7-5,6-2,6-2",M. Cilic,A. Murray,,,CRO,GBR,7-5,6-2,6-2,,,02:08:00,A,M. Cilic,A. Murray,CRO,GBR,,,,,,,296,/en/stats/leaderboard?page=serve,3,10,52,48,93,79,38,48,58,26,45,100,7,7,14,246,/en/stats/leaderboard?page=serve,3,5,64,50,78,66,33,50,50,14,28,44,4,9,14,69,64,93,40,31,78,56,95,171,60,47,78,31,29,93,44,76,171,,,,,,,C977,MC10
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS016,R32,02:33:00,,F,4,F324,"4-6,6-3,7-5,6-4",R. Federer,L. Hewitt,,,SUI,AUS,4-6,6-3,7-5,6-4,,02:33:00,A,R. Federer,L. Hewitt,SUI,AUS,,,,,,,280,/en/stats/leaderboard?page=serve,4,15,56,75,134,75,56,75,53,31,59,79,11,14,21,253,/en/stats/leaderboard?page=serve,4,5,52,57,110,70,40,57,55,29,53,55,6,11,20,65,87,134,37,41,110,52,128,244,63,69,110,35,47,134,48,116,244,,,,,,,F324,H432
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS017,R32,02:19:00,,F,3,R419,"7-6(7),6-4,6-4",T. Robredo,J. Blake,,,ESP,USA,7-6(7),6-4,6-4,,,02:19:00,A,T. Robredo,J. Blake,ESP,USA,,,,,,,283,/en/stats/leaderboard?page=serve,3,9,65,68,104,78,53,68,47,17,36,60,3,5,16,244,/en/stats/leaderboard?page=serve,8,2,52,53,102,74,39,53,49,24,49,20,1,5,16,67,70,104,38,39,102,53,109,206,62,63,102,33,34,104,47,97,206,7.0,2.0,,,,,R419,B676
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS018,R32,02:21:00,,F,4,SA49,"6-2,7-5,6-7(6),6-1",R. Soderling,S. Querrey,,,SWE,USA,6-2,7-5,6-7(6),6-1,,02:21:00,A,R. Soderling,S. Querrey,SWE,USA,,,,,,,318,/en/stats/leaderboard?page=serve,4,24,53,65,123,86,56,65,64,37,58,89,8,9,20,252,/en/stats/leaderboard?page=serve,7,18,66,87,131,71,62,87,36,16,44,45,5,11,19,76,93,123,40,53,131,57,146,254,60,78,131,24,30,123,43,108,254,,,6.0,8.0,,,SA49,Q927
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS019,R32,02:34:00,,F,3,D402,"6-4,7-5,7-5",N. Davydenko,M. Chiudinelli,,,RUS,SUI,6-4,7-5,7-5,,,02:34:00,A,N. Davydenko,M. Chiudinelli,RUS,SUI,,,,,,,276,/en/stats/leaderboard?page=serve,7,10,65,68,104,68,46,68,58,21,36,70,7,10,17,231,/en/stats/leaderboard?page=serve,2,4,57,62,109,55,34,62,53,25,47,40,4,10,17,64,67,104,46,50,109,55,117,213,54,59,109,36,37,104,45,96,213,,,,,,,D402,C582
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS020,R32,03:28:00,,F,4,D643,"6-7(2),6-3,7-6(7),6-4",N. Djokovic,J. Witten,,,SRB,USA,6-7(2),6-3,7-6(7),6-4,,03:28:00,A,N. Djokovic,J. Witten,SRB,USA,,,,,,,247,/en/stats/leaderboard?page=serve,8,8,61,83,136,70,58,83,45,24,53,45,5,11,21,211,/en/stats/leaderboard?page=serve,11,5,46,66,142,59,39,66,53,40,76,50,9,18,22,60,82,136,44,63,142,52,145,278,56,79,142,40,54,136,48,133,278,2.0,7.0,7.0,2.0,,,D643,W387
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS021,R32,02:35:00,,F,4,S694,"4-6,6-2,6-3,6-3",R. Stepanek,P. Kohlschreiber,,,CZE,GER,4-6,6-2,6-3,6-3,,02:35:00,A,R. Stepanek,P. Kohlschreiber,CZE,GER,,,,,,,287,/en/stats/leaderboard?page=serve,4,13,55,60,109,80,48,60,55,27,49,78,7,9,18,242,/en/stats/leaderboard?page=serve,3,10,62,69,112,65,45,69,42,18,43,57,8,14,18,69,75,109,44,49,112,56,124,221,56,63,112,31,34,109,44,97,221,,,,,,,S694,K435
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS022,R32,03:45:00,,F,5,V306,"3-6,7-5,7-6(10),1-6,6-4",F. Verdasco,T. Haas,,,ESP,GER,3-6,7-5,7-6(10),1-6,6-4,03:45:00,A,F. Verdasco,T. Haas,ESP,GER,,,,,,,259,/en/stats/leaderboard?page=serve,13,18,63,102,163,72,73,102,44,27,61,57,8,14,24,283,/en/stats/leaderboard?page=serve,6,22,62,99,160,74,73,99,51,31,61,55,6,11,26,61,100,163,35,56,160,48,156,323,65,104,160,39,63,163,52,167,323,,,10.0,8.0,,,V306,H355
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS023,R32,03:51:00,,F,5,I186,"7-6(7),6-3,3-6,5-7,7-6(7)",J. Isner,A. Roddick,,,USA,USA,7-6(7),6-3,3-6,5-7,7-6(7),03:51:00,A,J. Isner,A. Roddick,USA,USA,,,,,,,328,/en/stats/leaderboard?page=serve,7,38,65,106,163,80,85,106,60,34,57,78,7,9,27,326,/en/stats/leaderboard?page=serve,2,20,66,102,154,83,85,102,63,33,52,86,6,7,27,73,119,163,23,36,154,49,155,317,77,118,154,27,44,163,51,162,317,7.0,3.0,,,7.0,5.0,I186,R485
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS024,R32,02:12:00,,F,3,T786,"7-6(7),6-2,6-4",J. Tsonga,J. Benneteau,,,FRA,FRA,7-6(7),6-2,6-4,,,02:12:00,A,J. Tsonga,J. Benneteau,FRA,FRA,,,,,,,319,/en/stats/leaderboard?page=serve,1,10,65,58,89,84,49,58,61,19,31,100,3,3,15,265,/en/stats/leaderboard?page=serve,4,6,60,59,98,69,41,59,54,21,39,70,7,10,15,76,68,89,37,36,98,56,104,187,63,62,98,24,21,89,44,83,187,7.0,4.0,,,,,T786,B747
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS025,R32,02:12:00,,F,3,G415,"7-5,6-4,6-4",F. Gonzalez,T. Berdych,,,CHI,CZE,7-5,6-4,6-4,,,02:12:00,A,F. Gonzalez,T. Berdych,CHI,CZE,,,,,,,308,/en/stats/leaderboard?page=serve,4,15,57,56,99,82,46,56,58,25,43,100,4,4,16,267,/en/stats/leaderboard?page=serve,1,4,51,50,98,72,36,50,60,29,48,67,6,9,16,72,71,99,34,33,98,53,104,197,66,65,98,28,28,99,47,93,197,,,,,,,G415,BA47
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS026,R32,01:25:00,,F,3,MC65,"6-3,6-4,1-0",G. Monfils,J. Acasuso,,,FRA,ARG,6-3,6-4,1-0,,,01:25:00,A,G. Monfils,J. Acasuso,FRA,ARG,,,,,,,319,/en/stats/leaderboard?page=serve,1,10,69,41,59,80,33,41,61,11,18,100,1,1,10,243,/en/stats/leaderboard?page=serve,2,2,51,29,57,76,22,29,46,13,28,50,3,6,10,75,44,59,39,22,57,57,66,116,61,35,57,25,15,59,43,50,116,,,,,,,MC65,A389
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS027,R32,02:39:00,,F,3,N409,"7-5,6-4,6-4",R. Nadal,N. Almagro,,,ESP,ESP,7-5,6-4,6-4,,,02:39:00,A,R. Nadal,N. Almagro,ESP,ESP,,,,,,,246,/en/stats/leaderboard?page=serve,3,2,62,63,101,62,39,63,55,21,38,62,8,13,16,199,/en/stats/leaderboard?page=serve,9,5,51,52,102,60,31,52,36,18,50,42,5,12,16,59,60,101,52,53,102,56,113,203,48,49,102,41,41,101,44,90,203,,,,,,,N409,A479
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS029,R32,02:29:00,,F,4,F316,"1-6,6-4,7-6(7),1-0",J. Ferrero,G. Simon,,,ESP,FRA,1-6,6-4,7-6(7),1-0,,02:29:00,A,J. Ferrero,G. Simon,ESP,FRA,,,,,,,272,/en/stats/leaderboard?page=serve,2,9,59,54,91,69,37,54,59,22,37,63,5,8,14,265,/en/stats/leaderboard?page=serve,4,8,58,65,112,71,46,65,51,24,47,75,9,12,16,65,59,91,38,42,112,50,101,203,63,70,112,35,32,91,50,102,203,,,7.0,5.0,,,F316,SD32
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS030,R32,01:53:00,,F,3,C977,"6-1,6-4,6-3",M. Cilic,D. Istomin,,,CRO,UZB,6-1,6-4,6-3,,,01:53:00,A,M. Cilic,D. Istomin,CRO,UZB,,,,,,,296,/en/stats/leaderboard?page=serve,2,2,48,38,79,82,31,38,66,27,41,100,3,3,13,232,/en/stats/leaderboard?page=serve,3,1,69,59,85,58,34,59,46,12,26,38,3,8,13,73,58,79,46,39,85,59,97,164,54,46,85,27,21,79,41,67,164,,,,,,,C977,I165
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS031,R32,01:30:00,,F,3,MC10,"6-3,6-2,6-2",A. Murray,T. Dent,,,GBR,USA,6-3,6-2,6-2,,,01:30:00,A,A. Murray,T. Dent,GBR,USA,,,,,,,297,/en/stats/leaderboard?page=serve,1,7,47,32,68,91,29,32,61,22,36,50,1,2,13,210,/en/stats/leaderboard?page=serve,2,2,61,43,70,58,25,43,41,11,27,45,5,11,12,75,51,68,49,34,70,62,85,138,51,36,70,25,17,68,38,53,138,,,,,,,MC10,D362
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS032,R64,01:58:00,,F,3,F324,"6-3,7-5,7-5",R. Federer,S. Greul,,,SUI,GER,6-3,7-5,7-5,,,01:58:00,A,R. Federer,S. Greul,SUI,GER,,,,,,,310,/en/stats/leaderboard?page=serve,2,8,67,66,99,73,48,66,70,23,33,83,5,6,17,243,/en/stats/leaderboard?page=serve,4,0,49,46,93,70,32,46,53,25,47,50,4,8,16,72,71,99,39,36,93,56,107,192,61,57,93,28,28,99,44,85,192,,,,,,,F324,G511
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS033,R64,02:10:00,,F,3,H432,"6-3,6-3,6-4",L. Hewitt,J. Chela,,,AUS,ARG,6-3,6-3,6-4,,,02:10:00,A,L. Hewitt,J. Chela,AUS,ARG,,,,,,,286,/en/stats/leaderboard?page=serve,2,3,53,47,88,79,37,47,61,25,41,89,8,9,14,228,/en/stats/leaderboard?page=serve,2,5,57,62,108,65,40,62,39,18,46,71,12,17,14,70,62,88,46,50,108,57,112,196,54,58,108,30,26,88,43,84,196,,,,,,,H432,C514
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS034,R64,02:44:00,,F,4,B676,"6-4,3-6,7-6(8),6-3",J. Blake,O. Rochus,,,USA,BEL,6-4,3-6,7-6(8),6-3,,02:44:00,A,J. Blake,O. Rochus,USA,BEL,,,,,,,279,/en/stats/leaderboard?page=serve,4,21,47,59,126,80,47,59,55,37,67,56,5,9,21,266,/en/stats/leaderboard?page=serve,4,5,70,90,128,64,58,90,53,20,38,71,10,14,19,67,84,126,39,50,128,53,134,254,61,78,128,33,42,126,47,120,254,,,8.0,6.0,,,B676,R397
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS035,R64,03:11:00,,F,4,R419,"6-2,4-6,6-2,6-4",T. Robredo,G. Garcia-Lopez,,,ESP,ESP,6-2,4-6,6-2,6-4,,03:11:00,A,T. Robredo,G. Garcia-Lopez,ESP,ESP,,,,,,,260,/en/stats/leaderboard?page=serve,7,11,57,83,145,72,60,83,44,27,62,80,12,15,18,220,/en/stats/leaderboard?page=serve,8,1,52,65,124,60,39,65,49,29,59,67,12,18,18,60,87,145,45,56,124,53,143,269,55,68,124,40,58,145,47,126,269,,,,,,,R419,G476
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS036,R64,00:16:00,,F,1,SA49,2-0,R. Soderling,M. Granollers,,,SWE,ESP,2-0,,,,,00:16:00,A,R. Soderling,M. Granollers,SWE,ESP,,,,,,,368,/en/stats/leaderboard?page=serve,0,1,67,4,6,100,4,4,100,2,2,0,0,0,2,106,/en/stats/leaderboard?page=serve,1,1,30,3,10,33,1,3,43,3,7,50,1,2,1,100,6,6,60,6,10,75,12,16,40,4,10,0,0,6,25,4,16,,,,,,,SA49,G710
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS037,R64,02:56:00,,F,4,Q927,"7-5,6-7(6),6-4,6-4",S. Querrey,K. Kim,,,USA,USA,7-5,6-7(6),6-4,6-4,,02:56:00,A,S. Querrey,K. Kim,USA,USA,,,6.0,8.0,,,300,/en/stats/leaderboard?page=serve,3,15,59,82,139,80,66,82,54,31,57,83,5,6,22,264,/en/stats/leaderboard?page=serve,3,9,49,72,147,79,57,72,49,37,75,60,6,10,22,70,97,139,36,53,147,52,150,286,64,94,147,30,42,139,48,136,286,,,,,,,Q927,K358
560,2009,US Open,GS,2009-08-31T00:00:00,2009-09-13T00:00:00,Hard,128,9756000,$,MS038,R64,03:07:00,,F,4,C582,"2-6,7-6(7),6-4,6-3",M. Chiudinelli,M. Youzhny,,,SUI,RUS,2-6,7-6(7),6-4,6-3,,03:07:00,A,M. Chiudinelli,M. Youzhny,SUI,RUS,,,7.0,4.0,,,229,/en/stats/leaderboard?page=serve,3,4,50,60,119,62,37,60,53,31,59,59,10,17,19,221,/en/stats/leaderboard?page=serve,8,4,63,86,137,59,51,86,43,22,51,33,4,12,20,57,68,119,47,64,137,52,132,256,53,73,137,43,51,119,48,124,256,,,,,,,C582,Y061
