event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,winner_flag,doublefaults_isstatbetter_tot_winner,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set1_winner,tiebreak_set1_loser,doublefaults_isstatbetter_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,player_id_winner,player_id_loser,country_winner,country_loser,seed_winner,seed_loser
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS011,R16,02:19:00,,F,3,P226,"4-6,6-0,6-2",C. Pioline,A. Medvedev,,,FRA,UKR,4-6,6-0,6-2,,,02:19:00,234,/en/stats/leaderboard?page=serve,5,2,47,43,91,63,27,43,52,25,48,73,8,11,12,186,/en/stats/leaderboard?page=serve,1,4,49,49,99,51,25,49,42,21,50,56,9,16,12,57,52,91,54,53,99,55,105,190,46,46,99,43,39,91,45,85,190,A,,,,,,,,,C. Pioline,A. Medvedev,P226,M475,FRA,UKR,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS012,R16,01:19:00,,F,2,G182,"7-6(7),6-1",M. Gustafsson,F. Santoro,,,SWE,FRA,7-6(7),6-1,,,,01:19:00,297,/en/stats/leaderboard?page=serve,,2,68,43,63,72,31,43,65,13,20,75,3,4,10,242,/en/stats/leaderboard?page=serve,2,1,62,34,55,53,18,34,62,13,21,50,3,6,9,70,44,63,44,24,55,58,68,118,56,31,55,30,19,63,42,50,118,A,False,,,7,3,,,,M. Gustafsson,F. Santoro,G182,S424,SWE,FRA,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS013,R16,01:07:00,,F,2,R286,"6-4,6-3",M. Rios,B. Becker,,,CHI,GER,6-4,6-3,,,,01:07:00,206,/en/stats/leaderboard?page=serve,2,2,55,30,55,87,26,30,64,16,25,0,0,,10,267,/en/stats/leaderboard?page=serve,,8,54,28,52,82,23,28,46,11,24,33,1,3,9,76,42,55,35,18,52,56,60,107,65,34,52,24,13,55,44,47,107,A,,,,,,False,,,M. Rios,B. Becker,R286,B028,CHI,GER,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS014,R16,02:11:00,,F,3,M535,"3-6,7-6(10),6-4",F. Mantilla,J. Sanchez,,,ESP,ESP,3-6,7-6(10),6-4,,,02:11:00,237,/en/stats/leaderboard?page=serve,2,1,73,89,122,55,49,89,48,16,33,45,5,11,16,242,/en/stats/leaderboard?page=serve,2,1,70,71,102,62,44,71,45,14,31,50,5,10,15,53,65,122,43,44,102,49,109,224,57,58,102,47,57,122,51,115,224,A,,10,8,,,,,,F. Mantilla,J. Sanchez,M535,S015,ESP,ESP,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS015,R16,00:58:00,,F,2,C378,"6-2,6-1",A. Costa,A. Agassi,,,ESP,USA,6-2,6-1,,,,00:58:00,257,/en/stats/leaderboard?page=serve,2,1,81,42,52,76,32,42,30,3,10,,0,,7,177,/en/stats/leaderboard?page=serve,3,0,38,18,48,72,13,18,33,10,30,17,1,6,8,67,35,52,52,25,48,60,60,100,48,23,48,33,17,52,40,40,100,A,,,,,,,,,A. Costa,A. Agassi,C378,A092,ESP,USA,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS016,R32,01:21:00,,F,2,M099,"7-5,6-4",T. Muster,T. Carbonell,,,AUT,ESP,7-5,6-4,,,,01:21:00,274,/en/stats/leaderboard?page=serve,1,1,39,23,59,87,20,23,58,21,36,0,0,1,11,257,/en/stats/leaderboard?page=serve,2,2,75,60,80,60,36,60,50,10,20,57,4,7,11,69,41,59,43,34,80,54,75,139,58,46,80,31,18,59,46,64,139,A,,,,,,,,,T. Muster,T. Carbonell,M099,C216,AUT,ESP,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS018,R32,01:38:00,,F,3,K214,"0-6,6-4,6-2",R. Krajicek,S. Edberg,,,NED,SWE,0-6,6-4,6-2,,,01:38:00,231,/en/stats/leaderboard?page=serve,1,6,34,25,73,72,18,25,54,26,48,50,4,8,12,238,/en/stats/leaderboard?page=serve,2,0,57,46,81,63,29,46,54,19,35,69,9,13,12,60,44,73,41,33,81,50,77,154,59,48,81,40,29,73,50,77,154,A,,,,,,,,,R. Krajicek,S. Edberg,K214,E004,NED,SWE,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS019,R32,01:51:00,,F,3,S572,"3-6,6-3,6-3",S. Schalken,T. Enqvist,,,NED,SWE,3-6,6-3,6-3,,,01:51:00,247,/en/stats/leaderboard?page=serve,3,4,57,55,96,69,38,55,44,18,41,80,12,15,13,230,/en/stats/leaderboard?page=serve,5,5,55,53,97,70,37,53,41,18,44,55,6,11,14,58,56,96,43,42,97,51,98,193,57,55,97,42,40,96,49,95,193,A,,,,,,,,,S. Schalken,T. Enqvist,S572,E113,NED,SWE,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS020,R32,02:35:00,,F,3,C179,"6-7(8),6-2,6-4",C. Costa,M. Chang,,,ESP,USA,6-7(8),6-2,6-4,,,02:35:00,246,/en/stats/leaderboard?page=serve,2,3,65,74,114,59,44,74,55,22,40,69,11,16,15,193,/en/stats/leaderboard?page=serve,2,2,40,44,111,61,27,44,46,31,67,53,9,17,15,58,66,114,48,53,111,53,119,225,52,58,111,42,48,114,47,106,225,A,,,,8,10,,,,C. Costa,M. Chang,C179,C274,ESP,USA,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS021,R32,00:56:00,,F,2,K148,"6-1,6-2",P. Korda,B. Ulihrach,,,CZE,CZE,6-1,6-2,,,,00:56:00,238,/en/stats/leaderboard?page=serve,2,2,59,32,54,88,28,32,41,9,22,,0,,8,197,/en/stats/leaderboard?page=serve,1,2,68,30,44,57,17,30,29,4,14,56,5,9,7,69,37,54,52,23,44,61,60,98,48,21,44,31,17,54,39,38,98,A,,,,,,,,,P. Korda,B. Ulihrach,K148,U032,CZE,CZE,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS022,R32,00:59:00,,F,2,M475,"6-0,6-2",A. Medvedev,M. Philippoussis,,,UKR,AUS,6-0,6-2,,,,00:59:00,236,/en/stats/leaderboard?page=serve,3,2,50,27,54,67,18,27,63,17,27,,0,,7,150,/en/stats/leaderboard?page=serve,12,0,45,21,47,62,13,21,27,7,26,29,2,7,7,65,35,54,57,27,47,61,62,101,43,20,47,35,19,54,39,39,101,A,,,,,,,,,A. Medvedev,M. Philippoussis,M475,P338,UKR,AUS,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS023,R32,01:15:00,,F,2,P226,"6-4,6-3",C. Pioline,Y. Kafelnikov,,,FRA,RUS,6-4,6-3,,,,01:15:00,259,/en/stats/leaderboard?page=serve,2,6,43,21,49,81,17,21,54,15,28,67,4,6,9,203,/en/stats/leaderboard?page=serve,4,4,53,30,57,70,21,30,30,8,27,38,3,8,10,65,32,49,49,28,57,57,60,106,51,29,57,35,17,49,43,46,106,A,,,,,,,,,C. Pioline,Y. Kafelnikov,P226,K267,FRA,RUS,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS024,R32,00:57:00,,F,2,G182,"6-2,6-2",M. Gustafsson,G. Ivanisevic,,,SWE,CRO,6-2,6-2,,,,00:57:00,267,/en/stats/leaderboard?page=serve,1,1,55,30,55,57,17,30,68,17,25,67,2,3,8,181,/en/stats/leaderboard?page=serve,4,5,35,16,46,81,13,16,27,8,30,17,1,6,8,62,34,55,54,25,46,58,59,101,46,21,46,38,21,55,42,42,101,A,,,,,,,,,M. Gustafsson,G. Ivanisevic,G182,I034,SWE,CRO,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS025,R32,02:53:00,,F,3,S424,"7-5,1-6,7-6(7)",F. Santoro,A. Boetsch,,,FRA,FRA,7-5,1-6,7-6(7),,,02:53:00,202,/en/stats/leaderboard?page=serve,3,0,55,58,106,66,38,58,38,18,48,47,7,15,15,216,/en/stats/leaderboard?page=serve,2,2,57,63,110,52,33,63,51,24,47,42,5,12,16,53,56,106,48,53,110,50,109,216,52,57,110,47,50,106,50,107,216,A,,,,,,,7,3,F. Santoro,A. Boetsch,S424,B053,FRA,FRA,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS026,R32,01:27:00,,F,3,R286,"6-3,2-6,6-2",M. Rios,J. Novak,,,CHI,CZE,6-3,2-6,6-2,,,01:27:00,256,/en/stats/leaderboard?page=serve,1,6,55,39,71,74,29,39,47,15,32,75,9,12,12,229,/en/stats/leaderboard?page=serve,1,4,58,56,96,59,33,56,48,19,40,62,8,13,13,62,44,71,46,44,96,53,88,167,54,52,96,38,27,71,47,79,167,A,,,,,,,,,M. Rios,J. Novak,R286,N254,CHI,CZE,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS027,R32,02:01:00,,F,3,B028,"6-4,4-6,6-3",B. Becker,D. Rikl,,,GER,CZE,6-4,4-6,6-3,,,02:01:00,259,/en/stats/leaderboard?page=serve,3,7,49,48,97,73,35,48,53,26,49,57,4,7,15,248,/en/stats/leaderboard?page=serve,1,2,58,51,88,69,35,51,49,18,37,56,5,9,14,63,61,97,40,35,88,52,96,185,60,53,88,37,36,97,48,89,185,A,,,,,,,,,B. Becker,D. Rikl,B028,R203,GER,CZE,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS028,R32,01:14:00,,F,2,S015,"6-3,6-3",J. Sanchez,J. Courier,,,ESP,USA,6-3,6-3,,,,01:14:00,221,/en/stats/leaderboard?page=serve,1,3,79,41,52,76,31,41,64,7,11,0,0,,9,235,/en/stats/leaderboard?page=serve,3,0,56,29,52,55,16,29,61,14,23,0,0,3,9,73,38,52,42,22,52,58,60,104,58,30,52,27,14,52,42,44,104,A,,,,,,,,,J. Sanchez,J. Courier,S015,C243,ESP,USA,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS029,R32,01:20:00,,F,2,M535,"7-5,6-2",F. Mantilla,S. Bruguera,,,ESP,ESP,7-5,6-2,,,,01:20:00,285,/en/stats/leaderboard?page=serve,,2,67,36,54,69,25,36,67,12,18,0,0,2,10,198,/en/stats/leaderboard?page=serve,1,4,46,28,61,57,16,28,42,14,33,38,3,8,10,69,37,54,51,31,61,59,68,115,49,30,61,31,17,54,41,47,115,A,False,,,,,,,,F. Mantilla,S. Bruguera,M535,B350,ESP,ESP,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS030,R32,02:15:00,,F,3,C378,"6-7(3),6-1,6-4",A. Costa,H. Gumy,,,ESP,ARG,6-7(3),6-1,6-4,,,02:15:00,299,/en/stats/leaderboard?page=serve,,1,77,71,92,76,54,71,52,11,21,75,3,4,15,228,/en/stats/leaderboard?page=serve,9,1,45,45,100,73,33,45,47,26,55,73,11,15,14,71,65,92,41,41,100,55,106,192,59,59,100,29,27,92,45,86,192,A,False,,,3,7,,,,A. Costa,H. Gumy,C378,G247,ESP,ARG,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS031,R32,01:08:00,,F,2,A092,"6-2,6-3",A. Agassi,J. Siemerink,,,USA,NED,6-2,6-3,,,,01:08:00,294,/en/stats/leaderboard?page=serve,1,0,64,30,47,73,22,30,71,12,17,,0,,8,202,/en/stats/leaderboard?page=serve,6,4,38,25,65,68,17,25,43,17,40,64,7,11,9,72,34,47,48,31,65,58,65,112,52,34,65,28,13,47,42,47,112,A,,,,,,,,,A. Agassi,J. Siemerink,A092,S381,USA,NED,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS033,R64,01:26:00,,F,3,C216,"6-0,3-6,6-1",T. Carbonell,F. Dewulf,,,ESP,BEL,6-0,3-6,6-1,,,01:26:00,291,/en/stats/leaderboard?page=serve,,4,82,53,65,66,35,53,58,7,12,33,1,3,11,190,/en/stats/leaderboard?page=serve,6,5,52,35,67,66,23,35,28,9,32,54,7,13,11,65,42,65,52,35,67,58,77,132,48,32,67,35,23,65,42,55,132,A,False,,,,,,,,T. Carbonell,F. Dewulf,C216,D228,ESP,BEL,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS034,R64,01:39:00,,F,3,M605,"2-6,6-3,6-2",C. Moya,O. Camporese,,,ESP,ITA,2-6,6-3,6-2,,,01:39:00,234,/en/stats/leaderboard?page=serve,1,2,71,51,72,61,31,51,43,9,21,38,3,8,12,180,/en/stats/leaderboard?page=serve,3,3,37,31,83,55,17,31,42,22,52,46,6,13,13,56,40,72,53,44,83,54,84,155,47,39,83,44,32,72,46,71,155,A,,,,,,,,,C. Moya,O. Camporese,M605,C009,ESP,ITA,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS035,R64,01:36:00,,F,2,F192,"6-4,7-6(7)",R. Furlan,D. Vacek,,,ITA,CZE,6-4,7-6(7),,,,01:36:00,279,/en/stats/leaderboard?page=serve,,0,72,52,72,71,37,52,55,11,20,80,8,10,11,240,/en/stats/leaderboard?page=serve,4,3,70,58,83,71,41,58,28,7,25,63,5,8,11,67,48,72,42,35,83,54,83,155,58,48,83,33,24,72,46,72,155,A,False,7,3,,,,,,R. Furlan,D. Vacek,F192,V141,ITA,CZE,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS036,R64,01:12:00,,F,2,K214,"7-5,6-2",R. Krajicek,M. Rosset,,,NED,SUI,7-5,6-2,,,,01:12:00,287,/en/stats/leaderboard?page=serve,2,2,53,29,55,90,26,29,54,14,26,50,1,2,10,216,/en/stats/leaderboard?page=serve,4,2,58,38,66,61,23,38,39,11,28,20,1,5,10,73,40,55,48,32,66,60,72,121,52,34,66,27,15,55,40,49,121,A,,,,,,,,,R. Krajicek,M. Rosset,K214,R214,NED,SUI,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS037,R64,01:41:00,,F,2,E004,"7-6(8),6-3",S. Edberg,A. Corretja,,,SWE,ESP,7-6(8),6-3,,,,01:41:00,258,/en/stats/leaderboard?page=serve,5,2,71,60,84,68,41,60,50,12,24,70,7,10,11,233,/en/stats/leaderboard?page=serve,6,2,73,71,97,58,41,71,46,12,26,71,10,14,10,63,53,84,45,44,97,54,97,181,55,53,97,37,31,84,46,84,181,A,,,,8,6,,,,S. Edberg,A. Corretja,E004,C344,SWE,ESP,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS038,R64,01:21:00,,F,2,S572,"6-3,7-5",S. Schalken,P. Fredriksson,,,NED,SWE,6-3,7-5,,,,01:21:00,295,/en/stats/leaderboard?page=serve,2,3,71,53,75,60,32,53,73,16,22,89,8,9,10,221,/en/stats/leaderboard?page=serve,6,1,57,34,60,68,23,34,38,10,26,33,2,6,11,64,48,75,45,27,60,56,75,135,55,33,60,36,27,75,44,60,135,A,,,,,,,,,S. Schalken,P. Fredriksson,S572,F278,NED,SWE,,
410,1996,ATP Masters 1000 Monte-Carlo,1000,1996-04-22T00:00:00,1996-04-28T00:00:00,Clay,56,1950000,$,MS041,R64,01:11:00,,F,2,C179,"6-2,6-1",C. Costa,A. Cherkasov,,,ESP,RUS,6-2,6-1,,,,01:11:00,256,/en/stats/leaderboard?page=serve,1,2,60,32,53,63,20,32,57,12,21,33,1,3,8,167,/en/stats/leaderboard?page=serve,3,1,73,38,52,39,15,38,43,6,14,50,6,12,7,60,32,53,60,31,52,60,63,105,40,21,52,40,21,53,40,42,105,A,,,,,,,,,C. Costa,A. Cherkasov,C179,C260,ESP,RUS,,
