event_id,event_year,tourney_name,level,start_date,end_date,surface,singles_draw_size,prize_money,prize_money_currency,match_id,round,match_time_total,match_message,match_status,num_sets,winner_flag_raw,score_string,winner_player_name,loser_player_name,winner_seed,loser_seed,winner_country,loser_country,set1_score,set2_score,set3_score,set4_score,set5_score,match_date,winner_flag,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serverating_tot_winner,serveratinglink_tot_winner,doublefaults_tot_winner,aces_tot_winner,firstserve_percent_tot_winner,firstserve_dividend_tot_winner,firstserve_divisor_tot_winner,firstservepointswon_percent_tot_winner,firstservepointswon_dividend_tot_winner,firstservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,breakpointssaved_percent_tot_winner,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,servicegamesplayed_tot_winner,serverating_tot_loser,serveratinglink_tot_loser,doublefaults_tot_loser,aces_tot_loser,firstserve_percent_tot_loser,firstserve_dividend_tot_loser,firstserve_divisor_tot_loser,firstservepointswon_percent_tot_loser,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_loser,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser,servicegamesplayed_tot_loser,totalservicepointswon_percent_tot_winner,totalservicepointswon_dividend_tot_winner,totalservicepointswon_divisor_tot_winner,totalreturnpointswon_percent_tot_winner,totalreturnpointswon_dividend_tot_winner,totalreturnpointswon_divisor_tot_winner,totalpointswon_percent_tot_winner,totalpointswon_dividend_tot_winner,totalpointswon_divisor_tot_winner,totalservicepointswon_percent_tot_loser,totalservicepointswon_dividend_tot_loser,totalservicepointswon_divisor_tot_loser,totalreturnpointswon_percent_tot_loser,totalreturnpointswon_dividend_tot_loser,totalreturnpointswon_divisor_tot_loser,totalpointswon_percent_tot_loser,totalpointswon_dividend_tot_loser,totalpointswon_divisor_tot_loser,settime_tot_winner,settime_tot_loser,tiebreak_set3_winner,tiebreak_set3_loser,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set4_winner,tiebreak_set4_loser,tiebreak_set2_winner,tiebreak_set2_loser,player_id_winner,player_id_loser
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS001,F,02:41:00,,F,3,N409,"6-0,6-2,7-5",R. Nadal,N. Djokovic,,,ESP,SRB,6-0,6-2,7-5,,,02:41:00,A,R. Nadal,N. Djokovic,ESP,SRB,,,293,/en/stats/leaderboard?page=serve,1,4,65,55,84,67,37,55,66,19,29,80,4,5,13,208,/en/stats/leaderboard?page=serve,4,1,67,66,99,50,33,66,48,16,33,61,11,18,13,67,56,84,51,50,99,58,106,183,49,49,99,33,28,84,42,77,183,02:41:00,02:41:00,,,,,,,,,N409,D643
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS002,SF,03:54:00,,F,5,D643,"6-3,6-2,5-7,4-6,6-1",N. Djokovic,S. Tsitsipas,,,SRB,GRE,6-3,6-2,5-7,4-6,6-1,03:54:00,A,N. Djokovic,S. Tsitsipas,SRB,GRE,,,268,/en/stats/leaderboard?page=serve,6,5,67,102,153,73,74,102,47,24,51,73,11,15,23,242,/en/stats/leaderboard?page=serve,5,7,67,113,168,59,67,113,49,27,55,64,14,22,23,64,98,153,44,74,168,54,172,321,56,94,168,36,55,153,46,149,321,03:54:00,03:54:00,,,,,,,,,D643,TE51
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS003,SF,03:09:00,,F,3,N409,"6-3,6-3,7-6(7)",R. Nadal,D. Schwartzman,,,ESP,ARG,6-3,6-3,7-6(7),,,03:09:00,A,R. Nadal,D. Schwartzman,ESP,ARG,,,273,/en/stats/leaderboard?page=serve,0,3,69,81,117,68,55,81,53,19,36,75,9,12,15,219,/en/stats/leaderboard?page=serve,3,2,60,50,84,62,31,50,38,13,34,33,3,9,15,63,74,117,48,40,84,57,114,201,52,44,84,37,43,117,43,87,201,03:09:00,03:09:00,7,0,,,,,,,N409,SM37
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS004,QF,03:10:00,,F,4,D643,"4-6,6-2,6-3,6-4",N. Djokovic,P. Carreno Busta,,,SRB,ESP,4-6,6-2,6-3,6-4,,03:10:00,A,N. Djokovic,P. Carreno Busta,SRB,ESP,,,262,/en/stats/leaderboard?page=serve,5,2,56,74,131,72,53,74,53,30,57,77,10,13,19,244,/en/stats/leaderboard?page=serve,3,3,70,78,112,64,50,78,44,15,34,54,7,13,18,63,83,131,42,47,112,53,130,243,58,65,112,37,48,131,47,113,243,03:10:00,03:10:00,,,,,,,,,D643,CD85
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS005,QF,01:55:00,,F,3,TE51,"7-5,6-2,6-3",S. Tsitsipas,A. Rublev,,,GRE,RUS,7-5,6-2,6-3,,,01:55:00,A,S. Tsitsipas,A. Rublev,GRE,RUS,,,303,/en/stats/leaderboard?page=serve,2,7,64,54,85,80,43,54,61,19,31,67,2,3,15,239,/en/stats/leaderboard?page=serve,0,7,64,58,90,66,38,58,38,12,32,38,3,8,14,73,62,85,44,40,90,58,102,175,56,50,90,27,23,85,42,73,175,01:55:00,01:55:00,,,,,,,,,TE51,RE44
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS006,QF,05:08:00,,F,5,SM37,"7-6(7),5-7,6-7(6),7-6(7),6-2",D. Schwartzman,D. Thiem,,,ARG,AUT,7-6(7),5-7,6-7(6),7-6(7),6-2,05:08:00,A,D. Schwartzman,D. Thiem,ARG,AUT,,,243,/en/stats/leaderboard?page=serve,5,1,66,124,189,62,77,124,52,34,65,59,13,22,28,231,/en/stats/leaderboard?page=serve,3,7,59,111,187,62,69,111,42,32,76,38,6,16,28,59,111,189,46,86,187,52,197,376,54,101,187,41,78,189,48,179,376,05:08:00,05:08:00,6,8,7,1,7,5,,,SM37,TB69
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS007,QF,02:49:00,,F,3,N409,"7-6(7),6-4,6-1",R. Nadal,J. Sinner,,,ESP,ITA,7-6(7),6-4,6-1,,,02:49:00,A,R. Nadal,J. Sinner,ESP,ITA,,,275,/en/stats/leaderboard?page=serve,1,0,65,63,97,67,42,63,59,20,34,71,5,7,14,227,/en/stats/leaderboard?page=serve,3,2,68,63,93,57,36,63,43,13,30,25,2,8,15,64,62,97,47,44,93,56,106,190,53,49,93,36,35,97,44,84,190,02:49:00,02:49:00,,,7,4,,,,,N409,S0AG
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS008,R16,02:23:00,,F,3,D643,"6-4,6-3,6-3",N. Djokovic,K. Khachanov,,,SRB,RUS,6-4,6-3,6-3,,,02:23:00,A,N. Djokovic,K. Khachanov,SRB,RUS,,,279,/en/stats/leaderboard?page=serve,1,2,64,57,89,70,40,57,59,19,32,78,7,9,14,229,/en/stats/leaderboard?page=serve,4,5,69,77,111,55,42,77,47,16,34,60,9,15,14,66,59,89,48,53,111,56,112,200,52,58,111,34,30,89,44,88,200,02:23:00,02:23:00,,,,,,,,,D643,KE29
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS009,R16,02:22:00,,F,3,CD85,"6-2,7-5,6-2",P. Carreno Busta,D. Altmaier,,,ESP,GER,6-2,7-5,6-2,,,02:22:00,A,P. Carreno Busta,D. Altmaier,ESP,GER,,,294,/en/stats/leaderboard?page=serve,0,4,85,85,100,66,56,85,47,7,15,75,3,4,14,230,/en/stats/leaderboard?page=serve,4,5,65,68,105,56,38,68,51,19,37,67,12,18,14,63,63,100,46,48,105,54,111,205,54,57,105,37,37,100,46,94,205,02:22:00,02:22:00,,,,,,,,,CD85,AE14
520,2020,Roland Garros,GS,2020-09-27T00:00:00,2020-10-11T00:00:00,Clay,128,18209040,€,MS010,R16,03:54:00,,F,4,RE44,"6-7(4),7-5,6-4,7-6(7)",A. Rublev,M. Fucsovics,,,RUS,HUN,6-7(4),7-5,6-4,7-6(7),,03:54:00,A,A. Rublev,M. Fucsovics,RUS,HUN,,,260,/en/stats/leaderboard?page=serve,3,5,56,85,151,74,63,85,50,33,66,69,11,16,23,242,/en/stats/leaderboard?page=serve,5,8,61,103,168,67,69,103,42,27,65,42,5,12,23,64,96,151,43,72,168,53,168,319,57,96,168,36,55,151,47,151,319,03:54:00,03:54:00,,,4,7,7,3,,,RE44,F724
